B19131_103E,B19131_103M,B19131_104E,B19131_104M,B19131_105E,B19131_105M,B19131_106E,B19131_106M,B19131_107E,B19131_107M,GEO_ID,B19131_001E,B19131_001M,B19131_002E,B19131_002M,B19131_003E,B19131_003M,B19131_004E,B19131_004M,B19131_005E,B19131_005M,B19131_006E,B19131_006M,B19131_007E,B19131_007M,B19131_008E,B19131_008M,B19131_009E,B19131_009M,B19131_010E,B19131_010M,B19131_011E,B19131_011M,B19131_012E,B19131_012M,B19131_013E,B19131_013M,B19131_014E,B19131_014M,B19131_015E,B19131_015M,B19131_016E,B19131_016M,B19131_017E,B19131_017M,B19131_018E,B19131_018M,B19131_019E,B19131_019M,B19131_020E,B19131_020M,B19131_021E,B19131_021M,B19131_022E,B19131_022M,B19131_023E,B19131_023M,B19131_024E,B19131_024M,B19131_025E,B19131_025M,B19131_026E,B19131_026M,B19131_027E,B19131_027M,B19131_028E,B19131_028M,B19131_029E,B19131_029M,B19131_030E,B19131_030M,B19131_031E,B19131_031M,B19131_032E,B19131_032M,B19131_033E,B19131_033M,B19131_034E,B19131_034M,B19131_035E,B19131_035M,B19131_036E,B19131_036M,B19131_037E,B19131_037M,B19131_038E,B19131_038M,B19131_039E,B19131_039M,B19131_040E,B19131_040M,B19131_041E,B19131_041M,B19131_042E,B19131_042M,B19131_043E,B19131_043M,B19131_044E,B19131_044M,B19131_045E,B19131_045M,B19131_046E,B19131_046M,B19131_047E,B19131_047M,B19131_048E,B19131_048M,B19131_049E,B19131_049M,B19131_050E,B19131_050M,B19131_051E,B19131_051M,B19131_052E,B19131_052M,B19131_053E,B19131_053M,B19131_054E,B19131_054M,B19131_055E,B19131_055M,B19131_056E,B19131_056M,B19131_057E,B19131_057M,B19131_058E,B19131_058M,B19131_059E,B19131_059M,B19131_060E,B19131_060M,B19131_061E,B19131_061M,B19131_062E,B19131_062M,B19131_063E,B19131_063M,B19131_064E,B19131_064M,B19131_065E,B19131_065M,B19131_066E,B19131_066M,B19131_067E,B19131_067M,B19131_068E,B19131_068M,B19131_069E,B19131_069M,B19131_070E,B19131_070M,B19131_071E,B19131_071M,B19131_072E,B19131_072M,B19131_073E,B19131_073M,B19131_074E,B19131_074M,B19131_075E,B19131_075M,B19131_076E,B19131_076M,B19131_077E,B19131_077M,B19131_078E,B19131_078M,B19131_079E,B19131_079M,B19131_080E,B19131_080M,B19131_081E,B19131_081M,B19131_082E,B19131_082M,B19131_083E,B19131_083M,B19131_084E,B19131_084M,B19131_085E,B19131_085M,B19131_086E,B19131_086M,B19131_087E,B19131_087M,B19131_088E,B19131_088M,B19131_089E,B19131_089M,B19131_090E,B19131_090M,B19131_091E,B19131_091M,B19131_092E,B19131_092M,B19131_093E,B19131_093M,B19131_094E,B19131_094M,B19131_095E,B19131_095M,B19131_096E,B19131_096M,B19131_097E,B19131_097M,B19131_098E,B19131_098M,B19131_099E,B19131_099M,B19131_100E,B19131_100M,B19131_101E,B19131_101M,B19131_102E,B19131_102M,B19131_103EA,B19131_103MA,B19131_104EA,B19131_104MA,B19131_105MA,B19131_105EA,B19131_106EA,B19131_106MA,B19131_107EA,B19131_107MA,NAME,B19131_001MA,B19131_001EA,B19131_002EA,B19131_002MA,B19131_003EA,B19131_003MA,B19131_004EA,B19131_004MA,B19131_005EA,B19131_005MA,B19131_006EA,B19131_006MA,B19131_007EA,B19131_007MA,B19131_008EA,B19131_008MA,B19131_009EA,B19131_009MA,B19131_010EA,B19131_010MA,B19131_011EA,B19131_011MA,B19131_012EA,B19131_012MA,B19131_013EA,B19131_013MA,B19131_014EA,B19131_014MA,B19131_015MA,B19131_015EA,B19131_016MA,B19131_016EA,B19131_017MA,B19131_017EA,B19131_018MA,B19131_018EA,B19131_019MA,B19131_019EA,B19131_020EA,B19131_020MA,B19131_021EA,B19131_021MA,B19131_022MA,B19131_022EA,B19131_023EA,B19131_023MA,B19131_024MA,B19131_024EA,B19131_025MA,B19131_025EA,B19131_026EA,B19131_026MA,B19131_027MA,B19131_027EA,B19131_028MA,B19131_028EA,B19131_029EA,B19131_029MA,B19131_030MA,B19131_030EA,B19131_031MA,B19131_031EA,B19131_032EA,B19131_032MA,B19131_033EA,B19131_033MA,B19131_034EA,B19131_034MA,B19131_035EA,B19131_035MA,B19131_036MA,B19131_036EA,B19131_037EA,B19131_037MA,B19131_038EA,B19131_038MA,B19131_039MA,B19131_039EA,B19131_040EA,B19131_040MA,B19131_041EA,B19131_041MA,B19131_042EA,B19131_042MA,B19131_043MA,B19131_043EA,B19131_044EA,B19131_044MA,B19131_045EA,B19131_045MA,B19131_046EA,B19131_046MA,B19131_047MA,B19131_047EA,B19131_048MA,B19131_048EA,B19131_049EA,B19131_049MA,B19131_050MA,B19131_050EA,B19131_051MA,B19131_051EA,B19131_052EA,B19131_052MA,B19131_053MA,B19131_053EA,B19131_054MA,B19131_054EA,B19131_055EA,B19131_055MA,B19131_056MA,B19131_056EA,B19131_057MA,B19131_057EA,B19131_058MA,B19131_058EA,B19131_059EA,B19131_059MA,B19131_060MA,B19131_060EA,B19131_061EA,B19131_061MA,B19131_062EA,B19131_062MA,B19131_063MA,B19131_063EA,B19131_064EA,B19131_064MA,B19131_065MA,B19131_065EA,B19131_066EA,B19131_066MA,B19131_067EA,B19131_067MA,B19131_068MA,B19131_068EA,B19131_069EA,B19131_069MA,B19131_070MA,B19131_070EA,B19131_071EA,B19131_071MA,B19131_072EA,B19131_072MA,B19131_073EA,B19131_073MA,B19131_074MA,B19131_074EA,B19131_075EA,B19131_075MA,B19131_076EA,B19131_076MA,B19131_077MA,B19131_077EA,B19131_078EA,B19131_078MA,B19131_079MA,B19131_079EA,B19131_080MA,B19131_080EA,B19131_081EA,B19131_081MA,B19131_082MA,B19131_082EA,B19131_083MA,B19131_083EA,B19131_084EA,B19131_084MA,B19131_085EA,B19131_085MA,B19131_086MA,B19131_086EA,B19131_087MA,B19131_087EA,B19131_088EA,B19131_088MA,B19131_089MA,B19131_089EA,B19131_090EA,B19131_090MA,B19131_091EA,B19131_091MA,B19131_092MA,B19131_092EA,B19131_093EA,B19131_093MA,B19131_094MA,B19131_094EA,B19131_095MA,B19131_095EA,B19131_096EA,B19131_096MA,B19131_097MA,B19131_097EA,B19131_098EA,B19131_098MA,B19131_099MA,B19131_099EA,B19131_100MA,B19131_100EA,B19131_101MA,B19131_101EA,B19131_102MA,B19131_102EA,state
19509,1951,7710,1576,2997,746,1533,587,797,405,0400000US13,2385969,17984,1688896,17061,727342,13167,17603,2308,13943,2014,20299,2853,23513,2860,29473,2901,28818,3148,30443,2818,28732,3276,30764,2735,61825,4353,91557,5555,116421,5696,89570,4438,48662,3425,49279,3846,46440,3065,961554,13504,19823,2248,20335,2373,34429,3110,38002,2990,42119,3489,49318,3761,43614,3325,47560,3196,43634,3536,89149,4870,117095,5900,148942,6438,100253,5039,56718,3478,60338,3902,50225,3128,697073,13348,161001,6016,74357,4712,10690,2233,5515,1329,6773,1636,6116,1552,5173,1459,6092,1525,4297,1071,5623,1453,2644,823,5943,1363,6088,1448,4481,1131,1771,710,1134,712,1050,571,967,570,86644,4705,6864,1640,4855,1263,6794,1467,6308,1381,6823,1594,6534,1324,5605,1452,4774,1147,5323,1370,8335,1617,9360,1818,6952,1382,2482,888,1624,612,2611,1028,1400,702,536072,11910,307560,8987,70884,4525,34990,3607,32154,3074,32066,3512,21870,3269,22009,2944,15679,2092,16995,2468,10907,1795,15660,2416,18248,2408,9554,1563,3557,955,587,347,1113,539,1287,631,228512,6587,24183,2993,16629,1971,18586,2139,20334,2319,18557,2237,16613,1960,13916,1789,14067,1933,12313,1997,19012,2560,21756,2151,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
4534,1029,2581,743,1739,665,1190,514,1501,541,0400000US15,303075,5409,224402,5525,88908,4044,890,461,1396,767,1262,720,1777,704,2207,811,1889,580,2976,865,2651,831,2735,839,6698,1421,10462,1494,17678,2012,13492,1725,9395,1624,8074,1308,5326,1114,135494,4330,2565,670,2108,830,2482,946,4797,1198,3393,864,4366,1133,4291,1111,5034,924,5787,1080,10334,1403,13646,1563,24665,2367,17913,1722,12923,1388,10807,1522,10383,1310,78673,4327,24247,2959,8342,1481,969,528,211,233,135,186,1079,686,432,412,321,269,337,291,368,232,719,501,538,244,874,480,799,442,767,520,331,264,303,223,159,220,15905,2341,253,225,72,74,377,332,611,420,385,258,812,473,497,300,604,425,891,559,1697,747,1892,714,3904,1287,1404,517,596,312,1213,549,697,415,54426,2960,22691,2297,4906,1015,2147,725,1105,576,1430,685,1755,667,1520,650,1317,560,955,491,1395,671,1857,717,2339,690,978,523,627,339,170,171,60,98,130,161,31735,2482,1075,550,1645,752,1283,516,874,386,1510,592,1631,605,2076,689,2411,800,1746,576,2355,744,3584,899,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
1681,597,147,135,200,248,228,319,26,45,0400000US16,401806,7285,322129,6712,136620,4726,3140,970,3084,957,3415,984,5624,979,7408,1246,7496,1395,7708,1438,6612,1232,6887,1474,15231,2234,19585,1866,25214,1972,10633,1466,5507,1105,4893,929,4183,1125,185509,4827,3835,1174,5263,1101,5706,1086,8946,1386,9949,1362,9805,1323,11763,1776,10284,1612,9714,1334,21149,2088,28098,2282,26590,2228,15102,1673,7739,1299,6422,1123,5144,1066,79677,4442,23583,2487,13396,1979,1244,530,1305,605,1108,595,1012,491,845,428,1498,652,780,496,1000,392,423,368,1620,808,1043,509,539,361,411,323,334,386,179,283,55,91,10187,1786,763,480,616,410,541,464,521,423,731,466,447,312,386,307,1054,559,817,710,955,533,991,486,1185,543,522,295,317,316,341,260,0,267,56094,3557,37246,2927,8889,1456,4419,1201,2785,930,3686,1050,4175,1083,2958,1112,2673,870,1706,649,1242,483,1822,590,1278,525,1052,497,179,188,319,276,63,104,0,267,18848,2094,1729,692,1458,673,944,452,1884,544,1783,593,1448,577,1186,439,1462,502,1060,503,2104,771,1508,572,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
32506,2993,14727,1915,5966,1154,4109,933,3186,792,0400000US17,3133813,17339,2301009,16110,994964,12252,14019,2076,12981,2319,19576,2091,26221,2772,27927,3138,35355,3182,33831,3381,35473,3449,37164,2860,75396,4135,113106,5202,175304,4977,135073,6628,80620,3981,85619,4206,87299,3900,1306045,12981,16173,2021,17372,1715,27949,2166,41000,2717,49716,3019,54107,3020,57730,3230,56938,3193,54925,3070,111481,4594,166026,6606,222785,6761,154649,5589,94473,4478,94680,4490,86041,3784,832804,13173,220197,7340,102488,6309,11295,2048,7252,1617,8348,1699,8920,1555,7704,1612,7314,1247,5796,1401,5888,1383,4651,1228,8679,1457,10699,1748,7724,1769,3907,1276,1731,706,1917,828,663,381,117709,5883,5861,1214,4567,1059,6134,1305,7156,1266,5890,1277,6536,1202,6992,1407,8496,1711,6282,1339,10564,1669,15417,2027,15936,2066,7644,1514,4410,1130,4036,1257,1788,674,612607,10402,338365,8867,71905,4112,34186,3199,35933,3166,32830,2995,24698,2618,22850,2565,20791,2378,19865,2322,12187,1962,19845,2156,17166,2360,13849,1877,6049,1271,2467,697,2271,656,1473,640,274242,7715,18301,2202,14318,2173,18939,2043,20513,2167,17369,1888,18823,2153,15528,1827,16194,1906,14451,1764,27196,2792,32116,2647,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
10278,1375,3178,824,1305,505,738,352,372,235,0400000US18,1656386,11547,1236518,12152,489020,9966,11068,1885,7691,1351,12443,2090,14324,1810,13771,1647,17850,2417,22083,2491,24373,2745,22570,2572,48202,3386,69028,4499,94560,4059,56811,3497,32372,2862,22212,1923,19662,1830,747498,9270,11461,1669,10401,1454,17603,2170,30788,2626,37858,3022,41524,2506,40919,2697,44707,3099,42508,3473,81550,4718,100808,4096,121730,4605,73868,3230,38530,2862,29179,2491,24064,2064,419868,8650,110663,4929,60819,4259,8296,1757,3797,969,4777,1176,5779,1254,4457,1203,5351,1093,3696,1000,5009,1061,2267,738,5357,1018,5181,1431,3814,1063,1694,764,484,369,155,153,705,612,49844,3054,2220,800,2838,921,2619,865,2920,962,3371,945,3636,867,3562,1004,3070,778,2372,696,6169,1239,6918,1233,5498,1209,2555,758,811,500,651,329,634,399,309205,7393,188597,6075,42179,3414,22828,2736,21351,2589,21564,2584,17609,2388,15828,2096,11178,1878,7636,1498,5243,1297,7133,1227,7637,1492,4694,1122,1764,775,911,604,742,495,300,237,120608,4536,7858,1404,6341,1173,8163,1492,9740,1327,11429,1628,12470,1695,8464,1471,9364,1131,7669,1215,10553,1467,12686,1652,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
3198,719,1225,419,613,335,385,277,124,111,0400000US19,793768,7580,633602,8262,245452,5703,2991,814,4382,1016,4207,857,4541,1005,6971,1020,6852,1150,8189,1339,10270,1536,11669,1640,24839,2076,38333,2634,53169,3153,30114,1987,15937,1817,13392,1770,9596,1275,388150,5242,4982,948,5560,1024,9986,1285,15631,1715,17424,1717,18617,1514,18578,1801,20332,1649,21106,1967,40267,2214,59454,2763,66476,3092,40769,2585,21290,1822,15409,1891,12269,1378,160166,5199,46829,3391,26987,2689,1413,546,1002,442,2279,665,2485,842,2058,738,2350,639,3117,942,2554,902,1516,627,3312,933,2063,584,1465,507,959,542,166,157,96,119,152,159,19842,2299,1130,463,571,247,1104,538,1198,557,1181,392,621,358,1162,511,1120,501,2188,732,2306,694,3636,1145,2123,665,591,274,249,209,326,205,336,293,113337,4485,74556,4083,15679,2121,8831,1285,7491,1215,6082,1262,7626,1378,6802,1325,4575,1034,4412,1087,3126,923,3346,790,3126,925,1881,754,937,455,401,281,178,173,63,86,38781,2661,1519,504,2085,663,3472,976,3029,812,3255,759,2569,623,3008,713,2593,695,3126,832,3823,700,4757,1002,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
3657,738,1249,451,687,334,215,160,382,249,0400000US20,721592,9016,559199,8275,221090,6111,2294,825,3015,904,4470,986,5520,1190,7127,1478,9369,1382,8366,1479,9931,1631,8796,1323,20416,2088,33141,2570,41882,2905,26656,2221,16297,1698,12940,1508,10870,1509,338109,6109,3909,878,3747,829,7916,1377,12417,1600,13570,1457,14449,1620,15021,1527,17175,1562,19284,1810,35353,2822,48156,3395,57939,3727,39229,2694,19232,1960,17020,1408,13692,1346,162393,5482,46692,3436,26313,2609,2341,701,2362,998,2263,827,1726,565,1493,512,2389,834,2212,744,1771,563,1276,466,2813,823,2122,802,1628,778,916,425,160,246,388,348,453,293,20379,2456,1082,601,687,476,371,219,977,481,1298,604,1654,632,1101,492,1726,817,1445,611,3296,877,2489,854,2137,676,1568,653,171,132,144,143,233,184,115701,5172,76708,4441,18378,2572,8922,1549,9089,1651,8323,1408,6281,1272,4145,1070,3811,1114,2740,748,3382,934,3929,975,2863,802,3596,1100,771,508,261,223,47,86,170,165,38993,2773,2336,711,2246,671,3237,713,2750,815,3368,936,2746,728,2417,687,3114,707,2486,718,3371,939,4732,1223,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
6316,1246,3062,840,1274,497,462,333,228,170,0400000US21,1126685,9960,833872,10734,316214,7344,8750,1476,8173,1369,8772,1625,11208,1629,12531,1799,13892,1632,13419,1810,15790,2308,12932,1921,29819,2626,44179,3066,57186,3437,35553,2708,15451,2052,14592,1853,13967,1566,517658,7830,12404,1847,16901,2006,20714,2107,27586,2719,30378,2408,27300,2332,28870,2869,31293,2731,28059,2440,50291,3405,64413,3384,78541,3702,45375,2725,22271,2260,19060,1797,14202,1496,292813,7103,76832,4703,40128,3531,6325,1344,3503,885,3559,1012,4394,1419,2945,1038,2843,1058,2634,816,2160,908,1043,427,3052,1031,3096,1045,2997,907,984,447,246,260,120,164,227,216,36704,3278,3576,1041,2806,815,2603,649,2819,770,3324,910,3331,736,2622,867,2074,715,1724,654,2467,681,3502,1004,3022,802,1521,646,713,453,291,187,309,303,215981,6046,128274,4609,39211,3110,16234,2014,13342,2029,11622,2089,9301,1760,8472,1439,7015,1500,4736,1282,2872,785,6680,1525,3704,1028,3358,1001,1116,488,337,263,167,204,107,132,87707,4356,7472,1390,6606,1328,8996,1388,8758,1268,8622,1491,6935,1236,5412,1098,5375,1105,4473,957,6174,1107,7542,1361,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
9886,1680,3721,932,1994,659,1064,455,520,325,0400000US22,1129117,11989,753423,10404,290484,7950,4009,1231,4444,1202,5382,1239,7313,1450,9516,1637,10846,1919,9630,1801,13322,2324,13141,1851,25511,3008,36909,2942,58180,3898,36958,2895,21672,2324,17993,2131,15658,2062,462939,8271,7984,1132,10432,1853,17626,2190,22557,2110,23707,2122,24084,2341,23462,2366,19586,2171,23317,2237,42313,2989,57215,3722,68757,4426,47083,3426,27445,2588,25621,2434,21750,1987,375694,9086,79560,4260,37268,3255,4570,1045,3173,1211,2687,918,2417,922,2535,964,1839,710,3015,961,2266,701,1564,707,2605,898,3931,1141,4191,1345,1488,617,632,522,128,114,227,186,42292,3033,3482,1007,1879,709,3285,994,2984,794,2244,744,2113,605,2645,947,2201,685,2274,753,2484,731,5733,1169,5094,1319,3277,922,1069,664,860,401,668,420,296134,8472,165014,6221,38872,3548,27237,2882,17495,2565,17395,2461,12965,2064,10264,1445,7542,1733,9093,1579,5228,1284,7629,1408,5602,1536,3735,1020,1166,567,245,211,306,259,240,324,131120,5363,12610,1893,9789,1786,15734,1970,13886,1756,9486,1545,10434,1749,7522,1224,7142,1307,6348,1491,10990,1677,9994,1686,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
2565,634,591,294,83,87,207,180,66,112,0400000US23,345328,4830,266670,4677,90004,4016,798,325,1496,563,1159,434,2921,769,3017,919,2648,771,3893,887,4541,890,4229,1043,7931,1398,13907,1667,19179,1946,9879,1520,6226,1174,4392,947,3788,869,176666,4103,2550,774,2953,726,5967,1033,7235,995,8340,1038,8953,1126,9790,1550,9301,1336,8794,1247,18457,1969,28543,2029,27238,2147,16192,1710,9192,1394,7729,1079,5432,878,78658,3715,23620,2312,13586,1615,932,481,1045,481,995,518,2133,861,815,346,1470,553,796,407,585,247,963,478,899,377,824,428,1050,512,363,263,31,52,444,533,241,190,10034,1557,582,358,490,361,374,339,583,329,798,387,774,573,571,294,744,347,533,333,1051,555,1853,729,1054,543,490,351,27,45,110,128,0,230,55038,3388,34440,2418,7118,1089,4742,1251,4170,987,3836,989,2532,828,2512,778,1360,508,1832,651,1646,714,1713,590,1209,675,989,559,576,391,0,230,205,324,0,230,20598,2040,1422,489,1063,449,1645,593,1507,593,2102,645,1296,481,1634,511,1412,492,1032,441,1557,476,2416,755,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
