GEO_ID,C19001A_001E,C19001A_001M,C19001A_002E,C19001A_002M,C19001A_003E,C19001A_003M,C19001A_004E,C19001A_004M,C19001A_005E,C19001A_005M,C19001A_006E,C19001A_006M,C19001A_007E,C19001A_007M,C19001A_008E,C19001A_008M,C19001A_009E,C19001A_009M,C19001A_010E,C19001A_010M,C19001A_011E,C19001A_011M,NAME,C19001A_001MA,C19001A_001EA,C19001A_002EA,C19001A_002MA,C19001A_003MA,C19001A_003EA,C19001A_004MA,C19001A_004EA,C19001A_005EA,C19001A_005MA,C19001A_006MA,C19001A_006EA,C19001A_007MA,C19001A_007EA,C19001A_008MA,C19001A_008EA,C19001A_009MA,C19001A_009EA,C19001A_010EA,C19001A_010MA,C19001A_011MA,C19001A_011EA,state
0400000US30,374350,4066,23717,2107,24897,2492,52388,3429,48629,2641,59091,3247,71293,3740,44113,3187,34495,2476,8742,1389,6985,1117,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,658882,4552,36540,2808,40555,2690,75034,3772,75762,3512,99338,3890,136657,4329,87004,3781,72560,3017,19361,1663,16071,1767,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,762859,6867,46113,3756,33604,3318,82312,4961,82908,4685,111813,5613,154257,6585,100582,4459,96311,4961,30563,2650,24396,2516,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,494327,4221,22814,2172,20168,2161,43441,2766,45356,3402,70042,3830,96281,4862,70333,3664,76496,3570,27381,2280,22015,1869,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2327586,10808,94602,5359,82295,4841,190769,6643,179074,6569,251075,7500,396738,8651,314808,9067,413379,8031,195293,6115,209553,5831,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,597665,5835,50462,3637,37850,3584,80702,4056,72202,4335,87243,4658,105516,4765,63597,3809,63849,3793,20786,1949,15458,1795,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5088573,16906,319622,8289,244218,7490,496609,12184,454033,9623,626304,12799,890326,13899,643474,12730,744718,11221,313984,8501,355285,8308,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2677019,13360,187376,7232,162237,6747,304541,7972,303892,8990,415731,9512,524450,10350,319975,8980,280530,8384,90691,5169,87596,3794,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,260288,3140,17356,1770,15280,1661,29122,2515,28739,2359,38222,2726,53369,2789,35987,1957,29738,2028,6775,1039,5700,958,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3832629,13268,260521,8612,216806,7261,461855,9115,444015,10256,593527,11116,753383,12423,470236,9712,412232,7715,121339,4905,98715,4047,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1122535,7072,82070,3856,73992,4305,145035,5010,134020,6411,178892,5486,219490,5913,124939,4614,105985,4700,31015,2369,27097,2396,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1341700,8134,98322,5088,80824,4900,158988,6769,156845,5746,210553,6879,254738,7090,156624,6556,145539,5105,42831,2562,36436,3133,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4219687,13606,252606,8433,240825,7270,481675,10011,460522,9196,597583,9951,814068,11689,530683,8746,516567,9246,170638,5262,154520,5332,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,345404,4163,24148,2391,18727,1921,35859,2880,30266,2700,42790,3128,65186,3759,47821,3269,48028,2764,17859,2006,14720,1761,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1241409,8806,85116,4662,70184,4126,151562,5641,139713,4900,187775,6921,244742,7215,153178,5375,133326,5180,40216,2983,35597,2794,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,291465,3109,18954,1975,17834,1808,32045,2264,38044,2696,43776,3015,59819,3195,37538,2570,29699,2107,6569,1129,7187,1030,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1978890,11341,160744,6981,135669,5597,256279,6839,240358,7025,308255,7423,369039,9141,214270,7293,183778,6082,54562,3529,55936,2898,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6670729,21168,436336,10509,366028,9487,744479,11991,710873,13954,950867,14925,1237126,16200,807602,14480,826591,12571,298133,9794,292694,7727,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,802641,5639,38320,3146,32832,2933,79380,4354,78259,4398,121742,5013,178295,5523,113619,4309,109123,4765,26903,2268,24168,2074,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,249882,2591,17388,1968,15308,1512,29193,2300,27471,2356,36393,2257,50041,2576,32001,2351,26441,1869,8714,1163,6932,1047,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2201021,11012,107736,5624,86503,4240,186232,7210,183553,6351,279583,8783,393950,7301,291138,7232,357953,7159,154147,6016,160226,5044,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2178767,10916,128403,6404,96177,4823,208564,6807,216680,7315,300744,8693,430261,9207,301480,8071,305407,7034,104628,4829,86423,3968,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,704206,5473,70527,3778,55859,3240,108105,4616,88913,4393,108397,3959,124061,5266,72625,3757,54441,3228,11344,1395,9934,1414,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2053124,8471,111264,4966,110504,4177,234174,6563,233989,6658,312105,7826,425661,6998,274547,5387,236984,5866,63312,3288,50584,2818,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,209679,3076,11848,1756,11365,1687,21023,2079,21293,2364,29274,2187,44430,3201,27976,2160,28362,2797,8436,1489,5672,973,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,895211,10297,256707,7588,114271,4694,164387,6185,103821,4597,104535,4263,85259,4294,28262,2114,23458,2147,7069,1238,7442,1217,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
