B27008_014M,B27008_015E,B27008_015M,B27008_016E,B27008_016M,B27008_017E,B27008_017M,B27008_018E,B27008_018M,B27008_019E,B27008_019M,B27008_020E,B27008_020M,B27008_021E,B27008_021M,B27008_022E,B27008_022M,B27008_023E,B27008_023M,B27008_024E,B27008_024M,B27008_025E,B27008_025M,B27008_026E,B27008_026M,B27008_027E,B27008_027M,B27008_028E,B27008_028M,B27008_029E,B27008_029M,B27008_030E,B27008_030M,B27008_031E,B27008_031M,B27008_032E,B27008_032M,B27008_033E,B27008_033M,B27008_034E,B27008_034M,B27008_035E,B27008_035M,B27008_036E,B27008_036M,B27008_037E,B27008_037M,B27008_038E,B27008_038M,B27008_039E,B27008_039M,B27008_040E,B27008_040M,B27008_041E,B27008_041M,B27008_042E,B27008_042M,B27008_043E,B27008_043M,B27008_044E,B27008_044M,B27008_045E,B27008_045M,B27008_046E,B27008_046M,B27008_047E,B27008_047M,B27008_048E,B27008_048M,B27008_049E,B27008_049M,B27008_050E,B27008_050M,B27008_051E,B27008_051M,B27008_052E,B27008_052M,B27008_053E,B27008_053M,B27008_054E,B27008_054M,B27008_055E,B27008_055M,B27008_056E,B27008_056M,B27008_057E,B27008_057M,GEO_ID,B27008_001E,B27008_001M,B27008_002E,B27008_002M,B27008_003E,B27008_003M,B27008_004E,B27008_004M,B27008_005E,B27008_005M,B27008_006E,B27008_006M,B27008_007E,B27008_007M,B27008_008E,B27008_008M,B27008_009E,B27008_009M,B27008_010E,B27008_010M,B27008_011E,B27008_011M,B27008_012E,B27008_012M,B27008_013E,B27008_013M,B27008_014E,B27008_014MA,B27008_015EA,B27008_015MA,B27008_016EA,B27008_016MA,B27008_017MA,B27008_017EA,B27008_018EA,B27008_018MA,B27008_019EA,B27008_019MA,B27008_020MA,B27008_020EA,B27008_021EA,B27008_021MA,B27008_022MA,B27008_022EA,B27008_023MA,B27008_023EA,B27008_024EA,B27008_024MA,B27008_025EA,B27008_025MA,B27008_026EA,B27008_026MA,B27008_027EA,B27008_027MA,B27008_028MA,B27008_028EA,B27008_029MA,B27008_029EA,B27008_030MA,B27008_030EA,B27008_031EA,B27008_031MA,B27008_032EA,B27008_032MA,B27008_033MA,B27008_033EA,B27008_034MA,B27008_034EA,B27008_035MA,B27008_035EA,B27008_036EA,B27008_036MA,B27008_037EA,B27008_037MA,B27008_038EA,B27008_038MA,B27008_039MA,B27008_039EA,B27008_040MA,B27008_040EA,B27008_041MA,B27008_041EA,B27008_042EA,B27008_042MA,B27008_043EA,B27008_043MA,B27008_044MA,B27008_044EA,B27008_045MA,B27008_045EA,B27008_046MA,B27008_046EA,B27008_047EA,B27008_047MA,B27008_048EA,B27008_048MA,B27008_049MA,B27008_049EA,B27008_050MA,B27008_050EA,B27008_051MA,B27008_051EA,B27008_052EA,B27008_052MA,B27008_053EA,B27008_053MA,B27008_054EA,B27008_054MA,B27008_055MA,B27008_055EA,B27008_056MA,B27008_056EA,B27008_057EA,B27008_057MA,NAME,B27008_001EA,B27008_001MA,B27008_002EA,B27008_002MA,B27008_003EA,B27008_003MA,B27008_004MA,B27008_004EA,B27008_005EA,B27008_005MA,B27008_006MA,B27008_006EA,B27008_007MA,B27008_007EA,B27008_008EA,B27008_008MA,B27008_009EA,B27008_009MA,B27008_010EA,B27008_010MA,B27008_011MA,B27008_011EA,B27008_012MA,B27008_012EA,B27008_013MA,B27008_013EA,B27008_014EA,state
2932,119353,2668,2352,872,117001,2841,138528,2542,4731,1161,133797,2787,123525,1236,5861,1159,117664,1501,73686,1461,8027,1315,65659,1986,49080,1274,5748,1000,43332,1631,1036086,3187,84971,2361,3525,1095,81446,2498,169584,2673,6593,1599,162991,2958,98969,2005,3974,1058,94995,2268,126822,2935,4241,1154,122581,3078,126248,2274,2793,816,123455,2151,148543,2042,4421,911,144122,2197,133966,1106,5294,1003,128672,1381,81733,1592,6192,1204,75541,1696,65250,1145,5249,1049,60001,1436,0400000US35,2032699,1222,996613,3527,87710,2879,3377,927,84333,2840,175393,2538,5284,1255,170109,2804,101748,3008,2807,937,98941,3105,127590,2988,2359,853,125231,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
4516,1247761,3398,4611,1080,1243150,3328,1374811,2526,8012,1251,1366799,2704,1089144,2883,11515,1518,1077629,3168,604655,2604,12309,1461,592346,2781,453257,1960,14318,1660,438939,2798,9913318,5466,675538,5929,6842,1442,668696,6248,1425932,5928,10775,1780,1415157,6010,978229,3721,6621,1433,971608,4127,1345993,3338,10204,1821,1335789,3683,1328867,3113,6689,1210,1322178,3384,1476882,2493,6058,1070,1470824,2829,1215103,2416,8260,1104,1206843,2774,742411,2094,10136,1240,732275,2243,724363,3379,11716,1496,712647,3802,0400000US36,19134281,2566,9220963,5179,705188,5932,8187,1694,697001,6132,1495003,6712,11085,2181,1483918,6869,977561,4540,3990,988,973571,4631,1273583,4360,6558,1661,1267025,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
6793,633593,5831,11043,1873,622550,5913,645456,3955,17224,1917,628232,4047,534793,2960,23211,2309,511582,3736,318688,2515,26475,2323,292213,3481,193812,2079,21218,1828,172594,2633,4858551,7916,371593,6357,23312,2427,348281,6424,739143,6695,31559,2995,707584,6955,461157,4964,25560,2815,435597,5561,625994,5534,27194,2498,598800,5809,676098,4272,18842,2290,657256,4841,698472,3379,18385,2119,680087,3375,599723,2295,24143,2433,575580,2811,376630,2128,25587,2363,351043,2803,309741,2851,21081,2154,288660,3544,0400000US37,9360661,4149,4502110,9126,388901,6693,23692,2401,365209,6751,781012,7031,36650,3315,744362,6975,441750,5114,14611,2286,427139,5491,564105,6710,8152,1724,555953,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
1016,38628,842,961,437,37667,921,48449,707,1516,480,46933,902,41683,472,2178,620,39505,764,22091,320,1205,421,20886,492,18977,435,1365,421,17612,617,325542,1650,27138,1228,1297,607,25841,1198,44083,1235,1801,780,42282,1500,37047,797,1592,549,35455,890,41372,870,1569,449,39803,957,36826,735,1324,453,35502,928,47757,541,1858,541,45899,753,40426,710,1290,452,39136,738,24152,373,872,353,23280,492,26741,650,1079,422,25662,833,0400000US38,660611,725,335069,1655,28771,1399,1960,678,26811,1522,50116,1346,2354,650,47762,1438,41468,1074,1476,607,39992,1329,44886,1042,788,481,44098,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
4467,709890,3383,5397,1093,704493,3520,842758,3169,12205,1767,830553,3616,698874,2394,14569,1800,684305,3132,386490,2373,13776,1583,372714,2900,280324,2161,14521,1495,265803,2594,5842675,6104,424737,4541,6287,1356,418450,4659,905675,4334,8949,1695,896726,4549,538163,2839,7630,1315,530533,3241,707641,2889,4614,919,703027,3028,739861,2863,6664,1355,733197,3134,882487,2670,8539,1503,873948,2861,750241,2202,10379,1477,739862,2538,455182,2158,13028,1553,442154,2539,438688,4257,10836,1488,427852,4339,0400000US39,11358640,5507,5515965,8035,440063,4305,5559,1089,434504,4553,944647,5671,11020,1789,933627,5613,533588,4315,5959,1245,527629,4400,679331,4255,4339,1014,674992,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
3218,222623,2776,3533,903,219090,2624,250378,2220,6627,1046,243751,2396,210060,1598,11241,1341,198819,2190,130126,1460,12065,1413,118061,2010,85874,1633,9543,1066,76331,1840,1884808,4541,155295,3356,4830,1291,150465,3605,301885,3404,10931,1756,290954,3551,183721,2523,5376,1129,178345,2458,247246,3658,7538,1214,239708,3848,228971,2746,4412,1003,224559,2602,266598,2401,9544,1626,257054,2670,226047,1526,11901,1632,214146,2088,148009,1589,9931,1253,138078,1902,127036,1877,8877,1049,118159,1903,0400000US40,3677206,1908,1792398,4530,158080,3213,6267,1307,151813,3427,314089,3185,11388,1696,302701,3231,182058,3007,4506,1335,177552,3003,239110,3349,4106,963,235004,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
2968,247331,2993,1449,529,245882,3099,262608,2561,3291,913,259317,2895,249072,1554,5182,1233,243890,1839,137382,1364,8805,1308,128577,1841,95381,1206,8037,1295,87344,1664,1927141,3671,135375,2961,2102,902,133273,2926,283906,2864,3789,1129,280117,3068,174210,2361,1999,846,172211,2648,259814,2686,2337,853,257477,2669,244152,2196,2154,721,241998,2212,273805,1775,3438,898,270367,1959,263649,1785,4724,837,258925,1825,151170,1145,7633,1138,143537,1629,141060,1404,7623,1347,133437,1826,0400000US41,3799107,882,1871966,3734,144917,3326,1852,706,143065,3275,301164,3582,4469,1417,296695,3890,177876,2479,4104,1534,173772,2509,256235,2753,2040,945,254195,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
4100,777666,3854,4633,1037,773033,3872,930672,3546,10430,1614,920242,4083,784339,2636,14188,1504,770151,3061,448670,1733,16810,1545,431860,2454,353547,2105,17229,1455,336318,2540,6445280,5272,429783,4589,5379,1275,424404,4642,928232,4558,8426,1495,919806,4634,627374,3815,6874,1449,620500,4120,750612,3432,4188,997,746424,3459,809866,2706,5489,1155,804377,2642,976681,2584,7567,1437,969114,2589,838264,2024,10347,1052,827917,2302,524919,2007,14786,1588,510133,2611,559549,2820,14673,1460,544876,3407,0400000US42,12506000,1361,6060720,5472,445344,4377,4009,905,441335,4313,974874,4655,8836,1542,966038,4807,620544,3185,5333,1140,615211,3420,725064,3988,5282,1264,719782,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1264,65287,1049,697,403,64590,1124,77425,882,852,420,76573,962,62720,870,1746,558,60974,1032,33674,618,1863,534,31811,772,26963,603,2628,761,24335,898,537627,1444,33483,1716,1001,584,32482,1780,75575,1599,1559,729,74016,1675,59070,732,537,306,58533,707,63806,1190,1777,848,62029,1132,70520,1128,1258,458,69262,1235,83007,1002,757,396,82250,1045,68459,895,1839,582,66620,1094,39881,775,1867,608,38014,1024,43826,1050,2090,637,41736,1067,0400000US44,1036743,1079,499116,1554,35365,1504,1081,479,34284,1544,79547,1464,1446,535,78101,1499,58078,1177,1099,636,56979,1265,60057,1144,728,589,59329,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
5208,282548,3660,5994,1584,276554,3575,311461,3019,12832,2018,298629,3835,274716,1651,17818,1986,256898,2583,171775,1520,18288,1411,153487,2019,96800,1653,13055,1358,83745,2154,2360610,5408,175451,3699,8181,1687,167270,4059,357892,4149,16751,2514,341141,4531,229918,3005,11066,2077,218852,2678,293081,3719,9247,1536,283834,3967,306708,3339,8032,1581,298676,3566,339324,2945,13202,1691,326122,3297,309948,1438,16180,1891,293768,2325,200084,1664,20341,1827,179743,2416,148204,1829,14224,1537,133980,2208,0400000US45,4536835,2329,2176225,5572,183052,3752,9536,1913,173516,4019,362082,4594,16207,2619,345875,4669,224903,4283,6330,1506,218573,4377,268888,4696,5212,1142,263676,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1640,46475,1508,925,482,45550,1547,57796,1266,1396,466,56400,1365,48446,782,3017,773,45429,997,27184,650,2462,643,24722,839,22612,800,1696,448,20916,918,398771,2444,31824,1576,1458,593,30366,1597,63966,1444,2592,888,61374,1455,38987,1415,1171,495,37816,1559,48865,1362,2441,700,46424,1459,46904,1206,1276,471,45628,1200,58776,1028,1337,516,57439,1055,47840,683,2454,729,45386,960,30555,741,1855,605,28700,957,31054,693,1386,426,29668,798,0400000US46,798141,664,399370,2505,36194,1586,1469,693,34725,1696,68909,1632,2399,623,66510,1826,40774,1321,1783,730,38991,1536,50980,1592,1702,780,49278,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
4214,413186,4033,4946,1185,408240,4316,437360,2787,10554,1555,426806,3231,374089,2136,18428,1904,355661,3304,227129,1838,19307,2110,207822,2871,133451,1488,14134,1547,119317,2155,3231435,6546,238832,4616,6708,1560,232124,5046,492124,5713,17248,2557,474876,6298,306227,3467,9252,1828,296975,3829,408695,3250,9401,1435,399294,3511,432316,3840,9429,1434,422887,3961,470745,2886,11865,1711,458880,3075,409658,2275,15215,1914,394443,2952,260031,2464,19045,1870,240986,2985,212807,2870,12151,1635,200656,3246,0400000US47,6259546,1957,3028111,6070,249682,3806,8714,1404,240968,4052,512459,4708,14906,2448,497553,4849,297054,3424,8858,1696,288196,3893,383701,4103,5211,1222,378490,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
8839,1651947,6959,20287,2544,1631660,6908,1653938,5334,34217,2893,1619721,5650,1249594,3424,52609,3218,1196985,4590,680834,3715,61624,3562,619210,4623,433624,3003,54213,2970,379411,4433,12620378,8698,1134584,8548,29943,2809,1104641,9066,2223971,9596,55915,4453,2168056,10398,1246839,6413,33242,3620,1213597,7535,1781664,6591,36399,3165,1745265,6689,1734776,5330,34008,2451,1700768,5568,1728882,4612,38102,2986,1690780,5131,1347393,3598,52967,3041,1294426,4681,783342,3417,58999,2732,724343,4129,638927,3904,51405,2858,587522,4408,0400000US48,24779450,4528,12159072,10119,1179125,9199,32936,3880,1146189,9295,2338342,11391,60807,4441,2277535,11350,1264352,5722,24621,2914,1239731,6251,1707316,7875,20452,2496,1686864,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
2355,166177,1663,1919,663,164258,1842,153053,1471,3370,807,149683,1751,117896,1120,4502,950,113394,1306,66193,1083,5443,1072,60750,1513,46101,777,4175,720,41926,1035,1372421,2263,151032,2628,2972,950,148060,2642,270762,2489,4959,1404,265803,2700,158527,1511,2651,860,155876,1800,218183,1778,3631,825,214552,1811,162831,1509,2866,935,159965,1633,154791,1091,3802,1012,150989,1396,122127,1116,4094,724,118033,1311,72507,946,4929,885,67578,1141,61661,1161,3540,686,58121,1501,0400000US49,2750354,1102,1377933,2277,165545,2597,3009,882,162536,2744,283044,2569,4977,1394,278067,2694,155430,1562,3876,1459,151554,1689,224494,1958,4086,1515,220408,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
737,37893,598,470,364,37423,730,48942,466,624,297,48318,527,44732,410,1406,441,43326,627,23521,223,1289,410,22232,482,15673,453,890,298,14783,559,315024,1264,18672,818,148,131,18524,840,44046,910,752,280,43294,998,31330,619,706,456,30624,703,35236,932,252,213,34984,963,39241,598,576,271,38665,646,51921,578,668,295,51253,664,46063,586,1084,425,44979,710,25603,354,1189,481,24414,626,22912,403,990,357,21922,498,0400000US50,619886,304,304862,1283,19407,990,465,335,18942,981,47536,1399,1325,552,46211,1341,33397,741,465,170,32932,772,33761,732,169,142,33592,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
6802,516472,4940,21294,2595,495178,5459,573146,4066,43757,3435,529389,5227,458406,2585,42319,2794,416087,3893,255965,1768,36299,2723,219666,3151,159039,1799,29892,2006,129147,2451,4036434,6989,300506,5757,29037,2977,271469,6179,600021,4872,56174,4242,543847,6326,384456,5096,29683,2905,354773,5401,534835,5366,32808,3000,502027,5061,560315,3686,37672,3323,522643,4983,616807,3521,45539,3003,571268,3345,499649,2398,40544,2879,459105,3694,292173,2247,35211,2416,256962,3315,247672,2661,29969,2383,217703,2924,0400000US51,7807416,5241,3770982,7746,311665,4985,28026,2851,283639,5547,637473,5619,58418,5031,579055,6836,369480,6080,22403,2837,347077,7050,489336,6666,15790,2331,473546,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
4747,445079,3700,7245,1698,437834,3972,481493,2708,14799,2083,466694,3196,409834,1727,19461,2037,390373,2439,218383,1473,23161,2216,195222,2492,145475,1261,18359,1736,127116,2056,3362584,4154,256123,3798,12721,1951,243402,4440,516017,4356,22815,2950,493202,4888,316678,2668,13902,2039,302776,3591,455461,2966,18521,2020,436940,3199,447328,2290,13877,1708,433451,2887,495209,2599,13930,1869,481279,3258,429551,2016,17356,1828,412195,2585,236672,1491,22088,1886,214584,2215,209545,1871,20823,1973,188722,2957,0400000US53,6638081,3035,3275497,4678,271373,3980,16845,2355,254528,4126,539423,4412,21976,2526,517447,5179,315167,2881,7942,1230,307225,3228,449270,4454,7310,1534,441960,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
2427,115334,1755,629,379,114705,1776,131372,1695,1897,725,129475,1757,130554,1063,4234,1077,126320,1547,77192,713,3540,868,73652,1147,49857,841,4075,870,45782,1273,931478,2993,58321,1822,815,477,57506,1885,129209,2497,1516,519,127693,2553,83894,1925,1369,544,82525,1959,106866,2179,1274,592,105592,2129,118425,1382,1855,748,116570,1624,137022,1058,1513,484,135509,1126,134941,1023,2530,768,132411,1173,85547,874,3951,819,81596,1108,77253,1044,2794,776,74459,1331,0400000US54,1823372,786,891894,3214,62466,2095,962,543,61504,2041,135278,2438,2557,1040,132721,2763,86359,2269,1077,538,85282,2200,103482,2413,781,530,102701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
2867,356514,2591,1761,499,354753,2630,430813,2010,4558,885,426255,2424,348464,1721,5913,896,342551,2016,189695,1175,7156,915,182539,1487,140178,1053,7076,827,133102,1401,2836439,3684,209091,2820,1880,606,207211,2786,442262,2964,4365,1178,437897,2960,269605,1936,2440,836,267165,2077,350530,2240,2425,685,348105,2266,357928,2110,2123,568,355805,2053,434652,1684,3922,899,430730,1765,353109,1544,4521,822,348588,1741,208316,1039,5434,801,202882,1324,210946,1953,5881,840,205065,1981,0400000US55,5613402,872,2776963,3756,220918,3354,1556,545,219362,3321,461887,3348,4644,1131,457243,3461,275022,2521,2940,757,272082,2429,353472,2829,2669,863,350803,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
1416,33216,1374,800,499,32416,1376,42334,1153,1359,700,40975,1215,37949,773,1722,588,36227,977,19670,739,1307,518,18363,923,11933,745,714,407,11219,757,275270,2379,26606,2003,851,646,25755,1940,40298,1577,1769,828,38529,1884,26156,1372,584,405,25572,1407,38082,1876,749,418,37333,1866,31284,1044,925,500,30359,1119,41534,912,1162,632,40372,1079,35117,593,1896,641,33221,771,19981,619,1222,417,18759,720,16212,538,1016,459,15196,593,0400000US56,555010,816,279740,2744,23651,1601,589,427,23062,1616,45674,1944,2608,1089,43066,1984,28416,1239,916,473,27500,1347,36897,1375,607,404,36290,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
2305,229922,1856,1421,702,228501,2051,223964,939,1099,545,222865,1122,201749,352,2530,591,199219,640,141432,1368,2961,703,138471,1510,93785,1168,4074,671,89711,1214,1930188,2791,129054,3049,1055,497,127999,3135,306446,2784,1971,752,304475,2788,188589,871,1156,640,187433,1067,250392,1296,2049,696,248343,1421,252746,1469,1131,545,251615,1629,260217,948,1467,568,258750,1179,239362,279,2048,543,237314,645,170488,510,3295,743,167193,934,132894,1188,2902,749,129992,1448,0400000US72,3695636,871,1765448,2964,137612,2568,682,603,136930,2480,324328,2547,2187,833,322141,2668,187324,1794,1208,535,186116,2020,225332,2164,1643,771,223689,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
