GEO_ID,C27001A_001E,C27001A_001M,C27001A_002E,C27001A_002M,C27001A_003E,C27001A_003M,C27001A_004E,C27001A_004M,C27001A_005E,C27001A_005M,C27001A_006E,C27001A_006M,C27001A_007E,C27001A_007M,C27001A_008E,C27001A_008M,C27001A_009E,C27001A_009M,C27001A_010E,C27001A_010M,NAME,C27001A_001MA,C27001A_001EA,C27001A_002MA,C27001A_002EA,C27001A_003EA,C27001A_003MA,C27001A_004EA,C27001A_004MA,C27001A_005MA,C27001A_005EA,C27001A_006MA,C27001A_006EA,C27001A_007MA,C27001A_007EA,C27001A_008EA,C27001A_008MA,C27001A_009EA,C27001A_009MA,C27001A_010MA,C27001A_010EA,state
0400000US17,9199957,28033,2041229,13828,1962274,13807,78955,5427,5870815,16300,4930847,19711,939968,18539,1287913,4119,1277538,4023,10375,1830,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5448167,8740,1277918,5131,1162560,8234,115358,7304,3422784,5903,2782244,14870,640540,14149,747465,2238,745056,2389,2409,816,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2752877,6332,625853,3406,602726,4076,23127,3010,1706940,3976,1498071,7492,208869,7601,420084,1093,419121,1090,963,453,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2394374,7699,579515,4326,534175,4947,45340,3537,1480152,4597,1224773,9171,255379,9001,334707,2023,333715,2074,992,536,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3758929,6739,857594,3300,806453,5908,51141,4989,2378404,5142,1881415,13131,496989,12253,522931,1262,522095,1357,836,430,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2806828,6094,615088,3315,584568,5413,30520,3966,1785275,4965,1403933,13306,381342,12987,406465,1924,404618,2073,1847,691,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1252056,1569,249882,1012,239805,1988,10077,1477,801219,1193,686374,6115,114845,5825,200955,677,200784,697,171,143,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3356226,11677,707785,4842,680600,5706,27185,4031,2147363,8362,1891637,9595,255726,11408,501078,2487,496575,2669,4503,1212,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5257446,13470,1070197,6724,1055446,7024,14751,2893,3399710,9018,3221469,12329,178241,10531,787539,2055,786570,2064,969,611,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7764965,11565,1702844,5604,1637045,7595,65799,5200,4899634,6542,4076221,17173,823413,16964,1162487,2273,1160454,2350,2033,720,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4527997,6880,1003799,3975,946476,5505,57323,4603,2895562,4353,2594958,8086,300604,8204,628636,1716,627970,1769,666,277,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1732540,5037,387425,2320,355447,4638,31978,4195,1069798,3788,837734,9822,232064,10059,275317,1545,274601,1465,716,401,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4897218,6895,1106279,3304,1037634,6286,68645,5439,3063123,4708,2551145,11780,511978,11573,727816,2029,725775,2307,2041,682,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,877743,1956,185727,1257,164547,2913,21180,2864,555343,1470,442081,6000,113262,5468,136673,591,136331,677,342,307,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1604166,5591,383963,3042,363662,3627,20301,2582,993531,3504,843770,5945,149761,5974,226672,1419,226318,1428,354,234,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1946617,13163,444791,5959,367743,6937,77048,5871,1234208,8383,890252,10880,343956,11250,267618,1566,263259,2005,4359,1751,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1225293,3452,259341,1904,247405,3211,11936,2716,796737,2055,678246,7122,118491,6646,169215,924,168667,1044,548,410,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6045855,20181,1315337,8085,1251963,9108,63374,5645,3778972,14381,3225887,16584,553085,16699,951546,3885,944032,4058,7514,2026,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1492676,12015,350749,5732,323906,6108,26843,3715,913065,8146,699960,9601,213105,10202,228862,2437,226097,2625,2765,880,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12624255,25886,2595078,12883,2488608,12190,106470,7213,8055385,17121,7033634,24057,1021751,20875,1973792,5808,1965449,6146,8343,1628,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6543426,16128,1423986,7124,1322926,8907,101060,6693,4136785,11483,3304637,20100,832148,19242,982655,2897,978385,2972,4270,1183,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,595376,1291,124844,929,119997,1462,4847,1227,381007,1003,338907,3266,42100,3214,89525,568,89332,597,193,151,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9448878,10146,2098720,5643,1968867,9788,129853,8274,5946183,6610,4994957,18785,951226,18048,1403975,5465,1398253,5867,5722,1556,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2708326,8594,589328,4887,541090,4953,48238,3606,1695390,5541,1299844,8884,395546,9120,423608,1196,422203,1301,1405,618,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3231321,12872,675053,5781,621070,6291,53983,5658,2060506,8249,1608461,12892,452045,12348,495762,1884,493556,2171,2206,946,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10359669,12706,2114098,6479,2005440,9576,108658,7635,6529393,8897,5699257,18921,830136,17540,1716178,2845,1711088,3108,5090,1350,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,844556,6313,162246,2867,153638,3041,8608,2361,547428,4410,469929,4991,77499,5867,134882,1215,134541,1251,341,299,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3057426,8359,645467,4297,583110,6260,62357,4939,1927180,5484,1527364,12178,399816,11745,484779,1576,483348,1830,1431,688,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,688555,2456,156267,1291,148989,2365,7278,1783,425623,1799,373540,4279,52083,4077,106665,899,106619,898,46,59,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4914745,10430,1073516,4763,1017835,6832,55681,5478,3105336,6841,2523371,14115,581965,15237,735893,2549,733153,2610,2740,1145,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18402454,45359,4871574,21249,4176785,22592,694789,18518,11384599,28209,8014130,32301,3370469,41150,2146281,5559,2112895,6272,33386,4099,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2444193,10985,752180,5104,678444,7984,73736,6781,1456852,6461,1191473,10540,265379,10530,235161,1404,234251,1401,910,499,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,591457,1310,119057,652,116611,1059,2446,863,385909,1033,340652,3860,45257,3691,86491,325,86372,339,119,116,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5439817,15978,1166555,7370,1100807,7949,65748,6019,3505436,10985,2984679,14745,520757,14476,767826,2621,763784,2880,4042,1046,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5233587,14536,1127496,7610,1059580,10258,67916,7442,3377680,8427,2777787,17046,599893,17224,728411,2242,726082,2283,2329,749,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1716604,2723,352197,2164,335860,3525,16337,2883,1083774,2999,852588,9314,231186,8577,280633,1054,279444,1224,1189,636,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4895111,7879,1065234,4003,1018025,5721,47209,4396,3115134,4931,2759795,11159,355339,11163,714743,1524,713393,1727,1350,594,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,505877,3041,117707,1751,108787,2647,8920,2063,323500,1962,261489,4618,62011,4591,64670,551,64316,773,354,420,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2509348,20449,590323,8403,565665,8325,24658,3370,1508793,14678,1351693,14322,157100,7567,410232,4524,407720,4516,2512,704,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
