GEO_ID,B19080_001E,B19080_001M,B19080_002E,B19080_002M,B19080_003E,B19080_003M,B19080_004E,B19080_004M,B19080_005E,B19080_005M,NAME,B19080_001EA,B19080_001MA,B19080_002MA,B19080_002EA,B19080_003EA,B19080_003MA,B19080_004MA,B19080_004EA,B19080_005EA,B19080_005MA,state
0400000US18,20039,285,35734,344,55348,434,85630,651,144990,1639,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,21384,341,38477,696,59022,783,88461,1176,148241,2847,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,21081,427,38611,792,59333,997,91538,1088,157431,3086,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,15997,336,30940,400,50524,599,80961,830,140742,2794,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16677,315,32713,665,54059,887,88352,1300,156382,2786,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19946,601,36502,832,57828,1121,86755,1540,148387,3808,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,29753,605,55226,592,85184,861,131581,833,230600,2718,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,23029,546,48541,600,78370,838,122976,1206,221153,2345,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,19146,239,35884,257,55963,357,88213,684,154204,1716,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,23783,365,43886,440,68243,655,102401,666,178196,3149,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,14867,414,28452,895,46855,812,76445,879,132175,2660,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18948,318,35324,376,55461,567,87017,850,151670,1572,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,19487,686,34173,1057,52609,1370,83139,2069,140502,3925,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,21476,481,38453,813,59191,938,89841,1042,150865,2538,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,22176,504,40613,693,62722,1048,95831,1151,165716,3461,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,27633,849,48951,1256,74670,1628,112590,1599,190779,6137,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,26945,351,52839,673,84230,932,132559,1220,239797,3495,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,17382,522,32529,822,52798,1102,86228,1581,153689,3821,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,21021,194,41935,238,69149,492,112392,535,212047,2321,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,18251,307,34388,335,54000,454,85303,628,155178,2144,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,20829,732,38025,1434,60579,1151,89853,1907,147313,4731,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,19116,236,35669,215,56096,359,87701,576,151925,919,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,18081,425,33559,573,52360,538,81848,770,145561,2978,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,20304,348,36951,475,57714,846,90491,940,157673,3585,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,20491,190,38443,347,61157,330,96292,549,171848,1499,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20240,792,40522,988,65955,1621,102569,2592,182606,5648,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,17258,362,32552,505,52278,502,83009,1091,145110,2868,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,20259,774,35971,931,56480,1293,85939,1426,141039,3744,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,17106,260,32550,404,51842,468,82218,760,150247,2026,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20396,167,38030,298,60883,301,97810,664,178794,1986,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,25116,579,44850,702,65242,725,97863,1494,158722,3845,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,20954,737,38979,1422,61120,1143,92083,2126,162254,5908,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,25568,359,47572,532,75615,626,120885,852,216075,2940,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,23853,395,44196,569,68471,689,104103,939,180884,2326,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15928,363,29693,681,47985,870,76261,1394,128938,2355,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,21680,277,39031,426,60233,421,91198,616,151913,1420,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,23299,1273,43109,1993,65450,2274,98503,3737,163473,9360,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6466,188,14229,224,24836,416,43478,742,85770,1680,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
