GEO_ID,C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,NAME,C17009_001MA,C17009_001EA,C17009_002EA,C17009_002MA,C17009_003MA,C17009_003EA,C17009_004MA,C17009_004EA,C17009_005EA,C17009_005MA,C17009_006EA,C17009_006MA,C17009_007MA,C17009_007EA,C17009_008MA,C17009_008EA,C17009_009MA,C17009_009EA,state
0400000US47,1092708,19845,322746,11015,13374,2144,116880,6946,192492,7575,769962,16459,400244,12396,150005,6381,219713,6373,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3868589,34671,1036066,21264,66982,4653,413371,13523,555713,15565,2832523,28883,1713948,24620,526727,14175,591848,12252,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,353232,11081,106696,6827,5707,1554,57117,5361,43872,4100,246536,8261,137949,7142,52829,4923,55758,3319,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,137605,5683,34310,3319,2234,728,14961,2332,17115,2022,103295,4784,51794,3616,25907,2333,25594,1908,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1429237,22594,318102,11023,16867,2394,126387,6199,174848,7832,1111135,19103,677525,15273,187598,8008,246012,7518,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1381881,19941,339077,11408,12699,1851,138954,8553,187424,8013,1042804,18588,535226,15052,242391,8272,265187,7855,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,342644,9116,114540,4994,6014,1304,33005,3233,75521,4380,228104,6856,100956,5162,38419,2637,88729,4427,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1153331,14557,270314,7567,16469,1961,126480,6109,127365,4643,883017,13777,446401,11579,193412,7212,243204,5858,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,106421,4727,25153,2998,897,455,13878,2189,10378,1574,81268,4404,43570,3650,18715,2284,18983,1912,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,519348,11376,289403,9033,9093,1710,56069,4008,224241,7468,229945,6739,127751,4828,29192,2330,73002,4020,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
