GEO_ID,C19001H_001E,C19001H_001M,C19001H_002E,C19001H_002M,C19001H_003E,C19001H_003M,C19001H_004E,C19001H_004M,C19001H_005E,C19001H_005M,C19001H_006E,C19001H_006M,C19001H_007E,C19001H_007M,C19001H_008E,C19001H_008M,C19001H_009E,C19001H_009M,C19001H_010E,C19001H_010M,C19001H_011E,C19001H_011M,NAME,C19001H_001MA,C19001H_001EA,C19001H_002EA,C19001H_002MA,C19001H_003EA,C19001H_003MA,C19001H_004EA,C19001H_004MA,C19001H_005MA,C19001H_005EA,C19001H_006MA,C19001H_006EA,C19001H_007EA,C19001H_007MA,C19001H_008MA,C19001H_008EA,C19001H_009EA,C19001H_009MA,C19001H_010MA,C19001H_010EA,C19001H_011MA,C19001H_011EA,state
0400000US19,1128616,5897,64874,2783,62267,2727,133529,4925,129617,4793,180102,5704,235245,5550,144000,4218,122197,4633,32591,2313,24194,1592,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,922577,7407,55265,3825,49683,3160,104920,4140,100370,4479,141616,4981,185314,6289,117892,5019,108725,4940,31738,2286,27054,1860,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1493842,9005,143238,6478,116639,5520,203529,7153,177508,6138,225092,7353,268715,8210,162073,5493,131092,5522,35330,2743,30626,2160,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1086416,7235,74748,3895,65993,4396,121857,4691,109990,5114,157587,6374,198876,6139,138782,5720,137345,5752,43469,3041,37769,3131,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,525584,5351,35921,2241,35718,2886,65204,3895,60608,3765,81029,3660,106507,4406,62866,3282,51834,2853,15197,1957,10700,1207,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1271715,7722,52222,3440,38226,2732,85611,4315,90858,5119,128253,4755,220271,7319,178924,5930,243725,6650,113183,4270,120442,4625,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2034673,9806,113045,5498,98567,4859,169259,5820,155397,6401,227325,6776,350680,9065,273793,8262,353287,7950,144615,5508,148705,5048,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3045291,10477,196544,6681,170530,5343,375103,9111,345035,8397,476701,9897,600956,10274,369504,7765,329500,7951,102054,4045,79364,3527,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1841564,7418,89397,4061,89918,3964,173480,5362,179932,5201,257800,5870,370757,6132,266828,6176,257948,5470,84879,3077,70625,3457,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,676270,5957,51082,3980,46298,3480,87335,4709,76816,3927,103559,5117,127999,5574,83542,4180,66150,3232,17563,2018,15926,1720,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1965599,9242,140961,5421,119101,5582,241733,7242,225540,6620,306068,7881,375917,8068,234679,6011,210046,6704,58589,3428,52965,3504,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,368618,3964,22986,2029,24225,2447,51992,3424,48049,2598,57913,3249,69962,3601,43821,3206,34009,2445,8737,1390,6924,1119,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,628967,4365,33532,2692,38221,2482,70754,3440,71053,3132,93636,3620,130863,4017,84824,3738,71318,2979,19097,1632,15669,1698,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,631354,5990,38079,3346,26598,2706,64689,3961,62794,4431,87850,4536,127507,5583,85458,4229,86947,4276,27813,2439,23619,2395,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,487879,4505,22132,2071,19857,2117,43092,2776,44190,3205,69131,3819,94478,4801,69854,3641,76138,3526,27050,2217,21957,1873,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2068484,11000,75299,4483,66983,4005,162115,5711,152450,5876,214910,6746,347531,8381,284407,7956,379621,7161,185178,5473,199990,5730,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,385889,4323,25775,2700,21141,2434,43243,3018,42728,2971,57754,3787,70820,3428,44962,3394,48347,3253,17511,1804,13608,1463,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4626813,14397,262079,7850,212233,7470,443856,10951,405852,8895,563396,12204,814379,13449,592909,11909,694671,10645,295614,7931,341824,8072,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2566836,12119,177993,6687,152345,6234,284995,7954,285762,8455,396065,9486,507006,9780,312245,9206,274856,8185,88945,5062,86624,3866,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,258228,3014,17255,1785,15241,1656,28745,2500,28264,2348,37935,2694,53100,2787,35769,1939,29477,2017,6775,1039,5667,955,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3772655,12647,252189,8530,211863,6906,453820,8798,436623,9797,584467,10923,742638,12429,465622,9622,408388,7620,120103,4804,96942,3894,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1074632,6509,78281,3768,69254,3882,137956,4843,125495,5936,168478,5206,213267,5735,120564,4575,104233,4634,30727,2373,26377,2481,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1274522,7125,92790,4919,76577,4678,147964,6336,147899,5770,199034,6825,242266,6774,150319,6302,141157,4923,41245,2559,35271,2984,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4110318,12938,239137,8460,229386,6877,466255,9848,448205,9103,583308,9664,796687,11812,520405,8425,506933,9094,168256,5155,151746,5282,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,330315,4450,22300,2341,17731,1804,33563,2916,28931,2758,39851,3102,62364,3599,46271,3260,47450,2753,17260,1951,14594,1759,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1208269,7810,82439,4594,67916,4068,145223,5461,134827,4913,183393,6556,237601,7057,149982,5355,131522,5156,39822,2950,35544,2797,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,288565,3142,18737,1939,17794,1811,31711,2246,37716,2677,43120,2872,59521,3158,36695,2414,29515,2116,6569,1129,7187,1030,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1932042,10715,155470,6653,132489,5322,247996,6494,233323,6788,301163,7194,360015,8984,212032,7227,180925,6035,53478,3450,55151,2861,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4703246,15488,255386,7183,217532,7108,435601,7536,441923,10434,627779,12766,886175,12729,626953,11467,686344,11320,257980,9005,267573,7283,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,745064,4826,34605,3154,29243,2768,70797,3929,69137,3950,111649,4596,166357,4928,108441,4071,104850,4642,26338,2219,23647,2037,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,247991,2579,17229,1964,15276,1517,28401,2165,27394,2351,36212,2269,49852,2548,31910,2338,26159,1860,8662,1139,6896,1023,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2101478,9975,104959,5545,83797,4043,176627,6997,174500,6169,262382,8366,373490,7260,277594,6873,344649,7346,148095,5674,155385,4850,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2074793,10240,119626,5816,90645,4670,193270,6519,204053,7148,282708,8442,411522,9048,291771,8175,296150,6627,100450,4701,84598,3928,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,700126,5485,70169,3797,54865,3225,107667,4733,88385,4301,107811,3938,123592,5279,72211,3741,54226,3260,11266,1384,9934,1414,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2000937,7982,107629,4902,106508,4381,225801,6263,224889,6403,303359,7513,416119,6764,269655,5334,234449,5844,62679,3229,49849,2734,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,200398,3150,11186,1683,10371,1555,19120,2041,20874,2329,27863,2287,43306,3054,26937,1961,26933,2630,8205,1475,5603,964,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9983,1420,1707,627,1037,499,1905,644,626,309,1418,535,965,432,704,442,1240,515,334,231,47,81,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
