GEO_ID,C24010A_001E,C24010A_001M,C24010A_002E,C24010A_002M,C24010A_003E,C24010A_003M,C24010A_004E,C24010A_004M,C24010A_005E,C24010A_005M,C24010A_006E,C24010A_006M,C24010A_007E,C24010A_007M,C24010A_008E,C24010A_008M,C24010A_009E,C24010A_009M,C24010A_010E,C24010A_010M,C24010A_011E,C24010A_011M,C24010A_012E,C24010A_012M,C24010A_013E,C24010A_013M,NAME,C24010A_001MA,C24010A_001EA,C24010A_002MA,C24010A_002EA,C24010A_003MA,C24010A_003EA,C24010A_004MA,C24010A_004EA,C24010A_005EA,C24010A_005MA,C24010A_006MA,C24010A_006EA,C24010A_007MA,C24010A_007EA,C24010A_008MA,C24010A_008EA,C24010A_009EA,C24010A_009MA,C24010A_010MA,C24010A_010EA,C24010A_011EA,C24010A_011MA,C24010A_012MA,C24010A_012EA,C24010A_013MA,C24010A_013EA,state
0400000US32,892329,11134,488832,7717,131445,5755,116463,6145,90949,4823,81738,5006,68237,5008,403497,7431,129902,5642,108696,5960,145017,6734,2934,1008,16948,2547,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,651123,6403,334996,5176,118360,4170,45860,3220,61074,4408,57017,3435,52685,3131,316127,4268,134448,5405,58756,3673,104350,4111,2276,679,16297,1980,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2945275,17151,1552633,11645,608905,11008,207705,8078,298881,8798,227680,8836,209462,7444,1392642,12333,624411,9598,227691,7497,471137,11377,6633,1402,62770,3908,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,657939,9494,345526,6493,119650,4436,55575,4213,54795,3414,73445,4110,42061,3731,312413,6442,127636,4604,67879,4350,103524,5145,2190,819,11184,1792,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,6101167,24562,3177190,15713,1235211,14921,469726,11115,585172,11259,463101,11054,423980,10296,2923977,15338,1366260,13918,500705,12521,926819,14235,17763,2144,112430,4961,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3014070,19141,1586451,12196,533143,9925,203659,7578,289531,8325,298686,8601,261432,8673,1427619,13132,617813,11019,252644,8732,467324,10428,12488,2051,77350,3996,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,338019,3730,178778,2925,60440,2758,18823,1829,28102,2479,38947,2718,32466,2457,159241,2489,59471,2453,39335,2757,51164,2615,1652,463,7619,1077,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4466354,18002,2304776,12568,726354,11651,303549,9118,402766,10154,348170,9776,523937,11549,2161578,13750,825177,13217,447661,8676,723816,11731,12712,1665,152212,6064,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1278836,10375,680659,7417,205313,6343,82490,4249,114890,4649,149662,6506,128304,5127,598177,7887,228343,6566,123912,5680,213029,6509,6471,1097,26422,2624,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1469562,13791,750683,9093,263054,6812,103960,5229,137391,4971,123956,5492,122322,5767,718879,9661,287303,8020,158483,5847,233786,6998,6863,1405,32444,3092,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5032281,21944,2622086,13588,873267,12689,327761,10117,451531,9889,435430,9466,534097,9955,2410195,14606,981116,13129,473428,10979,798516,12975,17931,2061,139204,5620,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,416062,6244,206303,4183,71337,3483,35132,3144,37028,2979,28307,2998,34499,2917,209759,3880,88490,3523,40901,2762,68438,4351,1309,605,10621,1723,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1387753,13938,737657,10159,234180,6892,97761,5348,137841,6094,138336,6410,129539,5447,650096,7887,268206,7328,114228,5454,231289,5998,5948,1312,30425,2979,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,373393,4212,195399,3023,63834,3174,22306,2247,34326,2641,37916,2578,37017,2656,177994,3007,70844,3529,39028,2477,58723,3145,1484,456,7915,1070,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2201858,14336,1165036,10958,362492,8840,144341,6502,218315,8691,210660,8290,229228,7782,1036822,10924,413225,8959,195081,6483,357537,7745,6511,1477,64468,3965,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8518617,37638,4663733,23421,1519402,18435,605264,14339,830726,15461,950108,16938,758233,15769,3854884,25363,1526850,18228,795728,15587,1340383,18789,32160,3075,159763,6719,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1109290,10110,618831,6878,221367,6574,70378,4517,123090,5286,103925,5067,100071,4958,490459,7639,184629,5057,92632,4981,183163,7430,3188,940,26847,2810,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,311266,4035,158718,2981,54072,2410,23934,2531,24760,1918,30585,2205,25367,1968,152548,2927,66223,2592,31406,2133,47538,2088,1227,387,6154,868,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2727395,18655,1433651,12414,611278,9860,165339,7809,227740,7668,246826,7667,182468,6668,1293744,11950,620263,11065,210946,7780,400718,10307,9503,1651,52314,3506,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2476286,16649,1302237,12077,495575,7940,158585,7060,220271,6887,224277,7318,203529,7694,1174049,10705,493815,9230,241905,8113,371075,8494,13791,1943,53463,4188,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,709965,9243,371258,6581,91154,4207,57328,3847,56116,3745,91629,4857,75031,4019,338707,5792,123471,5050,81551,4379,115913,5115,2117,895,15655,2213,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2539719,11770,1309057,9229,398898,7246,159391,5200,222029,6898,212219,5679,316520,6230,1230662,6855,469474,7195,255511,6501,398290,6372,10397,1240,96990,4090,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,261648,4454,143875,3297,43101,2746,16940,1745,19424,2303,37977,2659,26433,2193,117773,2973,45365,2803,23815,2341,41220,2539,1910,861,5463,1141,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,743864,12581,391713,8459,102036,4985,81325,4501,84649,4718,60924,3682,62779,3753,352151,7696,139499,5692,59971,3656,129494,5730,1955,761,21232,2227,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
