GEO_ID,B16005A_001E,B16005A_001M,B16005A_002E,B16005A_002M,B16005A_003E,B16005A_003M,B16005A_004E,B16005A_004M,B16005A_005E,B16005A_005M,B16005A_006E,B16005A_006M,B16005A_007E,B16005A_007M,B16005A_008E,B16005A_008M,B16005A_009E,B16005A_009M,B16005A_010E,B16005A_010M,B16005A_011E,B16005A_011M,NAME,B16005A_001EA,B16005A_001MA,B16005A_002MA,B16005A_002EA,B16005A_003EA,B16005A_003MA,B16005A_004EA,B16005A_004MA,B16005A_005MA,B16005A_005EA,B16005A_006EA,B16005A_006MA,B16005A_007MA,B16005A_007EA,B16005A_008EA,B16005A_008MA,B16005A_009EA,B16005A_009MA,B16005A_010MA,B16005A_010EA,B16005A_011MA,B16005A_011EA,state
0400000US13,5535615,16235,5168688,12677,4955525,12217,213163,10862,171767,10013,41396,4653,366927,14809,61731,4345,305196,14379,118520,6926,186676,11096,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,320725,3879,294016,4408,272348,4553,21668,3156,17988,3017,3680,1044,26709,3533,12789,2346,13920,2361,10798,2030,3122,1077,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1341505,5112,1285197,5221,1221934,5958,63263,4835,54768,4635,8495,1407,56308,5373,11890,2007,44418,5018,17323,2959,27095,3161,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8770012,24826,7865668,23495,7234380,22272,631288,20205,521440,19069,109848,6684,904344,19941,104893,5478,799451,19514,296110,10011,503341,15989,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5184479,7976,5045069,8380,4869639,11023,175430,9463,137374,8330,38056,4074,139410,8453,29849,2940,109561,7924,42582,3873,66979,5940,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2622605,5565,2558868,6842,2485373,6656,73495,5074,60005,4449,13490,1757,63737,5732,11883,1652,51854,5166,20807,2813,31047,3821,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2279107,6174,2179603,7318,2094241,7816,85362,4749,69925,4720,15437,1931,99504,7459,13348,2072,86156,6774,30293,3955,55863,5490,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3606398,5821,3539272,6177,3474826,7317,64446,6126,48482,5216,15964,2441,67126,5158,16135,2274,50991,4741,21327,2862,29664,3865,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2687305,5480,2614053,6769,2446740,9456,167313,8114,143280,7516,24033,2182,73252,6276,15496,2278,57756,5862,22177,3067,35579,4479,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1203551,1418,1177738,2888,1124349,4887,53389,3862,44432,3776,8957,1608,25813,2531,13681,1496,12132,1992,8174,1521,3958,1123,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3224395,9651,2965661,8171,2827145,10015,138516,6417,119364,6239,19152,2766,258734,10255,80631,6553,178103,8884,90604,4924,87499,6908,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5058644,12054,4613706,16051,4293997,16707,319709,10210,260814,9798,58895,4019,444938,14654,105066,6435,339872,13296,163042,7616,176830,8772,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7413135,9354,7085298,11995,6845654,12862,239644,8651,201709,8301,37935,3192,327837,11754,88380,4535,239457,12042,109982,6947,129475,8112,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4304107,6017,4173971,6709,4041196,8774,132775,6443,107307,5385,25468,2936,130136,6393,32881,2852,97255,6243,40057,3924,57198,4033,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1662878,4717,1635161,4685,1605700,4863,29461,3230,22570,3238,6891,1456,27717,4002,6936,1641,20781,3462,8737,2079,12044,2597,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4687092,5637,4579292,8061,4467569,9930,111723,6057,92951,4924,18772,2542,107800,7395,28745,3235,79055,6687,34312,3707,44743,4612,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,839874,1848,826259,2735,804326,4299,21933,2998,18074,2561,3859,1064,13615,2000,7925,1495,5690,1406,4304,1066,1386,632,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1518962,4665,1456612,5486,1397943,6161,58669,4151,47487,3871,11182,1784,62350,5892,7521,1203,54829,5767,16021,2913,38808,3843,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1847791,11703,1572658,10586,1382242,10472,190416,10890,156639,9906,33777,4289,275133,10750,41277,4050,233856,10531,78278,5524,155578,8839,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1176895,3160,1140247,4423,1099455,5161,40792,3586,34046,3132,6746,1327,36648,3928,16286,1845,20362,3323,12232,1929,8130,2724,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5775090,18222,4960433,19004,4433163,21025,527270,16466,429353,15021,97917,5797,814657,18278,133420,6997,681237,17981,274057,11084,407180,12591,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1420627,11129,1274049,11295,971366,11452,302683,9586,265338,9686,37345,4025,146578,9116,15539,2091,131039,8612,50051,5386,80988,6321,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12098412,24111,10578937,28842,9429436,27273,1149501,22984,910726,19304,238775,9430,1519475,24962,272943,8931,1246532,22138,532684,14823,713848,17641,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6282704,13446,5957227,11885,5749533,12680,207694,10204,163091,9113,44603,4391,325477,15310,59292,4120,266185,14021,111961,7761,154224,10305,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,571244,1081,564218,1641,546369,2508,17849,1903,15431,1697,2418,572,7026,1465,3395,943,3631,1109,2367,774,1264,597,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9033269,8566,8810744,10685,8534986,14564,275758,11198,212075,9124,63683,5206,222525,10140,67527,4704,154998,9641,78535,5452,76463,6604,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2600536,7002,2504905,6790,2431839,6413,73066,4845,59854,4451,13212,1820,95631,6499,18915,2925,76716,5700,25155,2377,51561,4812,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3081340,11619,2909125,11151,2774898,11923,134227,7180,113814,6385,20413,2402,172215,9257,43205,3810,129010,8915,53293,4809,75717,6421,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9956399,11031,9634891,14027,9214479,16176,420412,12513,324787,10157,95625,5940,321508,12450,83662,5733,237846,10896,108787,5944,129059,8000,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,818388,5857,758484,5952,706223,5038,52261,4542,44805,3852,7456,1641,59904,5998,12069,2103,47835,5578,20288,2846,27547,4112,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2937450,7626,2823401,6996,2743973,7141,79428,6292,67430,5736,11998,1911,114049,6131,27841,3114,86208,5462,33300,2997,52908,4912,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,657861,2269,649983,2595,629007,3558,20976,2215,17455,1898,3521,985,7878,1685,3008,1002,4870,1288,2927,1002,1943,855,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4695162,8208,4557147,8129,4464024,8570,93123,6106,75434,5542,17689,2473,138015,8101,27707,3452,110308,7435,47206,4601,63102,5916,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17357087,40332,14928740,42581,11602675,35801,3326065,33070,2666557,33921,659508,14544,2428347,40439,201348,8181,2226999,40033,669624,20416,1557375,30150,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2239365,9543,2116638,8975,1999198,8797,117440,7640,101771,7055,15669,2257,122727,7077,24562,2642,98165,7047,39785,4093,58380,5076,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,568199,1121,551015,2312,535556,3030,15459,1826,12949,1622,2510,581,17184,2229,9112,1356,8072,1761,4895,885,3177,1360,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5261448,14594,4900873,12816,4694525,12816,206348,9413,169969,8059,36379,4417,360575,13597,76014,5159,284561,12989,134868,7553,149693,9137,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5006036,13003,4639743,16116,4402248,15559,237495,8710,193957,8277,43538,4354,366293,14049,105074,5843,261219,13052,115204,6924,146015,9495,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1647304,2839,1637611,3572,1618486,4259,19125,2235,14412,2037,4713,1008,9693,1736,4197,971,5496,1559,3537,991,1959,953,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4674603,6604,4545644,7126,4381001,8380,164643,7545,127803,6752,36840,3203,128959,6385,29759,2446,99200,6374,40931,3556,58269,4429,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,478979,2461,469888,2689,455246,3088,14642,1915,11034,1732,3608,1223,9091,1751,2004,776,7087,1772,3516,1026,3571,1356,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2373908,19511,2324510,20056,106603,6411,2217907,21344,377185,11610,1840722,18664,49398,4584,3052,809,46346,4772,8370,1613,37976,4305,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
