GEO_ID,B20017A_001E,B20017A_001M,B20017A_002E,B20017A_002M,B20017A_003E,B20017A_003M,B20017A_004E,B20017A_004M,B20017A_005E,B20017A_005M,B20017A_006E,B20017A_006M,B20017A_007E,B20017A_007M,NAME,B20017A_001EA,B20017A_001MA,B20017A_002MA,B20017A_002EA,B20017A_003EA,B20017A_003MA,B20017A_004MA,B20017A_004EA,B20017A_005MA,B20017A_005EA,B20017A_006EA,B20017A_006MA,B20017A_007MA,B20017A_007EA,state
0400000US32,30551,380,34378,1702,46901,1100,14851,907,26231,538,36734,776,11288,477,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,32231,476,40181,907,51727,491,11721,582,26330,611,40128,738,11650,470,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,40710,276,50061,742,62530,1165,12773,811,32003,330,47937,933,12452,365,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,26263,508,31002,579,42099,726,10394,643,21883,639,34960,1249,9421,622,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,35872,201,41705,234,54544,752,12007,198,30408,186,44392,692,11610,179,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,29046,485,32391,296,43824,768,10765,275,24546,500,35689,360,10194,274,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,28060,863,35105,991,42767,1346,10291,716,22097,601,31286,429,9930,648,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,28487,372,35022,456,46874,294,10185,233,22573,322,35768,271,9618,198,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,26626,369,32184,410,41711,388,10401,470,21077,356,31547,378,8158,428,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,26452,343,31644,464,47011,761,11365,370,22222,358,35955,465,10346,300,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,30390,163,36735,271,48765,533,10594,228,23943,314,37020,314,9630,201,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,32226,626,37492,1496,52070,1344,11479,679,28266,1364,41753,719,11550,577,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,28880,640,34691,1231,45632,718,10351,411,23576,707,34840,771,9040,421,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,26804,544,31538,487,38743,1249,8642,798,22233,597,31024,512,7681,629,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,26804,252,31589,277,42392,541,10443,288,22189,290,32388,406,9077,301,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,29015,364,33967,700,45582,321,11000,172,22976,336,35525,279,8793,161,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,26736,325,35790,470,48252,1005,10569,459,19276,677,33001,940,8238,362,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,27339,702,31420,645,42925,1636,9561,851,23064,1099,36009,1004,9731,817,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,36063,346,42339,409,55687,768,10771,294,28535,723,42286,379,10128,270,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,32241,217,40753,386,55066,985,13167,710,26061,424,40954,379,11116,223,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,25719,480,32011,528,42466,1148,10278,631,20720,497,29549,1083,8157,525,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,29666,353,35262,327,46287,369,10557,266,24170,340,35964,293,10346,182,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,29948,1312,39476,2800,51277,914,11394,982,22863,728,33801,2950,8959,838,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16632,225,16502,260,22486,626,6914,258,16791,366,23006,448,7261,231,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
