GEO_ID,B21004_001E,B21004_001M,B21004_002E,B21004_002M,B21004_003E,B21004_003M,B21004_004E,B21004_004M,B21004_005E,B21004_005M,B21004_006E,B21004_006M,B21004_007E,B21004_007M,NAME,B21004_001EA,B21004_001MA,B21004_002MA,B21004_002EA,B21004_003MA,B21004_003EA,B21004_004EA,B21004_004MA,B21004_005EA,B21004_005MA,B21004_006EA,B21004_006MA,B21004_007MA,B21004_007EA,state
0400000US30,23297,663,31867,1146,32275,1266,23989,3312,22179,481,28871,1361,18666,584,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25854,302,33202,1365,33949,1558,30170,4302,24919,420,31455,360,20621,294,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26604,341,36175,1082,36587,1086,33153,1930,25659,347,30129,529,22253,329,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,30564,436,36301,1885,36467,1809,32294,8107,29895,822,37793,1491,23500,736,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,32226,180,41221,740,41398,772,35286,6192,31675,196,41068,322,25969,256,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22659,540,35066,1594,35470,1470,27042,5096,21218,420,25686,646,18063,568,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,28070,182,35479,486,35850,499,27261,2291,27308,117,33399,462,23022,234,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,23385,222,33691,797,34073,823,29963,2107,22115,146,26661,269,19592,227,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,26357,507,34959,1890,35167,1872,31128,6151,25389,549,33540,1183,20352,558,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,24375,188,31434,391,31671,424,26310,2715,23226,222,30766,224,19483,189,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,22439,207,32769,1109,33436,1193,25801,6201,21440,190,27432,517,17755,366,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,24107,271,31877,783,32261,913,25999,4628,23105,291,28944,671,19862,348,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,25479,135,31736,383,31983,399,26998,2116,24628,190,32165,199,19997,177,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,25932,569,32782,2320,32671,2214,40287,18802,25220,623,30728,932,21930,529,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,22082,212,33712,1052,34452,1149,27274,2993,20966,247,25879,484,18058,336,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,25033,569,30770,1492,30994,1547,27083,7528,24082,838,30314,700,20369,454,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,22019,172,31603,640,31934,676,26758,1778,21160,178,26523,381,17808,247,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24703,151,37483,532,38173,628,32332,1600,23233,181,28704,369,19738,188,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,25368,249,39315,1826,40622,1730,23237,3824,24154,368,32586,800,17956,486,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,25863,501,34638,1747,34949,1695,31186,5181,24912,598,30478,693,21363,524,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,30277,207,46453,776,47092,884,40302,2621,27619,370,34960,617,22998,359,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,28933,361,40227,747,41235,764,28466,2011,26835,269,34905,671,21899,273,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21058,312,28611,1006,29064,1027,20717,6290,20098,365,26209,667,16154,371,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26337,179,32545,596,32965,656,26810,2678,25654,185,32282,268,21255,208,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,27391,992,36711,1765,37661,3214,23506,4811,26172,757,37261,1702,21065,584,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,12065,121,18776,760,18668,748,22098,5426,11775,127,13123,213,10607,175,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
