GEO_ID,C27001H_001E,C27001H_001M,C27001H_002E,C27001H_002M,C27001H_003E,C27001H_003M,C27001H_004E,C27001H_004M,C27001H_005E,C27001H_005M,C27001H_006E,C27001H_006M,C27001H_007E,C27001H_007M,C27001H_008E,C27001H_008M,C27001H_009E,C27001H_009M,C27001H_010E,C27001H_010M,NAME,C27001H_001MA,C27001H_001EA,C27001H_002MA,C27001H_002EA,C27001H_003MA,C27001H_003EA,C27001H_004EA,C27001H_004MA,C27001H_005EA,C27001H_005MA,C27001H_006MA,C27001H_006EA,C27001H_007EA,C27001H_007MA,C27001H_008MA,C27001H_008EA,C27001H_009EA,C27001H_009MA,C27001H_010EA,C27001H_010MA,state
0400000US37,6113982,5972,1256123,2283,1185498,6505,70625,6054,3886993,5966,3200954,18117,686039,17557,970866,2339,968425,2583,2441,906,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,588822,770,122083,370,117263,1235,4820,1235,377888,738,336678,3115,41210,3155,88851,298,88658,320,193,151,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9232904,5418,2018013,3394,1897325,8228,120688,8073,5822691,4746,4909825,18251,912866,17741,1392200,5405,1386797,5798,5403,1537,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2528177,2830,518665,613,480943,3377,37722,3375,1591381,2650,1251868,8574,339513,8744,418131,917,417236,1024,895,410,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2977994,3271,571137,1086,533281,4255,37856,4148,1919363,2514,1525065,12058,394298,12166,487494,1252,485745,1588,1749,841,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9963314,5649,1974386,1796,1877498,7124,96888,6949,6290709,5286,5535599,17421,755110,16814,1698219,2500,1693188,2877,5031,1334,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,791157,2542,142865,750,136562,2088,6303,1966,516426,1996,453070,4750,63356,4474,131866,868,131586,919,280,276,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2920086,2973,595755,935,542102,4462,53653,4297,1844313,2362,1493887,10677,350426,10600,480018,1353,478810,1586,1208,614,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,677883,1575,152024,656,145180,1810,6844,1631,419812,1404,368823,4226,50989,4016,106047,544,106001,543,46,59,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4739930,4765,1009331,1393,964575,4959,44756,4793,3000488,4409,2476604,13279,523884,13969,730111,2284,728139,2347,1972,784,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11206255,7931,2314720,3485,2103592,11262,211128,10898,7180390,6946,5831542,18300,1348848,18587,1711145,4105,1703757,4424,7388,1671,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2211523,1880,657544,886,607876,5703,49668,5666,1326172,1726,1121178,8683,204994,8730,227807,970,227383,1013,424,267,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,584228,727,117172,293,114799,874,2373,873,381101,512,336507,3660,44594,3674,85955,138,85843,186,112,117,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5070890,6133,1050866,1642,1005003,5140,45863,5270,3265447,6301,2853124,12537,412323,11966,754577,2333,751911,2541,2666,933,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4817823,4201,960209,900,912214,6562,47995,6350,3142631,3767,2645402,14903,497229,15145,714983,1881,713328,1991,1655,671,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1704541,1620,348417,1968,332126,3359,16291,2883,1076957,2595,848013,9074,228944,8521,279167,764,278067,1011,1100,650,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4685345,2252,981419,955,942871,3740,38548,3596,2996734,1914,2685679,10810,311055,10616,707192,1279,706121,1443,1071,531,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,476874,914,106621,374,99022,1911,7599,1881,306783,732,249983,4284,56800,4317,63470,239,63116,558,354,420,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,28716,2782,6646,1550,6324,1522,322,281,18239,1910,16311,1819,1928,713,3831,820,3564,775,267,321,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
