GEO_ID,C17006_001E,C17006_001M,C17006_002E,C17006_002M,C17006_003E,C17006_003M,C17006_004E,C17006_004M,C17006_005E,C17006_005M,C17006_006E,C17006_006M,C17006_007E,C17006_007M,NAME,C17006_001MA,C17006_001EA,C17006_002MA,C17006_002EA,C17006_003EA,C17006_003MA,C17006_004MA,C17006_004EA,C17006_005MA,C17006_005EA,C17006_006EA,C17006_006MA,C17006_007MA,C17006_007EA,state
0400000US46,196320,1873,34371,3977,10432,2318,23939,3439,161949,4370,130192,4761,31757,3106,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1462251,5026,370217,15177,121661,7952,248556,12138,1092034,14899,812511,14739,279523,10579,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6776560,10628,1729956,30073,698069,21976,1031887,28514,5046604,30952,3796152,37556,1250452,28066,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,859943,2110,133438,8424,74331,7067,59107,6508,726505,8682,630990,8822,95515,7176,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,125698,1601,20001,2745,6256,1843,13745,2478,105697,2865,82839,3116,22858,2655,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1822001,4568,259352,11483,69889,6301,189463,10491,1562649,10979,1193436,14911,369213,14331,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1549916,4171,274778,13140,110450,10747,164328,9780,1275138,13476,1002478,16152,272660,11871,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,373563,3222,93421,6669,36532,4666,56889,5497,280142,6916,222252,7008,57890,4279,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1303690,4243,243692,10347,74669,6595,169023,9539,1059998,9784,831853,10762,228145,8657,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,134276,1783,19021,3512,8643,2971,10378,2044,115255,3828,93178,4597,22077,3028,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,883740,2332,495801,10208,158524,9151,337277,11536,387939,10407,261900,9455,126039,7938,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
