GEO_ID,C01001F_001E,C01001F_001M,C01001F_002E,C01001F_002M,C01001F_003E,C01001F_003M,C01001F_004E,C01001F_004M,C01001F_005E,C01001F_005M,C01001F_006E,C01001F_006M,C01001F_007E,C01001F_007M,C01001F_008E,C01001F_008M,C01001F_009E,C01001F_009M,NAME,C01001F_001EA,C01001F_001MA,C01001F_002MA,C01001F_002EA,C01001F_003EA,C01001F_003MA,C01001F_004EA,C01001F_004MA,C01001F_005MA,C01001F_005EA,C01001F_006EA,C01001F_006MA,C01001F_007EA,C01001F_007MA,C01001F_008MA,C01001F_008EA,C01001F_009EA,C01001F_009MA,state
0400000US26,114906,9632,60669,5552,21527,3169,37225,3462,1917,549,54237,4987,19843,2467,32587,3146,1807,555,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,66664,6289,35215,3543,12234,2124,22658,2203,323,157,31449,3519,12993,2089,17858,2094,598,367,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22381,4128,13553,2666,3402,1033,10074,2304,77,124,8828,2054,2842,1114,5863,1277,123,124,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,57171,5795,30466,3206,9077,1777,20425,2147,964,459,26705,3199,8804,1644,16986,2220,915,429,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4114,1402,1487,661,495,404,919,503,73,58,2627,1157,989,720,1450,608,188,167,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,34134,4706,17458,2608,6410,1473,10726,1674,322,172,16676,2655,6415,1606,9899,1462,362,230,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,171561,12650,88051,7823,31592,3791,53985,4923,2474,720,83510,6234,28886,3223,51498,4253,3126,922,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10430,3226,5639,1989,2504,1326,3006,1005,129,136,4791,1716,1444,747,3331,1141,16,28,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,536350,21128,277944,12629,83333,5812,185530,9895,9081,1598,258406,10933,76525,5586,169295,7650,12586,2080,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,228992,12632,116867,7176,32973,3617,76323,4974,7571,1202,112125,6842,30791,3401,72921,4447,8413,1085,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1575686,27562,781812,15779,223148,8331,528887,11104,29777,2435,793874,15900,216466,8272,521346,9975,56062,2874,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,298308,14393,163722,8699,55999,5012,106732,6035,991,558,134586,8263,54655,4861,78139,4701,1792,654,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3578,946,2013,498,466,261,1547,436,0,211,1565,674,427,410,1082,467,56,104,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,93309,7510,49831,4778,16098,2607,32637,3587,1096,501,43478,3968,14887,1887,27065,2980,1526,453,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,98269,6964,52715,4207,15871,2397,35410,2789,1434,556,45554,4256,19065,2587,25507,2097,982,442,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,163581,12248,88519,7029,31955,3862,54815,4050,1749,542,75062,6173,27849,2912,45169,3975,2044,610,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,228468,11422,117705,6689,40115,3516,74571,4580,3019,878,110763,6455,37586,3295,68757,4437,4420,896,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,68424,6770,34623,3736,11346,1741,21930,2738,1347,440,33801,3726,10063,1769,21953,2380,1785,564,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,71127,7227,40343,4206,10243,1913,29602,3230,498,326,30784,3880,10871,1824,19029,2580,884,454,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,6060,1556,3706,885,1074,534,2435,580,197,235,2354,934,1016,602,1338,528,0,223,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,88596,8563,47694,5023,15071,2224,32277,3631,346,354,40902,4585,16096,2584,23509,2711,1297,776,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1905113,39239,984911,23163,327670,11825,623034,15312,34207,2896,920202,20724,300006,11970,574992,13232,45204,2888,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,103476,9471,55214,5333,20362,2731,33696,3614,1156,693,48262,4852,15572,2323,31592,3317,1098,480,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2215,968,1204,688,177,182,1027,638,0,211,1011,481,462,305,549,268,0,211,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,192699,16161,101083,8828,33487,4278,66933,6184,663,388,91616,8783,29854,4602,60469,5268,1293,624,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,269378,14718,146761,8011,50397,4110,93986,5575,2378,702,122617,7991,48424,4206,70210,4527,3983,975,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,5152,1664,3003,1112,844,591,2159,744,0,269,2149,851,765,508,1335,576,49,84,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,89857,6685,46583,3988,15723,2316,29822,2514,1038,371,43274,3687,16357,2095,25690,2075,1227,500,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,12376,2268,6634,1352,2106,731,4226,953,302,196,5742,1358,1828,771,3553,823,361,406,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,399238,14540,201052,7695,53434,4069,128115,5329,19503,1634,198186,9256,49853,4004,125680,5953,22653,1939,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
