GEO_ID,C15002_001E,C15002_001M,C15002_002E,C15002_002M,C15002_003E,C15002_003M,C15002_004E,C15002_004M,C15002_005E,C15002_005M,C15002_006E,C15002_006M,C15002_007E,C15002_007M,C15002_008E,C15002_008M,C15002_009E,C15002_009M,C15002_010E,C15002_010M,C15002_011E,C15002_011M,C15002_012E,C15002_012M,C15002_013E,C15002_013M,C15002_014E,C15002_014M,C15002_015E,C15002_015M,C15002_016E,C15002_016M,C15002_017E,C15002_017M,NAME,C15002_001EA,C15002_001MA,C15002_002MA,C15002_002EA,C15002_003EA,C15002_003MA,C15002_004EA,C15002_004MA,C15002_005MA,C15002_005EA,C15002_006MA,C15002_006EA,C15002_007EA,C15002_007MA,C15002_008EA,C15002_008MA,C15002_009MA,C15002_009EA,C15002_010EA,C15002_010MA,C15002_011MA,C15002_011EA,C15002_012MA,C15002_012EA,C15002_013EA,C15002_013MA,C15002_014MA,C15002_014EA,C15002_015EA,C15002_015MA,C15002_016MA,C15002_016EA,C15002_017MA,C15002_017EA,state
0400000US13,6235623,7667,2964180,6101,188407,6906,313240,9755,882651,14520,598188,12452,175027,7934,525026,11311,281641,7891,3271443,5377,174555,6255,303357,8551,942325,15449,708312,14634,247803,8795,568616,11854,326475,8415,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,926928,1367,455453,1136,18055,2476,22586,2415,135904,5316,104813,3844,40408,3187,88891,3744,44796,3059,471475,1210,26495,2520,26463,2595,129359,5424,104024,4553,45247,3048,95473,3889,44414,3360,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,987829,2954,487752,2558,21595,2002,38574,2979,142577,5049,121480,4734,38817,2977,80873,4033,43836,3303,500077,1890,19977,2114,35320,3001,140101,4449,145574,5607,42886,2494,84345,4381,31874,2395,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8465762,4855,4058518,4235,229027,8085,326113,9239,1142315,16786,843237,13592,264895,8161,774605,11097,478326,10140,4407244,3649,243600,7188,311751,8570,1193861,15270,962737,13597,344309,7918,855020,11744,495966,9064,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4229798,5104,2039212,3803,91820,4717,184563,6696,740274,10253,416286,9075,137136,5587,302673,7718,166460,5381,2190586,3402,84371,4738,187524,5448,781586,9399,468334,9545,178791,5941,314520,7504,175460,5534,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2018785,3966,980435,3086,39290,2573,60149,3285,343993,6451,206997,5379,87703,3595,161849,5696,80454,4093,1038350,2414,39732,2407,51473,3186,337155,7226,233868,5635,114874,3772,183103,6195,78145,4064,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1840681,5033,895143,3017,42780,3763,59300,3198,257682,7007,209411,5748,58972,4056,168908,5592,98090,4126,945538,3282,39060,3577,58469,3634,253661,6610,236588,6671,76870,3848,185471,6076,95419,4342,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2903308,4686,1397091,4009,115628,4943,152747,5242,503484,10082,270312,9112,73561,4212,177269,5391,104090,4459,1506217,3052,107043,3932,149273,5321,493341,8613,316868,8256,124668,5470,182661,6196,132363,5156,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2945907,4720,1409900,3407,102461,5333,172854,5770,504160,9816,285122,7920,56365,3710,194230,6403,94708,4288,1536007,3595,87793,3831,168768,6600,508185,10006,334495,8973,94809,4259,229844,7047,112113,5020,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,937014,1752,448495,1386,17574,1684,31685,2632,158612,4251,89170,4255,35930,2495,73697,3693,41827,2818,488519,1192,15940,2214,25588,2350,163785,5229,98993,3424,48768,2919,88653,4150,46792,2729,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3873474,3559,1823712,2926,91363,6160,146398,6764,476169,9953,347196,9548,97783,5512,351453,8668,313350,8083,2049762,2119,90565,4296,134301,6262,528420,9116,417469,9720,146967,6651,411464,9397,320576,7137,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4458898,2445,2107220,2436,101904,5360,132871,5576,575525,9651,334514,9061,134068,5590,469110,10871,359228,8048,2351678,1725,118106,4696,132520,5324,592939,11569,394026,9928,203526,6695,523197,9307,387364,8103,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6569801,4232,3156246,3470,116850,4033,263282,7766,986252,13070,759309,10910,224423,7400,490433,9947,315697,7519,3413555,3175,111703,4357,249287,6642,1045967,11569,832822,9854,324725,8046,533327,10011,315724,7374,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3528096,3505,1724587,2575,57600,3228,93314,4117,481087,6419,378271,6303,162096,4654,366779,7290,185440,5462,1803509,2837,58253,3129,79738,3602,482492,8063,421206,7995,191203,4860,393234,7563,177383,5948,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1904406,4745,898383,3744,65438,4256,123160,5488,286953,7629,193155,6780,65034,3911,104624,4816,60019,3253,1006023,3449,59820,3650,113373,5960,296483,6422,234803,7101,94668,5015,132341,4681,74535,4040,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3984849,5419,1906757,3706,84687,3539,172142,6217,626748,10744,420669,9400,117424,5259,302327,7949,182760,6190,2078092,3691,90292,4557,176514,5994,642989,8974,479330,10603,154235,6078,337025,7282,197707,6551,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,672952,2328,333694,2023,9347,1407,20373,2231,102830,4243,82752,4379,23985,2246,61999,3519,32408,2649,339258,1610,7497,1221,18416,1990,98252,3652,86161,3673,29479,2590,71357,3593,28096,2365,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1184379,2776,576104,2159,25465,2116,35030,2702,165924,5121,133467,4532,51642,3041,109652,3702,54924,3228,608275,1836,22565,2732,31152,2670,169828,4253,155201,4525,55034,3269,122674,3819,51821,3105,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1789530,2380,896586,2044,58591,5269,78684,4690,266116,8233,231817,6598,59499,3952,130439,5312,71440,4271,892944,1590,53473,3724,83913,5488,265217,8022,237392,8139,66703,4490,126150,6422,60096,4110,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,907755,1813,439976,1541,11700,1762,28623,2528,134883,5380,83010,3835,38692,2836,87555,3672,55513,2833,467779,1617,13311,1784,23902,2345,135797,4365,88317,4768,52039,2929,97574,3769,56839,3152,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5970904,2573,2830484,2207,156045,7944,193941,7460,816064,13674,489006,9311,150173,6368,624312,11158,400943,8529,3140420,2145,166837,6901,196911,6912,945182,12901,525770,10815,217659,7032,697625,11677,390436,7742,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1341329,3861,650988,3000,51499,3838,63841,4532,177402,5710,154099,6114,40398,3470,91394,4582,72355,4035,690341,2447,50172,3571,57905,3773,177324,5263,179518,5675,54095,3752,98595,4165,72732,3956,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,13089848,5372,6172582,4529,431657,12048,526993,12583,1722281,19178,1047335,16170,449759,9598,1168128,15063,826429,11692,6917266,3715,489753,11502,533704,11714,1904954,19918,1101324,14950,622296,12038,1265203,15261,1000032,14860,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6325621,8504,2998220,5253,191230,6955,323418,8773,853277,14271,627408,11188,214066,6886,521729,11990,267092,6932,3327401,6011,163502,6838,286677,8548,896365,12797,764709,13333,331650,9959,601389,12238,283109,8472,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,442946,1407,220593,1198,11275,1111,11297,1330,61558,2554,51857,2782,27337,2215,39984,2512,17285,1824,222353,1070,10499,1057,9692,1292,58313,2233,54299,2716,24520,1795,47430,2477,17600,1853,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7720849,4652,3687918,4286,126562,5684,331421,10639,1321380,16325,742702,12154,238146,7239,592154,11295,335553,7591,4032931,4062,127951,4880,329159,7122,1397603,15050,840836,12935,364299,9238,618373,11123,354710,7872,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2449213,4397,1187348,3456,57299,3496,112330,5542,385412,8656,285034,7052,71894,3899,182114,5002,93265,4051,1261865,2894,54231,2897,113362,4957,399443,6751,314912,7315,94755,5269,194486,6420,90676,4519,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2614886,3688,1272231,2719,56646,4220,97248,5600,320728,8333,329355,6746,96675,4307,232856,6656,138723,4580,1342655,2655,50504,3362,89739,5738,332588,9115,382422,7843,107178,4975,245277,6272,134947,4491,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8654829,5036,4126181,4179,155667,6554,329343,7015,1545842,16970,682823,12726,268836,7741,701408,11368,442262,8992,4528648,3872,169250,5277,346427,9090,1700473,13836,743517,11595,369166,7675,743815,11922,456000,9895,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,709979,1294,333527,1351,24955,2820,32962,3302,90981,4209,60426,3491,22108,2209,61984,3348,40111,2959,376452,1109,27121,2479,32091,2775,102011,4079,72087,4786,30651,2355,66204,3372,46287,2651,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3074357,4942,1459418,4097,85556,4596,165589,7287,453006,10558,292361,8343,106302,4966,233127,7000,123477,5333,1614939,3137,82509,4734,156227,5294,484771,9335,340430,9561,153115,6298,251214,7259,146673,6022,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,532379,2184,262639,2031,14027,1523,16215,1816,87803,3544,51580,2931,24451,2014,46652,2714,21911,1967,269740,1502,10731,1341,14242,2095,80624,3789,64009,2919,28911,2482,52108,2654,19115,1812,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4242391,5415,2019720,4135,133909,6078,218737,8222,689442,11633,400467,8541,103747,5368,302005,7957,171413,5651,2222671,3691,130892,5529,210304,7589,732689,10484,482480,10742,159360,6090,319122,8988,187824,6845,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,15772122,8854,7667730,6606,759557,13264,774228,14913,1951627,20320,1695383,18629,453745,11554,1320377,17375,712813,12493,8104392,5657,774364,12978,740172,14358,2081614,19655,1902846,20726,546816,12826,1413344,19139,645236,11066,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1584824,1842,787073,1617,24156,2562,53238,3889,182936,5223,209026,6375,62869,3978,160762,5397,94086,3934,797751,1651,24787,2489,46855,3435,204747,6312,230767,6742,80302,4154,154865,5346,55428,3320,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,431042,1273,207322,924,7859,1008,14584,1969,70256,3078,32548,2272,15658,1889,39827,2405,26590,1817,223720,978,5270,808,11043,1419,65473,2733,43388,2477,20132,1767,47811,2115,30603,2118,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5361301,8828,2572980,7272,159655,6398,221085,7337,655041,11536,491531,10593,151613,6439,499851,10675,394204,8587,2788321,5346,134017,5759,206919,7107,708905,11235,586895,10434,210022,8311,575935,10507,365628,8311,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4505657,3392,2210655,3182,91072,5150,149773,6216,526338,10833,544364,10593,198139,6122,445699,8392,255270,6163,2295002,3047,94855,4460,123592,6075,546240,10739,604863,12244,227183,6711,452185,9091,246084,7804,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1294747,3486,626244,2630,42126,3032,70818,3503,268015,6903,109957,4111,27258,2295,68541,3838,39529,2617,668503,2097,36522,2890,67755,4173,270531,6538,127132,4617,47788,3337,72309,3639,46466,2952,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3800295,4346,1857819,3632,63602,3144,132710,5098,637173,10142,383034,7647,158930,5823,309346,7287,173024,5598,1942476,2541,67640,3053,111473,5130,628123,8746,420693,6990,195564,4265,350506,6415,168477,5101,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,370951,2166,186793,1714,5783,1241,9586,1647,59129,2934,50760,3282,16736,1865,27968,2350,16831,1973,184158,2057,3893,956,9376,1470,52854,3309,50439,3070,22921,2166,30264,2780,14411,2216,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2444933,1673,1132408,1295,231566,5545,136241,4565,318325,7811,152254,6433,84547,3754,145958,4968,63517,3822,1312525,838,252572,5702,126441,5935,305384,6702,165543,5341,127639,5450,243996,5416,90950,4243,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
