GEO_ID,B08103_001E,B08103_001M,B08103_002E,B08103_002M,B08103_003E,B08103_003M,B08103_004E,B08103_004M,B08103_005E,B08103_005M,B08103_006E,B08103_006M,B08103_007E,B08103_007M,NAME,B08103_001EA,B08103_001MA,B08103_002MA,B08103_002EA,B08103_003MA,B08103_003EA,B08103_004EA,B08103_004MA,B08103_005MA,B08103_005EA,B08103_006MA,B08103_006EA,B08103_007EA,B08103_007MA,state
0400000US19,42.6,0.3,43.2,0.3,39.4,1.0,31.7,4.5,33.1,2.0,40.0,3.2,47.4,0.9,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,42.1,0.3,42.5,0.2,38.4,0.8,38.3,7.6,34.9,3.1,40.3,3.9,47.5,1.1,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,41.5,0.2,42.0,0.3,38.5,0.8,39.3,1.7,34.5,3.2,40.0,3.5,42.5,2.1,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,41.4,0.2,42.1,0.3,36.9,0.9,35.3,2.3,36.1,3.9,38.5,1.4,49.3,1.6,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,44.8,0.3,45.1,0.3,42.3,1.9,43.5,5.6,33.5,4.9,39.9,4.1,49.3,1.4,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,43.0,0.2,43.5,0.2,39.7,1.0,40.7,0.8,30.5,1.5,41.5,1.5,47.7,1.0,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,43.0,0.2,44.5,0.2,40.1,0.7,35.9,0.7,30.2,0.9,35.8,1.9,46.5,0.9,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,42.7,0.1,43.1,0.2,39.3,0.6,34.2,3.0,31.0,2.0,40.2,1.8,48.2,0.7,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,42.3,0.2,42.6,0.2,39.8,0.8,35.8,1.5,34.2,1.8,41.8,2.5,46.8,0.7,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,42.0,0.3,42.3,0.3,39.3,1.0,40.4,7.1,33.7,4.4,43.2,2.3,48.3,1.8,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,42.1,0.2,42.5,0.2,39.2,0.7,37.8,2.0,30.7,1.7,38.4,3.0,45.9,1.1,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,43.8,0.4,44.0,0.5,40.2,1.0,40.2,7.5,43.0,1.9,40.6,4.8,50.1,1.4,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,42.1,0.3,42.4,0.3,37.2,1.2,36.8,2.1,41.0,2.8,36.2,3.1,48.5,1.3,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,41.0,0.3,41.0,0.3,39.5,0.9,36.5,1.7,37.9,4.7,41.4,2.7,48.2,1.9,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,44.8,0.3,45.0,0.3,38.5,2.6,45.0,4.4,37.6,12.2,47.3,1.8,48.8,1.5,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,43.7,0.2,44.6,0.2,41.5,0.7,39.7,0.5,37.4,1.1,36.2,1.6,48.3,0.6,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,42.2,0.4,42.4,0.4,38.9,0.9,41.8,4.3,41.2,3.3,41.1,5.4,50.4,1.3,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,42.4,0.1,44.5,0.1,41.2,0.6,38.9,0.2,37.0,0.7,38.7,0.9,47.1,0.6,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,41.7,0.2,42.1,0.2,37.5,0.6,36.2,2.8,28.6,1.3,40.1,1.9,45.9,0.9,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,41.7,0.4,41.7,0.6,39.3,2.0,36.6,10.8,44.0,3.8,37.7,3.2,48.3,1.6,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,43.0,0.2,43.5,0.2,39.5,0.4,40.8,1.8,31.0,1.9,39.7,1.7,47.4,1.0,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,41.2,0.3,41.7,0.3,38.3,0.9,31.8,4.0,31.8,3.1,38.3,2.5,46.0,1.7,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,42.2,0.2,43.2,0.3,37.9,0.8,35.8,1.0,33.8,2.0,36.5,1.8,48.3,1.0,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,43.6,0.1,44.3,0.1,40.2,0.5,39.5,0.6,33.7,1.5,39.2,1.6,47.8,0.6,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,42.8,0.3,43.5,0.4,40.5,2.4,40.7,6.7,28.1,2.5,30.9,5.6,47.8,1.8,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,41.8,0.3,42.5,0.3,37.9,0.8,36.3,4.8,28.3,4.8,35.1,4.6,44.7,2.1,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,42.6,0.5,42.4,0.5,39.6,1.1,50.0,21.7,39.2,3.9,41.7,6.9,52.2,1.8,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,42.1,0.2,42.4,0.2,38.4,0.8,43.4,2.5,35.1,3.6,41.8,3.3,47.2,0.7,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40.5,0.1,40.9,0.2,37.4,0.3,39.3,0.9,32.2,1.7,36.4,0.8,46.1,0.6,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,37.2,0.3,37.7,0.3,35.0,0.9,36.1,3.0,26.2,1.2,35.7,2.8,44.0,1.4,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,45.1,0.3,45.8,0.5,41.1,1.8,33.0,12.3,33.9,5.8,36.4,3.9,48.9,1.5,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,42.1,0.2,42.8,0.2,39.6,0.6,38.0,1.2,27.7,1.9,41.1,1.5,45.9,0.8,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,41.9,0.2,42.4,0.2,39.7,0.7,38.1,0.9,33.8,1.9,40.3,0.8,47.1,1.0,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43.2,0.4,43.7,0.3,39.3,1.4,41.9,7.5,38.6,4.9,37.4,4.5,46.2,1.9,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,42.8,0.2,43.3,0.2,38.9,0.6,36.7,1.9,31.2,2.6,40.6,1.5,48.1,0.6,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,43.1,0.6,43.0,0.7,40.2,1.3,45.8,6.8,49.0,4.3,41.2,8.7,49.4,2.7,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,40.7,0.3,40.2,0.3,41.2,0.7,45.0,1.6,44.4,1.4,40.2,2.4,45.8,2.1,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
