GEO_ID,B13002H_001E,B13002H_001M,B13002H_002E,B13002H_002M,B13002H_003E,B13002H_003M,B13002H_004E,B13002H_004M,B13002H_005E,B13002H_005M,B13002H_006E,B13002H_006M,B13002H_007E,B13002H_007M,NAME,B13002H_001EA,B13002H_001MA,B13002H_002EA,B13002H_002MA,B13002H_003MA,B13002H_003EA,B13002H_004EA,B13002H_004MA,B13002H_005EA,B13002H_005MA,B13002H_006MA,B13002H_006EA,B13002H_007EA,B13002H_007MA,state
0400000US13,1308105,4367,66714,4496,50134,3574,16580,2468,1241391,6107,662761,8643,578630,9651,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,65602,876,4040,1075,3812,1047,228,174,61562,1237,31251,1882,30311,1979,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,306475,1649,18915,2154,14137,1884,4778,1118,287560,2787,152286,4132,135274,4388,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1939350,3676,98000,5311,74873,4524,23127,2667,1841350,6415,884735,8478,956615,9367,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1261155,2906,63912,3933,43398,3451,20514,2238,1197243,4702,583896,7617,613347,7541,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,618219,2303,32653,2405,24256,2222,8397,1241,585566,3218,292763,4607,292803,5486,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,517584,1778,27559,1857,20456,1536,7103,1385,490025,2655,247328,5528,242697,5531,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,905001,3061,47384,3296,31787,2935,15597,1935,857617,4521,433619,7681,423998,8025,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,650358,1903,33879,2981,22460,2165,11419,1993,616479,3740,310920,6445,305559,6633,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,288402,1257,13176,1845,8151,1342,5025,1234,275226,2428,127568,3723,147658,4079,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,742936,2619,35397,3003,28183,2734,7214,1506,707539,3929,356818,5443,350721,5999,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1209095,3238,50420,3189,38676,2467,11744,1740,1158675,4852,500863,7383,657812,7727,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1753723,3680,86702,4688,60315,4087,26387,2409,1667021,6412,796170,8960,870851,9333,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1048721,2616,52032,3108,40007,2574,12025,1495,996689,4147,492578,5913,504111,6109,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,395502,2313,22513,2791,17361,2531,5152,1145,372989,4023,204218,5894,168771,5757,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1140026,2858,61295,4269,42334,3422,18961,2065,1078731,5432,538591,6868,540140,7604,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,193816,1198,11885,1552,9224,1308,2661,854,181931,2065,89787,3156,92144,3259,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,349781,1629,21603,2238,15356,1725,6247,1306,328178,2607,169241,4090,158937,4431,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,326693,1950,17607,2373,12871,2129,4736,1247,309086,2811,146525,5341,162561,5446,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,289437,1627,14569,1957,9819,1511,4750,1466,274868,2533,129813,3924,145055,4052,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1169392,3521,53314,3296,45204,3041,8110,1450,1116078,4412,555596,7859,560482,7230,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,175291,2139,8362,1278,5985,1115,2377,841,166929,2716,79287,3573,87642,3450,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2654284,4522,121882,5348,98366,5151,23516,2344,2532402,7352,1150152,12943,1382250,13492,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1476792,3921,69226,3698,53324,3701,15902,1991,1407566,5445,749393,9586,658173,9311,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,136672,837,7381,1141,5654,958,1727,625,129291,1327,64312,2545,64979,2264,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2192187,4352,107148,4775,72233,3890,34915,2588,2085039,6336,1008944,11860,1076095,10924,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,597349,2162,27938,2636,20397,2128,7541,1333,569411,3326,295212,5236,274199,5891,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,695647,2900,34316,3014,24377,2240,9939,1969,661331,4159,300446,7219,360885,6585,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2318496,3967,102286,3888,73835,3129,28451,2528,2216210,5719,1054496,10514,1161714,10048,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,192666,1473,7466,1315,5091,947,2375,858,185200,2000,75633,3150,109567,3517,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,693035,2760,34812,3208,24810,2627,10002,1832,658223,4466,339301,6843,318922,6050,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,156382,943,8104,1239,5706,1076,2398,806,148278,1432,74282,2510,73996,2987,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1138371,3446,55992,3469,38151,3030,17841,2075,1082379,5336,557396,8400,524983,8531,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2686144,5827,136277,6011,102580,5150,33697,3764,2549867,8061,1316690,13597,1233177,14326,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,553841,1707,44260,3168,37721,2859,6539,1362,509581,3462,273548,5133,236033,5479,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,138735,1071,6007,1108,3929,835,2078,671,132728,1603,57483,2520,75245,2812,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1248153,3642,56570,4020,44153,3108,12417,1933,1191583,5189,615580,8818,576003,8983,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1154435,2860,58098,3880,42817,3349,15281,1864,1096337,4891,538861,8799,557476,8491,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,393847,2366,19372,2546,11843,1965,7529,1417,374475,3169,181895,4419,192580,4923,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1108298,2510,53476,3038,39924,2715,13552,1795,1054822,3708,505516,7306,549306,6939,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,110548,1025,6652,1480,5260,1221,1392,623,103896,1800,56326,2545,47570,2518,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,8145,1439,696,412,396,302,300,218,7449,1263,3155,904,4294,1059,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
