GEO_ID,B10059_001E,B10059_001M,B10059_002E,B10059_002M,B10059_003E,B10059_003M,B10059_004E,B10059_004M,B10059_005E,B10059_005M,B10059_006E,B10059_006M,B10059_007E,B10059_007M,B10059_008E,B10059_008M,B10059_009E,B10059_009M,B10059_010E,B10059_010M,B10059_011E,B10059_011M,NAME,B10059_001MA,B10059_001EA,B10059_002EA,B10059_002MA,B10059_003EA,B10059_003MA,B10059_004MA,B10059_004EA,B10059_005MA,B10059_005EA,B10059_006MA,B10059_006EA,B10059_007EA,B10059_007MA,B10059_008EA,B10059_008MA,B10059_009MA,B10059_009EA,B10059_010EA,B10059_010MA,B10059_011EA,B10059_011MA,state
0400000US17,277226,10936,47487,3899,23516,2606,17765,2289,5751,1192,23971,3120,229739,9862,78435,6275,53844,4639,24591,3256,151304,7682,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,120385,5755,14876,1983,7871,1448,6162,1284,1709,652,7005,1384,105509,5733,51088,3485,36037,3113,15051,2055,54421,4716,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,36216,3273,5264,1109,2908,929,2166,786,742,400,2356,694,30952,2988,14907,2227,9641,1807,5266,1057,16045,2092,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,45981,3606,6951,1530,3458,1211,2904,1080,554,322,3493,1148,39030,3489,16792,2318,10646,1965,6146,1426,22238,2523,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,90958,6211,21027,2946,13304,2558,9903,2096,3401,954,7723,1459,69931,5478,37247,4186,25014,3460,12233,2104,32684,3428,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,131054,7282,28815,3405,18879,2910,13162,2396,5717,1388,9936,1939,102239,6471,52875,5091,34327,3745,18548,2461,49364,4051,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18421,2323,2352,822,1445,679,1367,678,78,74,907,420,16069,2108,6527,1445,4398,1165,2129,806,9542,1580,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,146413,8277,13329,2670,7165,1606,5654,1486,1511,572,6164,1690,133084,7693,43689,3920,28929,3215,14760,1996,89395,5604,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,112199,6252,11035,1900,4818,1412,3276,1093,1542,768,6217,1294,101164,5980,26306,3415,16925,2854,9381,1800,74858,4837,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,181567,6930,36883,2855,15353,2019,11641,1783,3712,850,21530,2457,144684,6431,57348,4757,37284,3887,20064,2826,87336,5516,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,58789,3629,4934,980,2502,615,1513,423,989,404,2432,684,53855,3603,19210,2171,12902,1887,6308,1054,34645,3156,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,97070,5536,23725,2628,15490,2141,11609,1891,3881,1104,8235,1610,73345,5483,40013,3972,27290,3207,12723,1964,33332,3861,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,110116,6967,17582,2296,9085,1551,6706,1375,2379,771,8497,1553,92534,6460,41784,4048,27641,3599,14143,2054,50750,4465,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14488,2222,2815,1021,1673,706,1095,581,578,323,1142,643,11673,1854,4916,1263,3002,904,1914,749,6757,1519,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,23632,2849,3507,977,2141,726,1009,442,1132,599,1366,637,20125,2552,9013,1561,5689,1318,3324,797,11112,1735,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,72805,6299,8910,2003,4073,1287,3301,1059,772,487,4837,1403,63895,6019,23398,3379,13243,2593,10155,1991,40497,5019,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20623,3014,1008,538,586,404,473,358,113,158,422,318,19615,2915,7504,2094,6017,1941,1487,517,12111,1880,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,193435,7311,18916,2205,8629,1612,5690,1295,2939,1081,10287,1912,174519,6980,42560,3907,25080,3355,17480,2023,131959,6358,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54907,4605,10378,1983,4957,1394,2903,979,2054,866,5421,1396,44529,4177,20459,3232,14102,2616,6357,1322,24070,2888,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,426692,11380,64907,5341,30767,3536,19906,2647,10861,2096,34140,3808,361785,11104,98269,5833,59471,3991,38798,4110,263516,9511,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,205216,8570,45421,4353,29049,3668,19181,3036,9868,1926,16372,2197,159795,7626,71620,5202,49299,3930,22321,2763,88175,5836,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6241,1273,1068,474,533,344,335,253,198,221,535,327,5173,1219,2997,967,2350,903,647,326,2176,612,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,216194,7758,36176,3476,21325,2841,16998,2332,4327,1030,14851,1989,180018,7196,78631,4912,53552,4444,25079,2374,101387,5643,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,77710,4322,14187,1721,9310,1392,6601,1138,2709,819,4877,1062,63523,3955,30598,3002,21473,2372,9125,1586,32925,3090,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,62645,5099,10444,2205,4574,1371,2842,1065,1732,832,5870,1684,52201,4735,19805,2574,10562,1760,9243,1622,32396,3543,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,227728,9035,31826,2974,17577,2113,13307,1913,4270,1017,14249,2081,195902,8777,69391,4805,45360,3571,24031,2551,126511,6411,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19323,2964,2718,1172,1464,858,1165,815,299,213,1254,795,16605,2662,5235,1377,2788,1037,2447,839,11370,2061,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,112941,6260,24387,3449,15021,2628,10747,2033,4274,1353,9366,1911,88554,5627,41708,4075,26718,3190,14990,2184,46846,4153,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11513,1898,2438,758,1979,691,1702,613,277,220,459,336,9075,1729,4498,1216,3571,1066,927,486,4577,1355,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,149402,7528,27518,3103,14997,2177,11275,1858,3722,1028,12521,2159,121884,6535,58761,4927,37352,4219,21409,2880,63123,4432,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,721850,20525,143507,8842,77319,5525,58178,5032,19141,2464,66188,5898,578343,16962,233733,10921,168234,9125,65499,4652,344610,12040,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60817,4552,4856,1371,2386,948,1598,765,788,575,2470,800,55961,4431,17468,2391,10281,1922,7187,1757,38493,3758,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8216,1723,927,475,604,350,464,267,140,155,323,263,7289,1635,3264,1230,2615,1178,649,331,4025,1064,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,180631,7816,20331,2617,10787,1887,6486,1466,4301,1202,9544,1678,160300,7451,59009,4544,36657,3755,22352,2354,101291,5825,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,117290,7399,15050,2424,6481,1475,4426,1182,2055,760,8569,2087,102240,6781,34722,3905,22957,3102,11765,1883,67518,4557,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43924,4345,8498,1706,5271,1410,3876,1312,1395,611,3227,1020,35426,3883,17561,2702,11113,2113,6448,1552,17865,2749,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,72245,4744,10500,1964,5383,1389,4747,1344,636,360,5117,1409,61745,4137,23913,2627,16961,2302,6952,1116,37832,3530,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,11287,2223,1200,748,583,495,497,464,86,119,617,538,10087,2078,5473,1355,4676,1191,797,411,4614,1460,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,115377,6363,54416,4570,29092,3416,18250,2578,10842,1782,25324,2715,60961,4686,27122,3294,15645,2429,11477,2125,33839,3146,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
