GEO_ID,B18101H_001E,B18101H_001M,B18101H_002E,B18101H_002M,B18101H_003E,B18101H_003M,B18101H_004E,B18101H_004M,B18101H_005E,B18101H_005M,B18101H_006E,B18101H_006M,B18101H_007E,B18101H_007M,B18101H_008E,B18101H_008M,B18101H_009E,B18101H_009M,B18101H_010E,B18101H_010M,NAME,B18101H_001EA,B18101H_001MA,B18101H_002MA,B18101H_002EA,B18101H_003MA,B18101H_003EA,B18101H_004EA,B18101H_004MA,B18101H_005MA,B18101H_005EA,B18101H_006EA,B18101H_006MA,B18101H_007EA,B18101H_007MA,B18101H_008MA,B18101H_008EA,B18101H_009EA,B18101H_009MA,B18101H_010MA,B18101H_010EA,state
0400000US26,7488601,3977,1599143,1810,70567,4270,1528576,4925,4742427,2707,511885,10743,4230542,11205,1147031,1752,416826,7406,730205,7749,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4367292,1880,941020,847,30941,2705,910079,2817,2802187,1900,217652,7085,2584535,7512,624085,1403,195950,4844,428135,5177,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1692143,3108,372839,1366,17026,2557,355813,3109,1045951,2471,144472,6616,901479,7239,273353,1388,118860,3922,154493,3982,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4771364,3061,1058855,978,46615,3578,1012240,3647,2991512,3031,351180,7741,2640332,7861,720997,1832,276256,6444,444741,6591,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,857779,1051,178464,351,6447,1292,172017,1301,543746,1153,54037,3533,489709,3564,135569,323,49318,2371,86251,2414,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1483394,1893,333014,981,11681,1657,321333,1897,927194,1447,82787,4543,844407,4454,223186,1310,79838,3707,143348,3862,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1441066,2388,261591,631,8400,1537,253191,1663,933736,2102,97559,5203,836177,5530,245739,649,85077,3324,160662,3334,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1200597,1860,250859,845,12212,2026,238647,2147,782522,1310,71357,3933,711165,4153,167216,509,53070,2449,114146,2549,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5161974,5520,1060069,2240,35611,2896,1024458,3641,3216758,3710,236538,8328,2980220,8754,885147,2438,288319,6199,596828,6157,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,822355,2153,135307,876,5648,1331,129659,1697,523887,1782,58751,3874,465136,4152,163161,900,61233,3058,101928,3290,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11154034,5352,2194505,2464,73450,4055,2121055,4388,7119900,4286,573699,10538,6546201,11344,1839629,3085,605366,10709,1234263,10641,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6113982,5972,1256123,2283,57663,4077,1198460,4127,3886993,5966,448161,11485,3438832,11935,970866,2339,358261,9361,612605,9618,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,588822,770,122083,370,3635,987,118448,1099,377888,738,27385,2321,350503,2397,88851,298,30969,1877,57882,1849,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9232904,5418,2018013,3394,93900,5452,1924113,6527,5822691,4746,630003,13057,5192688,12907,1392200,5405,498197,8895,894003,8607,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2528177,2830,518665,613,21336,2185,497329,2272,1591381,2650,228415,6495,1362966,7337,418131,917,175812,4844,242319,4892,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2977994,3271,571137,1086,26419,3110,544718,3217,1919363,2514,234712,7204,1684651,7216,487494,1252,182515,5153,304979,5076,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9963314,5649,1974386,1796,92450,5079,1881936,5482,6290709,5286,617428,11472,5673281,12847,1698219,2500,601973,8745,1096246,8284,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,791157,2542,142865,750,7841,1420,135024,1611,516426,1996,53748,3746,462678,4451,131866,868,47582,2773,84284,2921,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2920086,2973,595755,935,21108,2613,574647,2816,1844313,2362,223047,8150,1621266,8881,480018,1353,175513,4517,304505,4636,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,677883,1575,152024,656,4462,1017,147562,1240,419812,1404,35401,2755,384411,2811,106047,544,38081,2126,67966,2128,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4739930,4765,1009331,1393,45385,4174,963946,4296,3000488,4409,417794,9095,2582694,10036,730111,2284,301689,6566,428422,6619,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11206255,7931,2314720,3485,99043,6161,2215677,6555,7180390,6946,752470,15657,6427920,16831,1711145,4105,651720,10591,1059425,10285,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2211523,1880,657544,886,18057,2137,639487,2312,1326172,1726,103099,5173,1223073,5018,227807,970,76829,2703,150978,2772,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,584228,727,117172,293,6852,1072,110320,1138,381101,512,42265,2794,338836,2882,85955,138,28857,1735,57098,1745,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5070890,6133,1050866,1642,35395,3270,1015471,3884,3265447,6301,299074,10483,2966373,11738,754577,2333,259031,6108,495546,6142,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4817823,4201,960209,900,37156,3729,923053,3733,3142631,3767,330969,9775,2811662,9898,714983,1881,269817,5866,445166,5995,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1704541,1620,348417,1968,19104,2381,329313,3060,1076957,2595,183783,6759,893174,6970,279167,764,120821,3980,158346,4111,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4685345,2252,981419,955,33881,2763,947538,2904,2996734,1914,243760,7458,2752974,7949,707192,1279,229796,4977,477396,4961,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,476874,914,106621,374,3679,1045,102942,1106,306783,732,29989,2499,276794,2624,63470,239,23362,1829,40108,1801,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,28716,2782,6646,1550,169,200,6477,1530,18239,1910,2909,853,15330,1755,3831,820,1461,565,2370,616,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
