B08126_092M,B08126_093E,B08126_093M,B08126_094E,B08126_094M,B08126_095E,B08126_095M,B08126_096E,B08126_096M,B08126_097E,B08126_097M,B08126_098E,B08126_098M,B08126_099E,B08126_099M,B08126_100E,B08126_100M,B08126_101E,B08126_101M,B08126_102E,B08126_102M,B08126_103E,B08126_103M,B08126_104E,B08126_104M,B08126_105E,B08126_105M,GEO_ID,B08126_001E,B08126_001M,B08126_002E,B08126_002M,B08126_003E,B08126_003M,B08126_004E,B08126_004M,B08126_005E,B08126_005M,B08126_006E,B08126_006M,B08126_007E,B08126_007M,B08126_008E,B08126_008M,B08126_009E,B08126_009M,B08126_010E,B08126_010M,B08126_011E,B08126_011M,B08126_012E,B08126_012M,B08126_013E,B08126_013M,B08126_014E,B08126_014M,B08126_015E,B08126_015M,B08126_016E,B08126_016M,B08126_017E,B08126_017M,B08126_018E,B08126_018M,B08126_019E,B08126_019M,B08126_020E,B08126_020M,B08126_021E,B08126_021M,B08126_022E,B08126_022M,B08126_023E,B08126_023M,B08126_024E,B08126_024M,B08126_025E,B08126_025M,B08126_026E,B08126_026M,B08126_027E,B08126_027M,B08126_028E,B08126_028M,B08126_029E,B08126_029M,B08126_030E,B08126_030M,B08126_031E,B08126_031M,B08126_032E,B08126_032M,B08126_033E,B08126_033M,B08126_034E,B08126_034M,B08126_035E,B08126_035M,B08126_036E,B08126_036M,B08126_037E,B08126_037M,B08126_038E,B08126_038M,B08126_039E,B08126_039M,B08126_040E,B08126_040M,B08126_041E,B08126_041M,B08126_042E,B08126_042M,B08126_043E,B08126_043M,B08126_044E,B08126_044M,B08126_045E,B08126_045M,B08126_046E,B08126_046M,B08126_047E,B08126_047M,B08126_048E,B08126_048M,B08126_049E,B08126_049M,B08126_050E,B08126_050M,B08126_051E,B08126_051M,B08126_052E,B08126_052M,B08126_053E,B08126_053M,B08126_054E,B08126_054M,B08126_055E,B08126_055M,B08126_056E,B08126_056M,B08126_057E,B08126_057M,B08126_058E,B08126_058M,B08126_059E,B08126_059M,B08126_060E,B08126_060M,B08126_061E,B08126_061M,B08126_062E,B08126_062M,B08126_063E,B08126_063M,B08126_064E,B08126_064M,B08126_065E,B08126_065M,B08126_066E,B08126_066M,B08126_067E,B08126_067M,B08126_068E,B08126_068M,B08126_069E,B08126_069M,B08126_070E,B08126_070M,B08126_071E,B08126_071M,B08126_072E,B08126_072M,B08126_073E,B08126_073M,B08126_074E,B08126_074M,B08126_075E,B08126_075M,B08126_076E,B08126_076M,B08126_077E,B08126_077M,B08126_078E,B08126_078M,B08126_079E,B08126_079M,B08126_080E,B08126_080M,B08126_081E,B08126_081M,B08126_082E,B08126_082M,B08126_083E,B08126_083M,B08126_084E,B08126_084M,B08126_085E,B08126_085M,B08126_086E,B08126_086M,B08126_087E,B08126_087M,B08126_088E,B08126_088M,B08126_089E,B08126_089M,B08126_090E,B08126_090M,B08126_091E,B08126_091M,B08126_092E,B08126_092MA,B08126_093EA,B08126_093MA,B08126_094EA,B08126_094MA,B08126_095EA,B08126_095MA,B08126_096MA,B08126_096EA,B08126_097MA,B08126_097EA,B08126_098EA,B08126_098MA,B08126_099EA,B08126_099MA,B08126_100EA,B08126_100MA,B08126_101MA,B08126_101EA,B08126_102EA,B08126_102MA,B08126_103EA,B08126_103MA,B08126_104MA,B08126_104EA,B08126_105EA,B08126_105MA,NAME,B08126_001MA,B08126_001EA,B08126_002EA,B08126_002MA,B08126_003MA,B08126_003EA,B08126_004MA,B08126_004EA,B08126_005EA,B08126_005MA,B08126_006EA,B08126_006MA,B08126_007MA,B08126_007EA,B08126_008EA,B08126_008MA,B08126_009MA,B08126_009EA,B08126_010MA,B08126_010EA,B08126_011EA,B08126_011MA,B08126_012EA,B08126_012MA,B08126_013MA,B08126_013EA,B08126_014MA,B08126_014EA,B08126_015EA,B08126_015MA,B08126_016MA,B08126_016EA,B08126_017EA,B08126_017MA,B08126_018EA,B08126_018MA,B08126_019MA,B08126_019EA,B08126_020MA,B08126_020EA,B08126_021MA,B08126_021EA,B08126_022EA,B08126_022MA,B08126_023EA,B08126_023MA,B08126_024MA,B08126_024EA,B08126_025EA,B08126_025MA,B08126_026EA,B08126_026MA,B08126_027EA,B08126_027MA,B08126_028EA,B08126_028MA,B08126_029EA,B08126_029MA,B08126_030MA,B08126_030EA,B08126_031EA,B08126_031MA,B08126_032EA,B08126_032MA,B08126_033EA,B08126_033MA,B08126_034EA,B08126_034MA,B08126_035MA,B08126_035EA,B08126_036MA,B08126_036EA,B08126_037EA,B08126_037MA,B08126_038EA,B08126_038MA,B08126_039EA,B08126_039MA,B08126_040EA,B08126_040MA,B08126_041MA,B08126_041EA,B08126_042MA,B08126_042EA,B08126_043EA,B08126_043MA,B08126_044EA,B08126_044MA,B08126_045EA,B08126_045MA,B08126_046MA,B08126_046EA,B08126_047MA,B08126_047EA,B08126_048EA,B08126_048MA,B08126_049MA,B08126_049EA,B08126_050MA,B08126_050EA,B08126_051EA,B08126_051MA,B08126_052MA,B08126_052EA,B08126_053MA,B08126_053EA,B08126_054EA,B08126_054MA,B08126_055EA,B08126_055MA,B08126_056EA,B08126_056MA,B08126_057EA,B08126_057MA,B08126_058MA,B08126_058EA,B08126_059MA,B08126_059EA,B08126_060EA,B08126_060MA,B08126_061EA,B08126_061MA,B08126_062EA,B08126_062MA,B08126_063EA,B08126_063MA,B08126_064MA,B08126_064EA,B08126_065MA,B08126_065EA,B08126_066EA,B08126_066MA,B08126_067EA,B08126_067MA,B08126_068MA,B08126_068EA,B08126_069MA,B08126_069EA,B08126_070EA,B08126_070MA,B08126_071MA,B08126_071EA,B08126_072EA,B08126_072MA,B08126_073EA,B08126_073MA,B08126_074MA,B08126_074EA,B08126_075MA,B08126_075EA,B08126_076EA,B08126_076MA,B08126_077EA,B08126_077MA,B08126_078EA,B08126_078MA,B08126_079MA,B08126_079EA,B08126_080MA,B08126_080EA,B08126_081EA,B08126_081MA,B08126_082EA,B08126_082MA,B08126_083EA,B08126_083MA,B08126_084EA,B08126_084MA,B08126_085MA,B08126_085EA,B08126_086EA,B08126_086MA,B08126_087EA,B08126_087MA,B08126_088EA,B08126_088MA,B08126_089EA,B08126_089MA,B08126_090MA,B08126_090EA,B08126_091MA,B08126_091EA,B08126_092EA,state
1299,13202,2164,14961,2304,9716,1628,16072,2396,6091,1396,7892,1787,20597,2160,49115,4043,27348,2990,8493,1467,11079,2217,2319,832,8365,2613,0400000US13,4118024,22215,45343,4097,276421,11031,428350,12263,130180,6378,490904,13264,237434,8218,105823,6177,254175,7707,449465,10709,858277,14366,356024,12440,205364,8083,232479,7194,47785,3082,3267029,22798,29477,3245,182181,8648,350596,9900,105942,6298,402731,12579,201540,7565,86758,5533,205911,6899,327668,8509,711285,13120,269328,10459,159850,6024,200461,6168,33301,5090,424278,14152,8069,1750,60894,5264,45164,3452,10648,2147,43722,3461,18160,2553,5473,1501,16938,3032,47587,4726,80589,5021,44096,4077,22913,2854,18315,2656,1710,685,93624,7121,393,344,6292,2071,5466,1342,1234,599,10763,2143,4670,1329,3306,1282,3842,910,11716,2298,17204,2658,16406,2825,3125,990,8820,1599,387,564,60545,5297,1289,849,3147,1283,4022,1439,1159,587,9031,1961,767,569,1204,671,4427,1046,5971,1382,13583,1998,9249,2104,3568,807,932,446,2196,1220,73659,6173,2476,1246,10705,2216,8141,1690,1481,600,8585,2200,6206,1403,1190,637,2460,906,7408,2134,8268,1643,8452,1887,4829,1774,1632,568,1826,823,198889,8662,3639,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
865,2712,1130,2214,845,1080,377,1958,535,282,200,944,687,3765,1195,5636,1249,4279,994,1887,679,3216,974,623,514,3121,3865,0400000US15,657295,7523,9725,1871,47357,4112,18234,2711,15675,2200,71449,4166,36532,3425,9956,1715,43116,3236,58661,4200,133317,7310,96554,6089,27912,2526,54859,3934,33948,4753,437687,8611,5214,1096,34623,3420,10784,1784,10689,1830,47776,3582,29724,3171,6732,1172,27845,2542,35241,3128,89249,5476,61429,4613,16597,2163,40066,3155,21718,2445,90538,5487,748,471,6849,1538,2526,990,2568,795,9832,1636,3671,945,1113,524,6128,1426,9502,1428,19449,2350,11904,1642,3491,1030,8933,1889,3824,2536,43534,4212,580,379,1017,575,1387,494,781,453,5971,1259,800,352,525,305,2995,925,5021,1164,7901,1380,11288,2210,2279,867,2265,668,724,566,29641,3662,725,741,660,449,466,366,287,265,3935,1321,652,390,505,447,1371,504,1320,559,8392,2078,5343,1269,2004,676,1207,558,2774,1769,22237,3125,517,431,1496,1117,857,885,270,231,1977,862,1403,695,137,178,1012,564,1941,945,4047,1106,4703,1339,325,267,1765,703,1787,719,33658,4890,1941,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
1107,2806,972,2585,985,977,493,3592,1298,1579,581,386,288,2884,1040,7814,1429,7256,1369,2515,1032,2481,806,733,431,0,267,0400000US16,669892,8472,36115,2853,45451,2929,67312,4605,18844,1921,83716,4631,31721,3283,11322,1744,37906,3063,70127,4092,142571,5741,58390,4555,27593,2207,36163,2586,2661,952,520863,9021,23276,2393,34076,2625,55362,4243,15222,1845,69879,4492,24426,2691,9356,1611,31112,2670,48957,3792,112475,5193,43385,3914,21074,1883,30370,2395,1893,705,66471,3893,5066,1148,7301,1380,6359,1288,1875,572,6423,1064,3545,1068,1300,624,2850,762,7417,1320,14176,2206,5096,1192,1615,647,2958,857,490,425,5410,1206,190,194,269,178,250,211,0,267,232,225,536,339,0,267,128,155,2213,763,728,454,695,499,44,73,125,135,0,267,21488,2785,2570,939,532,305,1522,634,525,409,2543,930,499,326,188,193,454,272,1953,923,4734,837,3701,1321,1570,514,455,230,242,439,15403,2118,364,250,467,319,1234,590,245,239,1047,382,1136,524,92,111,478,522,1773,740,3202,1028,2998,995,809,419,1522,646,36,63,40257,3944,4649,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
1611,14024,2441,18533,2390,9966,1650,19899,2669,8061,1384,10067,1515,23893,2880,59457,3683,38824,2780,13933,2013,17822,2243,3797,928,0,267,0400000US17,5792659,21042,61660,3459,300323,7812,715497,12406,179036,7269,636346,15967,338582,9992,123333,5573,431519,9557,643379,12136,1314723,16197,519921,13764,285227,9519,234190,8711,8923,1932,4273034,23657,41558,3019,230743,6596,568606,11242,144511,6374,502371,13271,273283,8493,85880,4309,288734,7643,384810,9438,1013458,15337,346504,10924,202096,7993,184793,7810,5687,1201,502443,11652,4829,1200,39126,3376,86807,5372,15916,2655,47363,3877,22387,2900,8487,1608,27203,2795,56331,5086,102947,5505,51908,4174,24815,2763,14027,1873,297,236,494684,12316,959,529,7976,1407,24403,2614,5443,1287,37808,3601,20603,2487,13555,2116,75099,4097,111420,4629,87654,5147,60818,5376,24255,3153,24691,2549,0,267,178901,8180,2630,857,3775,795,8393,1511,1747,742,19713,2800,4277,1110,3003,758,11450,1747,17938,2156,53945,4321,32989,2948,11987,1593,4707,974,2347,1276,94390,6290,753,345,4679,1339,8755,1769,1453,686,9192,1865,9971,1799,2341,734,5140,1184,13423,2455,17895,2151,13769,2444,4252,971,2175,845,592,427,249207,7603,10931,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
1558,7460,1697,8022,1599,3520,1098,8232,1668,2631,837,2462,823,7633,1519,16446,1915,15678,2025,3904,920,8005,1478,1732,752,87,109,0400000US18,2845206,17408,44141,3329,161839,6936,522416,10241,72913,4479,332718,8677,144559,6183,44882,2790,154636,6615,212691,8651,651550,10190,258054,10201,138207,7191,102785,4597,3815,950,2385577,17869,29442,2497,128105,6505,443466,9164,63307,3750,289802,8419,127374,5855,37484,2610,132891,6038,170249,7784,556062,8340,202961,8341,108705,6003,92669,4355,3060,910,242733,7832,3587,1097,22168,2545,56182,4091,4537,1120,24335,2798,8743,1429,2974,645,9067,1456,17425,2217,47484,3591,27335,2992,12665,2097,5766,1113,465,385,27693,2999,93,116,422,329,3116,1097,560,471,1520,659,1160,616,433,252,1627,572,2951,815,7779,1346,6357,1480,1209,625,466,283,0,267,62196,4216,2778,1071,2344,931,3436,901,634,450,6084,1415,1155,450,1149,492,2879,1015,3430,854,18912,1941,12440,1920,5566,1364,1302,509,87,107,33381,3171,427,291,1340,574,8194,1405,355,280,2745,815,3496,867,380,238,539,306,2190,964,5635,1272,5057,1299,2057,689,850,340,116,139,93626,4782,7814,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
2045,3422,915,3171,893,2019,638,3785,874,2384,839,1800,704,4837,1050,8508,1313,17309,1950,2975,814,5009,852,655,374,40,71,0400000US19,1513705,9788,63634,3441,90514,3541,214452,6092,47486,3098,175357,5836,73829,3955,29819,2733,120770,4878,101115,4881,361561,8052,114962,6088,67635,4513,50892,3268,1679,561,1200762,9698,36074,2609,69177,3365,175212,6501,40069,2838,147584,5737,60950,3443,23626,2324,104163,4225,76237,4178,285514,6575,84826,4769,51853,3445,44115,2961,1362,476,146859,6254,4014,838,14125,1684,27522,2768,3549,771,14928,2186,5620,1198,2679,721,9030,1282,10765,1514,31633,2226,13551,2278,5564,1131,3796,916,83,128,16649,2474,60,100,376,292,2032,913,260,222,2220,815,305,282,110,128,717,379,915,384,5712,1367,3250,1242,361,319,331,252,0,228,54328,3932,4980,1083,1800,573,3001,775,791,526,4822,1018,1799,529,1072,463,1432,631,3384,863,17396,2141,7821,1662,4338,906,1590,767,102,119,21943,2760,1256,434,1614,757,3514,1228,798,414,2018,625,2771,777,532,355,591,434,1306,535,3997,1008,2539,974,510,302,405,222,92,125,73164,4712,17250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
1463,2720,829,2826,940,1695,635,4676,1065,1699,575,1881,751,3895,949,9282,1420,13742,1855,2076,633,4741,1149,709,333,0,248,0400000US20,1358914,9336,50415,3070,83512,4400,166910,6214,36511,3250,155232,6738,61277,3536,31063,3116,81259,4932,112051,5310,331536,8367,109355,5904,59602,3446,66449,3854,13742,1843,1116031,10471,32528,2484,65608,4019,142470,5881,32606,3085,128219,5932,52905,3393,25743,2638,70622,4384,91027,4777,272459,7484,85310,5332,46551,3125,58480,3542,11503,1861,124333,7026,4670,910,12307,1906,17124,2190,1541,736,13771,2334,4622,1252,2094,795,4585,1132,8304,1522,29999,2828,13685,2124,4660,1067,5717,1151,1254,442,7098,1824,282,221,249,207,721,386,0,248,1205,813,141,146,119,123,263,210,404,403,1841,713,1521,1031,179,219,173,164,0,248,35048,3196,2585,676,1458,817,1556,560,435,267,4678,1277,935,323,701,404,1439,712,1709,686,10185,1506,4912,1223,2798,748,1039,576,618,500,16518,1899,406,316,1170,484,2213,673,234,171,2683,786,975,384,525,331,455,254,1325,636,3310,859,1851,757,673,304,331,188,367,322,59886,4477,9944,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
1082,3249,1028,4834,1467,1336,491,3158,959,1368,552,1411,521,4137,896,9719,1489,7586,1189,2022,681,4642,1187,866,369,16691,4301,0400000US21,1803377,15174,56602,3356,104370,6274,234676,7844,47550,4340,217618,7620,101228,5398,35914,2997,95554,4668,135021,6335,432020,8705,147240,6997,86935,4809,82508,4470,26141,4418,1482669,16578,38973,2743,75041,4355,200720,6744,39928,4070,188094,6597,89296,5270,31199,2737,81803,4381,105668,5619,364645,8398,114693,5936,70256,4430,74418,4518,7935,1867,186526,8284,9693,1372,22933,3289,23264,2903,5970,1526,19661,2373,6543,1379,1860,685,7069,1704,14687,2310,41710,3738,19604,2733,7149,1384,5427,1062,956,548,19654,2766,65,114,863,471,2409,832,28,47,1469,603,791,381,312,257,1375,566,1260,610,4645,1283,4041,1256,1183,590,1090,422,123,171,31407,2884,2113,745,1075,607,1878,665,238,203,3985,1033,539,438,940,481,1048,542,1527,554,9652,1632,5180,1135,2598,697,417,302,217,206,17199,2433,855,427,1209,540,1571,541,50,61,1251,601,2691,782,192,155,122,121,2160,1082,3782,1139,1700,747,1107,573,290,259,219,225,65922,4936,4903,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
495,4348,1255,2604,816,1328,661,2510,812,1868,828,795,475,3293,924,9056,1632,6873,1452,2328,636,4717,1043,780,437,0,281,0400000US22,1932178,14163,80629,5116,152205,7467,159094,6915,53175,4088,222867,9109,101433,5722,27333,2701,106226,5555,152954,7352,457539,9005,185952,6881,102010,5024,114985,5362,15776,1830,1578167,15029,63982,4491,112270,6204,136323,6645,46509,3616,189164,7700,85944,5200,23986,2578,92806,4958,120428,5582,378446,8656,132582,6209,81983,4322,102635,5096,11109,1513,206556,9173,7673,1204,30324,3534,15170,2320,3765,1034,21976,2859,8593,1941,1572,638,7394,1116,14523,2246,47926,3831,26386,3189,9660,1601,8826,1604,2768,1465,27806,3374,656,560,1087,604,1203,545,442,376,2635,928,718,451,126,151,326,303,2420,883,6457,1441,10463,2258,749,433,465,388,59,104,38366,3948,2001,1367,1156,509,1340,510,653,431,3098,800,841,442,239,261,1693,769,2933,1016,10531,1857,8308,1759,3094,800,1075,499,1404,1266,39174,3406,4708,1354,3020,950,2454,766,478,276,3484,696,3469,913,615,434,714,393,3594,1192,7306,1250,5885,1436,1807,902,1204,655,436,246,42109,3455,1609,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
412,3079,922,2422,713,1137,549,2346,843,831,410,757,494,2843,805,6344,1282,6017,1128,2166,589,2574,696,366,257,0,230,0400000US23,627588,6403,14557,1552,41981,3079,57986,3229,17278,1916,81389,3732,23875,2735,12204,1831,38886,2787,55404,3391,175626,5724,51320,3724,27258,1966,27703,2449,2121,991,504971,6849,9840,1291,30801,2495,46835,3028,14564,1781,67654,3556,19394,2286,9266,1493,33975,2658,40942,3199,145092,5054,39042,3268,21097,1730,25127,2351,1342,535,55677,3747,2058,549,6724,1042,7023,1330,1247,436,6188,1102,1770,736,1476,755,1395,502,5050,981,14613,1685,4459,1050,1916,584,1624,621,134,143,3067,875,0,230,142,136,110,131,0,230,413,268,128,145,72,103,9,15,234,182,1044,480,449,377,130,149,65,68,271,408,21874,2033,648,337,700,535,1303,624,186,146,3748,1028,469,309,281,257,465,396,1783,717,6686,1187,3801,965,1367,567,386,280,51,85,9653,1609,547,276,535,376,293,180,144,166,1040,521,1283,631,352,314,199,150,1051,461,2174,776,1403,543,174,172,135,142,323,521,32346,2471,1464,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
