B08126_092M,B08126_093E,B08126_093M,B08126_094E,B08126_094M,B08126_095E,B08126_095M,B08126_096E,B08126_096M,B08126_097E,B08126_097M,B08126_098E,B08126_098M,B08126_099E,B08126_099M,B08126_100E,B08126_100M,B08126_101E,B08126_101M,B08126_102E,B08126_102M,B08126_103E,B08126_103M,B08126_104E,B08126_104M,B08126_105E,B08126_105M,GEO_ID,B08126_001E,B08126_001M,B08126_002E,B08126_002M,B08126_003E,B08126_003M,B08126_004E,B08126_004M,B08126_005E,B08126_005M,B08126_006E,B08126_006M,B08126_007E,B08126_007M,B08126_008E,B08126_008M,B08126_009E,B08126_009M,B08126_010E,B08126_010M,B08126_011E,B08126_011M,B08126_012E,B08126_012M,B08126_013E,B08126_013M,B08126_014E,B08126_014M,B08126_015E,B08126_015M,B08126_016E,B08126_016M,B08126_017E,B08126_017M,B08126_018E,B08126_018M,B08126_019E,B08126_019M,B08126_020E,B08126_020M,B08126_021E,B08126_021M,B08126_022E,B08126_022M,B08126_023E,B08126_023M,B08126_024E,B08126_024M,B08126_025E,B08126_025M,B08126_026E,B08126_026M,B08126_027E,B08126_027M,B08126_028E,B08126_028M,B08126_029E,B08126_029M,B08126_030E,B08126_030M,B08126_031E,B08126_031M,B08126_032E,B08126_032M,B08126_033E,B08126_033M,B08126_034E,B08126_034M,B08126_035E,B08126_035M,B08126_036E,B08126_036M,B08126_037E,B08126_037M,B08126_038E,B08126_038M,B08126_039E,B08126_039M,B08126_040E,B08126_040M,B08126_041E,B08126_041M,B08126_042E,B08126_042M,B08126_043E,B08126_043M,B08126_044E,B08126_044M,B08126_045E,B08126_045M,B08126_046E,B08126_046M,B08126_047E,B08126_047M,B08126_048E,B08126_048M,B08126_049E,B08126_049M,B08126_050E,B08126_050M,B08126_051E,B08126_051M,B08126_052E,B08126_052M,B08126_053E,B08126_053M,B08126_054E,B08126_054M,B08126_055E,B08126_055M,B08126_056E,B08126_056M,B08126_057E,B08126_057M,B08126_058E,B08126_058M,B08126_059E,B08126_059M,B08126_060E,B08126_060M,B08126_061E,B08126_061M,B08126_062E,B08126_062M,B08126_063E,B08126_063M,B08126_064E,B08126_064M,B08126_065E,B08126_065M,B08126_066E,B08126_066M,B08126_067E,B08126_067M,B08126_068E,B08126_068M,B08126_069E,B08126_069M,B08126_070E,B08126_070M,B08126_071E,B08126_071M,B08126_072E,B08126_072M,B08126_073E,B08126_073M,B08126_074E,B08126_074M,B08126_075E,B08126_075M,B08126_076E,B08126_076M,B08126_077E,B08126_077M,B08126_078E,B08126_078M,B08126_079E,B08126_079M,B08126_080E,B08126_080M,B08126_081E,B08126_081M,B08126_082E,B08126_082M,B08126_083E,B08126_083M,B08126_084E,B08126_084M,B08126_085E,B08126_085M,B08126_086E,B08126_086M,B08126_087E,B08126_087M,B08126_088E,B08126_088M,B08126_089E,B08126_089M,B08126_090E,B08126_090M,B08126_091E,B08126_091M,B08126_092E,B08126_092MA,B08126_093EA,B08126_093MA,B08126_094EA,B08126_094MA,B08126_095EA,B08126_095MA,B08126_096MA,B08126_096EA,B08126_097MA,B08126_097EA,B08126_098EA,B08126_098MA,B08126_099EA,B08126_099MA,B08126_100EA,B08126_100MA,B08126_101MA,B08126_101EA,B08126_102EA,B08126_102MA,B08126_103EA,B08126_103MA,B08126_104MA,B08126_104EA,B08126_105EA,B08126_105MA,NAME,B08126_001MA,B08126_001EA,B08126_002EA,B08126_002MA,B08126_003MA,B08126_003EA,B08126_004MA,B08126_004EA,B08126_005EA,B08126_005MA,B08126_006EA,B08126_006MA,B08126_007MA,B08126_007EA,B08126_008EA,B08126_008MA,B08126_009MA,B08126_009EA,B08126_010MA,B08126_010EA,B08126_011EA,B08126_011MA,B08126_012EA,B08126_012MA,B08126_013MA,B08126_013EA,B08126_014MA,B08126_014EA,B08126_015EA,B08126_015MA,B08126_016MA,B08126_016EA,B08126_017EA,B08126_017MA,B08126_018EA,B08126_018MA,B08126_019MA,B08126_019EA,B08126_020MA,B08126_020EA,B08126_021MA,B08126_021EA,B08126_022EA,B08126_022MA,B08126_023EA,B08126_023MA,B08126_024MA,B08126_024EA,B08126_025EA,B08126_025MA,B08126_026EA,B08126_026MA,B08126_027EA,B08126_027MA,B08126_028EA,B08126_028MA,B08126_029EA,B08126_029MA,B08126_030MA,B08126_030EA,B08126_031EA,B08126_031MA,B08126_032EA,B08126_032MA,B08126_033EA,B08126_033MA,B08126_034EA,B08126_034MA,B08126_035MA,B08126_035EA,B08126_036MA,B08126_036EA,B08126_037EA,B08126_037MA,B08126_038EA,B08126_038MA,B08126_039EA,B08126_039MA,B08126_040EA,B08126_040MA,B08126_041MA,B08126_041EA,B08126_042MA,B08126_042EA,B08126_043EA,B08126_043MA,B08126_044EA,B08126_044MA,B08126_045EA,B08126_045MA,B08126_046MA,B08126_046EA,B08126_047MA,B08126_047EA,B08126_048EA,B08126_048MA,B08126_049MA,B08126_049EA,B08126_050MA,B08126_050EA,B08126_051EA,B08126_051MA,B08126_052MA,B08126_052EA,B08126_053MA,B08126_053EA,B08126_054EA,B08126_054MA,B08126_055EA,B08126_055MA,B08126_056EA,B08126_056MA,B08126_057EA,B08126_057MA,B08126_058MA,B08126_058EA,B08126_059MA,B08126_059EA,B08126_060EA,B08126_060MA,B08126_061EA,B08126_061MA,B08126_062EA,B08126_062MA,B08126_063EA,B08126_063MA,B08126_064MA,B08126_064EA,B08126_065MA,B08126_065EA,B08126_066EA,B08126_066MA,B08126_067EA,B08126_067MA,B08126_068MA,B08126_068EA,B08126_069MA,B08126_069EA,B08126_070EA,B08126_070MA,B08126_071MA,B08126_071EA,B08126_072EA,B08126_072MA,B08126_073EA,B08126_073MA,B08126_074MA,B08126_074EA,B08126_075MA,B08126_075EA,B08126_076EA,B08126_076MA,B08126_077EA,B08126_077MA,B08126_078EA,B08126_078MA,B08126_079MA,B08126_079EA,B08126_080MA,B08126_080EA,B08126_081EA,B08126_081MA,B08126_082EA,B08126_082MA,B08126_083EA,B08126_083MA,B08126_084EA,B08126_084MA,B08126_085MA,B08126_085EA,B08126_086EA,B08126_086MA,B08126_087EA,B08126_087MA,B08126_088EA,B08126_088MA,B08126_089EA,B08126_089MA,B08126_090MA,B08126_090EA,B08126_091MA,B08126_091EA,B08126_092EA,state
747,10279,1963,11796,1757,8186,1504,10645,1684,5003,1380,7730,1316,15210,2014,38050,2717,18887,2110,7979,1717,7356,1467,2107,782,0,281,0400000US34,4054388,17515,13278,2107,228009,8886,368205,9710,143390,6026,444055,10715,230661,7833,121494,5922,364691,8711,499052,10830,936402,14455,321047,9921,183933,8201,193469,7081,6702,1394,2932983,20901,7576,1470,157527,6626,273730,7685,101257,5045,328437,9080,178720,6642,82596,4792,242918,7352,317374,8330,743014,12828,208088,6491,126874,6861,159728,5702,5144,1074,340504,11066,1282,591,34939,3458,38383,3708,13704,2349,35775,3472,17009,2278,5209,1037,17976,2252,43806,3492,69166,4347,32990,3220,17658,3051,11840,1907,767,520,439572,13460,445,411,17413,2891,27183,2892,14731,2430,41611,3894,19649,2668,22400,2396,79372,4644,77864,5339,63994,4335,40295,3881,19841,2407,14715,1840,59,103,118235,6050,1066,590,3622,1186,7754,1608,1891,893,19313,2543,4215,1256,2405,853,6636,1405,9833,1943,29757,2933,19514,3011,8254,1610,3440,872,535,897,77653,5979,696,535,4229,1092,9359,2100,3621,1101,8274,1398,6065,1477,1154,584,2579,815,12125,2391,11584,1907,12181,2398,3950,1126,1639,655,197,246,145441,5723,2213,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1064,2924,967,3079,1228,2400,833,4276,1213,1098,506,560,404,1272,550,7544,1489,8823,1454,2422,735,3891,1006,978,687,67,109,0400000US35,857959,8659,31905,2889,63423,4479,40480,3249,16759,1944,103615,5265,36778,3539,15011,2418,35791,3352,91554,3906,207786,6879,90132,6345,39604,3754,77211,4679,7910,1224,684583,9375,23443,2520,49268,3193,32281,2518,12763,1824,85276,4946,31370,3346,13053,2243,31010,2993,69956,3761,166249,6092,71477,5376,27917,2877,64125,4192,6395,1051,89304,5697,4193,1096,9465,2260,3421,951,1427,531,9870,1893,2614,801,688,412,2487,811,10145,1698,19650,2500,10029,2041,4806,1441,9783,1830,726,334,9950,1652,151,146,485,391,222,240,42,71,1173,634,161,133,154,168,228,199,758,362,3714,1209,1507,732,468,397,887,469,0,285,18920,2613,1108,640,867,527,427,332,86,112,926,430,382,342,312,313,680,393,1266,719,6392,1612,3169,944,1696,722,1084,521,525,439,13350,1874,492,320,414,321,1050,524,41,67,2094,920,1153,632,244,219,114,175,1885,715,2958,810,1528,560,826,454,354,274,197,266,41852,3221,2518,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
1938,20231,2959,17988,2288,10736,1677,24649,2823,8098,1628,14461,1949,38965,3160,79568,5118,63000,3516,23824,2897,26856,3174,4563,972,2755,772,0400000US36,8723526,30424,56701,4721,485292,14908,588831,11315,230284,7784,938281,16774,446818,11366,251499,9583,728310,13634,960508,17031,2377084,28297,750936,17229,457355,10332,428802,9922,22825,2646,4741315,22671,31546,3069,277100,10571,390911,8902,137833,5808,523070,11410,291791,9431,105552,5089,323411,7778,406924,10068,1403223,19446,323137,10114,223340,7251,290483,8380,12994,1489,602314,13664,4780,1428,57849,5417,54691,3995,16767,2352,65664,3796,25263,2829,9457,1539,28956,2707,56503,4331,161665,6364,59487,4728,31480,3171,28741,2786,1011,556,2328724,24298,1994,734,106231,7348,92878,5522,52959,3932,231198,9453,95983,5087,100676,6472,275704,8143,341770,10002,558554,15558,250763,10144,127889,6856,89069,4662,3056,1420,542579,12868,6003,1304,15326,2271,23384,2303,9234,1505,75466,4350,11508,1735,14647,2109,45851,3989,54547,3590,158847,6786,72850,5020,40295,4636,11809,1748,2812,646,161522,7954,1000,492,8555,2894,8979,1797,2755,742,18234,2453,14175,1974,6706,1246,15423,2266,21196,2587,31795,2841,20875,3110,7495,1824,4137,976,197,155,347072,10372,11378,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
1585,12714,2429,12669,1894,8069,1399,10390,1758,3748,904,4380,1026,17401,2265,41175,3719,22871,2317,8192,1477,10944,1790,2546,900,5270,2503,0400000US37,4119560,24651,54977,3551,275380,7659,504529,12124,123692,6508,482908,12264,170429,8200,68739,4254,257851,9835,383265,11161,937599,15863,372803,13556,204487,8805,196470,7671,86431,4372,3372823,21616,34830,2918,192354,6218,430265,11915,100266,5444,418695,10853,143891,7873,59260,3970,218875,8642,291534,9938,793057,14855,288600,10798,163166,8122,176347,7126,61683,4450,414493,12019,9447,1835,61529,5076,50905,3844,12130,2375,37911,3672,13076,2098,3935,1172,12249,2256,37398,3857,82053,5964,48943,4919,19720,2671,14548,2510,10649,2256,43004,3596,444,413,1137,630,1859,807,636,441,5234,1363,1121,616,514,370,3799,962,3618,1334,11831,1919,8594,1813,2457,881,969,437,791,918,74542,6216,2491,929,2947,1010,3193,1110,1524,628,7092,1852,2753,1165,329,382,4032,1328,4754,1062,19607,4022,11537,2242,5984,1109,1294,757,7005,1843,48188,3651,1624,632,4699,1559,5638,1492,1067,716,3586,834,5840,1224,321,228,1495,636,4786,1094,8180,1549,6937,1739,2216,886,766,344,1033,489,166510,6812,6141,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
909,829,384,122,92,421,207,849,334,547,252,120,136,1086,424,2482,634,3033,642,690,296,1093,404,564,325,0,211,0400000US38,359823,4330,30021,2037,26922,2322,25781,2409,12241,1577,39629,2615,16959,1956,6057,1147,20641,1685,22874,2218,86871,3790,30581,2597,17843,1885,19190,1665,4213,725,287946,4433,18702,1691,21714,2162,20776,2133,11226,1564,33428,2562,13897,1641,4884,1051,17842,1624,16963,2068,69983,3460,24169,2393,14371,1635,16469,1525,3522,712,31103,3285,2408,704,3839,868,3680,884,357,265,2788,771,1335,605,651,449,1019,425,1757,644,7415,1135,2498,723,1251,489,1593,519,512,389,2471,765,16,27,0,211,96,123,0,211,632,447,0,211,142,205,32,53,162,121,818,453,449,338,124,148,0,211,0,211,13789,1706,1923,467,228,140,657,339,204,114,1609,474,273,212,98,78,250,149,707,350,4338,1047,2078,738,897,369,480,262,47,64,5983,1261,277,157,312,309,450,288,33,46,323,189,907,420,162,168,412,443,803,486,1284,454,697,368,107,107,84,90,132,162,18531,1496,6695,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
1761,10144,1820,17227,2196,6110,1235,15806,2036,4855,1289,4484,942,16471,2043,35858,3422,36129,3718,8638,1602,11876,1758,2636,716,44,74,0400000US39,5070590,19910,45419,3062,257108,8656,757699,12704,142094,5949,606775,11698,241021,7616,89988,4682,328106,8928,453911,10272,1244215,17656,441887,13939,235543,7601,215525,6202,11299,5518,4249698,22117,28283,2390,204739,7064,658344,12419,122350,5750,514465,10961,210555,7577,77878,3993,280071,7719,361756,8542,1051281,15496,344117,11302,195516,6843,191283,6161,9060,3474,392980,11954,4082,1095,35052,3292,59083,4286,9657,1846,45321,4301,16578,2277,4164,989,18389,2385,35576,3431,87450,5663,45793,4284,15887,2210,14219,1846,1729,2122,84738,5678,131,159,1811,701,7647,1665,1477,696,9925,1779,2316,902,982,413,5790,1152,10482,1886,23590,2762,13635,2070,2275,717,4632,1006,45,74,114502,5435,2470,742,2445,615,7481,1483,1735,640,15345,2115,2596,720,1776,808,5619,1185,6402,1063,35663,3032,22851,2856,8257,1341,1584,596,278,189,48669,3778,728,474,2917,1110,7917,1332,765,471,5913,1333,4121,752,704,382,1766,770,3837,1005,10102,1562,6853,1479,1732,645,1171,410,143,169,180003,8166,9725,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
1307,4772,1104,3357,945,2194,834,3653,878,2689,928,1688,513,4290,979,13368,1917,12287,1923,2611,959,4862,1106,1252,494,4282,1404,0400000US40,1653574,12327,72990,4298,112608,5216,155630,5429,47018,3522,189917,7441,83433,4576,33925,3079,99607,4830,124159,5714,373740,9084,152442,7501,84603,5345,103336,3854,20166,1921,1339912,14710,53926,3337,82197,4597,127865,5024,40001,2986,162282,7305,71338,4356,28775,2734,85890,4517,91073,4277,308426,7923,118650,5976,66540,4587,90639,3910,12310,2301,184582,8301,8529,1434,22332,2659,20351,2390,3865,896,17387,2307,6407,1281,2703,1067,7471,1697,15133,2488,37676,3608,22477,3069,9040,1508,9704,1669,1507,736,8687,1685,196,232,506,368,670,677,345,334,871,553,256,207,111,164,313,364,944,588,2325,712,1199,625,320,233,521,455,110,146,28961,2993,1833,778,555,397,1324,674,330,213,2929,1069,793,543,345,267,1463,762,1261,535,9667,1852,4100,940,2593,985,335,265,1433,651,22890,2717,1269,459,2246,689,2063,712,283,221,2795,946,1950,631,303,320,180,134,2380,855,3359,853,3405,1292,1248,583,885,404,524,402,68542,4273,7237,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
2040,5344,1447,7478,1473,2324,690,7630,1560,3245,1164,4582,1365,9629,1783,23076,2242,19015,1933,6604,1608,7336,1240,2822,900,0,277,0400000US41,1665614,13665,57308,4145,91654,4815,177870,7042,50721,3853,205940,7976,70227,4057,32189,3189,103771,5188,165377,7310,376746,9263,156759,7951,86867,5253,86984,4405,3201,891,1201995,11391,32183,3188,68820,4298,135969,5784,42135,3603,154180,6581,54178,3453,20983,2423,75650,4727,106670,5392,279315,7508,100250,5822,62232,4933,66991,4021,2439,807,166549,7702,11192,1873,13455,1730,21678,3226,3516,978,19306,2982,6680,1655,2188,811,7598,1341,15562,2301,32128,3110,16519,2387,7943,1254,8572,1407,212,201,70285,5194,490,365,1209,454,3827,1242,1010,499,9274,1615,1842,865,1177,429,4837,1180,9846,1519,16300,2259,12880,2515,2813,1056,4580,1177,200,329,65195,4952,2186,611,1081,431,2989,946,793,554,9440,1579,1713,713,1217,441,4372,1260,5397,1466,16775,2423,13733,2190,4042,1031,1383,645,74,122,53458,3498,2210,846,1745,835,5929,1286,943,340,6110,1214,2569,754,2042,861,1685,600,4826,958,13213,2034,6773,1446,2501,951,2636,884,276,285,108132,5757,9047,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
1802,10972,1352,16307,1961,5884,1063,15778,1869,5026,938,7609,1467,19815,2133,45118,3413,39894,3556,10418,1821,18516,2075,3771,978,0,246,0400000US42,5723063,25106,77261,4421,329623,7098,702119,12372,164238,5681,675889,13418,289131,8866,103614,4040,368146,10724,547668,11990,1480355,17506,467872,11676,267463,9078,243166,8469,6518,1361,4407079,23061,44433,3044,254480,6513,576235,12192,136069,5494,537874,12404,240763,7417,76630,3208,283060,8795,390682,10392,1158126,15590,322834,9196,195228,7535,185823,7559,4842,1085,504848,11511,10145,2451,46770,3334,70591,4449,13834,1880,57387,3807,19208,2230,6830,1273,23183,2470,45556,3538,113924,5186,49466,4467,21961,2644,25150,2833,843,543,310436,9605,614,377,8122,1714,17287,2204,4457,1377,29910,3325,11288,1742,8101,1601,32108,3338,44420,3582,87269,5336,38293,4189,9737,1665,18778,2726,52,87,218870,9698,6891,1267,5974,1370,12852,2041,2433,692,28488,2728,5326,1038,3182,876,8788,1559,16486,2053,66592,4450,37534,3472,17773,2254,6058,1309,493,376,69723,4358,2179,608,3305,840,8847,1512,1561,651,6452,1469,7520,1274,1262,567,1192,450,5406,984,14550,2261,9327,1848,4248,1377,3586,933,288,210,212107,7227,12999,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
78,1472,748,1248,549,1179,576,1140,521,741,524,572,408,1299,543,3989,1045,1887,583,767,439,1127,660,218,190,224,208,0400000US44,479988,6507,1266,609,24060,2649,55385,4056,12923,1812,60721,3817,16208,1957,8342,1766,33373,2786,45475,3645,123730,5379,52162,4037,19489,2168,23643,2529,3211,1079,385519,6851,1105,584,19522,2402,43058,3263,10229,1553,49549,3685,13896,1605,6405,1287,27889,2746,34079,2906,102405,4726,38182,3501,15409,1873,21200,2376,2591,841,39358,3901,59,100,2397,927,7729,2133,784,560,4356,1102,720,462,815,854,1928,1008,3497,1203,8504,1578,5417,1328,1717,763,1276,640,159,164,13406,2121,0,291,117,169,375,254,177,186,1975,976,445,438,235,260,1403,511,2011,921,4009,1195,1926,932,405,340,328,216,0,291,18402,2010,57,100,365,282,1753,627,306,423,2478,835,207,260,177,209,428,328,934,466,5374,1355,5044,1212,775,420,267,225,237,391,7395,1411,0,291,187,176,1222,576,248,297,1223,596,199,245,138,157,426,382,965,536,1551,666,826,577,56,95,354,278,0,291,15908,2133,45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
