GEO_ID,C01001G_001E,C01001G_001M,C01001G_002E,C01001G_002M,C01001G_003E,C01001G_003M,C01001G_004E,C01001G_004M,C01001G_005E,C01001G_005M,C01001G_006E,C01001G_006M,C01001G_007E,C01001G_007M,C01001G_008E,C01001G_008M,C01001G_009E,C01001G_009M,NAME,C01001G_001MA,C01001G_001EA,C01001G_002MA,C01001G_002EA,C01001G_003EA,C01001G_003MA,C01001G_004EA,C01001G_004MA,C01001G_005MA,C01001G_005EA,C01001G_006EA,C01001G_006MA,C01001G_007MA,C01001G_007EA,C01001G_008MA,C01001G_008EA,C01001G_009EA,C01001G_009MA,state
0400000US13,178891,10595,85766,5899,47581,3804,35727,3684,2458,906,93125,6533,46553,4711,42308,3658,4264,1232,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,324109,11358,165812,6005,65976,3178,90546,4638,9290,1315,158297,6923,61596,3543,85947,4669,10754,1509,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36593,3845,18528,2601,8745,1487,9058,1773,725,377,18065,2298,7949,1358,9078,1606,1038,522,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,242619,11153,119363,6202,63683,4426,51832,4483,3848,951,123256,7146,64199,4628,52531,4128,6526,1159,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,128676,8197,67449,4884,37843,3545,27846,2667,1760,572,61227,4765,33604,3236,24941,2774,2682,717,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,55301,4856,29512,3303,15364,2068,13337,2110,811,411,25789,2630,14239,1795,10786,1602,764,342,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,89392,5428,44445,3247,23383,2311,19257,2247,1805,531,44947,3658,22057,2591,20700,2383,2190,615,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,71454,5462,36906,3551,21405,2950,14212,2088,1289,475,34548,3084,19022,2449,13437,1786,2089,926,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,69766,5753,34727,3571,15950,2235,17366,2305,1411,513,35039,3589,17194,2600,15793,1850,2052,536,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,23570,2152,11545,1482,5802,921,4913,945,830,322,12025,1561,5342,1074,6278,972,405,210,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,159899,9557,75834,5720,37421,4031,36093,3594,2320,671,84065,5780,40718,4375,39596,3161,3751,846,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,180734,11073,87049,6198,34114,3470,49731,4798,3204,828,93685,6335,36086,3217,53347,4517,4252,971,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,241792,10013,121443,5447,63296,4317,53729,3005,4418,945,120349,6488,60916,4499,53037,3870,6396,1226,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,127859,7699,62391,4817,37178,3550,23742,2402,1471,481,65468,4978,34175,3355,29308,2648,1985,669,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,31832,4882,16377,2892,9852,2177,5995,1406,530,311,15455,2708,7299,2023,7251,1709,905,492,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,132531,7992,66516,5249,30618,3645,33553,3224,2345,633,66015,4486,31383,2912,31408,2777,3224,785,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23883,2974,12394,1930,5530,1269,6199,1163,665,478,11489,1888,5309,1091,5406,1031,774,370,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,40109,4277,19742,2516,10361,1794,8991,1428,390,254,20367,2541,10876,1777,8933,1501,558,258,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,105118,7658,51829,4642,25508,2980,25174,2979,1147,470,53289,4332,23703,2813,27287,2882,2299,870,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21147,2344,9846,1531,4589,1088,4746,916,511,273,11301,1597,4652,996,6038,1033,611,311,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,229312,12412,115944,7232,48926,4347,61744,4962,5274,1125,113368,7346,46620,4509,59855,4627,6893,1446,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,59222,5179,29561,2858,14737,2175,12891,1636,1933,567,29661,3503,14233,2389,13352,2240,2076,601,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,513388,13896,258210,9677,109748,4970,134815,7291,13647,2306,255178,8874,100771,5846,138055,5422,16352,2169,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,218757,11429,107258,6358,54961,4404,50007,3913,2290,709,111499,7052,56749,4774,50410,3849,4340,1104,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13775,1869,7063,1118,4537,1137,2377,693,149,160,6712,1345,3664,1069,2656,674,392,412,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,240569,9459,116774,6096,66898,4561,46121,3366,3755,864,123795,5550,69727,4866,49180,2964,4888,1070,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,297782,10694,150382,6013,67141,4342,75485,3405,7756,735,147400,6467,61720,3767,74740,4137,10940,1151,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,137964,8568,68444,5092,32671,3164,33526,2931,2247,582,69520,4950,28033,3235,37716,2935,3771,823,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,239065,11942,118526,7088,61450,4836,52428,4180,4648,932,120539,7048,59130,4752,54839,3736,6570,1151,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28928,3153,14606,2117,7107,1372,7176,1568,323,200,14322,1812,6519,1477,7053,1312,750,297,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,84424,7091,42184,4359,22242,3656,18523,2220,1419,632,42240,3732,22224,2861,18372,2116,1644,545,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,16096,2591,9421,1869,5409,1427,3628,842,384,345,6675,1255,3348,866,2915,849,412,278,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,107997,7211,50025,4524,25536,2962,22070,2821,2419,751,57972,4401,31120,3083,23984,2684,2868,804,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,548048,20535,270969,12105,134254,8238,124556,6242,12159,1700,277079,11465,126080,7620,137319,6536,13680,1697,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,65490,5960,33680,3622,21041,3053,12040,1516,599,360,31810,3287,17247,2266,13877,1696,686,349,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10315,1582,4583,1002,2805,878,1673,516,105,105,5732,1055,2707,756,2851,697,174,109,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,219298,10898,105189,6103,57625,4082,43685,3828,3879,857,114109,6462,57886,4608,51035,3929,5188,1056,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,303255,11858,150163,7751,74651,5584,71126,4445,4386,803,153092,6484,69111,4171,77517,4306,6464,994,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,36159,3150,17302,2166,8121,1290,8775,1411,406,270,18857,2269,8863,1261,8306,1585,1688,652,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,120805,7010,61798,4580,34343,3222,26180,2588,1275,431,59007,4030,32694,2936,24655,2473,1658,479,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15118,2528,7483,1628,3541,1088,3780,956,162,143,7635,1511,3684,1167,3743,922,208,182,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,497879,14329,245197,8931,72114,4245,152969,5794,20114,1888,252682,8211,65205,3881,161749,5435,25728,2233,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
