GEO_ID,C27001G_001E,C27001G_001M,C27001G_002E,C27001G_002M,C27001G_003E,C27001G_003M,C27001G_004E,C27001G_004M,C27001G_005E,C27001G_005M,C27001G_006E,C27001G_006M,C27001G_007E,C27001G_007M,C27001G_008E,C27001G_008M,C27001G_009E,C27001G_009M,C27001G_010E,C27001G_010M,NAME,C27001G_001MA,C27001G_001EA,C27001G_002MA,C27001G_002EA,C27001G_003EA,C27001G_003MA,C27001G_004MA,C27001G_004EA,C27001G_005MA,C27001G_005EA,C27001G_006MA,C27001G_006EA,C27001G_007EA,C27001G_007MA,C27001G_008MA,C27001G_008EA,C27001G_009MA,C27001G_009EA,C27001G_010MA,C27001G_010EA,state
0400000US17,239578,11194,127713,7017,122969,6812,4744,1730,101693,7373,80321,5934,21372,3267,10172,1481,9845,1464,327,254,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,125850,8302,70940,6038,65066,5763,5874,1632,50712,4141,35926,3377,14786,2395,4198,952,4114,939,84,140,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,54441,4850,29387,3200,28048,3107,1339,613,23599,2635,16805,2044,6794,1781,1455,577,1455,577,0,228,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,87100,5311,45174,3796,41189,3705,3985,1312,38083,3357,26611,2713,11472,1652,3843,871,3843,871,0,248,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,69738,5414,40302,4139,38195,4018,2107,937,26102,2731,18161,2416,7941,1446,3334,1085,3284,1088,50,88,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,67842,5691,32772,3772,31141,3640,1631,758,31676,2954,21592,2384,10084,1967,3394,753,3343,741,51,67,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,23422,2157,11144,1385,10664,1366,480,379,11076,1457,9030,1305,2046,782,1202,393,1202,393,0,230,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,157967,9662,78125,7068,75455,6942,2670,903,73934,5575,59053,4859,14881,2546,5908,1138,5667,1132,241,276,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,179310,11090,70109,5618,67759,5421,2350,1132,101903,7643,86206,7045,15697,2692,7298,1351,6910,1302,388,376,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,238248,10002,123993,7244,119485,6928,4508,1320,103627,5012,79537,4978,24090,2714,10628,1768,10479,1750,149,179,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,126780,7796,71173,5069,65421,5045,5752,1886,52233,3921,43137,3438,9096,1771,3374,855,3374,855,0,211,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,30763,4887,17119,3491,15083,3437,2036,974,12235,2633,8927,1952,3308,1286,1409,600,1409,600,0,287,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,129376,8018,61937,5142,59009,5047,2928,1135,62001,4809,46999,3765,15002,2670,5438,1138,5311,1124,127,165,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23370,2903,10807,1867,9918,1726,889,498,11162,1486,7117,1350,4045,1084,1401,592,1401,592,0,237,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38982,4269,21043,2844,19994,2678,1049,636,17053,2204,10986,1781,6067,1339,886,371,886,371,0,228,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,103365,7550,49153,4951,42247,4530,6906,2128,50779,4445,36006,3711,14773,2614,3433,1091,3320,1094,113,190,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20699,2277,9207,1437,8621,1464,586,274,10482,1407,8212,1236,2270,651,1010,416,1010,416,0,257,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,226573,12263,95413,7188,89850,7120,5563,1338,119247,8002,78884,5019,40363,5673,11913,2212,11007,2019,906,524,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,58566,5195,28881,3804,27370,3581,1511,838,25712,3045,20371,2490,5341,1272,3973,917,3973,917,0,285,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,505324,13642,209658,7975,197546,8090,12112,3165,266181,8943,208644,7888,57537,5584,29485,3504,28112,3405,1373,789,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,212101,11481,111513,7635,101785,6782,9728,2275,94166,5983,65659,5037,28507,3166,6422,1354,6128,1281,294,283,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13508,1825,8183,1403,7108,1348,1075,627,4784,928,3660,802,1124,401,541,439,541,439,0,211,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,238265,9516,136525,7525,130836,7216,5689,2142,93206,4745,72541,4494,20665,2679,8534,1397,8534,1397,0,269,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,291947,10857,128774,6703,112189,6102,16585,2783,144983,6247,92973,5034,52010,4313,18190,1310,17956,1310,234,249,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,135540,8549,60269,4839,56420,4789,3849,1220,69351,4948,50914,4179,18437,2640,5920,1004,5920,1004,0,277,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,233814,11906,120261,8204,114374,7931,5887,1544,102723,5866,79313,4618,23410,3096,10830,1526,10830,1526,0,246,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28385,3129,13620,2342,13024,2331,596,400,13885,2144,11533,1915,2352,921,880,350,784,365,96,158,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,82297,7049,44220,5486,41731,5300,2489,910,35056,3555,24593,3048,10463,1883,3021,815,2859,780,162,217,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,15181,2513,8584,1844,8055,1822,529,360,5836,1288,2919,849,2917,984,761,443,684,414,77,159,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,106837,7151,56656,4922,53122,4627,3534,1302,45142,4500,31522,3688,13620,2300,5039,1056,5000,1050,39,65,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,538385,20654,259568,13177,233726,12603,25842,3487,253482,9952,173242,8369,80240,6463,25335,2656,24652,2625,683,414,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,64502,5992,38148,4574,34122,4469,4026,1352,25069,2612,19441,2374,5628,1255,1285,584,1285,584,0,267,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10291,1585,5512,1211,5503,1216,9,19,4524,865,4247,858,277,173,255,146,255,146,0,211,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,215916,10768,115234,6666,111489,6693,3745,1256,91653,6505,72228,5786,19425,2625,9029,1559,8851,1551,178,228,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,298928,11846,143762,7746,135092,7030,8670,2606,144611,6910,110718,6382,33893,3554,10555,1281,10349,1255,206,271,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,35437,3181,16913,1918,16526,2017,387,393,16430,1949,12629,1764,3801,936,2094,767,2094,767,0,269,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,118129,7056,66666,4835,62772,4644,3894,1560,48687,3848,37887,3347,10800,2055,2776,615,2708,593,68,113,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,14611,2495,7191,1730,6462,1627,729,617,7068,1534,4790,1225,2278,1047,352,240,352,240,0,269,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,493561,14363,137319,6014,131480,5807,5839,1633,310762,9333,275975,8807,34787,3780,45480,3416,45380,3390,100,162,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
