GEO_ID,C17016_001E,C17016_001M,C17016_002E,C17016_002M,C17016_003E,C17016_003M,C17016_004E,C17016_004M,C17016_005E,C17016_005M,C17016_006E,C17016_006M,C17016_007E,C17016_007M,C17016_008E,C17016_008M,C17016_009E,C17016_009M,NAME,C17016_001EA,C17016_001MA,C17016_002MA,C17016_002EA,C17016_003MA,C17016_003EA,C17016_004EA,C17016_004MA,C17016_005MA,C17016_005EA,C17016_006EA,C17016_006MA,C17016_007MA,C17016_007EA,C17016_008MA,C17016_008EA,C17016_009EA,C17016_009MA,state
0400000US35,501092,8213,78817,4704,14360,2300,28454,2711,36003,2950,422275,8519,227322,7181,73321,4105,121632,4258,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4632676,21902,530477,11710,87259,5091,169687,6682,273531,8715,4102199,23344,2292721,20208,790136,15125,1019342,14078,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2441916,18415,324800,8659,49630,3777,123158,6053,152012,7127,2117116,17310,1149304,12781,423693,9884,544119,10427,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,171945,3437,13412,1433,2678,617,5079,1037,5655,1018,158533,3487,99235,3502,31072,2374,28226,1660,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2960107,17479,347896,8601,46079,3459,135701,6457,166116,5312,2612211,17603,1421176,15171,518062,10182,672973,9963,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,954622,8374,121095,4804,22914,2183,45267,3890,52914,2986,833527,7790,474831,7295,146364,5675,212332,5201,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,963362,9735,106178,5263,12458,1641,46459,3813,47261,3664,857184,9455,421427,9082,210105,6891,225652,5596,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3197710,17008,298448,9031,40379,3100,98396,4635,159673,7409,2899262,16763,1577961,14048,586472,10025,734829,8702,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,246028,5431,22578,2406,2452,826,8432,1496,11694,1627,223450,5671,120369,4575,48872,3154,54209,3421,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1180687,11186,163071,6398,23908,3161,57330,4094,81833,4673,1017616,11559,547234,9195,184386,7666,285996,6762,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,204029,4559,18785,1969,3330,883,8781,1342,6674,1133,185244,4587,119206,3419,32258,2222,33780,2179,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1644896,14706,219964,7337,26711,2906,79655,5814,113598,5658,1424932,12746,786230,10888,261925,6992,376777,6741,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6091590,24172,843488,14263,192148,8511,301012,9992,350328,9975,5248102,25201,3196841,24956,915982,16060,1135279,13396,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,665964,7680,64686,3506,12337,1576,28046,2363,24303,2210,601278,7720,351197,7614,125768,4769,124313,4262,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,159846,3532,13372,1534,1520,555,5708,1025,6144,1056,146474,3232,78601,2897,37597,2581,30276,1678,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2013520,16738,155973,5579,22408,2561,55880,3950,77685,3921,1857547,16257,1125569,12671,317386,8980,414592,8743,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1681386,12734,154332,7272,20334,2538,63157,4809,70841,4577,1527054,12282,827722,12467,343570,9409,355762,6741,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,485652,6805,64210,3746,8430,1458,17850,2151,37930,3475,421442,6718,201505,5782,67753,4024,152184,5458,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1453332,10977,132850,5407,19888,1965,58335,3552,54627,3681,1320482,10582,732782,8994,293208,6035,294492,5627,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,147394,3852,10619,1764,2196,956,4546,1112,3877,1052,136775,3716,83332,3381,27334,2398,26109,1870,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,966123,10138,398381,7426,45729,3336,76420,4572,276232,6837,567742,8614,274201,7072,71229,3522,222312,5066,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
