GEO_ID,C05009_001E,C05009_001M,C05009_002E,C05009_002M,C05009_003E,C05009_003M,C05009_004E,C05009_004M,C05009_005E,C05009_005M,C05009_006E,C05009_006M,C05009_007E,C05009_007M,C05009_008E,C05009_008M,C05009_009E,C05009_009M,C05009_010E,C05009_010M,C05009_011E,C05009_011M,C05009_012E,C05009_012M,C05009_013E,C05009_013M,C05009_014E,C05009_014M,C05009_015E,C05009_015M,NAME,C05009_001EA,C05009_001MA,C05009_002EA,C05009_002MA,C05009_003MA,C05009_003EA,C05009_004EA,C05009_004MA,C05009_005MA,C05009_005EA,C05009_006MA,C05009_006EA,C05009_007EA,C05009_007MA,C05009_008MA,C05009_008EA,C05009_009MA,C05009_009EA,C05009_010MA,C05009_010EA,C05009_011MA,C05009_011EA,C05009_012EA,C05009_012MA,C05009_013EA,C05009_013MA,C05009_014MA,C05009_014EA,C05009_015EA,C05009_015MA,state
0400000US16,412625,3487,142567,3197,141520,3053,1047,567,121856,2822,20711,2755,19681,2530,1030,568,270058,3345,262570,3841,7488,1601,236314,4325,33744,2786,26546,2836,7198,1594,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2999454,8366,965329,7308,950335,7630,14994,2462,702330,9205,262999,7747,250989,7386,12010,2388,2034125,7709,1944638,9619,89487,6096,1521796,10840,512329,10358,430127,10847,82202,5650,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1524549,6108,505755,5851,500527,5902,5228,1485,454699,6320,51056,3226,47822,3391,3234,1121,1018794,6630,992843,7162,25951,2957,936588,8304,82206,4364,61667,4689,20539,2632,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,695575,3752,234793,3254,232993,3284,1800,603,209402,3692,25391,2586,24159,2656,1232,461,460782,3910,447822,4001,12960,1898,420388,4567,40394,3282,30343,2662,10051,1860,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,693913,3981,238616,4313,236477,4390,2139,967,202457,4507,36159,3232,34364,2948,1795,854,455297,4964,441947,5269,13350,2537,393713,5666,61584,4150,49750,4397,11834,2424,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,957762,5454,319134,4584,316675,4486,2459,938,295662,4575,23472,2175,21938,2119,1534,667,638628,6010,626042,6068,12586,1928,600901,6064,37727,3602,27545,3239,10182,1628,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1044620,7503,357576,4719,355380,4827,2196,876,336577,5382,20999,2579,19346,2686,1653,775,687044,7369,680099,7299,6945,1794,651570,8353,35474,3613,29438,3495,6036,1572,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,261411,1912,80521,1955,80069,1952,452,289,74328,2104,6193,1144,5858,1144,335,245,180890,2207,176934,2213,3956,936,169801,2659,11089,1762,8200,1693,2889,806,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1284216,5910,419077,4747,409790,5002,9287,1630,306947,7245,112130,5698,104266,5511,7864,1599,865139,6572,815957,7263,49182,4402,667451,8870,197688,8322,153820,8746,43868,4180,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1364253,4598,432786,3767,424931,3761,7855,1601,308612,5920,124174,5434,118251,5348,5923,1482,931467,6119,883686,7019,47781,4583,703764,9502,227703,9268,186178,8751,41525,4691,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2227517,6396,690669,6270,680774,6315,9895,1873,604044,7236,86625,5106,79676,5211,6949,1566,1536848,7861,1491382,8257,45466,4155,1374743,9783,162105,7443,125635,7017,36470,3873,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1241714,3938,418679,4469,411206,4689,7473,1547,342363,5126,76316,4312,71052,4501,5264,1243,823035,5431,790789,6470,32246,3374,709436,6654,113599,5050,88761,5301,24838,3162,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,703974,4252,235827,4083,234753,4071,1074,502,225575,3962,10252,1446,9371,1353,881,480,468147,5232,462860,5109,5287,1311,453584,5383,14563,2430,10008,2024,4555,1310,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1346306,6397,443489,5424,441245,5358,2244,767,408140,6011,35349,3387,33999,3285,1350,609,902817,6881,880989,6723,21828,2972,842654,7118,60163,4441,43526,3600,16637,2750,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,210037,2213,70646,1663,70108,1637,538,383,68528,1721,2118,691,1909,717,209,243,139391,2402,137972,2428,1419,711,134826,2630,4565,1437,4043,1452,522,379,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,438474,3631,151610,2976,149836,2965,1774,631,130082,2694,21528,2209,20340,2148,1188,465,286864,3937,277584,4262,9280,1965,248938,4637,37926,3479,29794,2836,8132,2013,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,631706,3742,215212,4345,212133,4514,3079,1191,136537,4863,78675,4829,76143,4716,2532,1001,416494,4633,388045,5908,28449,3508,260546,6378,155948,5678,128003,5652,27945,3497,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,275305,2358,81202,2133,80196,2147,1006,505,72001,2488,9201,1496,8507,1539,694,446,194103,2537,189678,2521,4425,1051,173844,2841,20259,2398,17446,2261,2813,862,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1990205,6563,636330,5423,621981,5834,14349,2237,406666,6725,229664,6495,217028,6655,12636,2172,1353875,7105,1260026,9418,93849,5882,904856,12382,449019,10554,362167,10801,86852,5609,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,491032,4429,165265,3767,164157,3729,1108,504,133025,4949,32240,3993,31414,3954,826,483,325767,4354,310793,5003,14974,2581,254607,6936,71160,5586,57302,5313,13858,2561,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4125110,8893,1332843,8630,1300614,8131,32229,3370,868347,11503,464496,10680,436296,10302,28200,3093,2792267,12054,2602849,14710,189418,9432,1846966,13777,945301,15514,767771,14938,177530,9026,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2160646,8577,730905,7894,722311,8034,8594,1616,587082,8055,143823,6332,137922,6271,5901,1397,1429741,8794,1371881,9958,57860,4794,1208260,11173,221481,8492,169008,7942,52473,4824,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,145209,1528,54716,1801,54223,1743,493,343,50932,1760,3784,1187,3327,1105,457,330,90493,1930,88985,2050,1508,614,85716,2120,4777,997,3589,899,1188,561,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2591203,7044,831703,6490,823161,6600,8542,2044,763601,7368,68102,5215,61823,4661,6279,1934,1759500,9196,1725271,9552,34229,3745,1640992,10837,118508,6630,91061,6001,27447,3459,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,876325,4589,300033,4041,297378,4105,2655,1019,261003,4492,39030,2670,36937,2601,2093,913,576292,5342,559638,5902,16654,2837,512630,6657,63662,4514,48392,4210,15270,2818,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,829199,3917,273053,4234,269765,4255,3288,1337,206416,4894,66637,4237,63957,3882,2680,1305,556146,4809,530063,5282,26083,3553,429060,6730,127086,6210,103457,5935,23629,3609,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2669915,7097,847999,6421,839591,6466,8408,1727,753651,7941,94348,4882,89301,4903,5047,1237,1821916,7751,1768177,8341,53739,4555,1637167,10015,184749,7532,142554,7027,42195,4379,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,217292,1705,66802,2164,66203,2300,599,577,52003,2870,14799,2094,14308,2037,491,557,150490,2315,143363,2807,7127,1455,113282,3913,37208,3509,31118,3203,6090,1438,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1017118,6501,342008,4782,339536,4776,2472,833,310204,5123,31804,3545,29992,3510,1812,693,675110,6072,658937,6235,16173,2594,613873,6825,61237,4900,46181,4643,15056,2510,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,192875,2079,66662,1705,65836,1716,826,528,63018,1685,3644,1205,2980,1175,664,499,126213,2085,123845,2182,2368,761,120459,2340,5754,993,4053,856,1701,662,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1406588,8137,467566,6003,462892,5974,4674,1155,409540,6604,58026,4189,54476,3835,3550,1065,939022,8503,914595,9053,24427,2728,862124,9311,76898,5089,55399,4487,21499,2434,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6560557,14191,2230481,13587,2195057,13888,35424,3284,1495715,16698,734766,14459,701461,14960,33305,3241,4330076,17644,4044684,19488,285392,12103,2851971,24213,1478105,20064,1203666,21221,274439,11807,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,845863,3242,308546,3564,306667,3662,1879,715,261950,4504,46596,3279,44995,3325,1601,610,537317,3299,519736,3961,17581,2576,455924,5194,81393,5145,65393,4722,16000,2490,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,123416,1672,36466,1130,36132,1164,334,205,33810,1418,2656,569,2383,567,273,187,86950,1519,84163,1664,2787,1011,81408,1719,5542,1216,4063,870,1479,776,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1769244,7552,590834,5828,581641,6224,9193,1596,450008,6360,140826,5589,133043,5369,7783,1501,1178410,7699,1125474,8974,52936,4656,945339,10402,233071,8882,185394,8578,47677,4607,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1516710,5166,510232,5399,499481,5546,10751,1751,359896,6063,150336,5966,141613,5851,8723,1677,1006478,7461,943882,8186,62596,5897,748945,9395,257533,8403,201788,7542,55745,5585,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,358328,4148,114553,3196,114316,3163,237,265,112105,3011,2448,907,2234,814,214,258,243775,4069,242803,3935,972,520,238358,4240,5417,1358,4681,1243,736,369,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1282628,5267,416356,3819,412271,4052,4085,1104,371395,4440,44961,3144,42520,3099,2441,1028,866272,5709,845026,6133,21246,2278,784359,7128,81913,4734,67507,4708,14406,1719,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,131338,1998,49388,2316,48339,2471,1049,1122,46068,1905,3320,1269,2544,1299,776,1054,81950,2172,80643,2147,1307,647,78714,2255,3236,1010,2136,795,1100,602,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,853728,4198,258003,3114,257887,3121,116,110,248501,3290,9502,1418,9386,1406,116,110,595725,4511,592540,4792,3185,1105,568249,5699,27476,3199,24379,3157,3097,1092,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
