GEO_ID,C05003G_001E,C05003G_001M,C05003G_002E,C05003G_002M,C05003G_003E,C05003G_003M,C05003G_004E,C05003G_004M,C05003G_005E,C05003G_005M,C05003G_006E,C05003G_006M,C05003G_007E,C05003G_007M,C05003G_008E,C05003G_008M,C05003G_009E,C05003G_009M,C05003G_010E,C05003G_010M,C05003G_011E,C05003G_011M,C05003G_012E,C05003G_012M,C05003G_013E,C05003G_013M,C05003G_014E,C05003G_014M,C05003G_015E,C05003G_015M,NAME,C05003G_001MA,C05003G_001EA,C05003G_002MA,C05003G_002EA,C05003G_003MA,C05003G_003EA,C05003G_004MA,C05003G_004EA,C05003G_005EA,C05003G_005MA,C05003G_006EA,C05003G_006MA,C05003G_007MA,C05003G_007EA,C05003G_008EA,C05003G_008MA,C05003G_009MA,C05003G_009EA,C05003G_010EA,C05003G_010MA,C05003G_011EA,C05003G_011MA,C05003G_012EA,C05003G_012MA,C05003G_013MA,C05003G_013EA,C05003G_014EA,C05003G_014MA,C05003G_015MA,C05003G_015EA,state
0400000US20,89392,5428,44445,3247,23383,2311,23245,2314,138,148,21062,2258,18843,2122,2219,921,44947,3658,22057,2591,21552,2568,505,384,22890,2306,21236,2253,1654,579,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,71454,5462,36906,3551,21405,2950,20948,2948,457,351,15501,2110,13751,1983,1750,737,34548,3084,19022,2449,18555,2416,467,353,15526,1960,13996,1893,1530,593,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,69766,5753,34727,3571,15950,2235,15747,2225,203,269,18777,2497,15128,1979,3649,1295,35039,3589,17194,2600,17194,2600,0,281,17845,1968,15924,1881,1921,525,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,23570,2152,11545,1482,5802,921,5802,921,0,230,5743,1023,5528,996,215,246,12025,1561,5342,1074,5240,1060,102,118,6683,953,6452,943,231,170,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,159899,9557,75834,5720,37421,4031,36591,3744,830,768,38413,3554,28653,2809,9760,1931,84065,5780,40718,4375,39850,4462,868,504,43347,3221,33556,2985,9791,1395,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,180734,11073,87049,6198,34114,3470,32610,3298,1504,700,52935,4780,26670,2727,26265,3814,93685,6335,36086,3217,33565,3132,2521,907,57599,4600,32807,3056,24792,3435,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,241792,10013,121443,5447,63296,4317,61657,4075,1639,831,58147,2904,49826,3046,8321,1729,120349,6488,60916,4499,60306,4444,610,371,59433,4033,52105,3495,7328,1416,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,127859,7699,62391,4817,37178,3550,36166,3529,1012,502,25213,2535,21436,2093,3777,1119,65468,4978,34175,3355,33140,3374,1035,425,31293,2833,27716,2788,3577,891,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,31832,4882,16377,2892,9852,2177,9577,2164,275,318,6525,1464,5816,1258,709,537,15455,2708,7299,2023,7207,2023,92,166,8156,1776,7648,1728,508,410,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,132531,7992,66516,5249,30618,3645,30138,3605,480,357,35898,3209,29982,2753,5916,1530,66015,4486,31383,2912,31115,2897,268,268,34632,3044,29926,2781,4706,1258,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23883,2974,12394,1930,5530,1269,5408,1257,122,195,6864,1251,6480,1240,384,315,11489,1888,5309,1091,5309,1091,0,237,6180,1163,6025,1139,155,151,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,40109,4277,19742,2516,10361,1794,10280,1793,81,151,9381,1440,8064,1304,1317,507,20367,2541,10876,1777,10802,1767,74,103,9491,1466,8305,1321,1186,622,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,105118,7658,51829,4642,25508,2980,25041,2993,467,399,26321,3016,21048,2738,5273,1306,53289,4332,23703,2813,23600,2817,103,118,29586,2899,24589,2807,4997,1037,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21147,2344,9846,1531,4589,1088,4378,1077,211,182,5257,966,4704,975,553,427,11301,1597,4652,996,4552,996,100,108,6649,1117,5493,1103,1156,497,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,229312,12412,115944,7232,48926,4347,47079,4300,1847,715,67018,5062,33746,3082,33272,3938,113368,7346,46620,4509,44942,4473,1678,837,66748,4854,37732,3586,29016,3617,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,59222,5179,29561,2858,14737,2175,14457,2182,280,444,14824,1803,13926,1798,898,390,29661,3503,14233,2389,14216,2389,17,30,15428,2245,13930,2147,1498,533,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,513388,13896,258210,9677,109748,4970,104495,4793,5253,1358,148462,7509,90160,5822,58302,4885,255178,8874,100771,5846,95344,5774,5427,1640,154407,6168,92445,4694,61962,4318,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,218757,11429,107258,6358,54961,4404,52962,4286,1999,732,52297,3911,42159,3803,10138,2242,111499,7052,56749,4774,55424,4706,1325,638,54750,4079,46991,3659,7759,1976,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13775,1869,7063,1118,4537,1137,4537,1137,0,211,2526,704,2464,686,62,89,6712,1345,3664,1069,3664,1069,0,211,3048,745,2969,746,79,131,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,240569,9459,116774,6096,66898,4561,66367,4578,531,376,49876,3488,45434,3447,4442,896,123795,5550,69727,4866,69503,4877,224,203,54068,3120,49330,3005,4738,1080,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,297782,10694,150382,6013,67141,4342,66799,4319,342,338,83241,3538,78161,3030,5080,1742,147400,6467,61720,3767,61136,3708,584,421,85680,4426,82387,4263,3293,996,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,137964,8568,68444,5092,32671,3164,32321,3155,350,284,35773,3100,30210,2524,5563,1460,69520,4950,28033,3235,27869,3208,164,211,41487,3147,36662,2736,4825,1337,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,239065,11942,118526,7088,61450,4836,60381,4845,1069,485,57076,4412,47214,4046,9862,1639,120539,7048,59130,4752,57953,4641,1177,570,61409,4103,51782,3563,9627,1716,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28928,3153,14606,2117,7107,1372,6928,1364,179,172,7499,1556,6415,1488,1084,495,14322,1812,6519,1477,6439,1478,80,161,7803,1308,5819,1171,1984,682,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,84424,7091,42184,4359,22242,3656,21884,3622,358,266,19942,2316,17821,2364,2121,839,42240,3732,22224,2861,21935,2834,289,198,20016,2243,17977,2063,2039,883,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,16096,2591,9421,1869,5409,1427,5355,1417,54,69,4012,852,3818,829,194,279,6675,1255,3348,866,3294,853,54,69,3327,868,3078,829,249,226,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,107997,7211,50025,4524,25536,2962,25325,2940,211,226,24489,2896,20994,2514,3495,1362,57972,4401,31120,3083,30916,3056,204,240,26852,2915,24312,2696,2540,1103,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,548048,20535,270969,12105,134254,8238,130879,8060,3375,1106,136715,6647,103379,6244,33336,3251,277079,11465,126080,7620,122724,7543,3356,1086,150999,6680,119997,6133,31002,3237,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,65490,5960,33680,3622,21041,3053,20912,3072,129,153,12639,1564,10952,1525,1687,682,31810,3287,17247,2266,17229,2260,18,34,14563,1732,12496,1593,2067,641,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10315,1582,4583,1002,2805,878,2758,874,47,63,1778,540,1666,505,112,133,5732,1055,2707,756,2685,752,22,35,3025,723,2787,671,238,178,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,219298,10898,105189,6103,57625,4082,56325,4108,1300,511,47564,3861,35757,3119,11807,1931,114109,6462,57886,4608,56976,4624,910,466,56223,4009,42942,3431,13281,1728,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,303255,11858,150163,7751,74651,5584,73591,5555,1060,472,75512,4226,67718,3979,7794,1628,153092,6484,69111,4171,67884,4159,1227,699,83981,4466,74669,4085,9312,2001,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,36159,3150,17302,2166,8121,1290,8121,1290,0,269,9181,1384,8693,1314,488,415,18857,2269,8863,1261,8863,1261,0,269,9994,1750,9846,1747,148,147,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,120805,7010,61798,4580,34343,3222,33689,3257,654,440,27455,2577,23764,2395,3691,1121,59007,4030,32694,2936,31781,2903,913,674,26313,2478,23300,2412,3013,1070,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15118,2528,7483,1628,3541,1088,3403,1059,138,156,3942,957,3553,930,389,373,7635,1511,3684,1167,3684,1167,0,269,3951,952,3327,838,624,445,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,497879,14329,245197,8931,72114,4245,71697,4194,417,381,173083,6729,167849,6611,5234,1264,252682,8211,65205,3881,64805,3906,400,364,187477,5843,180209,5940,7268,1393,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
