GEO_ID,C24080_001E,C24080_001M,C24080_002E,C24080_002M,C24080_003E,C24080_003M,C24080_004E,C24080_004M,C24080_005E,C24080_005M,C24080_006E,C24080_006M,C24080_007E,C24080_007M,C24080_008E,C24080_008M,C24080_009E,C24080_009M,C24080_010E,C24080_010M,C24080_011E,C24080_011M,C24080_012E,C24080_012M,C24080_013E,C24080_013M,C24080_014E,C24080_014M,C24080_015E,C24080_015M,C24080_016E,C24080_016M,C24080_017E,C24080_017M,C24080_018E,C24080_018M,C24080_019E,C24080_019M,NAME,C24080_001MA,C24080_001EA,C24080_002MA,C24080_002EA,C24080_003MA,C24080_003EA,C24080_004EA,C24080_004MA,C24080_005EA,C24080_005MA,C24080_006EA,C24080_006MA,C24080_007EA,C24080_007MA,C24080_008MA,C24080_008EA,C24080_009MA,C24080_009EA,C24080_010EA,C24080_010MA,C24080_011EA,C24080_011MA,C24080_012EA,C24080_012MA,C24080_013MA,C24080_013EA,C24080_014MA,C24080_014EA,C24080_015MA,C24080_015EA,C24080_016EA,C24080_016MA,C24080_017EA,C24080_017MA,C24080_018MA,C24080_018EA,C24080_019MA,C24080_019EA,state
0400000US13,4366243,20547,2342945,13603,1823977,17166,1691966,17915,132011,6686,83118,4624,118700,6184,69589,4354,71312,3679,176249,6890,2023298,14611,1392154,15216,1342778,15620,49376,3779,144684,5803,210437,7864,111076,5493,64568,4469,100379,4663,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,610394,7146,317405,4709,209561,4700,194525,4907,15036,1834,17027,1755,13545,1538,22041,2089,26139,2624,29092,2632,292989,4748,184979,5225,177323,5186,7656,1354,28122,2441,9229,1597,36862,2236,14910,1982,18887,1883,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,690638,6231,382066,4493,277945,5239,256230,5456,21715,2143,13670,1737,20389,2073,14451,1852,12636,1687,42975,2807,308572,4719,200933,5042,193254,5164,7679,1450,24067,2347,31803,2447,18275,2095,7576,1070,25918,2307,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6155858,18784,3289255,13582,2568376,15511,2401752,16296,166624,6583,174020,6425,190982,7242,89240,4366,59211,3681,207426,7002,2866603,15170,1956881,15872,1895127,16241,61754,3572,335293,8378,263042,8617,119300,4789,52481,3177,139606,4795,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3030454,14749,1616815,10401,1290920,11648,1219891,12228,71029,4138,77228,3753,71897,4395,43108,2808,27375,2082,106287,5268,1413639,11537,983878,9310,957632,9819,26246,2175,170083,5303,118211,5077,54796,3336,22445,2027,64226,3649,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1545059,9541,813802,5503,599670,6256,558304,6531,41366,2836,44664,3058,39913,2253,33698,2399,15158,1807,80699,3321,731257,7112,474918,6555,461633,6388,13285,1222,92055,3703,63140,3087,47287,2746,10755,1286,43102,2172,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1393597,9489,744663,5906,546994,7350,515171,7565,31823,2209,33514,2498,46992,3327,30499,2611,18084,1808,68580,3875,648934,6716,411214,6965,399169,7156,12045,1458,70272,3604,69454,3337,41322,2939,16693,1644,39979,2708,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1878610,13853,1001131,9464,744120,10334,698286,10612,45834,2782,44824,3275,49140,3279,46091,3401,28038,2539,88918,3979,877479,9719,580064,10649,564612,10192,15452,1992,90770,3865,74265,4186,71689,4992,19260,2145,41431,3360,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1853896,14117,976466,8834,747273,9886,696666,10194,50607,3114,32914,3015,53945,3003,44328,3628,21107,2016,76899,3930,877430,10624,580621,10904,563617,11080,17004,1979,72861,4354,92453,4679,70053,4387,20491,2515,40951,3002,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,664733,6663,347405,3924,237213,4269,217989,4371,19224,2087,23809,1952,20229,1784,15141,1642,8666,1155,42347,2218,317328,4581,188449,5490,181490,5558,6959,1170,50473,2904,31432,2151,14897,1729,6323,1079,25754,2300,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2875976,14484,1468555,9159,1019886,11895,948000,11651,71886,4386,86638,4690,82597,5021,52477,3876,143759,6195,83198,4065,1407421,10266,836050,11026,803663,10665,32387,3008,157143,6524,144018,5143,67751,4410,135147,5127,67312,3853,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3271037,16159,1683222,11333,1249030,11407,1172987,12151,76043,4583,115409,5896,87601,4276,57509,3482,33644,2826,140029,5778,1587815,10212,1039091,11861,1014868,11745,24223,2301,232069,8565,148449,5484,60858,4173,23018,2354,84330,4062,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4577409,20270,2404655,12890,1900222,12819,1773162,13281,127060,5538,117594,4833,119665,4257,72510,3772,33850,2851,160814,5956,2172754,12778,1490857,13150,1447154,13534,43703,2958,254990,6561,190575,5860,92665,3792,32287,2255,111380,4895,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2736118,11490,1435026,7864,1089931,9516,1011084,9302,78847,3570,85939,3843,69337,3188,45294,3082,21297,1777,123228,4354,1301092,9032,859132,9403,831275,9605,27857,1885,179112,5328,123207,4888,52384,3133,17589,1708,69668,3528,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1206851,11719,631637,8312,465538,7678,441105,7510,24433,2322,21886,2180,34478,3288,32803,2688,20101,2692,56831,3978,575214,7973,373812,7368,365420,7380,8392,1616,41226,3199,55118,3115,58157,3689,17303,2145,29598,2851,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2801445,15257,1467021,10331,1104182,11416,1040263,11306,63919,3860,77921,3970,71903,3842,51583,3521,34614,2885,126818,4762,1334424,10701,889055,10411,862703,10810,26352,2440,169576,5604,98880,4604,72549,3814,33315,2480,71049,3600,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,467475,5150,246338,3722,159905,3807,143039,3713,16866,1664,11503,1369,13626,1289,13742,1589,12306,1503,35256,2569,221137,3834,129271,4338,122411,4235,6860,1091,25129,2311,23288,1929,16150,1937,8352,1196,18947,2020,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,927963,7468,493627,4579,361382,6217,333950,6017,27432,2066,24009,1994,26890,2193,21472,1826,10008,1243,49866,2535,434336,4983,277034,5615,268320,5584,8714,1167,55216,3216,40436,2295,24677,1818,9374,1269,27599,2254,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1224523,10380,682972,6300,567049,6365,540273,6867,26776,2583,14359,2076,33460,2574,17345,2135,13440,1767,37319,2835,541551,7507,411319,8210,401232,8570,10087,1677,24737,2515,48582,3325,20500,1983,9086,1383,27327,2498,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,704774,6351,373705,4806,277168,5589,258595,5373,18573,1665,19643,2246,17677,1780,12035,1706,8959,1540,38223,2622,331069,3910,213779,5374,207761,5374,6018,1050,43645,2961,34384,2276,13828,1861,5741,1297,19692,2127,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4261555,16815,2260451,10960,1756227,13457,1620190,13819,136037,5731,96937,5607,141816,5421,74666,4021,46868,3109,143937,5644,2001104,13038,1393013,14124,1348763,14564,44250,2922,181277,6784,212691,6946,95191,4419,33443,2701,85489,4926,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,875545,10072,467894,6603,316304,7235,296908,6888,19396,2097,22154,2553,33626,3162,23971,2435,29928,2289,41911,3226,407651,5997,241939,5733,230793,5442,11146,1559,33925,2477,46107,3544,37042,2413,18777,2199,29861,2689,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9007682,29401,4711675,19429,3388060,21146,3140085,21253,247975,7707,289303,8188,407122,9647,175583,6310,97100,5337,354507,7930,4296007,21810,2700575,21404,2612632,21830,87943,4810,545096,12053,550176,10661,189832,5780,68834,4054,241494,8786,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4152228,15607,2190050,11982,1666049,14919,1559179,15432,106870,5297,91565,5341,106706,6303,92945,4576,52032,3181,180753,7448,1962178,11099,1344068,13997,1300070,13937,43998,3340,161844,6150,178693,6258,142627,5236,36182,2845,98764,5480,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,335010,4406,175782,2658,118865,2710,110669,2822,8196,1137,8474,1228,9299,1200,7695,1029,7021,1086,24428,1520,159228,2983,94233,3230,91310,3198,2923,716,22591,2004,15471,1255,11785,1551,5203,1010,9945,1219,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5474367,20369,2855630,13606,2216993,13600,2100822,13737,116171,4907,138008,5643,170409,5618,80267,4446,48163,3151,201790,6875,2618737,14247,1808505,14598,1769642,15080,38863,2759,306683,8705,252681,8173,90345,4487,42175,3083,118348,4275,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1631472,9986,873772,7203,634598,8425,590972,8314,43626,3204,35835,2759,44758,2791,38362,2622,34293,2763,85926,3594,757700,8218,489298,8076,473031,7799,16267,1743,69617,4009,56603,3041,69259,4091,25863,2213,47060,2952,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1791946,12003,967810,7955,725273,8317,671198,8215,54075,3305,54093,3572,50591,3102,34085,3068,17406,1898,86362,4128,824136,7887,522782,8679,499913,8405,22869,1979,93267,4479,73812,3889,45215,3646,15534,2051,73526,3918,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5881115,19199,3092864,13926,2318653,13641,2195918,13925,122735,5254,200074,6438,154495,5413,100083,3655,69170,3992,250389,7180,2788251,14668,1903062,16187,1862280,16132,40782,2186,399770,9463,212835,7074,91733,4381,54369,2875,126482,4358,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,532288,6195,275592,3605,204157,4956,190545,5317,13612,1519,18028,2018,12337,1730,11547,1680,7901,1553,21622,2148,256696,5296,167240,5181,162689,5287,4551,969,35266,2502,25441,2492,12372,1917,3955,1067,12422,1631,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1964710,12106,1021159,9677,782913,10720,730364,10544,52549,2869,38160,3136,49993,3537,47277,3868,24018,2750,78798,4709,943551,9534,651213,10949,631336,11019,19877,2042,66365,3818,79184,3822,81787,4667,20636,2362,44366,3438,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,405462,4659,215106,3304,140779,3509,128654,3779,12125,1455,11369,1426,12593,1546,11999,1578,7356,972,31010,2270,190356,3256,118579,3385,115287,3382,3292,711,24561,1799,18676,2008,9242,1210,6872,1381,12426,1462,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2766895,16391,1477734,12571,1093744,14041,1044504,13632,49240,3350,64139,3679,82868,5059,45241,2728,40657,3076,151085,6281,1289161,11507,880871,11139,862307,10947,18564,1741,118760,5598,120308,5636,63109,3702,31794,2970,74319,3503,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10729295,23673,5964799,19115,4561012,24355,4354309,25652,206703,7316,216489,7676,309431,8555,189966,7258,152594,5870,535307,12971,4764496,19414,3226083,24942,3140395,24307,85688,4768,362848,9439,486759,10233,291971,9320,100724,4991,296111,8701,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1216420,10350,686171,6214,520999,7427,480468,7631,40531,2789,34233,3012,34755,2741,30280,2003,26686,2255,39218,3458,530249,7288,351487,7253,337179,7058,14308,1875,45229,3266,49430,2931,31355,2401,19947,2061,32801,2790,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,333079,4360,173538,2792,114752,3593,104563,3408,10189,1372,14045,1501,9803,1160,7141,1311,3731,862,24066,1674,159541,3367,90122,3258,86283,3347,3839,804,27506,1974,16740,1482,8601,1362,3441,808,13131,1272,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3792206,18856,1979123,12014,1401249,14832,1311442,14692,89807,5047,90776,4719,113193,6160,72462,4556,173799,6672,127644,5751,1813083,13733,1141968,12005,1104078,12053,37890,2904,172762,7026,205365,6721,87161,4863,121009,5283,84818,3773,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3084652,15567,1661565,9635,1228013,11167,1143346,11568,84667,3719,74895,4389,93241,4280,74575,3922,61051,3627,129790,5593,1423087,11363,910808,11326,873095,11214,37713,3028,146029,5989,129374,5313,106410,4548,32294,3178,98172,4981,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,764168,9502,415923,5785,309908,6550,296962,6412,12946,1988,17679,2230,23040,2381,21413,1976,14133,1460,29750,2114,348245,6592,220140,5944,213754,6122,6386,1370,36015,2938,35507,3093,28384,2447,12121,1655,16078,2018,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2887436,14092,1508143,8863,1166884,9848,1098903,9381,67981,3059,71835,3668,84101,3920,45632,3002,18391,1957,121300,4474,1379293,8976,940001,9767,914476,9517,25525,1879,171714,4049,122117,3769,58113,3515,19258,1780,68090,3409,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,272668,4130,147402,2878,105807,3560,97882,3314,7925,1290,7236,1268,10594,1393,8031,1152,4202,832,11532,1383,125266,2656,70618,2896,65935,3020,4683,887,14595,1724,16412,1713,9167,1200,3284,867,11190,1430,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1213749,15268,661723,8977,432909,8566,401192,8252,31717,2885,13200,1745,36802,2561,89017,4615,13970,1801,75825,3853,552026,9389,333555,7386,325794,7290,7761,1288,24559,2151,32015,2217,122976,4965,9133,1295,29788,2390,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
