GEO_ID,B12005_001E,B12005_001M,B12005_002E,B12005_002M,B12005_003E,B12005_003M,B12005_004E,B12005_004M,B12005_005E,B12005_005M,B12005_006E,B12005_006M,B12005_007E,B12005_007M,B12005_008E,B12005_008M,B12005_009E,B12005_009M,B12005_010E,B12005_010M,B12005_011E,B12005_011M,B12005_012E,B12005_012M,B12005_013E,B12005_013M,B12005_014E,B12005_014M,B12005_015E,B12005_015M,B12005_016E,B12005_016M,NAME,B12005_001EA,B12005_001MA,B12005_002MA,B12005_002EA,B12005_003MA,B12005_003EA,B12005_004EA,B12005_004MA,B12005_005EA,B12005_005MA,B12005_006EA,B12005_006MA,B12005_007MA,B12005_007EA,B12005_008MA,B12005_008EA,B12005_009EA,B12005_009MA,B12005_010EA,B12005_010MA,B12005_011EA,B12005_011MA,B12005_012EA,B12005_012MA,B12005_013MA,B12005_013EA,B12005_014MA,B12005_014EA,B12005_015EA,B12005_015MA,B12005_016EA,B12005_016MA,state
0400000US13,7325075,3740,2308808,20183,2078237,18505,230571,10701,3573402,32089,3108491,32269,464911,13525,183167,8681,154797,7767,28370,3721,418204,8894,392842,8096,25362,3081,841494,16872,790459,16195,51035,3902,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1039527,595,332193,6653,295936,7419,36257,3951,531806,8444,405224,9002,126582,6695,12620,1745,9151,1156,3469,1142,65080,3262,48805,2796,16275,1964,97828,5065,83131,4918,14697,2062,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1140486,1327,272985,7203,258007,7072,14978,2383,654197,11640,603443,11461,50754,2847,15659,2160,14017,2187,1642,594,60335,3308,58217,3175,2118,722,137310,6488,132393,6296,4917,1252,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10169211,2444,3318202,21014,2909704,22367,408498,13194,5054730,31498,3998236,29680,1056494,19207,189423,7810,152304,6684,37119,3948,657856,11360,572339,9768,85517,5073,949000,17084,856523,16148,92477,5129,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5010795,3062,1386975,13323,1322678,12667,64297,4120,2615347,21118,2472580,19853,142767,6300,79300,5355,72338,5055,6962,1633,322019,7026,310621,6761,11398,1613,607154,13046,592218,12750,14936,2190,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2397350,2038,639253,8684,612695,9041,26558,2715,1327056,14338,1261382,13980,65674,4280,28739,2684,26267,2581,2472,851,162063,4460,158400,4298,3663,782,240239,7251,234674,6983,5565,1227,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2190376,1902,582595,9150,545073,9031,37522,3288,1198522,12086,1096591,11080,101931,4587,31025,3092,26951,2718,4074,1120,138334,4000,133173,3913,5161,1061,239900,6601,230056,6370,9844,1788,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3381302,2493,879970,12191,852765,12773,27205,2857,1759066,22095,1698540,21809,60526,3719,69732,5181,67299,5031,2433,791,243830,6297,240323,6223,3507,873,428704,10753,421016,10603,7688,1415,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3386670,2961,1069428,13950,1038702,13643,30726,3466,1604312,20867,1535199,21239,69113,4831,84330,5368,80992,5323,3338,947,255167,7471,248402,7049,6765,1564,373433,10546,365253,10271,8180,1769,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1096285,1113,294724,6150,287609,5904,7115,1670,580040,9560,556789,9748,23251,2564,12522,1653,11561,1452,961,633,72887,3291,68894,3131,3993,754,136112,5339,133211,5253,2901,909,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4501537,1982,1456369,15634,1287895,15313,168474,9719,2204048,19961,1822701,20685,381347,10348,135688,5948,113935,4898,21753,2877,278321,5750,248929,5422,29392,2627,427111,10880,388814,10654,38297,3107,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5249776,1728,1804439,17726,1572117,16261,232322,8207,2526849,22689,2034267,23950,492582,14972,107866,5605,79985,4659,27881,3292,341245,8095,289746,7113,51499,3283,469377,11773,407217,10242,62160,4565,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8076640,2387,2478408,16799,2364036,15517,114372,6668,4072578,27375,3709386,26356,363192,11144,119967,5294,111369,4971,8598,1484,505129,7181,468372,6832,36757,2637,900558,14617,865770,14490,34788,2462,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4134380,1842,1251658,12520,1160057,12095,91601,5535,2218847,16921,2044051,17165,174796,6384,48648,3336,39267,3184,9381,2083,230610,4725,217221,4786,13389,1714,384617,9282,364634,8899,19983,2409,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2284716,2629,712155,10161,696386,10030,15769,2316,1071494,16930,1045227,17000,26267,2627,75574,4851,75184,4821,390,269,180352,6120,177922,6024,2430,815,245141,7959,242140,7901,3001,934,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4674246,2904,1300189,14855,1256488,15308,43701,3588,2421396,23426,2312515,22764,108881,5853,91782,5041,88618,4959,3164,1048,316307,6951,307745,6826,8562,1576,544572,12802,535632,12721,8940,1400,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,769036,1445,206878,5751,202811,5596,4067,1366,413955,8256,404968,8086,8987,1212,10318,1616,10292,1616,26,45,48890,2417,47301,2530,1589,561,88995,4594,87676,4597,1319,568,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1400725,1171,384010,6694,358650,6881,25360,2642,772360,10381,716844,9962,55516,3002,18404,2114,16045,1874,2359,952,89291,2894,86936,2877,2355,578,136660,5688,132186,5502,4474,974,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1965437,1149,566781,10557,459014,9830,107767,6501,983660,14197,716250,13277,267410,9020,42362,3841,29950,3217,12412,2430,111826,5155,91609,4824,20217,2162,260808,7158,220680,7310,40128,3072,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1075279,1285,308733,6920,293342,6703,15391,2500,569788,10785,528394,11181,41394,4091,14698,2297,13465,2178,1233,742,62527,2936,58287,2786,4240,825,119533,6722,114837,6583,4696,1217,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7006178,1117,2222005,14458,1825478,15522,396527,11912,3563166,22380,2540711,20251,1022455,16780,160006,7618,106207,5939,53799,4540,483310,9247,396199,7928,87111,5114,577691,10077,467605,9091,110086,5663,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1533025,1891,483436,9832,438688,10838,44748,4650,747637,12752,637914,12194,109723,6369,29699,3075,24031,2631,5668,1293,89626,3626,82218,3440,7408,1339,182627,6577,169221,6152,13406,2232,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15606628,2416,5566776,32361,4476695,32273,1090081,20689,7209012,37436,5006190,34589,2202822,22416,465872,10508,307226,8371,158646,6896,1049212,14173,802306,10238,246906,8113,1315756,16169,1003542,13208,312214,9889,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7072249,4351,2021960,19443,1851634,18425,170326,7200,3642261,32459,3313636,31217,328625,10198,236344,9780,216413,8951,19931,2679,456182,8540,441824,8291,14358,1661,715502,17075,686159,16471,29343,3229,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,519296,1132,153251,5005,149090,4903,4161,1208,281801,6755,274643,6955,7158,1175,3469,870,3262,793,207,274,36278,1953,35724,2010,554,271,44497,2923,44110,2940,387,243,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9205208,2954,2705608,23947,2619665,23641,85943,6058,4633154,32333,4396455,30839,236699,8130,164304,6816,157821,6518,6483,1502,634611,9415,607105,8895,27506,2399,1067531,15011,1040591,14950,26940,2448,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2839257,2423,721736,10391,682613,10347,39123,3159,1489373,16726,1385203,16925,104170,4849,62155,4040,57102,3865,5053,1272,201617,4475,196312,4585,5305,1192,364376,9428,354356,9478,10020,1472,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2998516,2122,854994,12932,767054,12316,87940,5737,1530561,17077,1336469,16549,194092,7893,55623,4063,45505,3491,10118,1881,172577,5272,156710,4996,15867,2256,384761,9564,361900,9566,22861,2883,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10164450,2610,3150116,21432,3002859,19483,147257,7555,5074149,29450,4710674,28715,363475,11317,226797,7151,212076,6632,14721,1886,793730,10711,756836,10364,36894,2896,919658,13757,886092,13266,33566,2790,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,873859,1069,299121,6914,262570,6949,36551,3603,408565,10849,340263,9292,68302,5943,15172,2129,10820,1590,4352,1335,59563,2978,52179,2973,7384,1405,91438,5578,81334,5100,10104,1864,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3470748,1760,1044564,14558,1001662,13924,42902,3820,1703146,17921,1605109,17307,98037,4834,126529,6052,121174,5950,5355,1220,253598,6696,246810,6455,6788,1131,342911,10452,333247,10627,9664,1671,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,621618,1123,173914,5086,170437,5006,3477,866,343665,7196,333635,7233,10030,1886,5983,1245,5892,1237,91,89,40118,2072,39685,2071,433,237,57938,3366,57015,3387,923,438,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4846989,3574,1293537,15275,1233002,14970,60535,4858,2491871,27310,2367465,26420,124406,5503,116088,6762,108724,6316,7364,1730,336451,7356,329795,7048,6656,1196,609042,15409,594867,15355,14175,2051,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18066247,4638,5332034,30392,4517207,27346,814827,19612,9263982,44297,7080178,42122,2183804,26523,526317,11851,385385,9788,140932,6856,1014640,13021,873439,11079,141201,7099,1929274,24993,1728968,25348,200306,8665,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1881043,1286,528268,9046,481917,8438,46351,4081,1087466,14020,964312,14814,123154,5414,23667,2456,18170,2195,5497,1398,73433,4009,67367,3757,6066,1433,168209,6450,155460,6210,12749,1872,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,517561,682,151292,5069,145987,5015,5305,1145,266108,7656,252710,7618,13398,1561,8279,1444,8107,1446,172,176,29846,1587,27659,1584,2187,534,62036,3672,60230,3672,1806,728,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6153763,3673,1837362,19802,1644534,16977,192828,9251,3165774,25836,2734360,25269,431414,11596,175351,7397,153767,6293,21584,2859,378532,8089,350211,7568,28321,2739,596744,15071,547131,13180,49613,4588,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5142602,2060,1511538,15379,1327775,15559,183763,7647,2642322,23665,2200333,21939,441989,11183,86369,5987,70250,5468,16119,2216,270178,6456,233182,6275,36996,3110,632195,14520,577008,13201,55187,4213,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1499797,1292,369318,8216,364067,8006,5251,1128,816763,12776,804883,12781,11880,1838,21287,1908,21021,1906,266,228,119259,4387,118058,4327,1201,480,173170,7431,171424,7390,1746,721,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4483075,1800,1340227,14234,1288032,14176,52195,3599,2380414,20563,2240310,20292,140104,6044,55011,3497,50137,3238,4874,1093,268374,5389,256940,5130,11434,1777,439049,10707,425106,10419,13943,1908,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,416436,1204,103069,4182,100313,4138,2756,909,230202,6372,222034,6805,8168,1372,5339,1426,5298,1425,41,80,22797,1905,22009,1859,788,403,55029,3941,53872,4064,1157,588,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3088597,0,1070284,13235,1042213,13129,28071,3114,1324396,16562,1268422,16868,55974,4065,118813,5737,113453,5526,5360,1091,225524,5443,218463,5617,7061,1421,349580,7991,334638,7771,14942,1872,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
