GEO_ID,B15002H_001E,B15002H_001M,B15002H_002E,B15002H_002M,B15002H_003E,B15002H_003M,B15002H_004E,B15002H_004M,B15002H_005E,B15002H_005M,B15002H_006E,B15002H_006M,B15002H_007E,B15002H_007M,B15002H_008E,B15002H_008M,B15002H_009E,B15002H_009M,B15002H_010E,B15002H_010M,B15002H_011E,B15002H_011M,B15002H_012E,B15002H_012M,B15002H_013E,B15002H_013M,B15002H_014E,B15002H_014M,B15002H_015E,B15002H_015M,B15002H_016E,B15002H_016M,B15002H_017E,B15002H_017M,NAME,B15002H_001MA,B15002H_001EA,B15002H_002MA,B15002H_002EA,B15002H_003EA,B15002H_003MA,B15002H_004EA,B15002H_004MA,B15002H_005MA,B15002H_005EA,B15002H_006MA,B15002H_006EA,B15002H_007EA,B15002H_007MA,B15002H_008EA,B15002H_008MA,B15002H_009EA,B15002H_009MA,B15002H_010EA,B15002H_010MA,B15002H_011MA,B15002H_011EA,B15002H_012MA,B15002H_012EA,B15002H_013MA,B15002H_013EA,B15002H_014EA,B15002H_014MA,B15002H_015EA,B15002H_015MA,B15002H_016MA,B15002H_016EA,B15002H_017MA,B15002H_017EA,state
0400000US13,3748116,3981,1804273,3073,75891,4321,188325,6979,514512,10000,339332,8704,109719,6463,365888,7556,210606,6249,1943843,2305,77740,4347,187319,6203,593198,10831,380661,9625,138497,5744,375111,10621,191317,6445,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,230126,874,119307,838,1476,615,4988,1057,24925,2106,27837,2322,9388,1412,29709,2024,20984,1842,110819,195,2604,748,3677,997,20635,1743,26325,2197,11214,1780,29200,2131,17164,2051,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,817631,1088,402753,617,9597,1482,29942,2035,122646,4569,99256,4395,35001,2719,71049,3286,35262,2215,414878,768,8416,1288,30451,2536,128418,4583,117678,4315,36839,3095,67849,3822,25227,2126,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5785908,2171,2770584,1525,87338,4201,177459,5814,792600,10190,572596,9468,199542,7770,582395,10223,358654,8395,3015324,1158,107317,4746,191657,6103,918685,11331,628126,11234,243856,6740,581903,9500,343780,8061,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3551079,2230,1705136,1482,65973,3321,163701,5152,636403,8969,324448,7784,118769,4848,251470,6468,144372,4820,1845943,1312,65491,3851,176893,6238,707933,8609,356860,7978,142886,5174,252310,6221,143570,5279,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1821766,1481,875349,1035,34792,2251,57038,3372,326014,4767,168240,4610,75265,3476,145728,4319,68272,3382,946417,833,31138,1989,55243,2941,334318,5621,204833,4728,94576,3774,163025,4652,63284,3610,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1492902,1842,718373,1467,19459,2144,41121,2799,220176,5773,162679,5070,45301,2520,151865,4966,77772,3225,774529,945,18818,1549,49111,2466,234593,5604,189912,4748,60857,3332,147243,4147,73995,2998,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2535408,1959,1208423,1574,111554,5063,150037,5760,427767,7861,207861,5509,63264,4480,152044,5484,95896,3799,1326985,1238,108622,3999,143038,5847,453700,8265,256484,7136,101042,4577,148922,5062,115177,4580,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1825037,2670,879209,1459,57363,3608,92241,4487,303490,6552,180476,5686,34004,2435,138881,5712,72754,3667,945828,1758,51058,2948,96728,4569,340422,7161,188989,5866,50343,3275,147445,5599,70843,3832,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,891146,1622,426033,991,20026,1770,32580,2792,158366,4113,73865,3117,32830,2316,69265,2967,39101,2359,465113,862,16172,1615,29516,2580,168986,4906,84647,3362,43813,2715,81508,3393,40471,2642,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2284120,1237,1090073,857,33602,2607,80465,4169,280091,6852,192981,6159,58889,3844,233410,7361,210635,6025,1194047,772,33669,2578,84493,4841,321447,7193,217450,6498,90018,4653,252828,6876,194142,5095,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3585372,4431,1689775,2645,58100,3933,113642,5413,486386,8969,251118,7510,108246,4675,390246,8759,282037,6136,1895597,2656,60814,4112,112848,5157,538952,7478,292025,7954,177095,5084,417579,7795,296284,6106,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5335760,1269,2585816,878,81069,4008,214248,5439,820976,10790,601329,9296,184408,5966,425023,8326,258763,6858,2749944,769,78272,3604,207432,6381,932489,11181,611247,10190,248103,6054,434910,8380,237491,5952,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3014232,1242,1467739,705,43473,1965,77539,3758,428579,7344,314368,6266,137813,4905,314332,7318,151635,4456,1546493,731,39422,1943,67184,3169,440692,6958,362956,6447,161465,4333,333245,7040,141529,4568,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1178031,2115,562917,1635,36889,2877,69791,4280,174916,5681,114763,5201,37657,2900,84064,4523,44837,3080,615114,1493,31142,2730,68804,4555,195948,5667,130410,5302,55884,4188,90683,4005,42243,3535,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3272668,1766,1568075,758,75665,3885,149045,5380,538150,9087,308953,7318,90272,3930,264272,6571,141718,5171,1704593,1380,82880,4480,155519,5380,569018,8748,368214,7671,114632,4528,267738,6283,146592,4881,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,576589,1525,283647,1374,11251,1252,17955,1859,89113,3714,62617,2722,20368,2109,53455,2835,28888,2282,292942,545,7868,1255,15683,1625,95314,3139,66573,2973,25753,2325,60790,3003,20961,1979,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,998300,993,482019,571,13793,1379,25729,1946,151382,3800,106776,3856,43903,2624,94039,3281,46397,2540,516281,712,11090,1433,26169,2123,161391,3751,128642,4312,48757,2817,101002,3732,39230,2555,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1059519,2345,534593,1723,8137,1421,38206,3313,163229,5609,141114,4915,41691,2809,89907,4246,52309,3595,524926,1572,7440,1164,39066,3117,171493,6006,146674,5960,44925,3000,74478,3917,40850,2814,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,848147,937,410199,276,13085,1714,33313,2888,126072,4274,73041,3509,34194,2697,82983,3824,47511,3004,437948,724,12819,1794,26696,2185,135428,4939,80303,3509,47226,2950,90553,3195,44923,2807,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3835880,3208,1818458,2027,62574,3026,116168,4558,526468,9341,307174,6426,103969,5039,430476,8534,271629,6240,2017422,1839,70692,4251,127321,4967,662567,8876,329845,8107,141741,5387,441686,7961,243570,5495,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,605059,1964,290479,1324,5822,1200,14611,1844,66332,3870,70186,3406,20347,1998,60657,3480,52524,2751,314580,1343,5761,1015,15249,1907,77540,4101,77569,3796,24853,2431,65038,3376,48570,3149,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8140876,4005,3864710,2220,131865,4751,263542,7227,1108367,14870,621807,11856,301225,7806,814164,12419,623740,10157,4276166,2591,151704,4959,275320,7461,1310883,13086,642507,10231,408713,8295,792210,11395,694829,10507,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4194807,4191,2000356,2879,95074,4811,208890,7620,573616,11120,382928,7578,156000,6731,378179,8355,205669,5841,2194451,2432,94591,4967,203279,6867,639370,9415,454228,9576,210667,6873,405543,8383,186773,5394,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,380679,743,187701,643,12376,1082,9744,1298,60070,2783,35792,2001,20894,1813,35402,2412,13423,1686,192978,274,11290,987,10237,1196,55104,2036,44287,2297,21508,1729,38933,1909,11619,1344,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6478676,1614,3095082,1067,102067,3693,290353,7473,1164377,12775,580839,10442,189242,5792,488793,8538,279411,6857,3383594,993,111647,4714,313029,8022,1287816,13847,640968,10974,276112,6581,497300,9724,256722,7026,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1771102,1807,845453,1322,28227,2122,81798,3794,284656,7178,185734,6200,53092,3452,139526,4364,72420,3485,925649,1102,35322,2725,89957,3436,313980,6392,209327,6521,62983,2906,146846,4908,67234,3153,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2114836,1456,1020965,1220,22953,1917,74995,4162,269979,6719,257213,7652,85085,4754,189715,6718,121025,4100,1093871,735,22683,1962,73374,5304,302478,6265,308662,7874,86334,4650,200113,6124,100227,3998,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7156332,1720,3397977,1194,113550,4441,295593,8149,1318821,12619,496413,8928,230430,7009,588162,7772,355008,7870,3758355,1109,139113,4723,322489,7932,1515566,11045,543951,10382,295005,6663,592422,7921,349809,7406,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,593763,1322,278371,662,15065,1866,27379,2951,80557,3563,44038,3182,20001,2154,57548,3606,33783,2465,315392,913,15494,2115,29359,2265,96521,4062,54749,3453,22507,2124,58064,3592,38698,2762,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1967870,2276,941976,1154,48864,3497,99915,5454,275453,7041,172489,5158,74155,3039,178281,5397,92819,4529,1025894,1809,44807,3248,99890,4753,321884,6233,201611,5900,94912,4885,170176,6103,92614,3478,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,456266,1142,222640,754,12983,1138,11382,1462,79038,3006,43994,2313,18614,1832,37822,2141,18807,1635,233626,808,10886,984,11564,1414,75153,2790,49607,2428,24050,1679,47190,3033,15176,1593,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3256220,2406,1557867,1857,109756,4697,175369,6442,530149,8891,285798,7355,77264,4453,247772,6955,131759,5105,1698353,1361,120887,4464,177130,6661,588680,8266,334856,8158,110254,4950,240295,6633,126251,5241,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7795894,4676,3759159,3297,101066,4593,254256,8221,972030,13006,862137,12727,259406,8039,860638,11914,449626,9617,4036735,3079,107114,5329,302234,9213,1131719,14654,985588,13566,286857,7812,845956,11216,377267,7129,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1219919,979,596653,691,5318,1083,32982,2380,139651,5148,160578,4886,51902,3372,125765,4544,80457,3338,623266,564,5252,1042,34107,2485,166159,4360,183059,4351,67844,3022,124589,3467,42256,2800,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,412516,216,198738,212,7635,1009,14949,1413,68275,2936,29904,2003,15657,1407,36506,2310,25812,1990,213778,57,6741,904,12002,1399,66248,2702,38364,2406,19985,1487,44053,2509,26385,1685,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3579348,3107,1723965,2413,83943,4046,129209,5997,451050,10219,311775,8383,108115,5800,355361,7849,284512,6973,1855383,1754,75628,3770,137231,5220,502087,10033,364334,8197,137773,5738,405367,9218,232963,6619,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3412675,1993,1662823,1654,29061,2757,101057,4745,429554,9373,390012,6747,155530,6603,357209,7357,200400,5571,1749852,864,28199,2823,101531,4601,456831,9995,459985,9736,173941,6677,349030,7585,180335,6275,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1198345,1640,572616,1355,44505,3278,68398,3909,246977,5277,88199,4133,27058,2184,59116,3394,38363,2442,625729,948,41003,2826,73583,4542,269075,6706,102550,4037,41665,3018,60914,3259,36939,2687,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3266608,1329,1591952,974,50370,2622,116008,4294,559256,8142,308921,6506,142175,4850,273475,6016,141747,4545,1674656,765,55375,2965,98950,3715,584409,7673,336284,6407,157909,4901,305687,6745,136042,4530,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,304419,826,151731,558,3449,778,9375,1493,51841,2731,36547,2246,14423,1964,23537,2133,12559,1207,152688,701,2876,595,10241,1272,47155,2305,40525,2548,15527,1838,26145,2212,10219,1260,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,25735,2450,14580,1682,1966,693,1044,468,2931,844,1229,500,1292,617,4118,901,2000,627,11155,1443,1418,497,757,355,2145,604,1349,536,861,445,3698,889,927,422,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
