C17017_009M,C17017_010E,C17017_010M,C17017_011E,C17017_011M,C17017_012E,C17017_012M,C17017_013E,C17017_013M,C17017_014E,C17017_014M,C17017_015E,C17017_015M,C17017_016E,C17017_016M,C17017_017E,C17017_017M,C17017_018E,C17017_018M,C17017_019E,C17017_019M,GEO_ID,C17017_001E,C17017_001M,C17017_002E,C17017_002M,C17017_003E,C17017_003M,C17017_004E,C17017_004M,C17017_005E,C17017_005M,C17017_006E,C17017_006M,C17017_007E,C17017_007M,C17017_008E,C17017_008M,C17017_009E,C17017_009MA,C17017_010EA,C17017_010MA,C17017_011EA,C17017_011MA,C17017_012MA,C17017_012EA,C17017_013MA,C17017_013EA,C17017_014EA,C17017_014MA,C17017_015MA,C17017_015EA,C17017_016EA,C17017_016MA,C17017_017EA,C17017_017MA,C17017_018MA,C17017_018EA,C17017_019EA,C17017_019MA,NAME,C17017_001EA,C17017_001MA,C17017_002MA,C17017_002EA,C17017_003EA,C17017_003MA,C17017_004EA,C17017_004MA,C17017_005EA,C17017_005MA,C17017_006EA,C17017_006MA,C17017_007MA,C17017_007EA,C17017_008EA,C17017_008MA,C17017_009EA,state
3651,81393,3753,1276558,10196,917592,11016,704660,10482,212932,6522,60129,3931,152803,5859,358966,8383,175589,5016,183377,6918,0400000US22,1564978,7812,288420,8174,154976,6335,43736,3592,111240,5583,12387,2055,98853,4913,133444,5748,52051,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
1735,25346,2366,477426,4887,327053,5560,266273,5330,60780,3905,20222,2127,40558,2982,150373,5192,70374,3942,79999,3586,0400000US23,548247,3968,70821,3793,31261,2882,10699,1308,20562,2556,3396,927,17166,2107,39560,2518,14214,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
2981,51459,2843,1931450,7801,1331708,12246,998792,10969,332916,7869,90613,4927,242303,6607,599742,11201,269306,8685,330436,8095,0400000US24,2089031,6574,157581,5031,73947,4819,19304,2195,54643,4015,6493,1226,48150,3888,83634,4109,32175,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
3763,94249,4697,2186244,11023,1456598,11428,1143758,11238,312840,9012,91938,4580,220902,7646,729646,11474,333001,8343,396645,8744,0400000US25,2446485,10151,260241,7774,109375,5804,32026,2984,77349,4788,8149,1492,69200,4552,150866,4949,56617,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
4458,147129,5225,3375239,14400,2331059,15886,1857954,16232,473105,9620,141401,4923,331704,9129,1044180,12660,509799,9546,534381,8167,0400000US26,3869117,11246,493878,9902,248142,7383,80734,3852,167408,6417,24077,2482,143331,6053,245736,6628,98607,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
3029,65112,2767,1843837,7164,1244168,8717,1035722,9502,208446,6709,68210,3858,140236,5446,599669,8634,291793,6408,307876,7073,0400000US27,2042297,7113,198460,5289,86283,4037,28977,2640,57306,3484,12077,1442,45229,3145,112177,3812,47065,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
3334,59130,3432,852184,9463,617315,9999,464793,8694,152522,6634,40329,3545,112193,5180,234869,6862,114623,4751,120246,5479,0400000US28,1075521,7501,223337,6408,124673,5132,32856,3200,91817,4197,11343,1756,80474,4465,98664,5057,39534,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
4143,96563,4513,1995326,12071,1367473,13474,1100841,12290,266632,7231,76935,4942,189697,5823,627853,10278,297976,7025,329877,6836,0400000US29,2305027,10294,309701,9049,151387,6587,53418,3827,97969,5315,13796,1934,84173,4804,158314,6433,61751,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1796,18244,1922,321589,3810,219766,4237,187276,4227,32490,2424,11203,1497,21287,2134,101823,3822,52221,2870,49602,2947,0400000US30,372190,3596,50601,2865,20646,2154,10069,1589,10577,1498,1766,583,8811,1417,29955,2594,11711,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1956,28394,2566,618601,4995,426219,5660,356991,5122,69228,3268,23174,2310,46054,2682,192382,5255,96357,3665,96025,3841,0400000US31,700888,4044,82287,3889,36189,2775,14061,1718,22128,2271,2774,853,19354,1935,46098,3328,17704,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
2247,23506,2359,846009,6503,565924,8497,426633,7438,139291,5420,54026,3593,85265,3693,280085,7492,155171,5144,124914,5407,0400000US32,936828,5750,90819,4224,46425,3148,17208,1817,29217,2824,5800,1243,23417,2681,44394,3184,20888,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
1534,15177,1579,463036,4600,318971,5504,261988,5810,56983,3763,19673,2239,37310,3376,144065,4516,71200,3301,72865,3561,0400000US33,504503,4403,41467,2664,16538,2072,5947,944,10591,1708,1918,785,8673,1569,24929,2073,9752,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
3875,82750,4844,2862861,13225,2039840,13811,1580509,13065,459331,9571,133073,5825,326258,7643,823021,11882,376348,8459,446673,7352,0400000US34,3135490,10908,272629,8712,140564,6933,50831,3626,89733,5349,11643,1960,78090,5071,132065,6196,49315,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
2863,32537,2788,600723,6141,411645,6744,320531,6538,91114,4269,33177,2647,57937,3377,189078,5927,91829,4962,97249,3917,0400000US35,726033,5057,125310,5287,65785,3955,24845,2353,40940,3225,6789,1391,34151,3034,59525,4110,26988,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
6565,291960,7609,6117252,19030,4077028,19333,3032405,18051,1044623,13799,294926,8664,749697,11503,2040224,19254,935061,13269,1105163,14075,0400000US36,7088376,16391,971124,15583,496913,11251,167961,6927,328952,8360,43522,3683,285430,8291,474211,10486,182251,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
5177,149018,6332,2958813,16352,2062885,17073,1624690,17262,438195,10696,128684,6160,309511,8370,895928,13110,423648,9181,472280,10098,0400000US37,3454068,13312,495255,10663,247571,8408,82150,4261,165421,6929,20123,2641,145298,6540,247684,8139,98666,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
1108,14985,1529,236456,3305,157150,3935,133839,3887,23311,1944,8443,1409,14868,1608,79306,3495,38875,2567,40431,2234,0400000US38,272352,2425,35896,2242,11872,1430,4516,720,7356,1304,872,411,6484,1172,24024,1942,9039,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
5560,177849,5710,3908370,16581,2662903,18333,2113091,17592,549812,11262,161267,6838,388545,8986,1245467,15183,585804,11431,659663,9649,0400000US39,4499506,13030,591136,12532,290458,9500,89054,4434,201404,7576,26542,3099,174862,6574,300678,7950,122829,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
3399,61062,3135,1163307,9879,808763,9490,652978,9039,155785,5772,51077,3129,104708,5185,354544,7837,165938,5784,188606,5295,0400000US40,1385300,8701,221993,6705,118323,5008,46443,2929,71880,4427,12041,1586,59839,4067,103670,4501,42608,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
3757,54006,3496,1264088,9013,841444,9640,687328,9087,154116,5574,50275,3618,103841,4792,422644,8099,201938,5855,220706,6527,0400000US41,1449662,7388,185574,7942,85627,5541,31717,2969,53910,4246,9887,2178,44023,3642,99947,5131,45941,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
4697,197311,6021,4264342,14242,2912515,15198,2319597,14922,592918,10627,177868,6061,415050,9125,1351827,13770,617580,11315,734247,11565,0400000US42,4845603,12498,581261,10490,261820,8126,82526,5154,179294,6682,27165,2841,152129,6318,319441,7686,122130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1756,16218,1877,358186,4323,242017,5158,185786,5463,56231,3808,15343,2028,40888,3346,116169,4475,54968,3172,61201,2710,0400000US44,405627,3350,47441,3416,20335,2202,4908,1370,15427,2006,1813,824,13614,1903,27106,2518,10888,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
3987,74086,4271,1401331,11190,989161,10553,760781,9822,228380,7225,60990,4182,167390,6376,412170,8273,196481,6062,215689,5474,0400000US45,1656978,10079,255647,7604,133563,5870,37415,3221,96148,5107,10536,1932,85612,4644,122084,5709,47998,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1523,16289,1685,269126,3644,188676,3606,159050,3689,29626,2184,9325,1147,20301,2130,80450,3121,39276,2137,41174,2231,0400000US46,312477,2799,43351,2691,17288,1722,7161,948,10127,1391,2640,759,7487,1132,26063,2305,9774,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
3677,114422,5205,1993160,14263,1398645,14379,1110105,14879,288540,7248,87698,5242,200842,6462,594515,12815,282028,8865,312487,7917,0400000US47,2375123,11752,381963,9636,198371,7192,68000,4303,130371,5177,19589,2447,110782,5079,183592,6685,69170,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
7013,297604,7822,6855635,24656,4927597,26315,3856200,24914,1071397,13346,339127,9637,732270,11902,1928038,17880,993030,14685,935008,12463,0400000US48,8109388,19850,1253753,15321,758920,13266,317367,9019,441553,11553,60008,4229,381545,10459,494833,10931,197229,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
1734,21194,2161,730926,6008,566756,7618,479350,7949,87406,4238,30518,2339,56888,3369,164170,5479,85156,3927,79014,3726,0400000US49,814028,5168,83102,3905,47949,3421,24286,2723,23663,2514,3435,1042,20228,2198,35153,2579,13959,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
963,10964,1142,226546,2764,151756,3835,123459,4009,28297,1929,8971,1237,19326,1661,74790,3039,34804,2508,39986,1991,0400000US50,253808,2408,27262,1868,10965,1382,3595,878,7370,1085,1060,488,6310,1084,16297,1385,5333,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
3874,96536,4923,2623625,11769,1808173,13397,1423401,13265,384772,8708,107881,5190,276891,8021,815452,12850,385200,8269,430252,9078,0400000US51,2905071,10869,281446,8705,131718,6055,42822,3434,88896,4939,11708,1779,77188,4426,149728,6395,53192,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
3959,84338,4297,2196103,10334,1467372,10953,1186252,12264,281120,7367,95536,4950,185584,5444,728731,10526,361030,7347,367701,6154,0400000US53,2471912,8400,275809,7522,127775,5616,48808,3887,78967,4947,14135,2065,64832,4238,148034,6262,63696,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
2428,40956,3001,615300,7695,438600,8484,362166,7237,76434,4688,25916,2582,50518,3604,176700,5430,82530,3831,94170,4139,0400000US54,743064,5703,127764,5215,63781,3822,27900,2530,35881,2748,5416,1297,30465,2398,63983,3588,23027,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
3801,72949,3207,1995500,9932,1349595,11109,1112882,10965,236713,7069,83334,4387,153379,5525,645905,9739,314207,7503,331698,6714,0400000US55,2230060,8147,234560,7159,106719,4531,34774,2681,71945,3919,9200,1365,62745,3895,127841,5073,54892,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
1267,7405,1292,186300,2894,128211,3791,107390,3672,20821,2212,8582,1405,12239,1515,58089,3050,31360,2722,26729,1988,0400000US56,207302,2675,21002,2150,8624,1448,2894,776,5730,1336,668,351,5062,1271,12378,1709,4973,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
3312,100210,4531,689149,9185,548498,8588,398353,8358,150145,4608,34361,2288,115784,4443,140651,3965,68463,3555,72188,3224,0400000US72,1240456,7941,551307,9977,391102,8928,189517,6204,201585,5744,29125,2200,172460,5504,160205,5948,59995,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
