GEO_ID,B20017I_001E,B20017I_001M,B20017I_002E,B20017I_002M,B20017I_003E,B20017I_003M,B20017I_004E,B20017I_004M,B20017I_005E,B20017I_005M,B20017I_006E,B20017I_006M,B20017I_007E,B20017I_007M,NAME,B20017I_001EA,B20017I_001MA,B20017I_002MA,B20017I_002EA,B20017I_003MA,B20017I_003EA,B20017I_004MA,B20017I_004EA,B20017I_005EA,B20017I_005MA,B20017I_006EA,B20017I_006MA,B20017I_007MA,B20017I_007EA,state
0400000US25,21323,573,24817,1415,32844,2969,11578,800,17562,894,26789,937,8832,1019,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,20770,726,22519,1222,30042,1539,13866,1981,16288,1092,27500,1819,7798,1057,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,18623,932,20040,935,23992,1164,11269,1021,16193,1085,23778,1008,8466,1466,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,21348,1558,22694,3095,25192,3572,17326,3728,17822,4294,24041,2640,5741,2562,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20101,1195,22202,1283,27505,2156,10448,1978,15590,1352,27050,3399,7070,906,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,17180,5376,25073,8404,33712,5086,6659,6005,10609,2046,26797,3030,6331,2093,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,21291,856,23227,769,26387,943,10251,1286,17434,1807,23220,1974,7022,897,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,24148,610,26218,524,29071,1457,16359,1134,20514,655,25269,644,10218,912,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,26151,5030,25818,5766,37335,8123,10156,6273,27148,8199,34159,2734,9250,4318,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,22179,336,25443,524,30668,817,14041,1160,18551,654,26493,758,10184,537,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,18426,657,21602,623,30504,979,8821,600,15092,750,23609,1273,7476,586,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,22112,280,24546,641,30180,641,11690,367,20126,389,28598,984,9926,436,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,17348,460,19532,612,21869,511,12137,738,13225,766,17479,978,7834,987,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,17998,7563,25640,4124,26678,8610,10972,9465,10719,1028,12485,28348,7468,4216,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,21374,970,23935,1556,31701,1080,11885,1419,16860,913,29008,1359,8348,1351,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,16845,502,19927,944,23719,1378,9805,1192,11987,710,18502,1363,6977,1229,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,17229,811,19887,1200,23864,1608,12136,682,12829,1232,22118,1427,8187,886,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,19819,762,22007,786,27219,1088,10115,1061,16350,1044,24356,1236,8267,1159,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19393,1975,21916,1184,26454,1349,11642,992,15356,1614,22653,2489,9200,2114,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18983,923,20707,714,22163,1042,13204,1964,14445,1138,21221,1338,7524,1753,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,19018,4886,19945,6207,26827,2574,6589,1204,17854,4966,21289,1689,9055,4537,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,16466,684,17920,1251,21171,708,10900,1128,12188,1139,21722,1343,6743,1507,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18734,212,21531,201,26061,233,10294,229,14509,286,21775,300,7154,158,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,17775,1078,21796,1641,26410,1147,11393,1409,13315,1276,20313,1545,7380,565,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,21654,2504,21750,2261,24060,11592,12321,10479,21283,8094,39389,23069,10365,8746,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,23990,1132,26387,947,30734,929,13610,3029,19197,1661,29707,1951,9940,677,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,19194,644,21865,594,26990,1159,13326,1372,14114,706,24340,1566,8489,625,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22021,10902,28407,5114,35935,10287,4618,2534,6738,10405,29200,5319,2558,1633,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,20098,764,21532,888,24891,1235,11799,1463,16633,1165,25075,1591,7872,1237,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,20022,2990,23653,4252,30516,3731,9514,1863,15684,2218,24419,2144,8730,3898,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,14158,204,14200,252,19569,401,6328,177,14109,303,18744,339,6357,207,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
