GEO_ID,B08103_001E,B08103_001M,B08103_002E,B08103_002M,B08103_003E,B08103_003M,B08103_004E,B08103_004M,B08103_005E,B08103_005M,B08103_006E,B08103_006M,B08103_007E,B08103_007M,NAME,B08103_001EA,B08103_001MA,B08103_002EA,B08103_002MA,B08103_003MA,B08103_003EA,B08103_004MA,B08103_004EA,B08103_005MA,B08103_005EA,B08103_006MA,B08103_006EA,B08103_007EA,B08103_007MA,state
0400000US31,41.8,0.3,41.9,0.3,36.9,1.3,39.3,7.9,41.0,3.0,42.8,3.8,47.6,1.3,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,40.3,0.3,40.8,0.3,36.0,0.7,37.9,2.0,35.5,2.5,38.2,3.5,48.0,2.1,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,42.9,0.3,43.3,0.3,38.3,1.9,41.5,6.7,35.3,3.8,42.0,2.6,47.6,1.9,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,42.3,0.2,43.2,0.2,38.6,0.5,39.6,0.5,37.7,1.1,36.8,0.9,46.9,0.8,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,41.3,0.3,41.3,0.4,38.0,1.2,43.4,4.9,37.3,2.2,38.5,4.0,49.1,1.3,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,41.6,0.1,43.1,0.2,39.7,0.5,39.2,0.3,36.9,0.5,38.6,0.8,46.3,0.4,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,40.7,0.2,41.3,0.2,36.7,0.5,33.9,2.9,32.5,1.5,38.4,1.6,45.0,0.7,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,41.2,0.4,40.7,0.4,38.4,1.9,41.5,13.2,43.1,3.1,41.6,5.9,48.5,1.1,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,41.8,0.1,42.3,0.1,37.3,0.5,39.0,1.5,30.2,1.4,37.7,1.7,46.3,0.6,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,41.1,0.2,41.7,0.3,36.9,0.7,41.3,7.2,33.1,3.0,37.7,1.7,48.7,1.4,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,41.3,0.2,42.3,0.3,37.0,0.9,37.1,1.1,34.1,2.6,35.5,1.2,47.1,0.7,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,42.6,0.2,43.4,0.1,38.4,0.6,39.7,0.8,34.7,1.2,35.7,0.9,47.3,0.7,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,41.3,0.3,42.1,0.4,38.0,1.5,36.2,2.2,25.9,3.9,34.4,4.0,44.8,2.2,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,41.2,0.2,41.8,0.3,37.7,0.9,40.9,2.7,32.6,2.5,38.3,1.4,43.7,2.0,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,42.4,0.4,42.0,0.4,38.8,1.3,38.3,13.6,41.5,1.7,42.6,4.2,50.0,2.2,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,41.2,0.2,41.6,0.2,37.4,0.7,45.1,1.9,35.6,2.2,38.9,2.4,46.4,1.2,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,39.8,0.2,40.3,0.1,36.1,0.3,38.7,0.8,34.9,1.4,37.0,1.0,45.8,0.4,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,36.2,0.2,36.9,0.3,32.6,1.2,34.3,3.1,27.5,1.5,34.8,2.6,40.7,1.1,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,43.7,0.3,44.3,0.4,38.1,1.6,34.2,7.5,37.8,2.5,41.1,6.3,50.1,1.0,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,41.3,0.1,41.8,0.2,37.5,0.5,41.9,0.8,28.6,1.6,39.2,1.9,43.8,0.8,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,41.2,0.2,41.7,0.2,37.9,0.5,38.3,1.0,32.4,1.4,39.8,1.5,47.0,0.6,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,42.3,0.2,42.7,0.3,39.0,1.0,44.8,3.4,40.5,1.6,37.8,3.3,47.1,1.9,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,41.7,0.2,42.0,0.2,38.9,0.6,36.4,1.6,35.5,2.0,38.8,1.8,46.8,0.7,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,42.3,0.5,42.6,0.6,38.1,1.1,45.9,6.9,43.2,6.7,36.6,6.5,50.2,2.2,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,39.1,0.3,38.7,0.3,39.4,0.8,39.7,2.3,42.6,1.5,37.8,2.3,44.2,1.3,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
