GEO_ID,C18032_001E,C18032_001M,C18032_002E,C18032_002M,C18032_003E,C18032_003M,C18032_004E,C18032_004M,C18032_005E,C18032_005M,C18032_006E,C18032_006M,C18032_007E,C18032_007M,C18032_008E,C18032_008M,C18032_009E,C18032_009M,C18032_010E,C18032_010M,C18032_011E,C18032_011M,C18032_012E,C18032_012M,C18032_013E,C18032_013M,C18032_014E,C18032_014M,C18032_015E,C18032_015M,NAME,C18032_001EA,C18032_001MA,C18032_002MA,C18032_002EA,C18032_003EA,C18032_003MA,C18032_004EA,C18032_004MA,C18032_005EA,C18032_005MA,C18032_006EA,C18032_006MA,C18032_007EA,C18032_007MA,C18032_008EA,C18032_008MA,C18032_009EA,C18032_009MA,C18032_010MA,C18032_010EA,C18032_011EA,C18032_011MA,C18032_012EA,C18032_012MA,C18032_013EA,C18032_013MA,C18032_014EA,C18032_014MA,C18032_015MA,C18032_015EA,state
0400000US13,8361562,6243,777944,14151,321370,8995,70391,4790,250979,8810,456574,9148,118655,5222,337919,8151,7583618,15515,3728596,11333,421496,14033,3307100,15784,3855022,10859,564673,15516,3290349,17791,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1142476,3265,95808,4469,43098,2836,6009,1325,37089,2563,52710,3194,11878,1658,40832,2553,1046668,5828,513353,3756,38456,3842,474897,4745,533315,3987,50216,5083,483099,6063,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1315805,2247,120013,4928,55440,3139,9084,1412,46356,3292,64573,3478,13855,2029,50718,2827,1195792,4762,602811,3654,62283,3395,540528,5306,592981,3823,75512,4301,517469,5392,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11627962,4102,937907,12698,389233,8438,67231,3972,322002,7310,548674,9553,109210,4714,439464,8645,10690055,13338,5294401,10479,517805,15158,4776596,17590,5395654,10079,675606,16270,4720048,16975,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5693818,3881,553885,12287,232651,7149,38000,2757,194651,6493,321234,8155,74489,4307,246745,7382,5139933,12843,2556009,8470,247403,10433,2308606,11963,2583924,9124,325289,11401,2258635,13415,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2688584,2454,229012,5793,98375,3764,17404,1893,80971,3113,130637,4758,27855,2373,102782,4393,2459572,6330,1222491,4755,105340,5379,1117151,6928,1237081,5459,133737,5624,1103344,8025,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2475977,3169,225440,6234,96212,3969,16541,2270,79671,3351,129228,4339,29894,2591,99334,4094,2250537,6935,1121096,5516,106375,5836,1014721,7489,1129441,5500,139420,5980,990021,7357,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3806796,3481,538407,8793,237876,5877,58866,3025,179010,5775,300531,6411,92271,4968,208260,6056,3268389,8709,1608020,6426,200370,8264,1407650,9082,1660369,7416,270410,9812,1389959,12141,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3857198,3888,463831,9479,207542,6171,46073,3385,161469,5848,256289,7318,66684,4162,189605,5994,3393367,10478,1639720,7707,236409,10115,1403311,11197,1753647,8652,349909,12760,1403738,14371,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1213636,1597,139727,5503,59324,2959,12783,1779,46541,2345,80403,3754,21273,2296,59130,2904,1073909,6021,528330,3487,47029,3450,481301,4660,545579,4491,68209,4391,477370,6712,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5091337,3674,401908,9727,164346,6255,23083,2719,141263,5625,237562,7140,41446,3239,196116,6554,4689429,9987,2267951,7172,136178,7089,2131773,9383,2421478,7514,187962,10229,2233516,11669,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5846526,2894,483165,10005,201371,7220,37509,2846,163862,6873,281794,7083,65595,3750,216199,6418,5363361,9970,2623348,7834,198408,8905,2424940,11907,2740013,7276,263019,10445,2476994,11735,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9219179,4044,893785,13429,377098,7662,76500,4169,300598,6442,516687,8895,116765,5650,399922,6764,8325394,14151,4121816,9094,455798,12811,3666018,16256,4203578,9415,555127,14936,3648451,16824,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4689554,3115,336318,6463,148386,4332,27342,2530,121044,3889,187932,5706,39166,2739,148766,4763,4353236,7053,2177022,5600,167060,5501,2009962,7716,2176214,6351,207684,7495,1968530,9745,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2605540,3311,365071,8336,153886,5270,40519,3532,113367,4828,211185,5767,63145,3848,148040,5148,2240469,9413,1090318,7278,174898,8901,915420,10480,1150151,5993,246293,10218,903858,11386,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5279425,4314,587716,11643,251926,7833,50927,3855,200999,6955,335790,6980,85702,4344,250088,6170,4691709,12386,2300112,8851,242040,10198,2058072,12613,2391597,7650,306301,10865,2085296,12394,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,861399,1646,95337,4211,46197,2959,8771,1314,37426,2556,49140,2846,12970,1731,36170,2503,766062,4867,381288,3543,40852,3888,340436,5225,384774,3372,52079,3711,332695,4451,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1583236,2130,129039,4381,57874,2715,9676,1395,48198,2331,71165,2890,16770,1931,54395,2791,1454197,4935,725620,3459,64122,4703,661498,5506,728577,3206,83343,4577,645234,5458,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2272346,2099,188086,6082,85010,3636,13609,1988,71401,3292,103076,4525,15467,2446,87609,4058,2084260,6526,1065645,4906,86618,6111,979027,7641,1018615,4998,110499,6678,908116,8585,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1202985,1808,96640,4830,41572,2870,7203,1229,34369,2458,55068,3128,9844,1470,45224,2964,1106345,5424,550913,3786,32673,3605,518240,5401,555432,3625,43391,3723,512041,5047,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7980017,3776,621388,12727,260835,7397,40969,3624,219866,6999,360553,8610,63584,4760,296969,8152,7358629,12825,3608533,7839,241621,10209,3366912,11775,3750096,9078,322555,11691,3427541,13051,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1765585,2374,183470,6679,79121,4359,17428,2196,61693,3853,104349,4587,27039,2211,77310,4473,1582115,7242,779728,5058,116833,6885,662895,8268,802387,5164,151583,7104,650804,7475,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,17552287,5451,1559325,18418,638546,10202,142623,6040,495923,9779,920779,13341,242824,7135,677955,11536,15992962,17669,7796459,10702,874515,17343,6921944,19979,8196503,13739,1141274,22832,7055229,25492,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7956001,5657,858106,13447,359371,9299,71255,4282,288116,9123,498735,9231,127573,6081,371162,8526,7097895,15432,3490093,12002,405732,13102,3084361,17231,3607802,11509,515314,13473,3092488,16822,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,563397,1543,48797,2677,20748,1816,3145,709,17603,1754,28049,2193,6392,1093,21657,1822,514600,3121,257879,2529,22495,2208,235384,3242,256721,2698,31373,2949,225348,3177,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10423840,4480,1043477,16345,432984,9748,78795,3981,354189,9342,610493,10286,142281,5905,468212,8465,9380363,16949,4614922,9996,472164,16543,4142758,20229,4765441,11317,627240,18611,4138201,19797,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3205100,2867,411062,8046,177264,5112,35409,2509,141855,4865,233798,6211,54622,3143,179176,5559,2794038,7810,1377472,6142,188961,8129,1188511,9816,1416566,6877,237915,9135,1178651,9927,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3398148,3220,343531,11229,148817,6748,31915,3722,116902,5522,194714,7091,43468,3460,151246,6315,3054617,11475,1525872,7915,164378,7986,1361494,10333,1528745,7370,194326,8559,1334419,10482,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11293546,4074,1154806,13571,482217,8737,90413,4457,391804,7712,672589,9843,148346,5494,524243,9066,10138740,14595,4968693,9860,460307,11833,4508386,16623,5170047,10981,604311,14948,4565736,17516,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,962512,1113,89492,4334,37572,2966,6629,1551,30943,2385,51920,3011,10634,1725,41286,2745,873020,4393,425793,3337,37078,3933,388715,5728,447227,3049,49676,4628,397551,5541,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3888900,3509,441673,10833,189319,7328,39067,3964,150252,6235,252354,6858,62464,3770,189890,6183,3447227,10666,1673250,8193,203899,8739,1469351,11264,1773977,6772,279350,11036,1494627,12014,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,698353,1529,60280,2839,25315,1742,5065,828,20250,1664,34965,2170,9533,1053,25432,1979,638073,3427,320691,2986,35193,3259,285498,4163,317382,2978,41811,2757,275571,3600,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5474087,4836,682185,12067,298813,7807,68542,3892,230271,7186,383372,8779,106502,5408,276870,8118,4791902,13763,2358056,9091,288932,11657,2069124,14687,2433846,10002,383989,12846,2049857,14502,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20936993,6621,1916156,24125,824620,14568,173410,6614,651210,13370,1091536,16113,274506,7788,817030,12772,19020837,24982,9459479,16760,1279976,23948,8179503,26581,9561358,16919,1622772,27900,7938586,28594,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2259370,1835,153535,5238,66726,3639,10825,1578,55901,3274,86809,3186,12666,1781,74143,3029,2105835,5406,1062117,4395,92785,6741,969332,7968,1043718,3774,115323,6816,928395,8214,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,570097,925,55514,3220,23510,1860,4243,926,19267,1697,32004,2081,7041,984,24963,1932,514583,3235,254881,2309,17643,1611,237238,2748,259702,2570,27432,2728,232270,3798,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6837655,5932,594156,10888,251127,6988,39066,3694,212061,6440,343029,7683,68391,4455,274638,7911,6243499,11698,3048026,9040,223620,9438,2824406,12026,3195473,9002,301044,11732,2894429,15054,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5829916,3902,563834,11253,245272,7447,48100,3642,197172,6786,318562,7922,70948,3914,247614,7172,5266082,11375,2627362,8130,247076,9184,2380286,11539,2638720,8188,300553,10752,2338167,11642,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1666677,1796,271893,7583,125036,4573,27148,2535,97888,4025,146857,4970,40391,3285,106466,4612,1394784,7640,684618,5233,87542,5339,597076,7673,710166,5085,120459,6322,589707,7384,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5050065,2740,408379,8286,174375,5216,29509,2544,144866,4406,234004,5827,47754,3170,186250,4875,4641686,8893,2317897,6625,200974,8674,2116923,10237,2323789,6726,253795,9506,2069994,11017,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,464161,1591,44271,2766,20191,2099,2919,825,17272,2026,24080,1887,4407,875,19673,1891,419890,3048,212412,2571,14486,1999,197926,3066,207478,2633,19479,2775,187999,3083,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3617635,3090,582396,9100,253160,6487,127634,5883,125526,4440,329236,6050,170462,5576,158774,4589,3035239,9781,1467902,7410,609899,13324,858003,13325,1567337,6479,704774,14448,862563,14133,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
