B18006_012M,B18006_013E,B18006_013M,B18006_014E,B18006_014M,B18006_015E,B18006_015M,B18006_016E,B18006_016M,B18006_017E,B18006_017M,B18006_018E,B18006_018M,B18006_019E,B18006_019M,B18006_020E,B18006_020M,B18006_021E,B18006_021M,B18006_022E,B18006_022M,B18006_023E,B18006_023M,B18006_024E,B18006_024M,B18006_025E,B18006_025M,B18006_026E,B18006_026M,B18006_027E,B18006_027M,B18006_028E,B18006_028M,B18006_029E,B18006_029M,B18006_030E,B18006_030M,B18006_031E,B18006_031M,B18006_032E,B18006_032M,B18006_033E,B18006_033M,GEO_ID,B18006_001E,B18006_001M,B18006_002E,B18006_002M,B18006_003E,B18006_003M,B18006_004E,B18006_004M,B18006_005E,B18006_005M,B18006_006E,B18006_006M,B18006_007E,B18006_007M,B18006_008E,B18006_008M,B18006_009E,B18006_009M,B18006_010E,B18006_010M,B18006_011E,B18006_011M,B18006_012E,B18006_012MA,B18006_013EA,B18006_013MA,B18006_014MA,B18006_014EA,B18006_015MA,B18006_015EA,B18006_016MA,B18006_016EA,B18006_017MA,B18006_017EA,B18006_018EA,B18006_018MA,B18006_019MA,B18006_019EA,B18006_020MA,B18006_020EA,B18006_021MA,B18006_021EA,B18006_022MA,B18006_022EA,B18006_023MA,B18006_023EA,B18006_024EA,B18006_024MA,B18006_025MA,B18006_025EA,B18006_026MA,B18006_026EA,B18006_027MA,B18006_027EA,B18006_028MA,B18006_028EA,B18006_029EA,B18006_029MA,B18006_030MA,B18006_030EA,B18006_031MA,B18006_031EA,B18006_032MA,B18006_032EA,B18006_033MA,B18006_033EA,NAME,B18006_001MA,B18006_001EA,B18006_002EA,B18006_002MA,B18006_003EA,B18006_003MA,B18006_004MA,B18006_004EA,B18006_005MA,B18006_005EA,B18006_006MA,B18006_006EA,B18006_007EA,B18006_007MA,B18006_008EA,B18006_008MA,B18006_009MA,B18006_009EA,B18006_010MA,B18006_010EA,B18006_011MA,B18006_011EA,B18006_012EA,state
738,1782,504,41042,857,31255,588,3477,722,27778,867,664462,1962,115966,1840,941,521,115025,1866,55685,2104,503,366,55182,2082,406575,2225,9854,1475,396721,2392,45647,874,2066,736,43581,989,40589,866,6208,1042,34381,1314,0400000US16,1328476,1654,664014,2169,121684,1646,1001,457,120683,1622,54018,2886,490,290,53528,2852,414233,2713,8451,1202,405782,2864,42824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
1338,19261,2105,324626,2311,262950,1957,29116,2595,233834,2787,6001266,3408,957870,3832,5905,1258,951965,4124,446911,6024,2408,753,444503,6087,3752095,6115,79206,4041,3672889,6831,414431,1834,23649,2046,390782,2745,429959,2504,66304,3323,363655,3968,0400000US17,11751371,2392,5750105,3634,1001165,5008,11527,1920,989638,5452,481563,7477,2948,822,478615,7540,3660540,7227,72092,4184,3588448,8255,343887,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
1152,7768,1189,170798,1800,131556,1170,14269,1419,117287,1726,2950677,4055,469969,3005,3597,1153,466372,3192,225634,4265,2195,753,223439,4346,1829865,5229,49113,3425,1780752,6739,211625,1468,14470,1573,197155,2312,213584,1537,34336,2502,179248,2549,0400000US18,5782926,2741,2832249,4393,489973,3666,6035,965,483938,3822,237211,4420,1305,624,235906,4397,1794943,4521,37445,3411,1757498,5202,178566,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
760,3517,669,89716,997,78991,1095,7116,985,71875,1460,1392755,2656,214353,2238,1364,564,212989,2303,105819,2452,477,268,105342,2440,837989,3007,16092,1786,821897,3391,109292,1142,4266,804,105026,1181,125302,1211,12409,1450,112893,1676,0400000US19,2739996,1833,1347241,2832,222340,2257,1612,441,220728,2249,116913,3232,884,411,116029,3275,835764,3445,13319,1781,822445,3928,93233,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
1126,3805,919,73874,1343,64110,1594,6375,1189,57735,1623,1274176,2981,204380,2524,834,321,203546,2589,96503,2958,401,197,96102,2928,783512,3296,16557,1515,766955,3619,89219,1133,4639,957,84580,1392,100562,1534,13851,1433,86711,1998,0400000US20,2507638,2582,1233462,3637,215498,1901,2930,789,212568,2090,104773,3166,831,411,103942,3122,771402,4085,15562,2031,755840,4523,77679,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
1107,8420,1357,119311,1756,86579,1142,14282,1678,72297,1977,1985091,3555,296014,2774,2440,901,293574,2851,141879,3893,711,343,141168,3930,1251685,4605,48799,3087,1202886,5681,153762,1387,11677,1464,142085,2060,141751,1654,27427,2039,114324,2662,0400000US21,3850698,2506,1865607,3942,308651,3114,3481,874,305170,3245,146415,4288,1673,564,144742,4412,1196231,4295,38489,3131,1157742,5104,127731,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
1756,9440,1418,113546,1736,85214,1471,14887,1723,70327,1947,2030593,4224,324196,4593,2946,860,321250,4759,169713,4800,1633,612,168080,4821,1247749,4660,38633,2968,1209116,6124,150197,1766,12487,1696,137710,2188,138738,1726,31543,2187,107195,2543,0400000US22,3889925,3761,1859332,4850,336519,3730,3240,828,333279,3677,162229,4848,2839,813,159390,4806,1152384,5179,38821,2956,1113563,5575,122986,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
419,2299,643,43508,759,34357,444,3675,791,30682,864,635223,1368,85319,1419,779,379,84540,1423,45104,1869,347,196,44757,1907,400259,1931,11049,1680,389210,2371,51436,471,2469,781,48967,933,53105,604,7443,1199,45662,1307,0400000US23,1233220,1027,597997,1669,88398,1381,1237,599,87161,1470,45597,1801,381,287,45216,1777,383838,2116,9040,1534,374798,2674,45807,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
1285,6730,1049,146792,1561,108394,1198,11863,1563,96531,1789,2691371,2492,404787,2466,2355,810,402432,2792,200239,4194,882,556,199357,4217,1726849,3952,35580,2757,1691269,4678,183750,1472,11150,1397,172600,1880,175746,1689,29213,2248,146533,3060,0400000US24,5149748,2844,2458377,3507,421595,3273,3288,873,418307,3454,203763,5123,1830,856,201933,5367,1571103,4960,26770,2914,1544333,5539,153522,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
1344,8884,1348,174842,1849,152822,1550,18777,2097,134045,2460,3085436,2422,432290,2869,2864,989,429426,2971,231566,4582,2009,907,229557,4503,1951580,4499,37931,3074,1913649,5312,221935,1389,11966,1759,209969,2056,248065,1504,36709,2869,211356,3173,0400000US25,5959596,1700,2874160,2618,452169,2798,4623,1047,447546,2868,229174,4731,1862,823,227312,4794,1856269,5024,35045,3400,1821224,6206,183726,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
1409,14088,1256,276791,1840,226696,1378,27066,2108,199630,2422,4771094,3240,746409,3381,4365,1046,742044,3466,366792,6397,2768,751,364024,6339,2962283,4699,92778,4755,2869505,7255,342955,1693,22319,2327,320636,2608,352655,1674,61375,3638,291280,3933,0400000US26,9323046,1876,4551952,3127,779971,3402,8771,1623,771200,3289,380769,5443,2694,765,378075,5439,2873637,5204,73002,3728,2800635,5501,290879,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
1184,5286,731,139143,1361,110333,1154,9060,1116,101273,1605,2397802,2746,371299,2686,2808,790,368491,2657,184979,3976,996,311,183983,3956,1509274,4257,25833,2179,1483441,4730,162769,1095,6959,938,155810,1372,169481,1391,20096,1770,149385,2225,0400000US27,4751591,1698,2353789,2845,388358,2813,3383,729,384975,2812,189294,3569,1693,858,187601,3536,1521375,3640,25059,1994,1496316,4195,144429,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
2360,6895,1205,78746,2588,55307,1803,9175,1196,46132,2024,1378991,3403,224808,2395,1480,643,223328,2446,114462,4327,1045,603,113417,4324,838881,4159,40541,3404,798340,5278,103755,1459,10289,1262,93466,1664,97085,1626,22830,2250,74255,2581,0400000US28,2639235,2877,1260244,4214,239083,2468,3175,915,235908,2483,113120,4994,1083,622,112037,4992,767093,4629,31873,3153,735220,5632,85641,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
1308,10276,1211,168041,1429,134696,1271,18620,1805,116076,2021,2755764,3553,422740,2827,2873,651,419867,2893,202305,4715,1319,475,200986,4815,1705953,4477,51904,3706,1654049,5348,211764,1105,13881,1708,197883,1983,213002,1414,34443,2743,178559,2929,0400000US29,5340788,2644,2585024,4144,436137,3195,4969,995,431168,3362,212510,4346,1510,517,211000,4329,1623364,4800,43465,3293,1579899,5774,178317,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
746,1763,648,30908,626,24262,554,2274,511,21988,746,438852,2102,64281,1386,369,282,63912,1343,35290,2418,34,56,35256,2427,271623,1863,6622,1357,265001,2269,34277,708,1714,502,32563,874,33381,642,4622,915,28759,1134,0400000US30,870954,1511,432102,1967,67419,1473,695,322,66724,1577,36975,1918,839,443,36136,1972,270775,1991,7369,1310,263406,2264,32671,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
840,1922,489,49287,787,41865,676,3546,690,38319,963,812861,1782,130358,1623,646,365,129712,1718,63640,2228,161,167,63479,2266,495930,2193,9313,1363,486617,2542,59127,709,2067,557,57060,811,63806,936,5816,867,57990,1283,0400000US31,1607677,1634,794816,1887,134228,1555,1604,592,132624,1677,68722,2744,347,241,68375,2749,498792,2661,6707,920,492085,2792,51209,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
777,4241,1027,71849,1219,50256,866,5964,1071,44292,1293,1127538,2860,183758,2066,985,585,182773,2139,78570,3592,259,198,78311,3552,721313,3542,15617,1989,705696,3606,79514,859,4409,1066,75105,1514,64383,962,10519,1493,53864,1882,0400000US32,2281370,1748,1153832,3015,196591,2242,1718,851,194873,2394,77416,3496,484,371,76932,3532,753479,3864,12119,1830,741360,4083,76090,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
600,1787,567,37861,851,27671,498,3086,765,24585,818,622954,2057,90458,1641,532,306,89926,1729,46666,2230,182,199,46484,2275,400790,2575,9453,1742,391337,3338,42749,420,1501,489,41248,688,42291,602,6895,1196,35396,1297,0400000US33,1226017,973,603063,1969,95442,1652,500,293,94942,1751,47876,2209,762,538,47114,2065,392426,2614,7310,1225,385116,2819,39648,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
1852,10362,1369,238594,1815,197304,1819,26373,2209,170931,3018,4145655,2630,627670,3311,4366,920,623304,3612,280743,4899,1794,698,278949,4882,2607728,5272,51859,3787,2555869,6491,304096,1729,18824,2171,285272,2699,325418,1851,56654,3200,268764,3292,0400000US34,8045505,1619,3899850,2594,655961,3313,7432,1377,648529,3485,297498,5192,2198,839,295300,5119,2500131,5100,50621,3375,2449510,6136,248956,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1311,2643,740,57041,1358,44190,1142,5787,1030,38403,1202,913793,2101,150310,2145,867,428,149443,2221,74168,3221,315,326,73853,3331,558785,3071,15526,1882,543259,3655,66694,1367,3868,880,62826,1364,63836,1338,12365,1380,51471,1555,0400000US35,1781587,1738,867794,2742,157696,2216,1560,678,156136,2338,78121,3709,774,457,77347,3708,528103,3939,13146,1989,514957,4124,59684,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
2069,30837,2726,525482,3455,436554,2287,56378,3022,380176,3831,9254297,5144,1340983,3941,9002,1666,1331981,4234,695128,8091,4797,1043,690331,8074,5809008,6298,128047,6796,5680961,8869,692126,1867,47583,3021,644543,3478,717052,4385,133357,5488,583695,6801,0400000US36,17807393,2662,8553096,5558,1401777,4720,17937,2092,1383840,5054,708762,7055,8025,1755,700737,7143,5449684,7298,108182,4748,5341502,8289,556319,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
2288,14338,1561,242385,2766,170341,2110,22212,2020,148129,2643,4161584,5759,631222,5279,4786,1286,626436,5679,300858,6492,2084,753,298774,6453,2632763,6583,80851,4643,2551912,7865,311177,2110,19840,1748,291337,2566,285564,2429,52454,2935,233110,3645,0400000US37,8059002,4503,3897418,6335,671683,4843,5907,1432,665776,4610,312507,6292,3267,1095,309240,6239,2486164,7690,59886,3900,2426278,9359,256723,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
417,919,374,19167,541,17252,429,1434,393,15818,543,293768,1589,42029,1044,512,359,41517,1133,26157,1808,51,74,26106,1807,176613,1727,2395,651,174218,1832,22372,414,1238,372,21134,598,26597,534,2705,602,23892,778,0400000US38,581315,1256,287547,1628,45271,1147,311,154,44960,1142,26287,1675,265,196,26022,1660,178651,1826,1842,521,176809,1805,20086,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
