B19131_099E,B19131_099M,B19131_100E,B19131_100M,B19131_101E,B19131_101M,B19131_102E,B19131_102M,B19131_103E,B19131_103M,B19131_104E,B19131_104M,B19131_105E,B19131_105M,B19131_106E,B19131_106M,B19131_107E,B19131_107M,GEO_ID,B19131_001E,B19131_001M,B19131_002E,B19131_002M,B19131_003E,B19131_003M,B19131_004E,B19131_004M,B19131_005E,B19131_005M,B19131_006E,B19131_006M,B19131_007E,B19131_007M,B19131_008E,B19131_008M,B19131_009E,B19131_009M,B19131_010E,B19131_010M,B19131_011E,B19131_011M,B19131_012E,B19131_012M,B19131_013E,B19131_013M,B19131_014E,B19131_014M,B19131_015E,B19131_015M,B19131_016E,B19131_016M,B19131_017E,B19131_017M,B19131_018E,B19131_018M,B19131_019E,B19131_019M,B19131_020E,B19131_020M,B19131_021E,B19131_021M,B19131_022E,B19131_022M,B19131_023E,B19131_023M,B19131_024E,B19131_024M,B19131_025E,B19131_025M,B19131_026E,B19131_026M,B19131_027E,B19131_027M,B19131_028E,B19131_028M,B19131_029E,B19131_029M,B19131_030E,B19131_030M,B19131_031E,B19131_031M,B19131_032E,B19131_032M,B19131_033E,B19131_033M,B19131_034E,B19131_034M,B19131_035E,B19131_035M,B19131_036E,B19131_036M,B19131_037E,B19131_037M,B19131_038E,B19131_038M,B19131_039E,B19131_039M,B19131_040E,B19131_040M,B19131_041E,B19131_041M,B19131_042E,B19131_042M,B19131_043E,B19131_043M,B19131_044E,B19131_044M,B19131_045E,B19131_045M,B19131_046E,B19131_046M,B19131_047E,B19131_047M,B19131_048E,B19131_048M,B19131_049E,B19131_049M,B19131_050E,B19131_050M,B19131_051E,B19131_051M,B19131_052E,B19131_052M,B19131_053E,B19131_053M,B19131_054E,B19131_054M,B19131_055E,B19131_055M,B19131_056E,B19131_056M,B19131_057E,B19131_057M,B19131_058E,B19131_058M,B19131_059E,B19131_059M,B19131_060E,B19131_060M,B19131_061E,B19131_061M,B19131_062E,B19131_062M,B19131_063E,B19131_063M,B19131_064E,B19131_064M,B19131_065E,B19131_065M,B19131_066E,B19131_066M,B19131_067E,B19131_067M,B19131_068E,B19131_068M,B19131_069E,B19131_069M,B19131_070E,B19131_070M,B19131_071E,B19131_071M,B19131_072E,B19131_072M,B19131_073E,B19131_073M,B19131_074E,B19131_074M,B19131_075E,B19131_075M,B19131_076E,B19131_076M,B19131_077E,B19131_077M,B19131_078E,B19131_078M,B19131_079E,B19131_079M,B19131_080E,B19131_080M,B19131_081E,B19131_081M,B19131_082E,B19131_082M,B19131_083E,B19131_083M,B19131_084E,B19131_084M,B19131_085E,B19131_085M,B19131_086E,B19131_086M,B19131_087E,B19131_087M,B19131_088E,B19131_088M,B19131_089E,B19131_089M,B19131_090E,B19131_090M,B19131_091E,B19131_091M,B19131_092E,B19131_092M,B19131_093E,B19131_093M,B19131_094E,B19131_094M,B19131_095E,B19131_095M,B19131_096E,B19131_096M,B19131_097E,B19131_097M,B19131_098E,B19131_098M,B19131_099EA,B19131_099MA,B19131_100EA,B19131_100MA,B19131_101MA,B19131_101EA,B19131_102EA,B19131_102MA,B19131_103MA,B19131_103EA,B19131_104EA,B19131_104MA,B19131_105EA,B19131_105MA,B19131_106MA,B19131_106EA,B19131_107EA,B19131_107MA,NAME,B19131_001MA,B19131_001EA,B19131_002MA,B19131_002EA,B19131_003MA,B19131_003EA,B19131_004MA,B19131_004EA,B19131_005EA,B19131_005MA,B19131_006MA,B19131_006EA,B19131_007MA,B19131_007EA,B19131_008MA,B19131_008EA,B19131_009MA,B19131_009EA,B19131_010EA,B19131_010MA,B19131_011EA,B19131_011MA,B19131_012MA,B19131_012EA,B19131_013MA,B19131_013EA,B19131_014MA,B19131_014EA,B19131_015MA,B19131_015EA,B19131_016EA,B19131_016MA,B19131_017MA,B19131_017EA,B19131_018MA,B19131_018EA,B19131_019MA,B19131_019EA,B19131_020MA,B19131_020EA,B19131_021EA,B19131_021MA,B19131_022EA,B19131_022MA,B19131_023EA,B19131_023MA,B19131_024MA,B19131_024EA,B19131_025MA,B19131_025EA,B19131_026EA,B19131_026MA,B19131_027EA,B19131_027MA,B19131_028EA,B19131_028MA,B19131_029MA,B19131_029EA,B19131_030MA,B19131_030EA,B19131_031MA,B19131_031EA,B19131_032EA,B19131_032MA,B19131_033EA,B19131_033MA,B19131_034MA,B19131_034EA,B19131_035MA,B19131_035EA,B19131_036EA,B19131_036MA,B19131_037MA,B19131_037EA,B19131_038EA,B19131_038MA,B19131_039EA,B19131_039MA,B19131_040EA,B19131_040MA,B19131_041EA,B19131_041MA,B19131_042EA,B19131_042MA,B19131_043EA,B19131_043MA,B19131_044EA,B19131_044MA,B19131_045EA,B19131_045MA,B19131_046MA,B19131_046EA,B19131_047EA,B19131_047MA,B19131_048MA,B19131_048EA,B19131_049EA,B19131_049MA,B19131_050EA,B19131_050MA,B19131_051MA,B19131_051EA,B19131_052EA,B19131_052MA,B19131_053MA,B19131_053EA,B19131_054EA,B19131_054MA,B19131_055EA,B19131_055MA,B19131_056MA,B19131_056EA,B19131_057MA,B19131_057EA,B19131_058MA,B19131_058EA,B19131_059MA,B19131_059EA,B19131_060EA,B19131_060MA,B19131_061MA,B19131_061EA,B19131_062MA,B19131_062EA,B19131_063MA,B19131_063EA,B19131_064MA,B19131_064EA,B19131_065EA,B19131_065MA,B19131_066EA,B19131_066MA,B19131_067MA,B19131_067EA,B19131_068MA,B19131_068EA,B19131_069MA,B19131_069EA,B19131_070MA,B19131_070EA,B19131_071EA,B19131_071MA,B19131_072MA,B19131_072EA,B19131_073MA,B19131_073EA,B19131_074MA,B19131_074EA,B19131_075MA,B19131_075EA,B19131_076EA,B19131_076MA,B19131_077EA,B19131_077MA,B19131_078EA,B19131_078MA,B19131_079MA,B19131_079EA,B19131_080MA,B19131_080EA,B19131_081EA,B19131_081MA,B19131_082EA,B19131_082MA,B19131_083MA,B19131_083EA,B19131_084MA,B19131_084EA,B19131_085EA,B19131_085MA,B19131_086EA,B19131_086MA,B19131_087MA,B19131_087EA,B19131_088EA,B19131_088MA,B19131_089EA,B19131_089MA,B19131_090EA,B19131_090MA,B19131_091EA,B19131_091MA,B19131_092MA,B19131_092EA,B19131_093EA,B19131_093MA,B19131_094EA,B19131_094MA,B19131_095EA,B19131_095MA,B19131_096EA,B19131_096MA,B19131_097EA,B19131_097MA,B19131_098EA,B19131_098MA,state
11094,1628,8302,1344,20551,2193,27131,2521,28328,2829,12158,1436,7354,1482,5430,1258,2967,728,0400000US34,2180404,13737,1631340,13268,772130,11018,7889,1520,6563,1350,8362,1565,13746,2083,14512,1991,17307,2416,17934,2336,19473,2324,22526,2255,48725,2813,81599,5089,139648,4819,118926,5010,74191,3570,87146,3701,93583,3549,859210,8663,13322,1638,14668,1712,18243,1793,22287,2201,25150,2313,26020,2521,27871,2374,31560,2661,30131,2446,64925,3525,91788,4296,140114,4319,106977,4629,74688,3676,87938,3271,83528,4105,549064,10788,144716,6072,61380,4211,3586,1065,2693,818,4735,1392,4043,1012,3747,1201,3938,1193,4013,1164,4108,1061,3117,1030,6732,1408,6937,1692,6098,1200,3489,944,1371,820,852,443,1921,837,83336,4666,2286,861,1806,741,3922,1136,4338,1224,2364,760,3095,969,5464,1303,5053,1144,4402,1306,8615,1574,12043,1639,13698,1998,6627,1174,4198,1010,3667,962,1758,687,404348,8874,218177,6869,37819,3428,18270,2387,17818,2417,15158,2032,14662,2271,16273,1861,12448,1986,13508,1865,10708,1890,18096,2106,16474,2037,14828,1929,6152,1464,2185,608,2190,819,1588,634,186171,5217,8271,1375,7127,1406,7592,1464,10165,1659,9665,1601,10539,1656,9497,1577,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1841,665,1604,656,3430,838,2809,917,3228,832,943,393,279,182,359,249,154,155,0400000US35,477430,7024,345376,6883,144158,5209,3797,970,3975,1095,5816,1391,8210,1429,7240,1342,8881,1758,8114,1533,8747,1557,7559,1752,13698,1818,17649,1927,23508,2169,12528,1681,5617,1189,5129,903,3690,942,201218,5019,4800,1162,6566,1120,6966,1057,10783,1430,9545,1466,10691,1499,11593,1436,11598,1379,8822,1644,20226,1765,24681,2264,30977,2762,17288,1850,11638,1743,8410,1228,6634,1061,132054,5103,39966,2748,21964,2132,2078,719,1796,794,1373,642,1793,709,2086,800,2142,913,1767,707,1416,617,1716,746,2257,951,905,377,1380,504,664,365,18,34,376,320,197,167,18002,2275,1198,535,1294,612,1150,569,1036,638,986,504,962,614,2254,893,1177,523,1010,386,1864,634,1804,619,1590,467,992,499,274,236,411,284,0,279,92088,4514,58641,3402,16433,2270,8528,1662,6494,1433,5011,1089,4192,1106,3477,1027,3537,1041,2972,883,1962,647,2433,776,1905,690,878,382,274,204,257,260,104,123,184,159,33447,2483,2883,869,2977,811,2489,746,3571,984,2329,751,2170,710,2381,776,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
26534,2040,26618,2334,42969,2909,53981,3607,51545,3339,29847,2534,15133,1853,10539,1451,4668,1014,0400000US36,4573941,20863,3200366,18990,1422947,16790,22808,2347,25774,2640,33837,2673,41946,3540,42341,3087,48734,3783,47772,3729,50323,3242,51099,3205,117558,4868,175295,8229,248215,8481,177495,6559,98487,3896,105021,4867,136242,5320,1777419,15476,33663,3106,46271,3056,51661,3470,62069,3782,69859,3683,73661,3946,75775,4213,78505,3845,73709,3681,151805,5634,205359,6784,277537,7819,188759,6323,124743,4885,128719,5186,135324,5592,1373575,16101,338448,8909,139398,6681,15158,2053,8077,1476,11397,1963,9218,1807,10487,1563,9850,1580,10272,1761,9846,1712,6639,1413,9981,1673,14628,1831,10744,1939,6554,1321,2527,990,1656,594,2364,741,199050,6168,7894,1579,8139,1475,9349,1544,9446,1458,11537,1443,11055,1836,9935,1661,11095,1698,10447,1698,20075,2236,26573,2763,27026,2610,16151,2318,7718,1480,7047,1484,5563,1296,1035127,14061,566190,11459,133639,5802,61563,4196,51868,4087,42719,3817,44053,3462,41421,3105,29583,2804,26961,2968,22756,2452,32292,3011,32392,2670,24792,2701,10469,1688,4855,1154,4121,1163,2706,722,468937,8320,38247,3208,24543,2359,27291,2370,28904,2397,31595,2636,27042,2411,29481,3042,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
12653,1698,10617,1698,15556,1849,13378,2029,10494,1437,4430,1134,1860,512,695,330,788,444,0400000US37,2310456,17812,1706840,18258,702992,13158,12196,1935,12765,1731,19190,2470,21217,2530,25694,2881,32742,3131,29329,2721,35940,3377,36765,3867,76814,5454,101481,5229,122101,5062,75049,3630,33977,2377,33366,2587,34366,2656,1003848,12243,17791,1804,24831,2479,40685,3045,46707,3708,50359,3407,52592,3094,54849,3569,52502,3170,53717,3606,109529,4906,135790,4631,157073,4779,88300,4150,45873,3136,37682,2426,35568,2886,603616,11853,148807,7144,73963,5620,6702,1551,3955,1074,6089,1570,7778,1661,6518,1504,6362,1597,6869,1366,5380,1234,3469,1077,7126,1818,5923,1225,4702,1185,1123,491,809,466,784,500,374,283,74844,4357,4908,1154,3637,994,4961,1295,5321,1380,6344,1578,5609,1457,5361,1318,4846,1440,4384,1140,9201,1537,7190,1521,7312,1608,3028,834,552,300,1073,533,1117,584,454809,10167,274893,7857,65585,5654,34581,3454,28880,2475,29801,2763,28612,3543,20101,2649,16156,2297,11608,1550,8241,1422,10322,1609,9524,1726,6499,1362,2351,693,1072,532,637,357,923,598,179916,6267,19225,2513,13765,1630,15964,1827,18519,2017,16009,2007,13399,1921,12564,1664,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
608,285,440,310,807,423,302,170,323,228,230,133,62,92,0,200,155,224,0400000US38,169022,3899,138355,4024,56302,2348,651,286,873,367,473,247,1824,652,1283,414,2415,638,2349,562,2633,696,4324,917,6158,973,10705,1292,11538,1379,5490,979,1958,473,1802,653,1826,514,82053,3150,1165,383,2038,418,3382,724,3852,708,4251,713,4171,684,4924,782,4511,733,4803,880,9882,1085,12887,1291,13002,1307,6102,1051,2706,701,2122,513,2255,656,30667,2219,9315,1498,4623,1009,452,286,137,120,299,223,404,214,567,315,349,156,586,417,282,203,311,267,314,215,617,425,130,125,12,23,69,66,0,200,94,150,4692,1110,92,99,128,152,138,93,371,214,276,259,314,203,550,363,236,172,391,406,434,223,1007,692,612,397,56,66,73,79,14,25,0,200,21352,1859,14215,1739,3177,832,2256,888,1243,563,1231,408,1754,655,1504,619,1417,638,370,208,365,217,366,323,336,216,86,115,19,23,53,89,38,67,0,200,7137,1074,508,244,449,382,664,366,571,290,478,274,883,469,657,338,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
17519,1736,13483,1777,21138,2095,20747,1895,17521,2036,6216,977,2813,726,1009,429,883,357,0400000US39,2953361,17201,2202145,17605,899453,12573,13496,1684,14003,1830,15832,2088,21018,2392,21595,2140,34015,2953,33597,2964,42340,2750,40800,3445,90515,4188,143053,5393,185630,5933,101837,4264,54756,3495,46920,3106,40046,2810,1302692,11727,22411,2126,25478,2309,38110,3010,54910,3140,61858,2885,72017,3620,70199,3549,73936,3217,71175,3767,133280,4392,182523,6220,212235,5229,121828,4371,66185,2784,51157,3403,45390,2639,751216,11796,187809,6890,99107,4966,10994,1721,5010,1232,8508,1674,7231,1452,8258,2011,9949,1604,6394,1209,8734,1676,5431,1420,8734,1744,9822,1710,5596,936,2484,861,447,303,661,340,854,526,88702,4762,4812,1296,3417,1016,4947,1029,4637,1077,6013,1322,7020,1420,5963,1073,6413,1243,5336,1095,10361,1427,10006,1601,10398,1608,4620,1183,2477,838,1265,553,1017,463,563407,10374,349011,8304,90001,5133,41654,3635,33549,3145,34335,3357,30713,2900,26856,2724,20311,1999,17166,2148,11210,1440,18394,2120,13498,1497,6797,1162,2014,619,748,386,1077,529,688,387,214396,6590,14569,1693,14822,1921,17363,1895,17604,2074,16346,1908,16464,1703,15899,1849,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
4180,911,2835,761,5554,1085,3803,939,3654,994,1386,498,130,106,319,273,69,84,0400000US40,927086,9513,699421,9130,283138,7022,6918,1259,7203,1208,10524,1578,13196,1912,13115,2031,16130,1655,13842,1612,16621,2060,16678,1944,30387,2451,41977,2903,44444,2586,22992,2730,10904,1286,8505,1080,9702,1449,416283,5950,9997,1352,12911,1389,18531,1794,22257,2031,21194,2086,24805,1762,23565,2287,25508,2467,23994,2057,43791,2314,56296,3513,59546,3240,30521,2319,15530,1343,13724,1743,14113,1541,227665,6623,63118,3493,34026,2788,4624,1039,2681,745,3144,858,3385,1013,1724,537,3545,918,1842,580,1890,774,1959,670,2247,797,2660,795,1904,581,1064,562,635,481,460,421,262,308,29092,2387,2173,760,1856,626,1847,700,1967,699,3000,807,2522,849,1676,467,2296,779,1695,601,3084,938,2257,570,2750,851,1441,704,188,133,340,337,0,244,164547,5955,104617,4715,28547,2674,14835,1989,12465,2063,11242,1722,8400,1334,8292,1800,4276,858,5171,1294,2181,622,3822,857,2238,687,2274,680,561,329,111,130,100,118,102,120,59930,3414,5307,799,6358,1109,5672,978,5508,1181,5081,964,5370,1143,4704,1027,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
4313,1065,4780,1075,5017,985,5129,1109,4784,972,1474,554,651,437,411,249,273,264,0400000US41,927071,10197,719045,9183,289408,7304,4732,1244,4491,1361,6168,1140,8465,1652,11895,1848,12034,1900,12358,1974,15394,2419,15155,1938,32025,2972,41505,2830,49788,3251,32499,2875,15240,1805,14066,1899,13593,1486,429637,6800,7454,1012,9875,1484,12349,1578,17437,1838,19752,2235,22310,1623,23207,1743,21489,1616,23129,2115,45931,2967,59808,3221,70366,3507,37889,2794,23126,2052,17880,1676,17635,1966,208026,6680,60162,3752,36296,3152,4317,1391,1703,552,3664,1100,4124,1163,2814,915,2402,945,2590,897,2637,824,1617,611,2980,770,3410,932,2719,790,676,437,130,153,192,190,321,275,23866,2679,1716,755,1138,677,760,347,1652,605,1127,408,1598,660,1992,871,965,393,1381,558,3475,1021,2912,939,2826,958,1655,602,323,190,346,254,0,269,147864,6011,92331,5296,19971,2792,12109,1958,9209,1877,8881,1629,8325,1665,8309,1639,5039,1238,5422,1122,3706,942,3594,954,3262,1007,2536,738,1256,608,213,268,134,159,365,255,55533,3960,4138,1241,4099,1200,4135,1014,4527,1075,3680,991,4440,972,3682,909,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
18014,1805,14369,1727,26001,2442,26128,2425,23649,2393,8995,1337,3795,766,1962,555,1622,552,0400000US42,3174335,14958,2402123,15726,956783,11128,10555,1599,11202,1780,15569,1839,21183,1800,23715,2347,32042,2493,37719,2760,40812,2601,41037,3189,97028,3614,142707,4918,192964,6439,115324,4877,59030,3893,59195,2793,56701,3117,1445340,12620,21100,2488,29008,2595,48102,2737,65074,3358,71577,3621,80306,3430,76320,2725,76596,3687,74428,4020,146870,4891,188663,5375,226371,5788,139415,5114,79406,3963,64284,3307,57820,3128,772212,11144,205033,6538,100123,5501,11076,1745,6891,1223,6462,1353,7985,1432,8705,1644,9695,1561,7527,1612,7669,1546,5671,1210,7836,1210,6577,1358,7380,1444,2961,881,1006,474,1289,519,1393,679,104910,5024,3949,939,4192,1087,6178,1196,5386,941,5969,1195,6387,1069,6868,1244,5952,1128,7652,1516,13177,2004,13255,1540,12845,1772,6536,1309,3129,859,1852,487,1583,643,567179,9805,319633,8236,74092,5052,33466,2983,31223,2869,31347,2742,26318,3131,24216,2689,18605,2438,16105,2325,12519,1639,21617,2523,14510,1885,9563,1550,2938,728,783,354,1079,358,1252,577,247546,7137,16011,1836,17178,1941,16481,1673,18615,1742,18574,1955,18666,1896,17486,2019,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
959,406,1738,774,2911,831,1676,655,2116,705,1137,454,674,338,319,290,42,70,0400000US44,262352,4899,190694,5578,78038,3596,991,562,787,524,1219,647,1644,631,1736,731,1994,674,2749,859,2144,704,3695,879,6348,1364,9909,1604,19129,2246,10516,1560,6082,1296,4090,869,5005,1032,112656,3727,1313,603,2130,792,3151,827,3575,919,3676,977,4950,1131,3921,771,5386,1266,4146,967,9781,1648,15943,2006,20191,1906,14072,1453,8182,1369,7233,1043,5006,968,71658,4277,17156,2031,7715,1458,342,292,737,512,382,290,259,216,593,446,384,268,252,219,865,414,538,461,638,457,1083,605,310,238,685,442,143,172,152,147,352,411,9441,1580,189,275,325,310,366,285,348,377,670,482,395,312,345,338,693,324,731,435,994,523,1007,544,1194,564,979,562,702,488,294,317,209,195,54502,3907,33494,2895,5325,1199,4810,1342,2426,714,3330,1011,3833,1106,1901,763,1631,752,1490,692,1235,698,2458,886,2779,918,1259,500,558,522,305,300,154,148,0,281,21008,2286,1326,587,1248,522,1419,553,1759,662,1214,468,1133,499,1337,602,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
