B19131_099E,B19131_099M,B19131_100E,B19131_100M,B19131_101E,B19131_101M,B19131_102E,B19131_102M,B19131_103E,B19131_103M,B19131_104E,B19131_104M,B19131_105E,B19131_105M,B19131_106E,B19131_106M,B19131_107E,B19131_107M,GEO_ID,B19131_001E,B19131_001M,B19131_002E,B19131_002M,B19131_003E,B19131_003M,B19131_004E,B19131_004M,B19131_005E,B19131_005M,B19131_006E,B19131_006M,B19131_007E,B19131_007M,B19131_008E,B19131_008M,B19131_009E,B19131_009M,B19131_010E,B19131_010M,B19131_011E,B19131_011M,B19131_012E,B19131_012M,B19131_013E,B19131_013M,B19131_014E,B19131_014M,B19131_015E,B19131_015M,B19131_016E,B19131_016M,B19131_017E,B19131_017M,B19131_018E,B19131_018M,B19131_019E,B19131_019M,B19131_020E,B19131_020M,B19131_021E,B19131_021M,B19131_022E,B19131_022M,B19131_023E,B19131_023M,B19131_024E,B19131_024M,B19131_025E,B19131_025M,B19131_026E,B19131_026M,B19131_027E,B19131_027M,B19131_028E,B19131_028M,B19131_029E,B19131_029M,B19131_030E,B19131_030M,B19131_031E,B19131_031M,B19131_032E,B19131_032M,B19131_033E,B19131_033M,B19131_034E,B19131_034M,B19131_035E,B19131_035M,B19131_036E,B19131_036M,B19131_037E,B19131_037M,B19131_038E,B19131_038M,B19131_039E,B19131_039M,B19131_040E,B19131_040M,B19131_041E,B19131_041M,B19131_042E,B19131_042M,B19131_043E,B19131_043M,B19131_044E,B19131_044M,B19131_045E,B19131_045M,B19131_046E,B19131_046M,B19131_047E,B19131_047M,B19131_048E,B19131_048M,B19131_049E,B19131_049M,B19131_050E,B19131_050M,B19131_051E,B19131_051M,B19131_052E,B19131_052M,B19131_053E,B19131_053M,B19131_054E,B19131_054M,B19131_055E,B19131_055M,B19131_056E,B19131_056M,B19131_057E,B19131_057M,B19131_058E,B19131_058M,B19131_059E,B19131_059M,B19131_060E,B19131_060M,B19131_061E,B19131_061M,B19131_062E,B19131_062M,B19131_063E,B19131_063M,B19131_064E,B19131_064M,B19131_065E,B19131_065M,B19131_066E,B19131_066M,B19131_067E,B19131_067M,B19131_068E,B19131_068M,B19131_069E,B19131_069M,B19131_070E,B19131_070M,B19131_071E,B19131_071M,B19131_072E,B19131_072M,B19131_073E,B19131_073M,B19131_074E,B19131_074M,B19131_075E,B19131_075M,B19131_076E,B19131_076M,B19131_077E,B19131_077M,B19131_078E,B19131_078M,B19131_079E,B19131_079M,B19131_080E,B19131_080M,B19131_081E,B19131_081M,B19131_082E,B19131_082M,B19131_083E,B19131_083M,B19131_084E,B19131_084M,B19131_085E,B19131_085M,B19131_086E,B19131_086M,B19131_087E,B19131_087M,B19131_088E,B19131_088M,B19131_089E,B19131_089M,B19131_090E,B19131_090M,B19131_091E,B19131_091M,B19131_092E,B19131_092M,B19131_093E,B19131_093M,B19131_094E,B19131_094M,B19131_095E,B19131_095M,B19131_096E,B19131_096M,B19131_097E,B19131_097M,B19131_098E,B19131_098M,B19131_099EA,B19131_099MA,B19131_100EA,B19131_100MA,B19131_101MA,B19131_101EA,B19131_102EA,B19131_102MA,B19131_103MA,B19131_103EA,B19131_104EA,B19131_104MA,B19131_105EA,B19131_105MA,B19131_106MA,B19131_106EA,B19131_107EA,B19131_107MA,NAME,B19131_001MA,B19131_001EA,B19131_002MA,B19131_002EA,B19131_003MA,B19131_003EA,B19131_004MA,B19131_004EA,B19131_005EA,B19131_005MA,B19131_006MA,B19131_006EA,B19131_007MA,B19131_007EA,B19131_008MA,B19131_008EA,B19131_009MA,B19131_009EA,B19131_010EA,B19131_010MA,B19131_011EA,B19131_011MA,B19131_012MA,B19131_012EA,B19131_013MA,B19131_013EA,B19131_014MA,B19131_014EA,B19131_015MA,B19131_015EA,B19131_016EA,B19131_016MA,B19131_017MA,B19131_017EA,B19131_018MA,B19131_018EA,B19131_019MA,B19131_019EA,B19131_020MA,B19131_020EA,B19131_021EA,B19131_021MA,B19131_022EA,B19131_022MA,B19131_023EA,B19131_023MA,B19131_024MA,B19131_024EA,B19131_025MA,B19131_025EA,B19131_026EA,B19131_026MA,B19131_027EA,B19131_027MA,B19131_028EA,B19131_028MA,B19131_029MA,B19131_029EA,B19131_030MA,B19131_030EA,B19131_031MA,B19131_031EA,B19131_032EA,B19131_032MA,B19131_033EA,B19131_033MA,B19131_034MA,B19131_034EA,B19131_035MA,B19131_035EA,B19131_036EA,B19131_036MA,B19131_037MA,B19131_037EA,B19131_038EA,B19131_038MA,B19131_039EA,B19131_039MA,B19131_040EA,B19131_040MA,B19131_041EA,B19131_041MA,B19131_042EA,B19131_042MA,B19131_043EA,B19131_043MA,B19131_044EA,B19131_044MA,B19131_045EA,B19131_045MA,B19131_046MA,B19131_046EA,B19131_047EA,B19131_047MA,B19131_048MA,B19131_048EA,B19131_049EA,B19131_049MA,B19131_050EA,B19131_050MA,B19131_051MA,B19131_051EA,B19131_052EA,B19131_052MA,B19131_053MA,B19131_053EA,B19131_054EA,B19131_054MA,B19131_055EA,B19131_055MA,B19131_056MA,B19131_056EA,B19131_057MA,B19131_057EA,B19131_058MA,B19131_058EA,B19131_059MA,B19131_059EA,B19131_060EA,B19131_060MA,B19131_061MA,B19131_061EA,B19131_062MA,B19131_062EA,B19131_063MA,B19131_063EA,B19131_064MA,B19131_064EA,B19131_065EA,B19131_065MA,B19131_066EA,B19131_066MA,B19131_067MA,B19131_067EA,B19131_068MA,B19131_068EA,B19131_069MA,B19131_069EA,B19131_070MA,B19131_070EA,B19131_071EA,B19131_071MA,B19131_072MA,B19131_072EA,B19131_073MA,B19131_073EA,B19131_074MA,B19131_074EA,B19131_075MA,B19131_075EA,B19131_076EA,B19131_076MA,B19131_077EA,B19131_077MA,B19131_078EA,B19131_078MA,B19131_079MA,B19131_079EA,B19131_080MA,B19131_080EA,B19131_081EA,B19131_081MA,B19131_082EA,B19131_082MA,B19131_083MA,B19131_083EA,B19131_084MA,B19131_084EA,B19131_085EA,B19131_085MA,B19131_086EA,B19131_086MA,B19131_087MA,B19131_087EA,B19131_088EA,B19131_088MA,B19131_089EA,B19131_089MA,B19131_090EA,B19131_090MA,B19131_091EA,B19131_091MA,B19131_092MA,B19131_092EA,B19131_093EA,B19131_093MA,B19131_094EA,B19131_094MA,B19131_095EA,B19131_095MA,B19131_096EA,B19131_096MA,B19131_097EA,B19131_097MA,B19131_098EA,B19131_098MA,state
11094,1717,8553,1473,16586,2124,16897,2201,17272,1967,5757,1218,2026,634,2018,725,1344,555,0400000US13,2296694,17833,1639379,18643,739242,12259,11365,1812,10492,1970,16684,2523,21657,2874,27819,3530,27637,2612,30532,3116,32713,3089,32036,3400,70776,4153,109134,5528,130526,5639,83157,4661,46754,3123,45176,3639,42784,2853,900137,12803,17293,1868,22756,2568,32701,2654,38545,3000,39238,3473,40446,3000,41014,3268,40702,3468,48179,2967,80979,4186,118311,5061,145457,5883,91880,4377,50192,3261,49049,3221,43395,3005,657315,12427,164983,5619,75935,4444,7510,1607,5365,1275,5128,1369,8247,1871,6271,1175,5771,1489,6453,1409,5748,1321,2585,1137,6287,1228,5679,1473,5228,1301,3041,1116,551,417,916,666,1155,608,89048,4184,4783,1289,5056,1146,4883,1062,5797,1421,5801,1397,5260,1293,6080,1317,6434,1519,6690,1362,9191,1658,11412,1961,8608,1607,3880,1106,2394,770,1291,720,1488,657,492332,10531,302995,8984,65163,5134,35583,3214,33283,3717,28219,2926,26193,3276,22002,2369,19837,1986,15301,2172,11400,1859,16331,2281,13475,1877,9236,1534,3562,929,1222,498,1608,695,580,354,189337,5816,19270,2366,18489,1872,15051,1735,14554,1855,14602,1918,12755,1732,13069,2119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
1422,479,1591,616,3653,862,4253,841,4276,906,2297,738,1812,586,655,329,639,323,0400000US15,301102,5471,222725,4561,89133,3766,1515,571,514,344,920,441,2524,806,2357,829,3218,973,3520,899,3250,954,3554,904,6990,1232,12496,1608,17725,1904,12457,1757,7857,1515,5030,894,5206,1000,133592,4073,2901,902,2594,741,2376,573,3733,825,3339,797,4243,1090,4601,1051,6788,1400,5255,937,10045,1389,15828,1825,22988,2292,16802,1849,10857,1615,11017,1576,10225,1357,78377,3837,24266,2152,8792,1452,502,372,182,215,613,539,385,249,941,498,337,270,454,316,539,393,839,443,495,408,1507,649,1004,443,659,301,55,94,93,109,187,265,15474,1999,602,346,176,170,493,371,387,349,773,479,530,389,543,293,1346,590,1322,705,1532,599,1867,662,2011,709,1546,593,1009,487,1033,535,304,229,54111,3447,23458,2809,5146,1146,2011,673,2168,996,2755,751,1921,637,1691,686,1927,675,767,482,1084,753,1053,455,872,373,828,494,657,374,40,74,63,81,475,345,30653,1944,1631,744,1423,581,1027,466,1825,593,1141,496,1620,542,1388,471,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
1140,504,825,346,1794,598,1768,662,673,317,425,294,369,331,8,15,294,349,0400000US16,382686,5514,313995,6154,139789,5094,2425,698,3068,833,4117,1089,6407,1374,7021,1170,7736,1176,8544,1425,9226,1381,7471,1137,16087,1765,23115,2184,21714,2213,11618,1436,4318,976,4042,994,2880,704,174206,4094,2884,733,6026,899,7358,1064,8028,1050,9529,1226,11357,1548,10325,1307,10339,1458,9308,1328,20142,1575,24066,2113,24334,1845,13693,1532,6812,1096,5297,1065,4708,870,68691,4179,21561,2267,12846,1900,1068,469,1538,687,1150,545,1111,497,1021,660,1271,578,742,328,1131,586,675,465,1510,770,890,375,257,275,316,325,74,122,92,153,0,253,8715,1321,713,461,210,163,418,284,965,464,736,419,414,382,842,587,406,291,583,448,983,446,1067,433,942,464,224,186,111,129,47,77,54,88,47130,3544,31354,3064,6586,1356,3773,1006,3001,908,4543,1239,3330,933,3255,943,1541,668,910,418,499,273,987,554,1540,693,917,511,254,210,158,177,0,253,60,104,15776,1547,1349,596,911,408,1766,657,987,404,899,433,985,423,1583,660,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
12640,1579,13864,1616,25633,2170,28490,2721,24904,2389,11066,1694,4107,897,4031,1237,1678,655,0400000US17,3146342,17216,2355451,16953,1075079,11959,11311,1656,13663,2260,21199,3017,25608,3464,28051,3088,35566,3086,35639,2991,40101,3663,42876,3035,96098,4564,154616,5475,208536,6717,134229,4763,76514,3896,73954,3532,77118,4447,1280372,12139,20619,1899,23431,2456,31861,2513,48323,3158,51403,2961,56491,3519,56950,3136,60237,3274,60081,3364,114841,5161,160103,5299,210520,6529,146566,4774,82182,4274,82506,4377,74258,4035,790891,12713,203522,6644,93163,4680,8995,1634,5953,1335,7863,1474,7080,1343,6807,1479,8179,1747,7465,1420,6463,1239,4852,1345,7315,1482,9576,1385,6566,1262,2784,944,902,428,832,466,1531,680,110359,4940,5372,1041,3663,1130,5658,1239,5297,1016,5529,1115,6291,1295,6431,1312,5654,1151,6009,1213,13525,2373,14940,1952,16419,1999,7890,1337,3312,926,2520,827,1849,701,587369,10318,348833,8304,81138,4189,36348,2679,34556,2578,31770,2840,24122,3005,25168,3037,20401,2432,19347,2324,13540,2041,20383,2758,20164,2434,11002,1536,6122,1204,1593,648,1695,651,1484,525,238536,6478,16492,2158,14565,1828,16942,2132,15190,1726,17004,1871,16904,1790,15026,1936,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
6219,1039,5915,965,10598,1530,11292,1452,6913,1152,3211,775,827,369,419,296,235,207,0400000US18,1645031,12308,1248625,11324,518041,8703,8668,1765,6537,1403,8154,1561,13040,2039,16098,2196,18853,2343,22792,2441,26568,2264,25873,2305,56352,3871,90044,4235,105917,4043,55125,3530,25200,1909,21683,2138,17137,1788,730584,6725,10528,1414,11236,1420,19305,2038,31330,2395,38241,2836,40897,2700,38845,2479,42977,2687,41658,2922,76555,3075,108508,3947,124489,4892,68053,3981,31720,2364,25803,2256,20439,1636,396406,9273,112552,6412,64363,4664,5664,1102,4782,1259,4781,1417,6714,1456,5960,1287,7160,1556,4220,1054,5095,1220,3082,857,5045,1097,6448,1413,3143,856,1408,614,122,137,601,452,138,161,48189,3425,2162,645,2436,823,3127,883,3746,985,1845,530,4185,980,3778,816,3067,838,3001,841,5733,1260,6211,1065,5621,1083,1252,464,491,305,1225,579,309,318,283854,7866,181430,6547,44335,4469,20329,2109,20361,2405,16959,2351,15176,2068,17322,2245,9921,1557,8585,1399,6036,1119,9435,1752,7549,1321,3148,811,1240,577,214,183,671,614,149,218,102424,4626,8273,1519,6715,1264,8842,1558,8727,1393,8398,1307,7889,1298,7951,1318,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
2954,915,2637,700,3743,644,3290,804,3218,737,645,438,444,306,284,282,73,94,0400000US19,796970,7397,641334,7974,262028,5844,2705,706,2331,758,4011,868,7254,1223,8237,1110,9524,1460,12098,1608,13073,1405,14571,1455,29701,2235,47093,2724,54228,2748,27586,1677,12675,1505,8670,1124,8271,1057,379306,5661,4349,818,8405,1337,12348,1418,18114,1553,19657,1504,22176,1840,23791,1792,22505,1381,21328,1904,43409,2437,54333,2900,60990,3086,29431,1869,15337,1547,11486,1200,11647,1397,155636,4878,45067,2725,25980,2321,2322,707,1256,385,1950,673,2014,691,3369,970,3932,1053,2913,757,2157,545,1016,316,2386,632,1513,620,748,374,199,171,32,40,85,123,88,141,19087,1869,446,290,1377,588,563,245,1346,582,1454,555,1470,461,1468,499,1783,594,1530,471,2346,796,1815,494,1948,633,557,374,268,193,429,259,287,221,110569,4479,74706,4238,17774,1917,7122,1513,8438,1466,9644,1578,7206,1269,5047,1138,4234,977,3807,945,3157,827,3819,1057,2145,633,1394,536,396,274,0,221,317,272,206,163,35863,2620,1904,725,3124,932,2241,531,2922,726,2723,601,3246,845,2415,691,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
2367,756,2978,840,4482,1050,3302,683,3517,808,959,390,420,238,0,237,122,110,0400000US20,724553,7620,571689,7277,245631,6659,4075,1005,3067,808,3814,950,9816,1810,7220,1434,10746,1456,11252,1554,12742,1569,12280,1426,25017,2004,40316,2780,45440,3133,26402,2345,12483,1434,11065,1547,9896,1224,326058,5600,4673,899,6126,993,10187,1409,11801,1439,14871,1723,17622,1754,18148,1577,18682,1537,17837,1563,33051,2393,43412,2402,57711,3277,28836,2234,19334,1876,12196,1488,11571,1395,152864,5318,40990,2910,24693,2404,1323,480,1364,568,2200,815,2524,748,2605,875,2798,914,1850,624,2114,676,983,418,2114,642,2412,695,1243,459,510,412,76,127,246,168,331,217,16297,1939,714,368,513,347,862,411,1333,571,789,403,1386,535,881,427,1156,479,990,483,1339,473,2206,681,2662,962,906,412,215,196,260,212,85,97,111874,4310,73354,3945,17003,2261,8013,1149,9041,1781,7187,1318,6528,1458,5910,1335,4744,1156,2841,800,3428,910,3338,933,2642,843,1746,542,609,326,204,174,102,180,18,30,38520,2724,2588,855,2530,682,2913,705,3653,905,3183,835,3330,739,2176,628,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
4656,1002,5045,1213,7245,1240,7385,1222,5088,1032,3131,1037,584,314,365,249,144,152,0400000US21,1106404,10897,832504,11443,336756,7118,9576,1903,8157,1444,9739,1638,12437,1802,12207,1857,14425,2056,16195,1733,17937,2382,19243,2119,34410,2796,52381,3084,61235,3690,30696,2372,15860,2026,11801,1710,10457,1552,495748,7967,12974,1616,22277,2430,25855,2220,29579,2277,26581,2296,27078,1995,29975,2386,27510,2355,26712,1868,51714,3320,62460,3391,67276,3251,38975,2304,18811,1845,15750,1654,12221,1645,273900,7746,68360,3441,33975,2754,4509,1129,3028,955,2750,840,3505,847,3136,883,3330,1012,2594,916,2084,679,1401,659,2281,696,1827,603,2048,690,482,349,282,309,558,475,160,152,34385,3171,2059,672,2448,695,2172,709,4514,1124,2298,686,2457,788,1969,787,2958,927,1461,645,2955,821,3684,1215,2675,828,1254,643,584,251,434,321,463,335,205540,7235,123182,6042,36823,3630,15212,2291,13249,2110,11830,1744,9907,1611,7111,1370,7528,1444,5133,1045,4323,1076,5108,1234,3840,846,2054,790,517,440,251,204,176,167,120,129,82358,3568,7498,1318,7429,1003,8327,1231,6684,1221,6726,1261,6535,1113,5516,1212,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
5329,933,4008,923,8703,1182,7914,1324,5557,1066,2292,656,1160,435,671,330,623,382,0400000US22,1072568,11225,748396,10207,308348,7663,5586,1372,6190,1564,9370,1748,10390,1668,11701,1876,15319,2040,14927,1697,15232,1794,16102,2121,31464,3309,43416,3289,56640,3283,30355,2440,17373,1992,12601,1964,11682,1658,440048,8063,10551,1443,14021,1527,21766,1952,22737,2163,23040,2084,24341,1758,24464,2459,25759,2692,23175,2151,42836,3002,54320,2903,64244,3519,35012,2606,20548,1676,17374,2044,15860,1726,324172,7762,72516,4468,33015,3336,2886,957,3518,1181,2383,946,2414,879,2324,870,2887,977,2425,919,2600,890,2133,766,3146,1056,3401,970,1290,485,674,369,229,264,103,122,602,533,39501,3155,2689,845,2856,916,2621,849,2696,769,2437,805,3453,976,2991,766,1758,615,2139,635,4044,1083,5359,1408,3273,1082,1532,582,749,389,587,391,317,320,251656,7306,146157,5989,45052,3654,23455,2593,14668,2207,14890,2041,10138,1635,9361,1777,5966,1138,4992,1225,3925,1072,6546,1159,3900,985,2102,737,472,267,150,184,486,301,54,94,105499,4859,12723,1868,10269,1521,13035,1999,10539,1564,8203,1321,8132,1419,6341,1184,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
1604,569,1025,540,2361,743,2348,787,1316,526,824,357,260,186,376,426,109,110,0400000US23,358314,5380,276972,5349,104149,3390,1361,568,1311,531,2761,863,2307,631,3886,913,5304,1055,3643,728,5965,1121,5223,1084,11372,1313,19476,1932,20253,2121,9290,1135,4423,883,4378,788,3196,804,172823,3959,2916,702,3715,758,7175,1016,8105,1037,10467,1345,9940,1172,10205,1351,11297,1418,9207,1298,19554,1503,23633,1915,25788,1825,14848,1684,6229,894,5564,901,4180,716,81342,4269,23618,2218,14398,1743,1486,593,1316,709,1430,639,1498,561,1200,443,1865,771,676,308,828,399,757,387,1336,572,696,323,604,307,273,210,75,89,55,90,303,237,9220,1224,307,175,286,203,553,303,474,338,618,264,718,299,715,428,983,488,494,278,663,361,1195,531,1293,503,352,223,420,376,127,126,22,36,57724,3345,36851,2331,9396,1690,4773,998,3808,1004,3842,925,3100,829,2360,777,1539,556,1527,531,1586,504,2310,689,1303,444,930,457,184,128,99,115,69,86,25,44,20873,2323,982,479,1481,553,1765,648,1450,505,1528,699,1379,479,2065,766,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
