GEO_ID,B12002I_001E,B12002I_001M,B12002I_002E,B12002I_002M,B12002I_003E,B12002I_003M,B12002I_004E,B12002I_004M,B12002I_005E,B12002I_005M,B12002I_006E,B12002I_006M,B12002I_007E,B12002I_007M,B12002I_008E,B12002I_008M,B12002I_009E,B12002I_009M,B12002I_010E,B12002I_010M,B12002I_011E,B12002I_011M,B12002I_012E,B12002I_012M,B12002I_013E,B12002I_013M,NAME,B12002I_001MA,B12002I_001EA,B12002I_002EA,B12002I_002MA,B12002I_003EA,B12002I_003MA,B12002I_004MA,B12002I_004EA,B12002I_005MA,B12002I_005EA,B12002I_006MA,B12002I_006EA,B12002I_007EA,B12002I_007MA,B12002I_008EA,B12002I_008MA,B12002I_009MA,B12002I_009EA,B12002I_010MA,B12002I_010EA,B12002I_011EA,B12002I_011MA,B12002I_012MA,B12002I_012EA,B12002I_013EA,B12002I_013MA,state
0400000US18,206327,2375,114046,1787,47131,3190,55335,2594,3454,1106,925,393,7201,1275,92281,1866,30455,2533,46252,2316,3537,972,3204,839,8833,1261,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,75120,1474,42019,1534,17328,1849,21279,1576,649,477,229,203,2534,663,33101,1192,10176,1302,17737,1106,1498,611,956,410,2734,767,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,159564,1121,86574,1261,33794,2303,44582,2264,1995,655,1227,599,4976,1206,72990,1157,21298,1954,38956,2209,3148,974,2488,698,7100,1339,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,59447,2825,38326,2479,14951,1946,18421,1867,1522,674,233,229,3199,1061,21121,1209,6390,1122,11487,1239,391,261,920,487,1933,627,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,96485,1935,51420,2099,20371,2316,24579,2001,1192,450,888,435,4390,954,45065,1744,13163,1783,22329,1779,1862,836,3868,898,3843,1119,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,8846,833,5046,786,2498,660,1929,554,381,466,0,223,238,265,3800,676,1440,614,1618,497,120,147,131,120,491,309,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,245937,1524,129988,1389,55052,3061,63373,2956,4216,1116,1374,697,5973,1455,115949,1285,39187,2913,56891,3201,4783,1159,5463,844,9625,1764,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,372150,683,183464,1157,93587,4134,68642,4048,5068,1602,2001,887,14166,2130,188686,1105,84698,3690,60767,3230,14931,2018,8169,1366,20121,2171,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,274813,1608,145547,1780,59898,3047,68682,3320,3047,1107,1700,590,12220,1694,129266,1676,44326,2638,61254,2648,5105,1311,6297,1045,12284,1764,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,130687,1083,72384,1104,34935,2413,30689,2089,2611,833,889,458,3260,860,58303,1125,22168,1694,25891,1893,3092,864,2580,647,4572,1264,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,34490,2232,20635,2352,9203,1959,9696,1292,86,150,166,206,1484,606,13855,1462,5495,1158,5694,1078,351,252,714,432,1601,600,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,110261,2145,59088,1612,23736,2284,28929,2178,2019,858,488,334,3916,1196,51173,1447,17351,1747,25832,1930,1092,640,3388,926,3510,812,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14937,1119,7162,927,3275,817,2954,743,35,58,160,153,738,405,7775,1055,3284,1124,2985,744,125,158,426,385,955,452,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,85239,847,47134,1175,19151,1594,24000,1478,1388,580,370,279,2225,544,38105,1033,11259,1291,21909,1453,1259,569,1150,452,2528,731,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,418694,793,226344,2010,87825,3560,116562,4821,5467,1678,1366,513,15124,2532,192350,2094,57892,3155,99954,3681,7331,1612,9281,1615,17892,2252,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21342,744,11175,805,4879,1211,4536,1147,520,413,73,122,1167,528,10167,824,3252,740,5568,871,65,118,169,207,1113,420,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1028344,418,523536,694,222995,4952,245024,5375,17164,2708,7813,1750,30540,3442,504808,663,169672,4829,213532,5646,31235,3252,32766,2763,57603,3788,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,636253,580,315400,1002,123083,4232,148879,5155,6527,1398,6794,1232,30117,3042,320853,966,104616,4290,147263,5159,9761,1713,25274,2431,33939,3032,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2377216,1663,1166739,1738,533026,9020,495713,10054,44138,3630,16136,1991,77726,5001,1210477,1666,477253,8014,424497,8333,93860,5138,80827,3651,134040,5161,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,407011,3556,242750,3494,105730,4937,115507,4727,8687,1611,1064,577,11762,1990,164261,2234,53433,3180,87907,3806,9697,1714,4693,1067,8531,1688,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6996,588,3651,659,1807,651,1688,489,27,66,43,51,86,90,3345,583,1390,554,1595,548,15,29,112,124,233,168,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,187843,1656,99583,2110,41966,2223,46132,2746,1851,621,1616,667,8018,1399,88260,1878,31072,2243,38603,2564,2489,682,3587,864,12509,1795,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,164463,1513,88606,1467,31266,2437,46810,2437,3198,1038,916,429,6416,1154,75857,1617,22350,1863,40499,2081,2767,763,3095,1004,7146,1344,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,255650,1032,141663,1850,58507,3175,67705,3372,4408,1532,1200,601,9843,2155,113987,1577,41308,2360,52399,2971,5866,1343,4589,1222,9825,1668,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,368977,1624,189940,1966,88565,3510,80611,3837,5228,1151,1826,647,13710,2376,179037,1637,72052,2881,68232,3145,11115,1524,9514,1442,18124,2278,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,82107,425,40427,524,21066,1571,14502,1800,2034,1067,604,534,2221,733,41680,436,16466,1495,15687,1533,2787,861,2034,611,4706,1221,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,105513,1635,61973,1946,26419,2548,31008,2643,2186,785,372,272,1988,785,43540,1705,12486,1947,24535,1926,2276,786,1383,571,2860,820,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10268,1017,6062,865,2715,661,2586,764,75,79,41,55,645,505,4206,739,1476,728,2376,573,36,46,40,54,278,205,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,127308,1897,74669,2133,32553,2359,34566,2135,2439,843,459,430,4652,1301,52639,1816,15517,1432,28170,1807,3154,999,2103,758,3695,1021,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5886408,1834,3019836,2869,1126919,13870,1550092,17246,91131,6366,46528,3454,205166,8545,2866572,2785,837282,11602,1430160,13507,160677,6993,179911,6157,258542,7981,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,190986,758,103411,1246,36625,2704,56979,2895,2525,859,1561,1023,5721,1095,87575,1104,25284,1871,48166,2143,2727,1004,2863,625,8535,1736,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5069,572,2354,456,1416,422,850,292,0,205,28,52,60,89,2715,463,943,383,1202,363,16,32,164,146,390,267,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,343903,2612,187011,3095,81973,4343,87000,4730,5603,1442,1622,1048,10813,1755,156892,2081,52063,3221,79045,4074,6917,1495,5597,1146,13270,2193,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,388710,1112,209640,1697,83462,3896,103372,3920,5746,1552,1908,739,15152,2074,179070,1715,64794,2694,84809,3554,7460,1605,8085,1722,13922,2212,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10314,1207,5434,987,1972,528,2298,685,238,226,272,421,654,331,4880,1047,1885,843,2248,504,203,184,331,355,213,189,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,174908,1135,97101,1503,41329,2388,45138,2359,2445,936,569,331,7620,1381,77807,1357,24869,1888,36847,2211,4358,1067,2728,840,9005,1426,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,25920,742,13516,939,4553,736,6601,1078,145,175,20,25,2197,640,12404,749,2597,621,7672,944,67,100,985,480,1083,578,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3047298,4100,1436180,2710,556593,8257,653621,8681,45253,3691,44272,2969,136441,4448,1611118,2676,501876,8351,646999,10055,72360,3920,179523,4355,210360,6727,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
