GEO_ID,C15002I_001E,C15002I_001M,C15002I_002E,C15002I_002M,C15002I_003E,C15002I_003M,C15002I_004E,C15002I_004M,C15002I_005E,C15002I_005M,C15002I_006E,C15002I_006M,C15002I_007E,C15002I_007M,C15002I_008E,C15002I_008M,C15002I_009E,C15002I_009M,C15002I_010E,C15002I_010M,C15002I_011E,C15002I_011M,NAME,C15002I_001MA,C15002I_001EA,C15002I_002MA,C15002I_002EA,C15002I_003EA,C15002I_003MA,C15002I_004MA,C15002I_004EA,C15002I_005MA,C15002I_005EA,C15002I_006EA,C15002I_006MA,C15002I_007MA,C15002I_007EA,C15002I_008EA,C15002I_008MA,C15002I_009MA,C15002I_009EA,C15002I_010MA,C15002I_010EA,C15002I_011EA,C15002I_011MA,state
0400000US17,1005930,2499,540939,2067,227583,6934,168361,7500,90256,5279,54739,4441,464991,1863,192173,6361,130804,6217,88313,4793,53701,3744,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,153581,2665,85055,1822,38902,2536,23978,2229,13656,1864,8519,1434,68526,1833,26475,2017,19077,2029,14709,1999,8265,1232,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,52903,1501,29213,1334,14246,1566,8721,1273,4117,1015,2129,712,23690,983,10433,1203,5887,1115,4092,846,3278,764,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,117462,2091,62199,1957,28466,2083,16815,1688,10504,1452,6414,1286,55263,1454,22178,1899,16578,1880,10958,1678,5549,979,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,44756,2237,28243,1753,10873,1404,8667,1430,4272,977,4431,1116,16513,1041,6347,976,4531,1164,2857,819,2778,726,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,75536,2092,40083,1982,12777,1611,12848,1869,7823,1395,6635,1525,35453,1702,8981,1789,12019,1971,6890,1254,7563,1325,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,6174,718,3410,698,847,478,764,416,1282,456,517,289,2764,568,444,244,940,343,788,409,592,320,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,191967,1740,102027,1297,38841,3223,24970,2889,19093,2347,19123,2259,89940,1351,26611,2638,19399,2142,22796,2286,21134,2538,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,274161,1368,132451,1310,47999,3748,41378,3783,22538,2643,20536,2612,141710,1072,45376,3421,41007,3319,30761,2865,24566,2582,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,206739,2102,109819,1827,40963,2761,32484,2629,21890,2130,14482,1808,96920,1579,27594,2224,28848,2540,24645,2149,15833,1792,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,97762,1813,53837,1277,22529,2152,15307,1851,8866,1409,7135,1210,43925,1198,15992,1708,12330,1465,8456,1217,7147,1148,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,24311,1967,14629,1913,6402,1354,3884,1054,2138,827,2205,816,9682,1548,3706,911,2229,701,2187,609,1560,663,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,81566,2162,43330,1838,14581,1702,12503,1782,8398,1417,7848,1426,38236,1451,11725,1247,10632,1394,8482,1318,7397,1130,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,9819,971,4897,799,889,433,1402,546,1447,573,1159,482,4922,825,1412,565,1255,401,1260,499,995,441,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,63561,1504,35203,1346,18364,1575,8569,1377,5208,967,3062,780,28358,1083,12151,1254,8076,1199,4748,904,3383,688,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,323629,1517,175481,2241,77824,3691,57065,3793,28266,3016,12326,1838,148148,1513,62218,3237,44787,3331,29861,2543,11282,1527,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16574,809,8594,641,1268,614,3938,1155,1581,709,1807,641,7980,819,709,453,1949,682,2300,799,3022,762,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,818402,1492,412883,1082,143606,6067,137305,6314,76173,4630,55799,3907,405519,953,123227,4871,133997,5028,83868,4479,64427,3612,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,488317,2064,238796,1231,81395,4012,75799,3651,51894,3320,29708,2446,249521,1582,74452,3556,79070,3541,66470,4128,29529,2508,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1860220,2036,901108,2105,322487,10552,289972,9329,167682,6994,120967,5165,959112,1615,332054,8665,273484,7376,195554,6255,158020,6147,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,304995,4122,182313,3739,98353,5167,47044,4567,22093,2392,14823,1955,122682,2436,58322,3504,27817,2865,19548,1937,16995,2206,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4283,831,2512,620,501,334,615,292,1198,456,198,233,1771,556,347,205,457,324,778,383,189,243,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,141892,1811,74758,1935,22883,2376,26355,1843,13863,2140,11657,1464,67134,1652,17931,1922,19513,1969,17938,1688,11752,1561,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,119374,1735,64060,1162,31090,2147,17111,2193,10559,1617,5300,1142,55314,1432,23293,2203,15244,1742,10840,1447,5937,986,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,192566,1750,106245,1766,51241,3733,27717,2981,18111,2445,9176,1843,86321,1466,38083,2832,19704,2290,18789,2079,9745,1643,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,275369,2079,140276,1910,54005,2889,45595,3079,22667,2571,18009,1918,135093,1339,45620,2864,39483,2844,31066,2532,18924,2233,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,60818,677,29619,605,13168,1536,8855,1432,4107,1158,3489,895,31199,393,11575,1667,9225,1148,5774,1378,4625,1209,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,78908,2062,46363,1788,21039,1932,14603,1714,6377,1240,4344,873,32545,1415,12168,1634,9561,1449,6461,1195,4355,852,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7654,983,4233,831,1982,637,408,342,1543,615,300,336,3421,606,1526,528,902,411,741,402,252,204,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,97299,2116,56776,1872,29333,2355,15849,2219,6339,1321,5255,1084,40523,1792,16203,1947,10757,1641,8179,1429,5384,1089,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4478459,4172,2279789,3371,1030375,14924,627704,13463,395892,11146,225818,7762,2198670,3094,941261,12739,578843,11387,442316,9877,236250,8757,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,141390,1212,76514,1107,31360,3450,22099,2636,14646,1978,8409,1825,64876,992,22514,2291,21296,2065,13803,1589,7263,1489,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3496,505,1497,406,81,107,685,317,392,152,339,250,1999,398,207,191,228,141,655,318,909,341,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,260806,3368,139535,2818,49005,3976,32320,3080,26919,3154,31291,2989,121271,1989,37341,3031,26236,2682,28304,3086,29390,2721,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,288483,1921,156011,1900,68360,3498,42515,3098,28144,2763,16992,2158,132472,1844,57143,3860,30972,2802,27847,2406,16510,1914,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,7293,951,3990,875,1410,530,1050,641,623,415,907,484,3303,674,974,325,753,319,846,440,730,351,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,131447,1875,72256,1509,28329,2118,24024,2117,12650,1705,7253,1297,59191,1380,19364,1772,19497,1930,13622,1568,6708,984,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,20715,959,10579,971,2672,700,4664,1145,2751,766,492,414,10136,841,2749,699,3350,761,2844,771,1193,535,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2466035,3943,1141220,2416,413411,8339,310378,7366,220077,6898,197354,6786,1324815,2263,426811,7506,311600,6501,277452,5804,308952,8377,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
