GEO_ID,C23002A_001E,C23002A_001M,C23002A_002E,C23002A_002M,C23002A_003E,C23002A_003M,C23002A_004E,C23002A_004M,C23002A_005E,C23002A_005M,C23002A_006E,C23002A_006M,C23002A_007E,C23002A_007M,C23002A_008E,C23002A_008M,C23002A_009E,C23002A_009M,C23002A_010E,C23002A_010M,C23002A_011E,C23002A_011M,C23002A_012E,C23002A_012M,C23002A_013E,C23002A_013M,C23002A_014E,C23002A_014M,C23002A_015E,C23002A_015M,C23002A_016E,C23002A_016M,C23002A_017E,C23002A_017M,C23002A_018E,C23002A_018M,C23002A_019E,C23002A_019M,C23002A_020E,C23002A_020M,C23002A_021E,C23002A_021M,C23002A_022E,C23002A_022M,C23002A_023E,C23002A_023M,C23002A_024E,C23002A_024M,C23002A_025E,C23002A_025M,C23002A_026E,C23002A_026M,C23002A_027E,C23002A_027M,NAME,C23002A_001MA,C23002A_001EA,C23002A_002MA,C23002A_002EA,C23002A_003MA,C23002A_003EA,C23002A_004MA,C23002A_004EA,C23002A_005EA,C23002A_005MA,C23002A_006EA,C23002A_006MA,C23002A_007MA,C23002A_007EA,C23002A_008MA,C23002A_008EA,C23002A_009MA,C23002A_009EA,C23002A_010EA,C23002A_010MA,C23002A_011EA,C23002A_011MA,C23002A_012EA,C23002A_012MA,C23002A_013EA,C23002A_013MA,C23002A_014MA,C23002A_014EA,C23002A_015MA,C23002A_015EA,C23002A_016MA,C23002A_016EA,C23002A_017EA,C23002A_017MA,C23002A_018EA,C23002A_018MA,C23002A_019MA,C23002A_019EA,C23002A_020MA,C23002A_020EA,C23002A_021MA,C23002A_021EA,C23002A_022EA,C23002A_022MA,C23002A_023EA,C23002A_023MA,C23002A_024MA,C23002A_024EA,C23002A_025MA,C23002A_025EA,C23002A_026MA,C23002A_026EA,C23002A_027EA,C23002A_027MA,state
0400000US13,4611533,9672,2269475,6947,1977696,6736,1621673,9597,41659,2349,1580014,9912,1505886,10792,74128,5531,356023,7607,291779,963,64513,3041,62869,3045,1644,628,227266,3250,2342058,4903,1936183,4531,1299808,11538,2992,1072,1296816,11517,1227880,12259,68936,4174,636375,10682,405875,1194,45795,2946,45305,2896,490,292,360080,3165,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,288174,2302,152592,1796,132279,1763,112029,2246,20844,1638,91185,2482,87404,2651,3781,838,20250,2047,20313,203,4674,672,4639,664,35,57,15639,680,135582,1400,113588,1366,78598,2505,3399,936,75199,2694,72468,2744,2731,723,34990,2364,21994,347,2678,668,2678,668,0,267,19316,668,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1041514,3508,520062,2442,445794,2339,365703,3857,4547,1105,361156,4114,343662,4401,17494,1718,80091,3176,74268,410,14085,1328,13449,1282,636,396,60183,1342,521452,2133,431551,2072,296535,4766,697,364,295838,4763,280415,4479,15423,1922,135016,4628,89901,694,7743,1025,7572,1006,171,149,82158,1283,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7284432,15919,3552024,10002,3026751,9952,2537843,11221,12342,1506,2525501,11305,2377095,13269,148406,6776,488908,9044,525273,1361,105503,3812,101484,3770,4019,739,419770,4181,3732408,8262,2983265,8053,2169632,12950,2516,782,2167116,12957,2043961,12828,123155,5667,813633,12397,749143,1845,92305,3650,88382,3585,3923,959,656838,4260,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4294171,7626,2089566,5206,1790069,5148,1474786,7696,4216,1061,1470570,7551,1377765,8735,92805,4971,315283,7160,299497,623,58545,3082,56385,3106,2160,567,240952,3123,2204605,4135,1780750,4150,1272520,10771,742,408,1271778,10769,1196780,10481,74998,4571,508230,10249,423855,885,45753,2581,44497,2593,1256,499,378102,2826,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2214599,3268,1078037,2718,901516,2618,763293,4030,1626,622,761667,4036,726223,4917,35444,3066,138223,4013,176521,396,43046,2165,41737,2132,1309,406,133475,2164,1136562,1919,886642,1826,691652,6114,318,284,691334,6170,659141,6611,32193,3056,194990,6131,249920,479,32583,1861,31642,1881,941,425,217337,1894,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1863870,5235,911507,3431,771533,3390,656525,4874,11632,1529,644893,5364,615335,5975,29558,2832,115008,3779,139974,617,37472,1837,36599,1864,873,392,102502,1813,952363,3036,758298,3018,574345,6110,1685,807,572660,6176,545344,6449,27316,2476,183953,5468,194065,643,23244,1691,22706,1631,538,238,170821,1644,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3000924,4320,1451407,3446,1241768,3375,944608,7540,10770,1369,933838,7566,871995,8209,61843,3987,297160,7900,209639,419,38255,2051,37177,2123,1078,426,171384,2023,1549517,2656,1255298,2660,816813,8463,967,368,815846,8465,762010,8302,53836,4161,438485,8220,294219,547,26490,1889,26036,1886,454,276,267729,1955,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2214203,4388,1075115,3382,908175,3238,720392,6867,9414,1471,710978,6783,677032,6412,33946,2842,187783,6134,166940,713,32010,1919,31256,1950,754,282,134930,2069,1139088,2363,910232,2533,587493,7140,1226,526,586267,7169,556717,7504,29550,2626,322739,7376,228856,878,22622,1964,21864,1917,758,326,206234,2167,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1039001,2952,502515,1824,421581,1810,344519,3300,4114,832,340405,3396,320452,3708,19953,1600,77062,3173,80934,240,15892,1209,15717,1213,175,145,65042,1214,536486,1842,427895,1841,310568,4123,154,248,310414,4051,295842,4128,14572,1959,117327,4072,108591,275,11800,1434,11221,1327,579,395,96791,1497,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2780903,7765,1344798,4823,1141156,4823,971229,7172,14008,1787,957221,7623,923552,8212,33669,2913,169927,5990,203642,766,46404,2452,45760,2428,644,296,157238,2371,1436105,4432,1158200,4218,860723,7457,2654,780,858069,7479,824915,8081,33154,3207,297477,7053,277905,992,34493,2541,33432,2541,1061,499,243412,2557,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4345054,10240,2070268,6494,1748290,6458,1445981,8681,3847,880,1442134,8680,1362156,8857,79978,5145,302309,7527,321978,830,67147,2870,64510,2816,2637,598,254831,2956,2274786,5958,1804343,5928,1353935,10252,687,416,1353248,10215,1288863,9725,64385,3747,450408,8117,470443,1099,54651,2988,53332,2924,1319,441,415792,3053,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6428914,6344,3148947,4134,2680257,4113,2156323,9027,4232,840,2152091,9000,1968547,9807,183544,5557,523934,9100,468690,741,75960,2753,71853,2748,4107,852,392730,2913,3279967,4780,2641108,4625,1865725,8790,221,180,1865504,8791,1725839,9728,139665,5164,775383,8875,638859,805,57700,2979,55316,2839,2384,534,581159,3091,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3639625,5940,1786303,4057,1528694,3891,1313557,6717,2705,629,1310852,6650,1244892,7257,65960,3822,215137,5291,257609,647,53666,2168,51965,2253,1701,449,203943,2174,1853322,3135,1505482,2953,1187756,7078,260,149,1187496,7110,1135904,7438,51592,2985,317726,7201,347840,727,42162,1823,41174,1762,988,384,305678,1946,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1400128,2958,678050,2640,567207,2650,442019,4647,6694,1233,435325,4882,413702,5356,21623,2357,125188,4448,110843,484,22906,1753,22602,1714,304,202,87937,1839,722078,2136,564495,2057,363219,5489,1134,397,362085,5536,338258,5606,23827,2382,201276,5953,157583,482,15540,1699,14846,1557,694,476,142043,1663,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3920510,5058,1901723,3367,1605149,3347,1310801,6889,11432,1539,1299369,7018,1231199,7605,68170,3058,294348,7149,296574,567,59706,3135,57681,3055,2025,658,236868,3214,2018787,3092,1607070,3179,1152973,9245,1830,551,1151143,9243,1089880,9345,61263,3816,454097,9100,411717,885,45304,2636,43469,2538,1835,552,366413,2777,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,687375,2072,340952,1644,285159,1645,229602,3261,2686,731,226916,3210,217138,3262,9778,1442,55557,2866,55793,197,11826,1188,11443,1194,383,236,43967,1170,346423,1333,276681,1257,203362,3249,390,332,202972,3286,195986,3559,6986,1189,73319,3178,69742,500,7528,910,7345,903,183,139,62214,1027,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1237251,3511,604599,2488,510807,2465,443182,3605,4339,823,438843,3728,421141,3989,17702,1716,67625,3309,93792,403,25576,1248,24742,1216,834,363,68216,1235,632652,1902,502045,1903,394040,4360,969,487,393071,4327,376793,4550,16278,2031,108005,4510,130607,442,18948,1490,18487,1491,461,220,111659,1525,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1461849,8652,747759,4809,638003,4770,527974,5748,5489,900,522485,5961,497074,6083,25411,2465,110029,4747,109756,723,24427,1963,23670,1934,757,413,85329,2064,714090,4907,590513,4663,403921,6799,934,484,402987,6839,383689,6664,19298,2003,186592,5741,123577,833,16149,1548,15375,1588,774,404,107428,1840,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1008824,2482,491897,1576,423304,1527,357464,3877,1081,531,356383,3857,341514,4077,14869,2006,65840,3812,68593,352,15528,1280,15081,1315,447,255,53065,1344,516927,1709,426292,1509,321587,3562,161,159,321426,3520,305798,3661,15628,1938,104705,3657,90635,763,10306,1192,9983,1196,323,214,80329,1366,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4892389,13202,2359171,7822,1973383,7639,1637324,9429,4036,859,1633288,9426,1545639,9889,87649,4124,336059,7826,385788,1690,80817,2786,76579,2624,4238,777,304971,2919,2533218,7549,1981508,7150,1420389,11179,530,307,1419859,11175,1344403,11202,75456,4144,561119,9721,551710,2303,62777,3317,59940,3356,2837,749,488933,3580,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1053931,8859,514553,5311,425994,4925,338106,5241,5606,1067,332500,5387,315517,5541,16983,2276,87888,3713,88559,1481,17890,1614,17524,1589,366,249,70669,2000,539378,5519,428433,5331,290369,6481,702,325,289667,6519,273783,6287,15884,2217,138064,5208,110945,1460,11982,1159,11443,1194,539,394,98963,1885,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10431505,19437,5020924,12313,4200874,11986,3360980,14460,16354,1632,3344626,14276,3158916,15342,185710,7195,839894,12059,820050,2615,164621,4871,158407,4827,6214,1077,655429,5743,5410581,10002,4242814,9591,2947067,16780,1753,553,2945314,16775,2795844,17532,149470,5334,1295747,15010,1167767,3001,128252,4588,123682,4625,4570,823,1039515,5068,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5017838,10089,2437183,7132,2069086,7134,1692896,9410,49080,2356,1643816,9815,1560106,10744,83710,4288,376190,8798,368097,962,70152,2836,68342,2825,1810,753,297945,2872,2580655,5110,2068806,5101,1442859,9068,4838,1309,1438021,8933,1363733,9050,74288,4442,625947,9393,511849,840,53535,2605,52295,2570,1240,549,458314,2677,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,470239,1428,233978,1111,195473,1113,166514,2175,4207,803,162307,2161,156746,2293,5561,997,28959,2035,38505,128,9123,943,8940,960,183,109,29382,946,236261,934,184103,944,145298,2377,440,190,144858,2334,141436,2580,3422,789,38805,2427,52158,135,6196,745,6088,740,108,88,45962,723,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7719257,6615,3727468,4882,3159181,4863,2578515,10120,6190,1197,2572325,10168,2409767,11423,162558,7151,580666,10351,568287,645,105966,3954,103251,3910,2715,603,462321,4075,3991789,4300,3183868,4173,2298653,11858,1174,437,2297479,11896,2159738,12153,137741,5949,885215,11837,807921,754,86171,3724,83945,3564,2226,676,721750,3700,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2165374,4195,1050748,2606,877576,2580,701437,5199,10036,1140,691401,5382,656360,5670,35041,2784,176139,5141,173172,562,37294,2154,36302,2182,992,385,135878,2091,1114626,3338,877155,3242,594212,7524,1044,420,593168,7452,564153,7801,29015,2635,282943,7274,237471,493,28414,1438,27827,1377,587,297,209057,1497,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2581755,7532,1264099,5199,1067861,5142,862511,9355,2366,701,860145,9192,805687,8999,54458,4007,205350,7639,196238,834,35583,2012,34743,2000,840,416,160655,2071,1317656,3555,1062765,3481,747203,6724,466,277,746737,6727,702961,6652,43776,3330,315562,6757,254891,1234,24834,2318,24029,2322,805,433,230057,2714,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8531365,7283,4100805,5120,3396449,5070,2747311,11825,5978,1020,2741333,11810,2591453,13092,149880,5553,649138,10620,704356,722,136281,3751,132636,3665,3645,662,568075,3730,4430560,4456,3412146,4321,2425319,11695,472,224,2424847,11649,2301745,13595,123102,5027,986827,12007,1018414,1162,100160,3704,97212,3723,2948,627,918254,3953,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,728495,3951,346299,2755,290519,2637,236386,3992,2139,625,234247,4025,222350,4045,11897,1656,54133,3704,55780,462,11559,1411,11002,1385,557,337,44221,1392,382196,2122,300305,2006,222075,4103,239,223,221836,4147,209495,4390,12341,1683,78230,4038,81891,613,8503,1120,8035,1111,468,261,73388,1157,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2355798,4474,1146094,3430,962909,3419,773583,7132,17634,1424,755949,6979,719884,7020,36065,3214,189326,6119,183185,589,34737,2409,33435,2350,1302,598,148448,2440,1209704,2785,961824,2835,654300,7844,4500,931,649800,7975,614557,7894,35243,3081,307524,7776,247880,661,28354,2216,27236,2192,1118,461,219526,2309,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,547941,1390,271044,1032,225471,1025,193444,2541,2020,669,191424,2667,185291,2994,6133,1227,32027,2505,45573,131,12628,1137,12480,1147,148,120,32945,1138,276897,1056,215903,1037,171448,2631,73,105,171375,2645,165772,2675,5603,1112,44455,2569,60994,140,9292,997,9110,978,182,159,51702,1006,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3852052,5955,1868409,4679,1585280,4669,1255581,9754,10364,1390,1245217,9721,1175588,10372,69629,4717,329699,8881,283129,516,55037,2805,52444,2666,2593,796,228092,2931,1983643,3396,1589554,3293,1058845,8711,381,241,1058464,8716,989226,8913,69238,3504,530709,8951,394089,744,40961,2605,39528,2557,1433,507,353128,2688,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
