GEO_ID,B10061_001E,B10061_001M,B10061_002E,B10061_002M,B10061_003E,B10061_003M,B10061_004E,B10061_004M,B10061_005E,B10061_005M,B10061_006E,B10061_006M,B10061_007E,B10061_007M,B10061_008E,B10061_008M,B10061_009E,B10061_009M,B10061_010E,B10061_010M,B10061_011E,B10061_011M,NAME,B10061_001MA,B10061_001EA,B10061_002MA,B10061_002EA,B10061_003EA,B10061_003MA,B10061_004EA,B10061_004MA,B10061_005MA,B10061_005EA,B10061_006EA,B10061_006MA,B10061_007MA,B10061_007EA,B10061_008EA,B10061_008MA,B10061_009EA,B10061_009MA,B10061_010MA,B10061_010EA,B10061_011EA,B10061_011MA,state
0400000US17,246490,10462,186767,8745,70743,5395,44814,4429,25929,2732,116024,6781,59723,4684,28968,3190,23051,2677,5917,1270,30755,3268,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,103220,5990,81499,5124,37854,3418,26399,2838,11455,1764,43645,3825,21721,3029,12699,2306,10560,2088,2139,804,9022,2088,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,29517,2996,23386,2518,11237,1655,7364,1377,3873,890,12149,1865,6131,1374,3199,1114,2352,880,847,474,2932,784,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,37430,3102,28957,2696,14792,1878,10990,1604,3802,952,14165,2002,8473,1576,4208,1172,3649,1136,559,358,4265,1079,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,81726,5750,65170,4817,35451,4157,25901,3244,9550,1902,29719,3021,16556,2539,9853,1949,8350,1916,1503,601,6703,1491,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,113099,6475,85553,5154,42319,3953,27463,3059,14856,1944,43234,3317,27546,3230,15910,2465,13265,2254,2645,873,11636,2070,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13489,1749,12288,1720,4576,1043,3314,828,1262,487,7712,1246,1201,586,731,407,459,319,272,232,470,413,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,122802,6164,95343,5693,31654,2875,19197,2085,12457,1991,63689,4813,27459,3476,12574,2387,9930,2163,2644,983,14885,2583,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,99447,5959,76085,5637,20567,2811,13652,2222,6915,1383,55518,4704,23362,3058,8379,1960,6850,1830,1529,656,14983,2732,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,157397,6787,127308,5857,51052,3469,33166,2617,17886,2202,76256,4341,30089,3078,13946,1922,11478,1826,2468,834,16143,2397,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,54315,3871,45636,3512,18051,2400,12824,2090,5227,1098,27585,2546,8679,1775,3351,856,2944,822,407,279,5328,1479,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,84593,5916,65165,5271,36754,3574,23984,2632,12770,2157,28411,3237,19428,3111,14446,2834,10623,2357,3823,1185,4982,1237,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,96285,5553,75086,4742,33374,3250,22379,2748,10995,1465,41712,3945,21199,2811,10253,1896,9042,1726,1211,478,10946,2048,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,12697,1753,10371,1714,4600,1015,3612,1045,988,415,5771,1255,2326,651,1299,378,1117,354,182,125,1027,544,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,19365,1980,15816,1720,7077,1065,5556,921,1521,493,8739,1401,3549,1051,1383,497,1039,413,344,199,2166,884,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,50948,3716,37717,3371,14034,2361,8640,1767,5394,1434,23683,3439,13231,1899,5846,1305,4416,1147,1430,539,7385,1595,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,17418,2449,14822,2336,3703,1312,3279,1269,424,265,11119,1884,2596,1095,1686,756,1272,738,414,423,910,534,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,192683,7720,144548,6281,34906,3503,18838,2661,16068,2453,109642,5524,48135,4110,18953,2279,13591,2146,5362,1303,29182,3159,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,43505,4232,36238,3762,19108,2877,12882,2520,6226,1319,17130,2152,7267,1504,2946,932,1935,749,1011,539,4321,1318,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,404280,11436,246556,8926,60104,4463,35303,3482,24801,2601,186452,8472,157724,7803,61481,5237,39764,4272,21717,2795,96243,5993,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,177220,8393,127216,7201,59635,4561,41593,3879,18042,2371,67581,4717,50004,4636,25513,3534,20124,3024,5389,1400,24491,3452,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5107,1259,4254,1276,2202,1138,1781,1112,421,207,2052,658,853,329,547,271,465,271,82,91,306,192,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,189595,7181,145920,6793,67714,4359,43955,3425,23759,2504,78206,4089,43675,3746,23454,2513,18672,2444,4782,956,20221,2945,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,75586,4357,57829,3929,33815,3152,19850,2568,13965,1763,24014,2487,17757,2721,9214,1928,6340,1435,2874,899,8543,1706,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,55096,4035,40772,3440,17502,2575,11011,2103,6491,1278,23270,2669,14324,2396,6307,1563,4686,1383,1621,644,8017,1749,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,194771,8179,156060,6349,56859,4027,38046,3461,18813,2163,99201,4663,38711,3914,19495,2679,14548,2345,4947,1178,19216,2367,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20850,2579,15183,2182,3767,1005,2576,914,1191,501,11416,2093,5667,1719,2349,907,1851,769,498,478,3318,1257,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,107666,6742,81048,5599,43521,4094,26346,3360,17175,2613,37527,3858,26618,3939,16061,2871,12605,2695,3456,922,10557,1942,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8224,1419,5603,1236,2816,900,1950,752,866,476,2787,795,2621,697,1930,609,1177,458,753,378,691,386,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,126231,6462,96136,5625,50340,4859,34439,4063,15901,1981,45796,4059,30095,3372,15911,2575,13319,2363,2592,764,14184,2257,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,632960,14552,493812,13150,214286,9451,142600,7293,71686,5548,279526,10504,139148,7916,67604,5573,54621,4971,12983,2100,71544,5877,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,44387,3536,37112,3413,13207,1942,8404,1559,4803,1207,23905,2897,7275,1669,2445,1065,1672,714,773,779,4830,1324,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7505,1335,6135,1161,1873,585,1083,419,790,349,4262,1006,1370,637,345,281,158,124,187,236,1025,593,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,143160,5428,106680,4523,39768,3201,25301,2597,14467,1800,66912,3172,36480,3826,17458,2313,13069,2020,4389,1267,19022,3065,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,106155,6362,78756,5304,32341,3512,21857,2850,10484,1989,46415,4008,27399,3312,10818,1735,8395,1518,2423,830,16581,2846,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,33977,3018,29155,2788,17314,2673,10924,2006,6390,1471,11841,1862,4822,1183,3515,1039,2746,849,769,415,1307,561,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,58197,3746,45883,3441,18135,2266,13710,1920,4425,1044,27748,2515,12314,1884,6382,1461,5498,1390,884,390,5932,1309,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6989,1595,5762,1415,3468,1166,2382,916,1086,567,2294,791,1227,750,498,318,366,266,132,165,729,626,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,120475,4619,101221,3990,48530,3296,27937,2414,20593,2317,52691,3115,19254,2237,10641,1498,8692,1378,1949,539,8613,1463,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
