C24010_057M,C24010_058E,C24010_058M,C24010_059E,C24010_059M,C24010_060E,C24010_060M,C24010_061E,C24010_061M,C24010_062E,C24010_062M,C24010_063E,C24010_063M,C24010_064E,C24010_064M,C24010_065E,C24010_065M,C24010_066E,C24010_066M,C24010_067E,C24010_067M,C24010_068E,C24010_068M,C24010_069E,C24010_069M,C24010_070E,C24010_070M,C24010_071E,C24010_071M,C24010_072E,C24010_072M,C24010_073E,C24010_073M,C24010_074E,C24010_074M,C24010_075E,C24010_075M,GEO_ID,C24010_001E,C24010_001M,C24010_002E,C24010_002M,C24010_003E,C24010_003M,C24010_004E,C24010_004M,C24010_005E,C24010_005M,C24010_006E,C24010_006M,C24010_007E,C24010_007M,C24010_008E,C24010_008M,C24010_009E,C24010_009M,C24010_010E,C24010_010M,C24010_011E,C24010_011M,C24010_012E,C24010_012M,C24010_013E,C24010_013M,C24010_014E,C24010_014M,C24010_015E,C24010_015M,C24010_016E,C24010_016M,C24010_017E,C24010_017M,C24010_018E,C24010_018M,C24010_019E,C24010_019M,C24010_020E,C24010_020M,C24010_021E,C24010_021M,C24010_022E,C24010_022M,C24010_023E,C24010_023M,C24010_024E,C24010_024M,C24010_025E,C24010_025M,C24010_026E,C24010_026M,C24010_027E,C24010_027M,C24010_028E,C24010_028M,C24010_029E,C24010_029M,C24010_030E,C24010_030M,C24010_031E,C24010_031M,C24010_032E,C24010_032M,C24010_033E,C24010_033M,C24010_034E,C24010_034M,C24010_035E,C24010_035M,C24010_036E,C24010_036M,C24010_037E,C24010_037M,C24010_038E,C24010_038M,C24010_039E,C24010_039M,C24010_040E,C24010_040M,C24010_041E,C24010_041M,C24010_042E,C24010_042M,C24010_043E,C24010_043M,C24010_044E,C24010_044M,C24010_045E,C24010_045M,C24010_046E,C24010_046M,C24010_047E,C24010_047M,C24010_048E,C24010_048M,C24010_049E,C24010_049M,C24010_050E,C24010_050M,C24010_051E,C24010_051M,C24010_052E,C24010_052M,C24010_053E,C24010_053M,C24010_054E,C24010_054M,C24010_055E,C24010_055M,C24010_056E,C24010_056M,C24010_057E,C24010_057MA,C24010_058MA,C24010_058EA,C24010_059MA,C24010_059EA,C24010_060EA,C24010_060MA,C24010_061EA,C24010_061MA,C24010_062MA,C24010_062EA,C24010_063MA,C24010_063EA,C24010_064MA,C24010_064EA,C24010_065EA,C24010_065MA,C24010_066EA,C24010_066MA,C24010_067MA,C24010_067EA,C24010_068MA,C24010_068EA,C24010_069MA,C24010_069EA,C24010_070MA,C24010_070EA,C24010_071EA,C24010_071MA,C24010_072EA,C24010_072MA,C24010_073MA,C24010_073EA,C24010_074MA,C24010_074EA,C24010_075MA,C24010_075EA,NAME,C24010_001MA,C24010_001EA,C24010_002MA,C24010_002EA,C24010_003MA,C24010_003EA,C24010_004MA,C24010_004EA,C24010_005EA,C24010_005MA,C24010_006EA,C24010_006MA,C24010_007MA,C24010_007EA,C24010_008MA,C24010_008EA,C24010_009MA,C24010_009EA,C24010_010EA,C24010_010MA,C24010_011EA,C24010_011MA,C24010_012MA,C24010_012EA,C24010_013MA,C24010_013EA,C24010_014MA,C24010_014EA,C24010_015MA,C24010_015EA,C24010_016EA,C24010_016MA,C24010_017EA,C24010_017MA,C24010_018MA,C24010_018EA,C24010_019MA,C24010_019EA,C24010_020MA,C24010_020EA,C24010_021EA,C24010_021MA,C24010_022EA,C24010_022MA,C24010_023MA,C24010_023EA,C24010_024MA,C24010_024EA,C24010_025MA,C24010_025EA,C24010_026MA,C24010_026EA,C24010_027EA,C24010_027MA,C24010_028EA,C24010_028MA,C24010_029EA,C24010_029MA,C24010_030MA,C24010_030EA,C24010_031MA,C24010_031EA,C24010_032MA,C24010_032EA,C24010_033EA,C24010_033MA,C24010_034EA,C24010_034MA,C24010_035MA,C24010_035EA,C24010_036MA,C24010_036EA,C24010_037MA,C24010_037EA,C24010_038EA,C24010_038MA,C24010_039EA,C24010_039MA,C24010_040MA,C24010_040EA,C24010_041MA,C24010_041EA,C24010_042MA,C24010_042EA,C24010_043EA,C24010_043MA,C24010_044EA,C24010_044MA,C24010_045MA,C24010_045EA,C24010_046MA,C24010_046EA,C24010_047MA,C24010_047EA,C24010_048MA,C24010_048EA,C24010_049EA,C24010_049MA,C24010_050EA,C24010_050MA,C24010_051MA,C24010_051EA,C24010_052MA,C24010_052EA,C24010_053MA,C24010_053EA,C24010_054EA,C24010_054MA,C24010_055EA,C24010_055MA,C24010_056MA,C24010_056EA,C24010_057EA,state
1321,6911,1200,3782,885,91524,4463,38644,3118,73003,4485,489589,8635,164531,5887,325058,7690,2256,579,11133,1294,6063,921,5070,991,91885,4959,65210,4200,26675,2664,2898,795,9618,1521,14159,1888,0400000US29,2801445,15257,1467021,10331,424698,8665,211015,5794,164981,5279,46034,3094,213683,6809,38996,2269,35526,2836,12619,1770,21668,2396,12697,1807,36833,2873,21009,2155,34335,2547,23864,2061,10471,1544,193766,6852,7430,1363,39927,2738,18419,1990,21508,2156,68597,4295,61295,4139,16517,1949,253943,6241,156200,5994,97743,4375,15427,1988,268143,7034,174381,6178,93762,4484,311044,9060,148280,6311,162764,7235,14684,1630,76981,4910,71099,4624,1334424,10701,470323,8188,153339,5194,88332,3809,65007,3697,316984,7180,17798,1719,6515,1313,10549,1455,28411,2832,11422,1425,109238,4775,22478,2425,110573,4545,65097,3401,45476,3129,269238,7405,55374,3497,10693,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
544,1330,450,624,312,20074,2315,8120,1260,13514,1856,75624,3725,24921,2497,50703,3241,2072,671,1582,578,1170,522,412,312,10023,1577,6319,1329,3704,807,746,404,1322,450,1636,615,0400000US30,467475,5150,246338,3722,77441,3991,39594,2915,33036,2479,6558,1330,37847,2584,3628,846,6993,1443,3228,787,2822,667,2117,578,8153,1351,5217,1268,5689,925,4176,782,1513,531,30270,2604,1311,563,7095,1092,3384,725,3711,771,10999,1858,8737,1208,2128,690,33928,2577,22490,2164,11438,1392,6602,877,60484,3578,41827,2987,18657,2003,37613,2788,13628,1950,23985,2146,2983,751,11314,1416,9688,1720,221137,3834,78419,3181,28295,2456,18363,1935,9932,1571,50124,2942,1842,515,1078,452,2222,636,4996,949,2204,679,18520,1664,3597,934,15665,1821,10118,1438,5547,1089,53417,3162,9755,1476,1954,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
907,3342,853,1070,432,30335,2495,12045,1661,24993,2076,146305,4499,45439,2586,100866,3936,1941,478,2317,666,1224,435,1093,484,30311,2367,21700,2017,8611,1302,834,377,2394,493,5383,1065,0400000US31,927963,7468,493627,4579,155266,4153,83305,3365,68028,2901,15277,1516,71961,3410,15234,1764,9772,1258,5066,1142,5327,887,4913,933,13974,1596,7383,1259,10292,1271,8197,1193,2095,596,54918,2614,1765,619,10342,1468,4561,844,5781,1212,18967,1819,18152,1867,5692,1181,84937,3795,51247,3086,33690,2443,13645,1190,80810,3710,47972,3022,32838,2499,104051,4254,51103,3201,52948,3047,6795,1195,26385,2289,19768,2259,434336,4983,161998,4042,53098,2814,31062,2291,22036,2080,108900,3696,5743,1049,1454,488,4295,848,8204,1106,4439,863,39313,2249,8107,1214,37345,2453,24124,1674,13221,1709,91464,3890,19679,1563,4412,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
1488,6406,1327,2421,891,52802,4471,31000,3063,42056,3291,199806,6444,73126,4715,126680,5045,547,418,5431,1460,4216,1256,1215,606,26568,2916,14505,2239,12063,1666,2181,1015,3544,794,6338,1360,0400000US32,1224523,10380,682972,6300,164006,6570,82686,4843,61665,4298,21021,2259,81320,4404,12344,1851,16890,2165,4542,1043,3137,1019,5292,1121,13837,1783,13142,1942,12136,1536,8238,1271,3898,1081,150866,6755,2509,791,28372,2636,19250,2190,9122,1404,52115,3908,37523,3929,30347,3439,112154,5453,69024,4416,43130,3022,2634,989,160717,6652,120626,6093,40091,3159,92595,4711,32010,3051,60585,4157,6197,1184,31753,3338,22635,2880,541551,7507,160715,6227,63317,3411,37834,2689,25483,2692,97398,5716,5185,1217,2539,748,3348,1086,6929,1441,6249,1151,34086,2805,9642,1560,29420,3154,20165,2333,9255,1777,148484,6641,13799,2127,8827,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
544,919,413,497,330,18813,2094,8843,2086,15047,1790,120669,4804,43422,3137,77247,4450,665,391,2732,694,1007,394,1725,592,21825,2351,15814,2080,6011,1273,374,224,2852,884,2785,973,0400000US33,704774,6351,373705,4806,123563,4817,57737,3356,45118,3359,12619,1536,65826,3523,15792,1822,16696,2026,3036,728,2535,694,2672,721,10968,1421,5508,1067,8619,1403,5462,1106,3157,876,44704,3111,1849,772,8203,1411,3868,886,4335,1192,15375,2251,15995,2075,3282,820,71421,3827,46247,2787,25174,3020,2707,844,68919,4239,44840,3469,24079,2559,62391,4240,33267,2780,29124,3112,4176,1095,16323,2537,8625,1494,331069,3910,127271,4907,39357,2667,24487,2038,14870,1811,87914,3800,6373,1231,1954,632,2333,622,6116,1201,2877,788,32652,2260,4633,860,30976,2409,20661,2179,10315,1666,57907,3686,13788,1774,1416,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
2153,15892,1827,5725,1174,92247,4898,56441,4515,101493,5233,732397,12346,230100,8042,502297,10519,1498,448,9100,1292,4252,1095,4848,908,104460,5682,63450,4592,41010,3475,3494,1043,15408,2097,22108,2744,0400000US34,4261555,16815,2260451,10960,814227,10371,397816,7239,282394,6036,115422,5348,416411,8158,104626,4472,62696,4019,23675,2389,21739,2558,31469,2914,68682,3836,44111,3444,59413,4271,43270,3556,16143,2034,313415,9513,8625,1650,84458,5141,41814,3697,42644,3308,93021,5679,94342,5452,32969,3253,453340,8564,277122,7316,176218,5937,4920,1036,330651,11133,210214,8855,120437,5582,343898,9513,131441,5749,212457,8211,24503,2650,111510,4976,76444,5472,2001104,13038,806186,12526,259840,7402,156792,5916,103048,4873,546346,10023,36277,3199,9969,1564,25219,2544,43434,3144,28688,2282,201148,5689,40418,2971,161193,5986,111650,5326,49543,3850,347463,9721,75665,5132,21617,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1119,2610,840,2161,707,28051,2681,16718,2108,25206,2731,142040,5532,51643,3404,90397,4140,1446,674,3746,1028,1566,579,2180,758,18821,2315,12332,1929,6489,1209,1216,602,2685,831,2588,883,0400000US35,875545,10072,467894,6603,147645,5626,61289,3853,48673,3490,12616,1895,86356,4540,11572,1629,19037,2054,11113,1769,6280,1245,3187,924,16170,2323,9110,1358,9887,1632,5601,1141,4286,1276,68946,4015,3272,1231,17444,2272,10824,1706,6620,1245,20885,2758,21146,2532,6199,1268,74644,4886,42716,3184,31928,3411,6451,1307,103198,6596,71180,5528,32018,3142,67010,4913,26822,2955,40188,3724,4023,1201,21461,2439,14704,2484,407651,5997,150595,5237,44869,3343,30247,2995,14622,1639,105726,5052,4197,920,3163,704,3843,897,8336,1367,7113,1384,40451,3169,7290,1426,31333,2609,20622,2107,10711,1783,91003,4473,16257,2218,4771,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
3803,32633,3213,22410,2561,203762,6875,139241,5725,263247,7988,1422267,21277,478804,11483,943463,17961,5253,994,21229,1962,10060,1602,11169,1492,199295,6658,135778,5499,63517,4213,7984,1728,27031,2641,28502,2569,0400000US36,9007682,29401,4711675,19429,1570689,16164,704902,11032,503846,9856,201056,5888,865787,13420,132837,6184,108195,5037,39978,3055,57041,4521,87296,4507,165505,6289,142302,6048,132633,5652,101020,4492,31613,3526,804045,17096,31628,3378,204053,7929,104754,5862,99299,5379,254795,10459,225902,8823,87667,5267,904143,14694,543310,13222,360833,9347,20306,2051,692402,13487,450973,12610,241429,7336,720090,15274,293137,10079,426953,10990,45604,3507,246261,9839,135088,6511,4296007,21810,1738610,17627,525438,9483,319689,7499,205749,6299,1213172,16430,49687,3013,19525,2489,41781,3112,115535,5918,75800,4517,439558,9931,122823,5750,348463,9187,250903,7782,97560,5306,909353,13839,248060,8206,55043,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
2030,7530,1540,8004,1440,126904,5867,59392,4514,94403,5722,651597,11680,233798,8638,417799,9148,6046,1272,14413,2022,7857,1485,6556,1453,172725,6390,129396,4981,43329,3903,3232,1012,16017,1886,24080,3026,0400000US37,4152228,15607,2190050,11982,615778,10326,296735,8098,229674,7473,67061,4346,319043,7074,60632,3867,56952,3269,18360,2027,30822,2820,13104,1633,57804,3248,30441,2630,50928,3048,38178,2423,12750,1917,270501,9086,9263,1643,56701,4738,31508,3354,25193,2726,89136,5898,90699,5191,24702,2371,363621,7892,229635,6837,133986,5188,26375,3487,469575,11197,305661,9774,163914,6915,444200,9630,227384,6803,216816,7969,15098,2110,110481,5730,91237,5017,1962178,11099,736304,11866,233361,8297,139991,5829,93370,5111,502943,9985,24878,2022,10709,1506,15889,2461,44154,3259,17801,1631,192618,6671,33329,2927,163565,6297,107139,5218,56426,3307,381093,9756,84860,4768,15534,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
596,836,384,683,435,13824,1826,4535,707,10131,1356,53949,2505,17744,1788,36205,2349,854,307,955,446,456,185,499,393,8123,1207,6086,1106,2037,524,380,213,828,306,829,348,0400000US38,335010,4406,175782,2658,57523,2655,34822,2157,29884,2048,4938,990,22701,2146,3672,926,3922,813,2291,571,1190,357,919,395,4319,897,2231,655,4157,761,3181,639,976,491,18991,1847,894,402,3449,847,1228,458,2221,661,6867,1572,5575,856,2206,564,29037,2093,19619,1727,9418,1481,5431,920,32217,2131,19014,1537,13203,1372,32583,2168,13384,1424,19199,1827,2400,522,10768,1412,6031,1077,159228,2983,56239,2779,17854,1592,11186,1411,6668,1045,38385,2414,1204,457,728,365,991,416,3715,949,1661,626,13902,1303,2081,666,14103,1619,9060,1206,5043,1059,39108,2578,9099,1326,1519,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
2148,12463,1607,9287,1224,195012,7546,67873,4135,123407,5111,912339,13099,307029,6560,605310,11418,3937,835,18413,2227,9618,1683,8795,1505,231746,7162,157536,6313,74210,4440,4465,973,24349,2088,45396,3541,0400000US39,5474367,20369,2855630,13606,837768,13522,411992,8796,308245,7156,103747,5489,425776,10744,78867,4512,89660,4324,24331,2374,31582,2502,26448,2204,76326,4261,35287,3122,63275,3806,48357,3187,14918,1810,359043,9137,12368,2049,77271,3974,42524,3064,34747,2713,122458,6177,119530,5457,27416,2827,498608,10385,296857,8288,201751,6815,14545,1841,446856,10472,265920,8191,180936,6430,698810,12245,366329,8976,332481,9623,26142,2780,150648,5497,155691,6882,2618737,14247,919371,13040,289752,7476,174829,6675,114923,4191,629619,10931,29238,2448,11913,1558,19465,2301,53982,3592,23320,2372,212536,6761,38688,3159,240477,6807,155290,5158,85187,3961,532931,11266,124889,6301,21750,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
1102,3311,865,2554,753,57350,3606,24851,2756,39672,2840,275747,7079,90503,4183,185244,5585,2857,808,6803,1211,3713,979,3090,799,43062,3178,29734,2564,13328,1673,1129,448,4899,1180,7300,1197,0400000US40,1631472,9986,873772,7203,236811,6450,115258,4843,91206,4251,24052,2234,121553,4890,16426,1561,22434,2390,6539,1059,12975,1821,7033,1143,22521,2433,12504,1691,21121,2299,15722,2106,5399,1131,106289,6058,5072,1058,25913,2107,13880,1600,12033,1659,33707,3435,32733,3368,8864,1717,151871,5259,91190,4156,60681,3606,10892,1597,182798,5956,108651,5395,74147,3913,185111,6492,92274,4572,92837,4394,7235,1253,49830,2920,35772,2916,757700,8218,264409,6997,87735,4149,53368,3159,34367,2727,176674,5681,7446,1406,3175,727,4453,995,16232,2051,8300,1257,68669,3490,10040,1697,58359,3284,33084,2559,25275,2449,164822,5628,37084,2896,5865,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
1402,4140,1094,2251,700,58647,4065,24026,2633,49346,4062,291868,7971,99130,4972,192738,6278,6418,1405,7482,1406,3646,944,3836,941,51327,3525,33223,3044,18104,2400,1473,686,7395,1417,9236,1567,0400000US41,1791946,12003,967810,7955,292054,7291,131410,5876,101176,4697,30234,2478,160644,5269,27609,2340,32833,2698,10602,1804,13553,1948,9253,1191,27077,2053,18110,2077,21607,2127,17198,2071,4409,1016,125767,6510,4867,1148,22224,2394,12969,1787,9255,1503,43697,4259,42062,3390,12917,1877,168390,5314,102757,4852,65633,4796,31182,4339,164385,7069,109656,6293,54729,3586,186032,6785,93308,6106,92724,4800,12055,2218,43463,3494,37206,3560,824136,7887,298723,6971,106285,4476,66547,3204,39738,3128,192438,6170,11689,1585,5657,1176,8376,1332,16526,2232,8770,1289,65279,3770,19162,1952,56979,3313,38771,3021,18208,1972,168318,6877,29908,2766,6391,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
2077,15589,1663,7089,1212,189728,6076,72103,3928,134566,4772,997871,10458,323090,7463,674781,9552,6170,1045,16783,2229,8657,1701,8126,1202,186537,6130,118853,4819,67684,3377,5038,1112,22831,2037,39815,3012,0400000US42,5881115,19199,3092864,13926,970593,11720,451620,8260,332565,7777,119055,4960,518973,8248,92186,4226,92934,4354,34430,2534,39387,3020,31683,2608,93331,4000,48421,3149,86601,4068,66165,3461,20436,2266,399747,9330,15815,1965,86316,4094,41296,2530,45020,3147,124403,6157,137356,5663,35857,2610,549167,8915,324216,7198,224951,6338,23271,2149,502795,9517,307268,8031,195527,5285,647291,9766,299989,8414,347302,7729,24872,2486,163178,5633,159252,5398,2788251,14668,1031908,12162,314048,7526,187034,5548,127014,5029,717860,9502,34779,2514,14724,1966,28474,2507,68403,3489,30442,2454,237652,6942,42341,3060,261045,7115,175485,5327,85560,3706,548982,9208,129907,5841,22678,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
890,1986,788,527,417,17818,2309,6408,1427,14773,2088,84366,4215,25734,2124,58632,3613,0,281,1251,585,618,467,633,330,18892,2485,13221,2119,5671,1415,204,208,1726,764,3741,1220,0400000US44,532288,6195,275592,3605,86625,3899,37025,2482,25686,1901,11339,1603,49600,3013,7923,1286,8520,1246,4007,829,2931,924,2600,687,11125,1574,5236,1135,7258,1393,5189,1097,2069,715,43139,3819,1690,665,10366,1819,6562,1298,3804,1239,14750,2433,11785,1929,4548,1103,53046,3681,30776,3081,22270,2356,763,388,42827,3218,29721,3046,13106,1968,49192,3948,25935,3067,23257,2732,1844,729,12865,2040,8548,1525,256696,5296,97115,4433,30181,2561,18796,1980,11385,1692,66934,4181,3652,943,1130,513,1658,646,6182,1278,2294,834,26680,2710,3633,898,21705,2341,16514,1941,5191,1116,55072,3937,13560,2142,2513,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
