GEO_ID,C24010H_001E,C24010H_001M,C24010H_002E,C24010H_002M,C24010H_003E,C24010H_003M,C24010H_004E,C24010H_004M,C24010H_005E,C24010H_005M,C24010H_006E,C24010H_006M,C24010H_007E,C24010H_007M,C24010H_008E,C24010H_008M,C24010H_009E,C24010H_009M,C24010H_010E,C24010H_010M,C24010H_011E,C24010H_011M,C24010H_012E,C24010H_012M,C24010H_013E,C24010H_013M,C24010H_014E,C24010H_014M,C24010H_015E,C24010H_015M,NAME,C24010H_001MA,C24010H_001EA,C24010H_002MA,C24010H_002EA,C24010H_003EA,C24010H_003MA,C24010H_004MA,C24010H_004EA,C24010H_005MA,C24010H_005EA,C24010H_006MA,C24010H_006EA,C24010H_007MA,C24010H_007EA,C24010H_008EA,C24010H_008MA,C24010H_009EA,C24010H_009MA,C24010H_010MA,C24010H_010EA,C24010H_011MA,C24010H_011EA,C24010H_012MA,C24010H_012EA,C24010H_013EA,C24010H_013MA,C24010H_014EA,C24010H_014MA,C24010H_015MA,C24010H_015EA,state
0400000US23,640532,6516,334351,3888,93351,4137,43630,2987,56168,3758,11263,1591,68521,3075,61418,3371,306181,4232,118051,3713,64854,2991,105986,3620,1291,511,1902,601,14097,1513,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1743467,10725,919393,6480,409297,6893,91666,4874,154163,5586,3171,871,159533,5459,101563,4889,824074,8727,400827,7011,114952,5069,279247,7677,1027,387,5554,874,22467,2341,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2671330,13954,1371691,9515,552646,9169,167991,5661,253215,7236,3547,1005,213178,7631,181114,6144,1299639,9261,596783,9133,211707,7711,433103,8145,1825,656,6410,1151,49811,4375,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3742139,15770,1994578,9755,631585,7435,228946,7049,342940,8072,12325,1227,331128,7650,447654,7880,1747561,10185,622626,8809,360373,8403,623508,10122,2730,611,11030,1535,127294,4331,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2428282,9085,1268715,6778,444996,6768,127798,4554,237020,6114,12945,1117,206721,5336,239235,5797,1159567,7591,466189,6737,222456,6950,394648,6610,3458,600,8313,1392,64503,3452,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,777913,8241,428227,5335,122037,4662,38477,3214,71996,3962,7246,1168,98774,4951,89697,3734,349686,5769,136870,5252,53027,3359,130985,5184,753,572,4093,1177,23958,2039,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2386785,13133,1268227,8331,378162,7312,147863,5965,222165,5930,14175,1968,241334,7076,264528,8522,1118558,9699,409096,7725,212116,6509,413675,7482,1851,484,9097,1256,72723,4250,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,428339,4734,226696,3515,72926,3776,26924,2424,31826,2549,6128,849,54165,3410,34727,2797,201643,3344,71919,3181,46658,2997,70291,3556,2072,671,1371,567,9332,1514,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,812712,6094,428210,3827,143254,3959,44339,2348,76343,3626,12048,1110,69975,3326,82251,4244,384502,4470,148904,3829,76309,3356,134431,4445,1778,450,2074,652,21006,1746,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,743743,8366,407871,5233,126557,5288,74129,4459,74036,4489,1147,760,79706,4239,52296,3558,335872,5810,119632,5524,67401,4252,134222,5191,338,312,2487,863,11792,1930,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,663706,5550,351022,4206,115348,4252,41302,2993,67678,3794,2493,826,66448,4201,57753,3785,312684,3434,120473,4601,52206,3309,116812,4671,665,391,2732,694,19796,2201,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2715475,14279,1442541,8074,580979,9381,159890,5520,308927,7408,2666,744,222950,8385,167129,6082,1272934,9779,563321,8965,179208,5893,487471,9591,1062,379,5635,995,36237,2962,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,407530,6878,215031,4354,94468,4669,23061,2552,36490,2845,1258,478,36088,3285,23666,2311,192499,4464,91879,4147,26479,2478,66668,3911,649,402,1570,661,5254,1112,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5698679,22910,3008605,13460,1165935,12854,391964,10111,578731,10406,15552,1796,443882,9926,412541,8456,2690074,15471,1222270,13012,420059,9083,926375,15566,4138,851,13604,1598,103628,4318,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2945271,13811,1557911,9980,511854,9558,158665,6506,283521,7025,12486,1967,315804,9321,275581,8434,1387360,9048,568371,10170,226774,8219,486649,10706,2941,997,10668,1784,91957,4605,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,311210,3812,164758,2380,54980,2570,15873,1651,27440,2016,5287,932,30597,2054,30581,1935,146452,2584,52869,2391,34769,2248,50564,2428,783,278,851,412,6616,876,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4695194,17310,2475687,11685,743182,11202,281916,7042,437461,9126,11622,1593,404699,9978,596807,10361,2219507,12163,797106,12134,428147,9744,788026,11584,3169,706,15596,2174,187463,6424,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1230794,8347,659955,5431,195142,5637,68169,4151,119573,4257,6993,1181,137359,4696,132719,5562,570839,7244,213665,5697,108605,4708,214804,5814,1527,461,4940,980,27298,2530,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1480603,11003,786475,7308,256915,7524,92062,5816,146451,4882,12530,2056,133739,5662,144778,5896,694128,7033,263395,6494,134736,6049,252528,6783,2297,620,6565,1298,34607,3076,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5032071,18537,2670788,12359,858910,10041,314259,7410,474444,7800,16732,1654,456521,8409,549922,8793,2361283,13640,895657,10765,442574,7750,852249,9435,5066,893,15217,1979,150520,5023,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,434559,5967,224246,3646,75994,3671,33918,3141,42990,3389,618,335,37107,3073,33619,3015,210313,4356,86532,4050,41224,3185,71368,3544,0,281,1109,553,10080,1848,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1354446,10282,724703,6560,231705,5921,81040,4467,132461,5219,3954,973,144961,5915,130582,5788,629743,8114,245615,6433,95626,4321,241748,7512,617,357,7055,1755,39082,3487,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,369792,4101,196331,3381,65660,2980,20174,1807,33346,2191,5259,931,33274,1998,38618,2379,173461,2755,66221,2794,33929,2261,60010,2619,982,365,978,474,11341,1479,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2208246,12812,1192677,9802,353577,8762,124636,5722,215792,7025,6801,1359,225913,8036,265958,7431,1015569,9286,365024,7328,182070,7201,374591,8921,1174,487,7951,1631,84759,4306,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5600590,20005,3058547,13928,1187044,12870,293005,9114,619141,11141,20149,2542,497337,10143,441871,9945,2542043,13608,1117638,13466,365552,9457,951402,12976,4679,1077,18108,2341,84664,4516,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1021976,8995,572453,5232,199556,4997,55078,3493,122426,4895,2100,609,99816,4137,93477,4483,449523,6698,158682,4904,81890,4075,183415,6114,737,354,3405,796,21394,1993,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,320402,3941,167094,2615,56690,2714,22785,2153,25109,1822,2898,685,32454,2577,27158,2132,153308,3148,63081,2646,32669,2342,48523,2529,654,286,888,286,7493,1126,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2625873,14072,1385198,8562,576626,7941,140499,5930,217902,5691,9741,1717,246636,8220,193794,6117,1240675,11123,567635,8522,180563,6264,423103,9115,2285,697,7831,1341,59258,3823,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2432156,13167,1298740,8028,484918,8628,136897,5168,235172,6553,12577,1789,220368,7219,208808,7256,1133416,9787,461984,9270,217011,7902,393108,8634,3015,890,9656,1663,48642,3191,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,726232,8973,396007,5733,93152,4524,45804,2978,63372,3859,3936,916,95746,4472,93997,4636,330225,6283,111361,4467,76661,4317,119940,4179,300,226,2830,765,19133,2143,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2569015,11667,1342689,8145,401117,6835,139357,4841,224877,5901,18291,2071,226403,5241,332644,6512,1226326,6619,439454,6313,238506,6242,430590,8764,5557,881,8076,1318,104143,3899,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,243467,3911,132630,2828,35693,2271,14281,1915,14581,1609,2225,883,36302,2672,29548,2147,110837,2262,40089,2400,23386,2326,39872,2683,667,412,1672,627,5151,1086,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,14054,1733,9970,1438,4144,840,1294,526,2043,674,131,158,1081,572,1277,446,4084,912,1982,693,377,216,1535,616,0,275,0,275,190,222,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
