GEO_ID,B09001_001E,B09001_001M,B09001_002E,B09001_002M,B09001_003E,B09001_003M,B09001_004E,B09001_004M,B09001_005E,B09001_005M,B09001_006E,B09001_006M,B09001_007E,B09001_007M,B09001_008E,B09001_008M,B09001_009E,B09001_009M,B09001_010E,B09001_010M,NAME,B09001_001MA,B09001_001EA,B09001_002MA,B09001_002EA,B09001_003EA,B09001_003MA,B09001_004EA,B09001_004MA,B09001_005MA,B09001_005EA,B09001_006MA,B09001_006EA,B09001_007MA,B09001_007EA,B09001_008MA,B09001_008EA,B09001_009EA,B09001_009MA,B09001_010EA,B09001_010MA,state
0400000US17,3216387,2206,3210502,2272,527527,8103,361670,8459,173864,6153,525188,8639,535267,8729,538122,7958,548864,1512,5885,663,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1579597,2276,1575572,2256,256319,5574,177261,5555,89986,4405,256111,5971,245541,4873,276614,6394,273740,2387,4025,425,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,714520,2010,709233,1923,109912,2890,81003,2782,37954,2834,115355,3405,114199,3991,124135,4611,126675,1569,5287,673,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,694667,1640,694283,1661,117395,3135,77307,3033,40392,2633,112290,3885,112207,4015,114023,3637,120669,1261,384,145,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1000341,2328,994915,2542,167489,4185,109299,3959,55624,3905,160566,5035,161021,5221,168701,5017,172215,1898,5426,597,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1088997,1997,1086884,2026,175525,5251,125673,5477,57572,4108,181142,6178,173845,5830,186156,5589,186971,2650,2113,457,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,281872,1332,281586,1330,41149,1519,29078,1468,14549,1655,42666,2394,46402,2293,51407,2478,56335,682,286,50,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1362132,1352,1356882,1587,218772,4338,149729,4429,69904,3631,220900,6357,223251,5955,230310,6813,244016,1807,5250,836,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1448477,1195,1440865,1191,233151,5605,153641,5589,76489,4246,228965,5864,241829,6354,250980,6777,255810,1360,7612,773,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2477421,1769,2468536,2147,372238,4541,266541,4515,130002,4904,391230,7525,414332,6344,442101,8248,452092,2022,8885,1183,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1257930,1187,1255226,1239,206595,3505,140613,3477,69380,3461,197898,5336,204454,4789,212680,5337,223606,1368,2704,426,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,758927,2154,756080,2173,124987,4367,81075,4298,38330,3208,119896,4351,124985,4809,134937,4807,131870,1831,2847,365,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1422429,2533,1417471,2655,228040,4921,162508,4547,75511,4345,234038,5161,224217,5418,242373,6211,250784,1674,4958,569,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,218098,1215,217119,1219,35246,1655,22331,1560,10363,1349,37161,2262,35034,2026,35122,2193,41862,1542,979,367,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,445410,1201,443521,1194,79083,2420,49103,2171,23344,1878,71916,2715,70093,2712,73821,2903,76161,834,1889,261,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,634447,586,633395,589,109008,3770,74429,3584,35504,2669,101450,4811,104438,4797,105168,5218,103398,1066,1052,167,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,297678,1399,296908,1394,44105,2137,29348,2120,16414,1704,46915,2784,48195,2709,54570,3089,57361,855,770,244,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2089653,909,2086317,1026,326813,5809,232876,5660,110064,5577,339617,5854,348337,7125,360099,7452,368511,1075,3336,512,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,510350,1339,508676,1419,82203,3246,59529,3077,24830,2692,84126,3808,81596,3933,89164,4077,87228,1527,1674,450,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4513489,1948,4491618,3210,716124,9541,500956,9427,237156,6281,716223,9849,740221,10162,778724,11413,802214,2153,21871,2188,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2155019,2675,2147995,2722,353998,7640,248706,6761,115087,5788,344328,7796,346396,8068,374289,8892,365191,3214,7024,1121,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,143612,954,143451,962,24285,1562,14809,1230,6464,947,22140,1360,24820,1706,24053,1445,26880,846,161,75,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2772776,2142,2765189,2039,436556,7007,299029,7009,146858,4719,441419,8360,456657,7225,489287,8429,495383,2376,7587,927,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,895186,2070,890786,2102,149848,3000,102093,3049,50313,3200,146978,5354,143072,4167,145959,5834,152523,1973,4400,574,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,857617,1304,855575,1349,139291,4137,90579,3957,47116,3230,141034,5204,135780,4066,148249,4892,153526,1892,2042,319,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2807534,2145,2789595,2242,427692,5925,296447,5739,145400,5158,445326,8493,461837,8006,492967,9778,519926,2146,17939,1193,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,237447,820,236713,852,37777,1960,24021,1782,12116,1663,39203,2620,38791,2492,41730,2703,43075,690,734,296,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1038866,1170,1034768,1466,170025,4316,114254,3853,55906,4050,166916,6126,163815,5405,179011,6597,184841,1686,4098,1008,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,193977,817,192908,817,31858,1448,21843,1448,10601,1208,28530,1999,32681,1998,33719,2076,33676,840,1069,216,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1447050,2914,1443229,2924,240242,5905,158764,5503,76748,4069,232960,6649,236622,6454,245896,8032,251997,2017,3821,443,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6502854,3409,6487137,3504,1131176,13524,790403,12756,352906,7774,1059697,12902,1042123,12493,1060373,13916,1050459,3761,15717,799,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,792172,897,791228,905,149781,3187,97386,3158,43510,2454,132513,4166,119322,3600,126100,3650,122616,1050,944,132,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,133904,751,133555,748,18360,1388,14654,1410,6392,1146,19278,1276,22991,1383,24642,1464,27238,526,349,140,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1805553,2661,1800621,2773,293169,6272,210063,5617,95834,4524,287267,7025,289054,7091,311782,7533,313452,2290,4932,641,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1527876,1006,1524718,1127,241122,4897,165436,4800,84030,4637,245185,6647,247684,5618,268962,6205,272299,1954,3158,500,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,390221,1231,389052,1188,60669,2409,43643,2370,18277,2248,64209,3107,63796,3268,67924,3302,70534,988,1169,340,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1314943,1616,1311637,1750,207772,3582,143869,3424,70048,3421,208607,5297,217632,4842,224885,5007,238824,1255,3306,403,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,120930,1050,120343,1024,20825,1695,13278,1438,6672,1031,19028,1517,18775,1855,19761,1901,22004,733,587,190,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1018658,0,1017387,469,142560,3689,108615,3712,55324,3423,164557,5635,177589,6081,189955,6151,178787,364,1271,475,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
