GEO_ID,B14001G_001E,B14001G_001M,B14001G_002E,B14001G_002M,B14001G_003E,B14001G_003M,B14001G_004E,B14001G_004M,B14001G_005E,B14001G_005M,B14001G_006E,B14001G_006M,B14001G_007E,B14001G_007M,NAME,B14001G_001EA,B14001G_001MA,B14001G_002EA,B14001G_002MA,B14001G_003MA,B14001G_003EA,B14001G_004MA,B14001G_004EA,B14001G_005MA,B14001G_005EA,B14001G_006MA,B14001G_006EA,B14001G_007MA,B14001G_007EA,state
0400000US44,20703,3615,9171,2239,1689,867,3232,1447,1854,744,2396,902,11532,2155,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,49915,3997,25919,3189,5144,1288,11938,2380,4430,1095,4407,1052,23996,2406,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11183,2100,5551,1658,498,416,3566,1342,844,381,643,288,5632,1273,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,66636,5715,29997,3457,4498,1050,16075,2505,5221,1122,4203,979,36639,3561,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,370900,14764,168027,8867,26298,2728,76670,5632,35796,3390,29263,3175,202873,9439,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,38266,4351,21891,2934,3078,1003,9764,1742,4920,986,4129,963,16375,2089,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7817,1128,3564,923,422,195,1320,498,840,428,982,390,4253,634,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,128570,7876,65720,5459,9873,1743,29655,2986,13565,2020,12627,2139,62850,5079,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,190253,8409,91822,5310,13379,1764,41430,3663,19851,2129,17162,2342,98431,5246,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,19130,2221,9267,1580,1548,628,5134,1297,1520,493,1065,451,9863,1607,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,62205,3804,30890,2265,6163,1013,14224,1435,5119,964,5384,1172,31315,2556,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,9076,1635,3240,796,620,302,1085,441,752,381,783,385,5836,1435,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,168970,8922,52846,4548,4819,1154,22542,2432,11965,1521,13520,2096,116124,6369,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
