GEO_ID,C24010A_001E,C24010A_001M,C24010A_002E,C24010A_002M,C24010A_003E,C24010A_003M,C24010A_004E,C24010A_004M,C24010A_005E,C24010A_005M,C24010A_006E,C24010A_006M,C24010A_007E,C24010A_007M,C24010A_008E,C24010A_008M,C24010A_009E,C24010A_009M,C24010A_010E,C24010A_010M,C24010A_011E,C24010A_011M,C24010A_012E,C24010A_012M,C24010A_013E,C24010A_013M,C24010A_014E,C24010A_014M,C24010A_015E,C24010A_015M,NAME,C24010A_001MA,C24010A_001EA,C24010A_002EA,C24010A_002MA,C24010A_003EA,C24010A_003MA,C24010A_004MA,C24010A_004EA,C24010A_005EA,C24010A_005MA,C24010A_006EA,C24010A_006MA,C24010A_007EA,C24010A_007MA,C24010A_008EA,C24010A_008MA,C24010A_009EA,C24010A_009MA,C24010A_010MA,C24010A_010EA,C24010A_011MA,C24010A_011EA,C24010A_012MA,C24010A_012EA,C24010A_013MA,C24010A_013EA,C24010A_014MA,C24010A_014EA,C24010A_015MA,C24010A_015EA,state
0400000US21,1697218,12410,909172,8410,245492,7660,93932,4042,154473,6591,9122,1670,187675,6021,218478,6267,788046,8637,289019,6570,145342,5278,282813,7120,2141,574,4768,1068,63963,3672,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1286869,10307,708288,6776,207729,5271,72382,4290,119031,4601,6586,1191,174690,5943,127870,5242,578581,7438,228704,6308,101044,5073,223881,6756,889,426,5426,1137,18637,2208,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,643232,6499,336169,3918,93547,4107,44238,3021,56494,3769,11263,1591,68603,3061,62024,3367,307063,4243,118115,3706,65119,3006,106458,3572,1318,515,1902,601,14151,1520,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1827659,12810,969312,8277,422223,6953,101318,5269,159618,6032,3663,919,176376,5674,106114,4972,858347,9076,411621,7025,125791,5549,288977,7955,1027,387,6225,1088,24706,2373,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2768861,14917,1426666,10211,564708,9530,183063,6035,261102,7434,3967,1005,220386,7473,193440,6430,1342195,9457,610820,9255,224889,7881,444001,7991,1825,656,6512,1190,54148,4603,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3821555,16533,2040400,10128,640918,7654,237207,6939,348265,8124,13720,1373,338232,7931,462058,8093,1781155,10405,631083,8887,367895,8541,634608,10386,2986,690,11325,1500,133258,4311,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2473935,9807,1296857,7695,449866,7054,135250,4984,239378,6198,13819,1253,210192,5486,248352,6141,1177078,7657,470284,6779,228413,7142,398254,6537,3773,633,8528,1426,67826,3459,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,789408,8453,436304,5553,123186,4734,38836,3251,72900,4085,7400,1159,101194,5036,92788,4066,353104,5649,138086,5277,53793,3350,131986,5279,874,606,4093,1177,24272,2065,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2422229,13324,1288880,8277,382965,7545,151377,5842,224483,5871,14598,2009,245997,6940,269460,8464,1133349,9899,412758,7718,215712,6613,418462,7470,2138,559,9649,1302,74630,4487,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,431912,4714,228581,3455,73771,3806,27081,2417,31933,2538,6157,847,54528,3424,35111,2814,203331,3513,72528,3154,47217,2955,70652,3562,2072,671,1380,567,9482,1524,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,841163,6715,445883,4091,144890,4021,46811,2289,77796,3716,12583,1138,73333,3544,90470,4277,395280,4710,150960,3882,79783,3431,136745,4398,1941,478,2074,652,23777,2098,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,919808,10853,520744,6086,135370,5864,104674,5609,82779,4668,1729,851,126467,5563,69725,4290,399064,7175,128539,5745,96218,5297,152836,5652,338,312,3650,1178,17483,2512,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,672376,6115,356595,4435,116445,4299,42512,3056,69255,3860,2651,850,67013,4280,58719,3856,315781,3768,121599,4630,52947,3394,117629,4661,665,391,2732,694,20209,2214,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3026561,18267,1622218,10357,613082,9646,203050,7271,335619,7778,2966,786,256657,9019,210844,7226,1404343,11925,596438,9463,211230,7480,534389,10064,1238,408,6018,1021,55030,4208,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,618267,9346,333041,6055,118058,5378,44549,3555,54064,3540,4381,1081,68602,5292,43387,3616,285226,6412,116969,5394,54319,3441,98944,5161,1218,614,2187,741,11589,1570,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,6236849,28232,3317323,16390,1226390,13423,476146,12144,628885,11389,17085,1977,502047,10619,466770,10849,2919526,18681,1287605,14176,487798,10371,1001201,16409,4582,927,14523,1637,123817,4886,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3044476,14204,1628448,10570,520635,9690,168475,6622,289588,7213,14180,2188,346258,10469,289312,8805,1416028,8992,574689,10122,235074,8338,493675,10627,3294,1098,11033,1858,98263,4768,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,313210,4023,165686,2508,55086,2560,15990,1649,27633,2062,5420,918,30676,2056,30881,2009,147524,2672,53120,2392,35144,2321,50965,2524,783,278,851,412,6661,871,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4756701,17795,2513018,11934,750330,11411,290246,7254,442118,9352,13531,1737,411383,9959,605410,10324,2243683,12265,803915,12375,434187,9771,794347,11598,3567,867,15805,2190,191862,6549,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1284642,9576,692662,5991,199951,5598,75799,4557,122328,4342,7692,1200,147393,5470,139499,5815,591980,7893,216390,5932,116446,5020,221406,6103,2140,722,5248,1059,30350,2537,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1567420,12307,840430,8637,262396,7322,105740,6449,151450,4957,17757,2196,144410,6375,158677,5720,726990,7368,270009,6647,144688,6193,261122,6959,3903,881,6701,1304,40567,3059,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5123046,19831,2724089,13562,869570,10303,324705,7886,482352,8108,20511,1839,463175,8560,563776,8906,2398957,13808,906443,10955,452009,7509,863523,9441,5648,950,15349,2001,155985,5280,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,450882,6213,233352,4204,76875,3690,35713,3386,45114,3550,618,335,37973,3153,37059,3576,217530,4464,87699,4064,43554,3365,73045,3754,0,281,1109,553,12123,1990,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1395112,10578,753319,7281,233850,5838,85845,4757,134008,5321,4817,1080,156006,6416,138793,6300,641793,8320,248705,6470,99307,4607,244247,7627,760,399,7181,1759,41593,3506,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,372653,4094,197771,3377,65889,3059,20634,1834,33508,2180,5301,931,33403,2011,39036,2369,174882,2759,66417,2769,34413,2298,60650,2675,1073,408,978,474,11351,1484,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2256786,13656,1228032,10888,357058,8851,132013,5898,218317,7123,8274,1721,237148,8288,275222,7728,1028754,9185,367565,7480,186425,7335,377859,8982,1751,628,8194,1644,86960,4240,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7727128,32723,4327215,21177,1371490,16489,511350,12963,812516,13263,38955,3760,873681,15700,719223,14530,3399913,20739,1323246,15038,628149,12314,1256471,17661,7244,1426,24898,2545,159905,6359,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1093718,10486,615994,6673,204756,5302,64501,4517,127392,4811,3164,651,112662,4543,103519,4744,477724,7392,162089,5041,92071,4450,192237,6312,754,354,3682,828,26891,2479,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,321843,4015,167549,2706,56767,2736,22867,2141,25162,1822,2898,685,32531,2566,27324,2117,154294,3198,63734,2695,32759,2358,48766,2524,654,286,888,286,7493,1126,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2743017,15681,1459126,9516,593009,7869,154068,6694,224980,5922,10245,1772,274401,8957,202423,6393,1283891,11578,581515,8834,193572,6399,435900,9602,2507,684,9113,1725,61284,3909,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2539285,14341,1365870,9307,495981,8635,150451,5662,240761,6737,24457,3112,233679,8001,220541,7719,1173415,10671,470474,9451,227130,8167,404821,8758,7768,1521,10153,1669,53069,3427,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,729454,9049,397848,5682,93686,4580,46001,3008,63446,3866,4029,917,96455,4479,94231,4632,331606,6406,111648,4502,77351,4321,120155,4194,300,226,3019,873,19133,2143,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2615535,12166,1371099,8075,405870,6793,145270,5021,227695,5877,19902,2047,230148,5248,342214,6499,1244436,6909,444358,6384,242897,6501,435557,8903,5774,879,8089,1323,107761,3882,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,253347,4275,137451,2830,36239,2246,16014,1972,14731,1600,2225,883,37293,2703,30949,2079,115896,2590,41545,2487,25642,2512,40999,2755,667,412,1700,621,5343,1102,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,896204,14188,487806,7680,123711,5231,87441,4775,104044,4330,8458,1640,85519,4321,78633,4684,408398,9852,154789,6154,64725,4412,158110,5892,405,289,1841,606,28528,2761,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
