GEO_ID,C05010_001E,C05010_001M,C05010_002E,C05010_002M,C05010_003E,C05010_003M,C05010_004E,C05010_004M,C05010_005E,C05010_005M,C05010_006E,C05010_006M,C05010_007E,C05010_007M,NAME,C05010_001EA,C05010_001MA,C05010_002MA,C05010_002EA,C05010_003MA,C05010_003EA,C05010_004MA,C05010_004EA,C05010_005MA,C05010_005EA,C05010_006EA,C05010_006MA,C05010_007EA,C05010_007MA,state
0400000US28,689473,6566,363783,10080,353899,10289,9884,1532,325690,9935,316402,10590,9288,2234,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1338621,6231,550807,12509,510773,12651,40034,5059,787814,11597,748792,11445,39022,3558,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,205041,2377,86545,5068,83889,5146,2656,778,118496,5431,115075,5406,3421,970,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,423546,2843,154733,7294,123959,7351,30774,3593,268813,7043,249587,7023,19226,2259,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,592499,5171,217927,9831,117888,8141,100039,7467,374572,10127,259602,8255,114970,8050,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,284838,2469,64003,5233,57361,4977,6642,1965,220835,5707,200539,6036,20296,3057,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1985222,6193,504621,14133,296962,11839,207659,10749,1480601,14128,1066774,13120,413827,12940,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,477173,3795,247624,8101,177627,8076,69997,5915,229549,7589,196637,8041,32912,4476,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4247343,11155,1615155,25854,962509,22984,652646,16182,2632188,24941,1881707,21503,750481,16499,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2002076,9279,865588,19038,704907,18399,160681,7473,1136488,17658,1037514,16929,98974,6952,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,135413,1716,45258,3030,42577,3163,2681,939,90155,2887,87500,3076,2655,881,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2600747,9045,989765,18322,935021,19376,54744,6446,1610982,16988,1527347,16251,83635,5941,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,823458,5057,395163,8601,340726,8128,54437,4190,428295,8949,397557,9137,30738,3189,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,807530,5317,313639,11707,222654,10654,90985,6210,493891,11574,430245,11181,63646,4834,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2645945,7739,935055,20342,844742,19246,90313,6961,1710890,20401,1574876,19550,136014,8122,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,224912,2656,73802,5494,47041,4858,26761,3304,151110,5619,125338,5377,25772,3171,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,955488,6065,422493,11610,389861,11212,32632,3468,532995,10816,497946,11049,35049,3439,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,179004,2505,69938,4749,66387,4834,3551,1517,109066,4363,105872,4338,3194,991,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1340723,7918,608226,14530,554075,14385,54151,5640,732497,12607,690472,12590,42025,4219,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6075216,15776,2927852,28855,1665530,29382,1262322,25022,3147364,23881,2477084,24250,670280,18334,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,762589,3711,275165,9514,208185,9887,66980,5635,487424,10341,440186,10320,47238,4381,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,127889,1202,39610,3487,37653,3407,1957,889,88279,3588,84014,3587,4265,865,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1698212,7552,495575,12737,407757,13501,87818,6628,1202637,12231,998540,12317,204097,8028,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1441402,5742,501226,11790,332603,10873,168623,8723,940176,11283,771192,11663,168984,8139,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,363519,3343,176026,7510,174151,7654,1875,906,187493,7158,181366,7128,6127,1464,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1252170,4392,410373,11731,356397,11522,53976,4670,841797,11085,790736,10516,51061,4435,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,112386,2242,38211,3507,36468,3338,1743,758,74175,4026,70641,3954,3534,1164,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,922602,5992,727714,8693,699707,8042,28007,3743,194888,7676,181613,7812,13275,2478,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
