GEO_ID,C19101A_001E,C19101A_001M,C19101A_002E,C19101A_002M,C19101A_003E,C19101A_003M,C19101A_004E,C19101A_004M,C19101A_005E,C19101A_005M,C19101A_006E,C19101A_006M,C19101A_007E,C19101A_007M,C19101A_008E,C19101A_008M,C19101A_009E,C19101A_009M,C19101A_010E,C19101A_010M,C19101A_011E,C19101A_011M,NAME,C19101A_001EA,C19101A_001MA,C19101A_002EA,C19101A_002MA,C19101A_003EA,C19101A_003MA,C19101A_004EA,C19101A_004MA,C19101A_005MA,C19101A_005EA,C19101A_006MA,C19101A_006EA,C19101A_007EA,C19101A_007MA,C19101A_008EA,C19101A_008MA,C19101A_009EA,C19101A_009MA,C19101A_010MA,C19101A_010EA,C19101A_011MA,C19101A_011EA,state
0400000US18,1447444,10437,53881,4495,39754,3161,116195,5313,154966,5818,235813,6762,358702,7392,228108,6533,177838,5589,46534,3251,35653,2055,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,751778,7088,25565,2321,20743,2176,64272,3688,80400,3494,129620,4112,187965,5136,118420,4205,84163,2995,20614,1739,20016,1532,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,638216,7102,22743,2255,16920,1694,54262,3906,63697,3550,102810,4259,147291,4405,102873,3715,84130,3526,22206,2221,21284,1713,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1003424,10621,61405,4407,50395,3506,113071,4969,107901,4715,165180,6482,219518,5735,131088,4862,104899,4539,27634,2438,22333,2278,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,736434,7864,30016,2786,26787,2759,69149,4423,76861,3623,114664,4580,162146,6341,109326,4015,93329,3645,27734,2606,26422,2283,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,346914,5620,14448,1803,11906,1647,33469,2497,40397,2653,57140,3448,84807,3516,49814,3097,36924,2240,10282,1209,7727,1114,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,904586,8051,16115,1929,11220,1677,38588,3043,49395,3401,96102,4211,172554,5262,149938,5419,196545,4924,87163,4664,86966,3766,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1322264,11054,34536,3294,30323,3005,70763,4362,87722,3637,140329,5277,255884,7306,219965,5897,278895,5956,102731,4098,101116,3860,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2130245,12799,73756,4585,64347,3355,156735,5433,203418,5531,322956,6470,491519,8331,331875,5887,318741,6890,92562,3886,74336,3303,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1205240,8718,28899,2552,24220,2106,69757,2838,91982,3326,161641,4334,286757,6236,219819,5320,203986,5164,62603,2822,55576,2889,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,469832,7399,19272,2399,19403,2609,52050,3775,54236,4119,71383,3534,101913,5117,69096,3734,55768,3247,14396,1475,12315,1591,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1307498,11299,49021,3760,44575,3174,113774,4810,144063,5027,219922,6574,307120,7045,188038,6145,155959,4431,45048,3142,39978,2771,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,221102,4245,6792,979,6921,1314,23060,1932,26399,2162,41047,2498,53999,2585,31669,1976,21648,1929,5972,1059,3595,679,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,418387,5497,12517,1457,11842,1547,34061,2426,42250,2540,69199,3058,104833,3915,66481,2930,53050,2516,12453,1162,11701,1186,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,469081,7451,15264,1987,9406,1431,33102,2838,43831,3545,69036,3783,107090,4817,77849,4091,69745,3604,24883,2406,18875,2027,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,323749,5130,7389,1268,7146,1351,17656,2008,24589,2319,40576,2598,74923,3410,59648,3549,59310,3575,18155,1725,14357,1490,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1570498,10287,32879,2910,25533,2955,75632,4475,91663,3882,159003,6359,288198,6841,261625,6855,332351,9147,147824,4688,155790,4500,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,340920,5895,17479,2448,15940,2182,34583,3105,34092,2682,54970,3701,70228,3627,48869,2883,42026,2967,13213,1536,9520,1343,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3169759,17958,107586,5175,88821,4338,211633,7014,259531,7839,389027,8146,630308,10598,486609,10931,537978,9444,206452,6129,251814,6936,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1699466,13079,59401,3965,49337,3815,144663,5906,173521,6787,261503,7106,395799,10005,256788,6240,222729,6603,68064,3339,67661,3756,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,156458,3647,4006,746,4477,895,12518,1599,16649,1491,27793,1898,41837,2163,24817,1899,16169,1488,3954,785,4238,857,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2543553,14076,101358,5729,73594,4706,202383,5639,253171,7098,404617,9053,597068,9824,399905,7785,334163,6269,94093,4182,83201,3512,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,731713,8046,36415,2598,29900,2639,76777,3797,86295,4251,122123,5095,166081,4775,95839,3895,75420,3639,20937,1912,21926,1980,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,822975,9293,34174,3740,26456,2749,67328,4032,85334,4201,132792,4761,188970,5489,120726,5131,106844,4801,30302,2431,30049,2566,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2752966,13421,84593,4623,71163,2984,215596,6536,274685,6398,422777,7660,631932,9986,428958,7646,392349,8823,118600,4241,112313,4849,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,224094,4565,5941,1376,6117,1390,14856,2095,17378,2143,28039,2300,48350,2857,40320,3205,41333,2695,11581,1342,10179,1462,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,788756,7286,26750,2959,22234,2472,64952,4033,79677,4250,127477,4408,187693,5822,124939,4856,98605,4637,27464,2176,28965,2315,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,187639,3542,5330,1044,5158,930,16141,1557,20878,1862,31441,2158,51481,2586,28877,1929,19182,2113,4149,820,5002,1009,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1307453,12103,67798,4574,54548,3428,128401,5029,145715,5666,212086,7221,291115,9892,174255,5591,142937,5848,44675,2865,45923,2895,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4122312,24281,197218,7575,158843,7624,394240,10758,425646,9735,579779,11686,806727,12049,579205,10906,578464,11413,195721,5628,206469,5721,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,559939,7057,16150,2172,13474,1864,44041,2646,55191,3587,93571,4974,140693,4001,88711,4223,70733,3252,20838,2051,16537,1567,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,158336,3880,5114,993,4635,946,12758,1575,15736,1543,25654,2003,38081,2355,25152,1665,22148,1659,4978,919,4080,802,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1424856,9562,32605,2623,32164,2825,86794,4156,107948,5455,174495,5622,292146,6839,222685,6635,251551,6984,112118,4392,112350,4150,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1334725,10843,43390,3440,33786,3044,87077,4167,109943,5364,191264,6693,299294,6928,221250,6784,219741,6314,67771,3488,61209,3285,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,481293,8063,31091,2996,24971,2510,64706,4154,63311,3897,85105,4374,102151,3654,57884,3836,38062,2740,7508,1369,6504,1170,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1305787,9946,32397,2425,28910,2235,90497,4338,118549,3715,196425,5277,338192,8099,232683,4916,184020,5042,43933,2344,40181,2443,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,127780,3441,3767,1094,2832,793,11929,1720,13529,2055,20185,1866,29520,2236,21405,1949,17782,1528,4050,960,2781,738,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,707592,9317,185059,6866,86787,3736,134291,5316,92395,4393,85017,4133,69468,3310,24669,2032,19252,1882,5373,978,5281,1005,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
