GEO_ID,S1602_C01_001E,S1602_C01_001M,S1602_C01_002E,S1602_C01_002M,S1602_C01_003E,S1602_C01_003M,S1602_C01_004E,S1602_C01_004M,S1602_C01_005E,S1602_C01_005M,S1602_C01_006E,S1602_C01_006M,S1602_C01_007E,S1602_C01_007M,S1602_C01_008E,S1602_C01_008M,NAME,S1602_C01_001EA,S1602_C01_001MA,S1602_C01_002MA,S1602_C01_002EA,S1602_C01_003EA,S1602_C01_003MA,S1602_C01_004EA,S1602_C01_004MA,S1602_C01_005MA,S1602_C01_005EA,S1602_C01_006MA,S1602_C01_006EA,S1602_C01_007EA,S1602_C01_007MA,S1602_C01_008EA,S1602_C01_008MA,state
0400000US25,5.7,0.2,27.4,1.7,17.9,1.4,29.2,2.4,22.9,4.4,6.8,-888888888.0,6.5,-888888888.0,6.9,-888888888.0,Massachusetts,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),25
0400000US26,1.8,0.1,15.0,1.9,14.6,1.3,25.1,2.7,25.6,2.5,5.4,-888888888.0,5.0,-888888888.0,5.8,-888888888.0,Michigan,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),26
0400000US27,2.3,0.2,20.4,2.5,14.0,2.2,22.9,2.7,30.1,4.1,5.6,-888888888.0,4.9,-888888888.0,5.7,-888888888.0,Minnesota,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),27
0400000US28,0.8,0.2,20.5,4.4,10.8,6.0,28.0,10.0,14.3,10.7,5.5,-888888888.0,4.8,-888888888.0,5.6,-888888888.0,Mississippi,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),28
0400000US29,1.0,0.1,17.3,2.6,10.1,2.1,22.6,3.5,17.7,6.7,5.9,-888888888.0,5.5,-888888888.0,6.9,-888888888.0,Missouri,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),29
0400000US30,0.4,0.1,6.8,4.5,6.7,4.6,11.3,8.9,5.1,4.8,5.5,-888888888.0,3.6,-888888888.0,5.2,-888888888.0,Montana,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),30
0400000US31,2.6,0.2,26.5,2.8,14.3,4.3,36.1,6.7,22.2,10.0,6.5,-888888888.0,6.1,-888888888.0,6.9,-888888888.0,Nebraska,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),31
0400000US32,6.8,0.4,25.4,1.7,13.6,3.3,19.2,1.8,16.8,6.4,6.1,-888888888.0,5.5,-888888888.0,5.9,-888888888.0,Nevada,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),32
0400000US33,1.3,0.2,18.9,6.4,10.1,2.6,18.1,6.4,9.9,9.9,4.7,-888888888.0,4.8,-888888888.0,5.6,-888888888.0,New Hampshire,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),33
0400000US34,7.1,0.2,26.9,1.1,16.7,1.0,23.0,1.6,11.8,2.2,6.0,-888888888.0,5.8,-888888888.0,6.1,-888888888.0,New Jersey,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),34
0400000US35,5.4,0.4,13.7,1.1,11.9,4.4,21.7,6.9,8.6,1.5,5.0,-888888888.0,4.5,-888888888.0,4.7,-888888888.0,New Mexico,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),35
0400000US36,8.4,0.1,28.0,0.7,22.1,0.7,38.4,1.4,19.0,2.2,7.1,-888888888.0,7.2,-888888888.0,7.8,-888888888.0,New York,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),36
0400000US37,2.6,0.2,28.8,1.8,10.0,1.9,23.2,3.0,14.3,4.8,5.8,-888888888.0,4.9,-888888888.0,5.4,-888888888.0,North Carolina,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),37
0400000US38,1.1,0.3,8.6,7.0,9.3,3.3,19.2,8.8,36.5,17.0,7.2,-888888888.0,11.1,-888888888.0,11.8,-888888888.0,North Dakota,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),38
0400000US39,1.4,0.1,17.5,2.0,15.5,1.5,24.6,2.9,20.4,3.6,5.4,-888888888.0,5.3,-888888888.0,6.4,-888888888.0,Ohio,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),39
0400000US40,2.2,0.2,26.3,2.2,8.9,2.6,25.2,5.1,10.4,3.1,6.2,-888888888.0,5.2,-888888888.0,6.1,-888888888.0,Oklahoma,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),40
0400000US41,2.9,0.2,19.5,2.2,12.2,2.8,24.1,3.4,13.6,5.3,5.5,-888888888.0,5.1,-888888888.0,5.5,-888888888.0,Oregon,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),41
0400000US42,2.4,0.1,21.3,1.6,16.0,1.2,28.0,2.0,18.7,3.6,6.4,-888888888.0,6.2,-888888888.0,7.0,-888888888.0,Pennsylvania,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),42
0400000US44,5.7,0.5,30.5,3.5,15.4,2.9,26.5,6.8,26.7,12.9,5.4,-888888888.0,4.6,-888888888.0,5.1,-888888888.0,Rhode Island,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),44
0400000US45,1.7,0.2,30.6,3.0,12.8,2.8,23.7,5.6,9.0,6.1,6.1,-888888888.0,5.0,-888888888.0,5.2,-888888888.0,South Carolina,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),45
0400000US46,1.0,0.2,16.2,7.2,16.1,6.5,35.2,13.6,6.3,4.6,5.3,-888888888.0,6.6,-888888888.0,7.4,-888888888.0,South Dakota,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),46
0400000US47,1.6,0.1,25.9,2.6,7.7,1.8,22.6,4.2,28.1,5.7,6.0,-888888888.0,6.0,-888888888.0,6.8,-888888888.0,Tennessee,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),47
0400000US48,8.2,0.2,24.3,0.5,10.5,1.1,25.4,1.2,15.6,2.5,5.8,-888888888.0,4.6,-888888888.0,4.8,-888888888.0,Texas,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),48
0400000US49,2.3,0.2,15.5,1.6,5.9,2.0,12.2,3.3,18.4,6.4,5.3,-888888888.0,4.3,-888888888.0,4.8,-888888888.0,Utah,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),49
0400000US50,0.5,0.2,5.3,4.9,7.2,3.5,16.0,11.2,5.7,10.2,4.9,-888888888.0,3.8,-888888888.0,5.0,-888888888.0,Vermont,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),50
0400000US51,2.6,0.2,20.4,1.7,8.5,1.2,19.9,1.9,14.6,2.5,6.8,-888888888.0,6.5,-888888888.0,7.1,-888888888.0,Virginia,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),51
0400000US53,3.9,0.2,20.6,1.6,14.1,1.7,24.1,1.7,26.9,5.4,5.8,-888888888.0,4.7,-888888888.0,5.2,-888888888.0,Washington,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),53
0400000US54,0.2,0.1,5.7,3.9,2.5,2.4,22.2,10.7,17.8,15.3,4.9,-888888888.0,4.6,-888888888.0,6.8,-888888888.0,West Virginia,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),54
0400000US55,1.6,0.1,19.8,2.0,10.5,1.6,21.4,3.3,15.4,6.8,5.1,-888888888.0,5.3,-888888888.0,6.5,-888888888.0,Wisconsin,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),55
0400000US56,1.1,0.3,13.7,4.7,5.3,4.4,39.7,21.1,1.4,2.3,6.1,-888888888.0,5.7,-888888888.0,6.4,-888888888.0,Wyoming,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),56
0400000US72,69.1,0.6,72.5,0.6,7.7,6.8,22.3,33.3,87.4,26.2,3.8,-888888888.0,3.3,-888888888.0,3.5,-888888888.0,Puerto Rico,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),72
