GEO_ID,B16005D_001E,B16005D_001M,B16005D_002E,B16005D_002M,B16005D_003E,B16005D_003M,B16005D_004E,B16005D_004M,B16005D_005E,B16005D_005M,B16005D_006E,B16005D_006M,B16005D_007E,B16005D_007M,B16005D_008E,B16005D_008M,B16005D_009E,B16005D_009M,B16005D_010E,B16005D_010M,B16005D_011E,B16005D_011M,NAME,B16005D_001EA,B16005D_001MA,B16005D_002EA,B16005D_002MA,B16005D_003EA,B16005D_003MA,B16005D_004EA,B16005D_004MA,B16005D_005MA,B16005D_005EA,B16005D_006EA,B16005D_006MA,B16005D_007EA,B16005D_007MA,B16005D_008EA,B16005D_008MA,B16005D_009EA,B16005D_009MA,B16005D_010MA,B16005D_010EA,B16005D_011MA,B16005D_011EA,state
0400000US13,348973,5046,94332,4695,44354,4549,49978,4427,42111,4261,7867,1701,254641,5665,23647,3082,230994,6327,114556,6044,116438,5872,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,513432,8876,323031,8417,272951,7833,50080,4270,31140,2778,18940,2904,190401,9066,21535,2510,168866,8826,60800,4741,108066,6555,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23104,3215,6084,1610,4603,1404,1481,904,1232,759,249,268,17020,3657,3475,958,13545,3503,5353,1372,8192,3818,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,624876,5070,172840,5586,84395,4892,88445,6107,76003,5725,12442,2135,452036,5708,48761,3930,403275,6915,224477,7020,178798,6701,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,122209,3416,26193,2682,13272,2325,12921,1919,9219,1695,3702,1106,96016,3514,16785,2095,79231,3845,37472,3479,41759,2816,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,63241,2691,12642,1809,6379,1343,6263,1091,4829,916,1434,788,50599,2797,11467,1856,39132,3128,16301,1877,22831,2654,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,71677,2202,17951,2508,8660,1554,9291,2069,7297,1702,1994,969,53726,2941,8447,1838,45279,3044,22162,2228,23117,2538,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,51412,2609,8658,1409,4423,1140,4235,1029,3643,1011,592,455,42754,2495,6120,1255,36634,2601,19635,2322,16999,2507,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,74782,2383,22579,2600,10446,2297,12133,2320,9610,2076,2523,837,52203,2642,7090,1735,45113,2481,19918,2109,25195,2509,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14096,1237,4219,875,2394,734,1825,823,1604,780,221,195,9877,1071,1152,454,8725,1167,3593,797,5132,1123,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,349671,3858,88024,3826,42482,3047,45542,3691,38252,3430,7290,1283,261647,4404,33784,3721,227863,5281,124033,5248,103830,5514,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,388889,4216,109812,4274,46233,3912,63579,3590,54047,3457,9532,1730,279077,4993,35841,3728,243236,5888,116764,4609,126472,6083,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,264791,3787,66410,3329,32828,3054,33582,2750,29512,2595,4070,928,198381,4024,27600,2504,170781,4006,90358,4195,80423,4387,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,231108,3174,79593,4900,26538,2816,53055,4557,41980,4209,11075,2033,151515,4581,24785,2810,126730,4519,57467,3139,69263,3425,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,23033,2170,5682,1353,3203,1022,2479,916,1831,710,648,514,17351,1886,3701,1321,13650,1888,6284,1389,7366,1547,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,101131,3458,27072,2956,14149,2515,12923,1806,11171,1784,1752,625,74059,2979,11363,1767,62696,3045,33159,2833,29537,2715,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8113,1496,2076,738,1761,718,315,277,209,245,106,103,6037,1339,1670,810,4367,999,2085,632,2282,664,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36001,1545,7972,1115,5116,973,2856,644,2340,588,516,307,28029,1706,4757,1242,23272,1898,8947,1341,14325,2172,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,214002,4226,67079,4484,44812,4365,22267,2766,18132,2477,4135,1199,146923,4854,17043,1971,129880,4781,70745,4636,59135,4518,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,31224,2103,6284,1318,3290,1096,2994,1030,2888,1013,106,141,24940,1825,4192,960,20748,1920,12239,1762,8509,1546,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,776295,4312,204439,5308,96570,5127,107869,5594,97748,5393,10121,1584,571856,6659,66933,5721,504923,8662,290395,7916,214528,7704,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,29927,2029,10296,1699,5788,1394,4508,1259,4090,1234,418,320,19631,1914,2586,822,17045,1931,9739,1617,7306,1479,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1520533,7683,383279,7971,155045,7071,228234,6438,182404,6692,45830,3462,1137254,11043,149152,7706,988102,12394,356999,9645,631103,11737,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,230560,4014,63589,4031,30002,3320,33587,2994,27283,2838,6304,1775,166971,4617,23332,2390,143639,5176,77672,5346,65967,4825,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8494,888,1313,428,1166,386,147,135,84,105,63,74,7181,893,949,512,6232,956,3176,716,3056,861,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,212015,4548,49453,2932,27047,2456,22406,2237,19205,2302,3201,835,162562,4019,24653,2510,137909,4557,73560,3935,64349,4134,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,71187,2677,18519,2292,9101,1407,9418,1787,7335,1549,2083,833,52668,2594,7779,1576,44889,2619,20153,1965,24736,2355,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,152429,3815,48697,3608,26672,2943,22025,2759,19260,2633,2765,1100,103732,4296,16154,2106,87578,4134,40893,3318,46685,3878,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,375360,4677,96584,5094,43608,4227,52976,3771,44238,3559,8738,1714,278776,5119,35298,3025,243478,5244,115642,5428,127836,5493,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33458,1751,10661,1564,4809,1153,5852,1451,4693,1182,1159,815,22797,1667,3996,1222,18801,1552,8222,1450,10579,1295,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,64890,2351,18014,2207,8952,1620,9062,1865,6980,1403,2082,1073,46876,2570,9299,1677,37577,2730,18901,2207,18676,2269,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10099,1132,1863,619,1159,601,704,278,211,176,493,273,8236,1148,2197,782,6039,877,1857,673,4182,864,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,95443,3831,23492,2493,11800,1776,11692,1962,9847,1674,1845,838,71951,3595,9159,1524,62792,3628,30675,3343,32117,2905,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1090078,7900,283296,8956,129627,6931,153669,7693,129391,7040,24278,3275,806782,9416,82759,6084,724023,9671,384329,10187,339694,9516,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,63117,2528,18669,2167,12187,2022,6482,1227,5543,1135,939,434,44448,2278,7218,1267,37230,2529,17051,1947,20179,2162,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9005,989,1532,642,1058,560,474,372,474,372,0,147,7473,907,1287,564,6186,863,2514,848,3672,977,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,482485,6141,131701,5535,69567,5024,62134,3969,54877,4152,7257,1734,350784,6477,42689,3578,308095,7072,169886,6199,138209,6197,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,524338,5513,163951,5855,92605,5229,71346,4579,58666,4043,12680,2168,360387,5812,48845,3307,311542,6154,149587,6406,161955,7169,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,11278,1622,2386,875,1678,715,708,553,673,553,35,64,8892,1469,2354,728,6538,1420,3732,981,2806,1194,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,138101,3040,49987,3880,13818,1762,36169,4105,27391,3219,8778,1913,88114,2968,12844,1811,75270,3321,35106,2768,40164,2967,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5322,1009,1928,872,1710,881,218,258,218,258,0,190,3394,750,940,465,2454,769,853,480,1601,609,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,8340,2087,5687,1612,128,125,5559,1623,1060,776,4499,1540,2653,1157,39,69,2614,1156,831,510,1783,986,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
