GEO_ID,C27001D_001E,C27001D_001M,C27001D_002E,C27001D_002M,C27001D_003E,C27001D_003M,C27001D_004E,C27001D_004M,C27001D_005E,C27001D_005M,C27001D_006E,C27001D_006M,C27001D_007E,C27001D_007M,C27001D_008E,C27001D_008M,C27001D_009E,C27001D_009M,C27001D_010E,C27001D_010M,NAME,C27001D_001MA,C27001D_001EA,C27001D_002MA,C27001D_002EA,C27001D_003EA,C27001D_003MA,C27001D_004MA,C27001D_004EA,C27001D_005EA,C27001D_005MA,C27001D_006MA,C27001D_006EA,C27001D_007MA,C27001D_007EA,C27001D_008EA,C27001D_008MA,C27001D_009MA,C27001D_009EA,C27001D_010EA,C27001D_010MA,state
0400000US13,369960,5538,86102,3074,80489,3344,5613,1501,254715,3624,203369,4533,51346,4541,29143,1432,26700,1502,2443,824,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,528220,9837,81915,4715,78953,4474,2962,938,323338,6345,302946,6423,20392,2525,122967,2361,121378,2463,1589,850,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23966,3446,5398,1915,5131,1947,267,398,16263,1989,12376,1894,3887,1779,2305,712,2305,712,0,190,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,660832,5678,138798,3117,133191,3214,5607,1613,452951,4155,393718,5497,59233,4410,69083,1519,65049,1778,4034,1211,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,129807,3926,31285,2171,27958,2219,3327,1331,91539,2746,76347,3256,15192,2307,6983,987,6447,1067,536,507,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,68334,3096,16557,1904,16214,1886,343,284,48473,2222,43603,2499,4870,1284,3304,899,3227,893,77,39,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,75233,2394,17579,1427,16553,1403,1026,629,52400,1776,45840,1989,6560,1364,5254,834,5123,849,131,173,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,53909,2826,13241,1498,12723,1430,518,345,37253,2105,32327,2350,4926,1389,3415,763,3069,863,346,380,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,78187,2434,17155,1439,15201,1463,1954,834,54292,1904,42470,2619,11822,2530,6740,849,6631,827,109,135,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14399,1259,2910,798,2378,701,532,407,10612,1002,8527,1478,2085,985,877,370,877,370,0,159,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,367656,4734,79463,3061,76882,3131,2581,1028,248983,2625,222295,4103,26688,3438,39210,1570,37307,1602,1903,608,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,412372,4864,86371,3004,85552,2989,819,440,292574,2813,280146,3310,12428,1814,33427,1031,32367,1061,1060,548,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,280979,4119,67557,2471,64613,2554,2944,1181,190804,2977,167760,3609,23044,3178,22618,997,21645,977,973,496,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,249494,3647,71749,2431,69818,2608,1931,864,164661,2407,151193,2595,13468,2103,13084,929,12956,960,128,148,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,23198,2241,3616,1126,3416,1147,200,234,16417,1844,12738,1761,3679,1208,3165,997,2695,877,470,491,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,107177,3857,23064,2204,20872,2305,2192,1024,76706,2693,63853,3133,12853,2611,7407,791,7024,752,383,303,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8073,1507,1568,616,1062,519,506,344,5973,1279,4958,1265,1015,495,532,359,532,359,0,161,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38707,1644,9966,1054,9861,1091,105,126,26396,1235,23149,1179,3247,1164,2345,529,2283,541,62,105,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,221040,4675,37628,2385,35017,2269,2611,1057,152040,3489,127393,4484,24647,3845,31372,637,30191,878,1181,704,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,33911,2252,8746,1335,8186,1352,560,421,23053,1479,19784,1681,3269,1359,2112,673,2005,638,107,128,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,825917,4784,187930,2560,176150,3351,11780,2287,558187,2968,480070,6277,78117,6026,79800,1358,74289,1894,5511,1390,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,31297,2113,5950,1240,5380,1306,570,616,22099,1803,18821,1758,3278,1151,3248,731,3084,801,164,279,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1608159,8518,309558,4826,298529,5317,11029,2125,1128804,5819,962251,8554,166553,7376,169797,1866,164276,2100,5521,1273,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,244866,4166,59712,2707,54456,3003,5256,1419,170758,2990,148945,3577,21813,2948,14396,1254,13051,1308,1345,625,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8726,924,1464,460,1348,440,116,145,6936,769,5859,886,1077,383,326,171,326,171,0,147,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,224877,5023,49244,2839,46422,3044,2822,942,157425,3392,140867,3946,16558,2736,18208,1305,16514,1243,1694,671,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,75922,2821,16492,1489,15184,1568,1308,690,53154,2145,43023,2342,10131,1739,6276,722,6116,738,160,214,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,159258,4239,32133,2815,29949,2722,2184,1039,111993,2630,100708,3112,11285,2356,15132,803,14936,807,196,193,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,398225,5025,88496,3046,83339,3300,5157,1449,276398,3384,237501,4873,38897,3970,33331,1372,32307,1397,1024,499,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,35433,2008,7369,1045,6808,1142,561,475,25041,1767,21060,1626,3981,1690,3023,867,2832,896,191,257,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,67571,2548,15496,1238,13138,1339,2358,983,44964,2454,35887,2397,9077,1565,7111,1349,6738,1410,373,305,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10909,1157,3257,867,3061,840,196,170,7273,777,5808,878,1465,617,379,313,379,313,0,151,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,102022,3825,23655,1913,21692,1939,1963,841,69021,2355,54784,2874,14237,2093,9346,1364,9019,1346,327,211,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1155999,9120,264572,5746,241573,6087,22999,3067,793892,5750,653017,9293,140875,8607,97535,1853,88788,2256,8747,1697,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,65773,2701,13905,1520,12691,1519,1214,637,46961,1908,40497,2181,6464,1318,4907,573,4809,576,98,135,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9933,1118,2328,528,2165,494,163,205,6967,764,6356,772,611,326,638,280,638,280,0,147,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,506397,6745,112903,3522,103038,3687,9865,2249,346430,4837,289766,6230,56664,5126,47064,1831,44120,2009,2944,826,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,549274,5933,108884,3850,104337,4000,4547,1268,379450,4457,341165,5364,38285,4199,60940,1478,58794,1540,2146,869,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,11546,1675,1563,750,1487,746,76,138,9076,1180,7851,1072,1225,560,907,532,907,532,0,187,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,149661,3142,43564,1967,40516,2116,3048,1372,98161,2122,84920,2686,13241,2070,7936,893,7393,924,543,393,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5532,1066,1164,578,1164,578,0,190,3515,925,2640,858,875,434,853,502,788,508,65,107,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,8595,2256,2191,998,2191,998,0,220,5601,1659,4632,1460,969,760,803,436,623,369,180,276,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
