GEO_ID,C15002A_001E,C15002A_001M,C15002A_002E,C15002A_002M,C15002A_003E,C15002A_003M,C15002A_004E,C15002A_004M,C15002A_005E,C15002A_005M,C15002A_006E,C15002A_006M,C15002A_007E,C15002A_007M,C15002A_008E,C15002A_008M,C15002A_009E,C15002A_009M,C15002A_010E,C15002A_010M,C15002A_011E,C15002A_011M,NAME,C15002A_001EA,C15002A_001MA,C15002A_002MA,C15002A_002EA,C15002A_003MA,C15002A_003EA,C15002A_004MA,C15002A_004EA,C15002A_005EA,C15002A_005MA,C15002A_006EA,C15002A_006MA,C15002A_007EA,C15002A_007MA,C15002A_008MA,C15002A_008EA,C15002A_009MA,C15002A_009EA,C15002A_010EA,C15002A_010MA,C15002A_011EA,C15002A_011MA,state
0400000US18,3766086,5669,1820969,3549,201122,6594,655450,8690,512543,9621,451854,8130,1945117,3252,197996,6345,661885,10170,590735,9556,494501,9175,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1925460,2975,936018,1938,73848,3862,318209,5884,294665,7191,249296,5848,989442,1843,61885,3039,304869,4992,340731,6423,281957,5901,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1641994,4132,798199,2871,72652,3844,223762,6198,246059,5852,255726,4592,843795,2324,67579,3462,214993,5463,283702,5547,277521,5828,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2655938,3305,1279318,2431,217451,6128,458347,8189,323571,5919,279949,7699,1376620,2232,192367,6297,448549,6728,420381,8535,315323,7140,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2030478,4292,988331,3399,143177,6213,334972,7953,253814,8155,256368,5859,1042147,3022,125345,5674,340234,6215,293229,7435,283339,7227,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,922307,1513,442176,1405,41108,2641,148626,4848,128347,4590,124095,4220,480131,811,31956,2487,151722,4621,148878,4433,147575,4409,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2442627,7953,1180794,4850,113720,6282,295969,7498,269729,8249,501376,6064,1261833,4350,99457,4632,312305,7553,326421,6776,523650,7286,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3826090,7581,1818336,4604,152637,5762,481315,9731,406678,8700,777706,10190,2007754,4653,154987,6474,476819,8333,510640,9677,865308,10433,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5460617,5395,2653970,3235,249272,7338,801064,10793,858195,10864,745439,8782,2806647,3393,232919,6316,840994,9980,943269,10590,789465,10356,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3228633,4191,1581319,2803,99880,3819,432578,7353,509440,7899,539421,8310,1647314,2273,82043,3572,406355,5948,559692,7252,599224,7527,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1219947,3239,589078,2361,88382,4584,179698,6283,182723,5448,138275,5587,630869,2125,76627,3694,181857,5386,213822,5944,158563,5333,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3458384,4398,1673457,2781,180426,6106,550280,8252,478159,9217,464592,8224,1784927,2682,175826,5583,549263,10254,543978,10295,515860,9595,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,639265,1708,318162,1121,21135,2193,100806,3540,100164,4067,96057,3517,321103,1235,21421,1960,92659,3752,107842,4272,99181,3525,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1112442,2835,543701,2070,50066,2999,153851,3927,179850,4361,159934,4084,568741,1636,43350,2948,153021,4181,198483,4020,173887,4208,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1370429,8047,696150,4957,89872,4746,197276,6558,233153,6199,175849,5311,674279,4451,85709,4437,188601,5925,242586,6301,157383,4999,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,882875,1699,428955,1246,37785,3197,131077,4491,115009,4844,145084,4230,453920,1107,29125,2309,123665,4658,139630,5003,161500,4775,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4298829,13885,2062219,7873,199153,7310,588738,11006,470425,9507,803903,10278,2236610,7406,198939,6627,657846,10901,541712,9849,838113,10742,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1046429,8792,509059,5162,73971,3651,139513,6194,151948,5301,143627,4560,537370,5107,69372,4007,125641,4790,177307,5993,165050,4617,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9019568,17491,4336973,10654,436796,8982,1161216,13171,1086720,13140,1652241,14032,4682595,9673,439410,8911,1234948,14363,1184054,12816,1824183,13533,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4819497,8041,2313513,5680,299375,8690,612919,9903,682368,11831,718851,12035,2505984,4547,248812,7606,633588,10407,830517,11244,793067,10511,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,436061,1665,220359,1398,16754,1470,66013,2993,80613,3298,56979,2588,215702,862,12874,1180,58360,2579,79303,2987,65165,2619,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6660481,5091,3211181,3447,331193,8294,1131085,12735,863523,11425,885380,10650,3449300,3170,313002,8958,1187778,11988,1009690,11051,938830,10994,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1955171,3524,948247,2840,113364,3941,307845,5672,286072,6386,240966,5566,1006924,1972,108882,4087,311875,6512,328708,6085,257459,5707,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2402219,7082,1168253,4362,112757,5427,289649,8384,403022,8752,362825,7529,1233966,4004,101263,4925,299235,8349,443531,10115,389937,9054,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7464270,8493,3591403,5348,350078,7618,1335466,14078,829317,12055,1076542,13160,3872867,4798,337105,8517,1421889,12879,952085,10560,1161788,11795,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,614180,3050,290109,1861,36058,3026,85583,3962,72175,3339,96293,4318,324071,1868,36241,2948,92241,4294,94112,3562,101477,3819,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2300509,5640,1109827,3930,137595,5697,312691,7905,315992,6558,343549,6614,1190682,2897,116667,6080,342405,8338,376380,7813,355230,8148,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,495309,1500,245707,1068,20171,2031,78366,3273,78991,2957,68179,2969,249602,1037,14646,1481,73180,3077,85204,3157,76572,3354,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3560975,4674,1711052,3373,242491,7530,579210,10619,433427,9677,455924,9453,1849923,3052,234363,7551,607382,8803,523514,9608,484664,8127,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,13086629,25634,6401521,14964,1154968,16225,1613191,20489,1816969,19617,1816393,18308,6685108,13790,1131616,16027,1674575,21658,2012393,18294,1866524,17706,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1520106,5108,752348,3148,50863,4005,163413,4921,271289,6467,266783,5861,767758,2595,48693,2761,179687,4817,315090,6268,224288,5431,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,418916,1380,202551,774,16862,1741,70878,2566,47293,2801,67518,2672,216365,852,13759,1788,59313,2817,63867,3233,79426,2670,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4021929,8222,1964461,5787,218158,7394,480797,8933,487585,9026,777921,9874,2057468,4613,185737,6160,491223,10794,585361,10221,795147,10932,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3867238,7944,1909259,5085,162154,6494,453566,8703,637756,9687,655783,10629,1957979,4368,140986,5973,443500,9712,735074,12336,638419,11106,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1229852,2302,595829,1749,95663,4635,257775,5517,134070,4822,108321,4197,634023,1289,87808,4604,253232,5596,168515,4866,124468,3870,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3486346,3934,1711019,2256,137315,4775,568473,7730,520417,7812,484814,7340,1775327,2736,114717,4076,555791,8640,563233,7975,541586,8173,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,359729,2013,181177,1557,13352,1908,54211,3484,65482,3459,48132,2964,178552,1266,11180,1847,44161,2557,72884,3277,50327,2549,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1713267,14090,778966,7823,212554,6215,239233,7538,157732,6182,169447,6344,934301,9037,220362,6693,232370,6625,208262,7077,273307,7104,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
