B08501_007E,B08501_007M,B08501_008E,B08501_008M,B08501_009E,B08501_009M,B08501_010E,B08501_010M,B08501_011E,B08501_011M,B08501_012E,B08501_012M,B08501_013E,B08501_013M,B08501_014E,B08501_014M,B08501_015E,B08501_015M,B08501_016E,B08501_016M,B08501_017E,B08501_017M,B08501_018E,B08501_018M,B08501_019E,B08501_019M,B08501_020E,B08501_020M,B08501_021E,B08501_021M,B08501_022E,B08501_022M,B08501_023E,B08501_023M,B08501_024E,B08501_024M,B08501_025E,B08501_025M,B08501_026E,B08501_026M,B08501_027E,B08501_027M,B08501_028E,B08501_028M,B08501_029E,B08501_029M,B08501_030E,B08501_030M,B08501_031E,B08501_031M,B08501_032E,B08501_032M,B08501_033E,B08501_033M,B08501_034E,B08501_034M,B08501_035E,B08501_035M,B08501_036E,B08501_036M,B08501_037E,B08501_037M,B08501_038E,B08501_038M,B08501_039E,B08501_039M,B08501_040E,B08501_040M,B08501_041E,B08501_041M,B08501_042E,B08501_042M,B08501_043E,B08501_043M,B08501_044E,B08501_044M,B08501_045E,B08501_045M,B08501_046E,B08501_046M,B08501_047E,B08501_047M,B08501_048E,B08501_048M,B08501_049E,B08501_049M,B08501_050E,B08501_050M,B08501_051E,B08501_051M,B08501_052E,B08501_052M,B08501_053E,B08501_053M,B08501_054E,B08501_054M,B08501_055E,B08501_055M,B08501_056E,B08501_056M,GEO_ID,B08501_001E,B08501_001M,B08501_002E,B08501_002M,B08501_003E,B08501_003M,B08501_004E,B08501_004M,B08501_005E,B08501_005M,B08501_006E,B08501_006M,B08501_007EA,B08501_007MA,B08501_008EA,B08501_008MA,B08501_009EA,B08501_009MA,B08501_010MA,B08501_010EA,B08501_011MA,B08501_011EA,B08501_012EA,B08501_012MA,B08501_013MA,B08501_013EA,B08501_014EA,B08501_014MA,B08501_015EA,B08501_015MA,B08501_016MA,B08501_016EA,B08501_017EA,B08501_017MA,B08501_018MA,B08501_018EA,B08501_019EA,B08501_019MA,B08501_020EA,B08501_020MA,B08501_021MA,B08501_021EA,B08501_022EA,B08501_022MA,B08501_023EA,B08501_023MA,B08501_024MA,B08501_024EA,B08501_025EA,B08501_025MA,B08501_026EA,B08501_026MA,B08501_027MA,B08501_027EA,B08501_028EA,B08501_028MA,B08501_029MA,B08501_029EA,B08501_030EA,B08501_030MA,B08501_031EA,B08501_031MA,B08501_032MA,B08501_032EA,B08501_033EA,B08501_033MA,B08501_034EA,B08501_034MA,B08501_035MA,B08501_035EA,B08501_036EA,B08501_036MA,B08501_037EA,B08501_037MA,B08501_038MA,B08501_038EA,B08501_039MA,B08501_039EA,B08501_040EA,B08501_040MA,B08501_041EA,B08501_041MA,B08501_042EA,B08501_042MA,B08501_043MA,B08501_043EA,B08501_044MA,B08501_044EA,B08501_045EA,B08501_045MA,B08501_046EA,B08501_046MA,B08501_047EA,B08501_047MA,B08501_048EA,B08501_048MA,B08501_049MA,B08501_049EA,B08501_050MA,B08501_050EA,B08501_051EA,B08501_051MA,B08501_052EA,B08501_052MA,B08501_053EA,B08501_053MA,B08501_054MA,B08501_054EA,B08501_055MA,B08501_055EA,B08501_056EA,B08501_056MA,NAME,B08501_001EA,B08501_001MA,B08501_002EA,B08501_002MA,B08501_003EA,B08501_003MA,B08501_004EA,B08501_004MA,B08501_005MA,B08501_005EA,B08501_006MA,B08501_006EA,state
266949,6356,186803,6015,3520840,22401,94526,4956,322267,9224,1602490,16620,802628,12120,327720,7240,221031,6238,150178,5425,444548,11382,23097,2733,49029,4005,219984,7240,94406,5322,26259,2517,19986,2313,11787,1845,93619,6864,4386,1078,13347,2772,43297,4492,17257,2467,7786,1489,4120,1145,3426,834,68078,4122,8016,1405,16033,1766,25848,2388,8352,1488,4129,991,2978,828,2722,826,71095,4896,3695,1141,9293,2022,29962,3566,16185,2742,5979,1103,3485,949,2496,786,219216,7808,6412,896,11644,1741,85774,5936,58885,3949,24958,2936,15349,2151,16194,1914,0400000US13,4417396,21376,140132,6342,421613,9374,2007355,16296,997713,11183,396831,7764,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
49214,2404,43290,2455,455110,8625,8442,1335,42400,2844,204331,5575,93636,2998,44983,2756,33271,2156,28047,1762,93490,4964,4413,1045,9224,1370,41758,2998,20402,1942,7538,1062,5846,1189,4309,874,49050,3820,1673,557,7099,1391,16881,2145,10167,1525,5859,1223,3433,887,3938,910,32172,2728,2203,670,6235,1176,11250,1757,6307,1338,2335,844,2278,691,1564,655,25931,2733,393,239,3703,997,12727,1929,3871,784,1922,661,1921,818,1394,653,30505,3393,870,383,2816,877,9973,1813,7223,1450,3120,922,2465,654,4038,985,0400000US15,686258,7733,17994,1776,71477,2761,296920,4542,141606,2578,65757,3277,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
49479,3773,30593,2582,546680,9395,23426,2508,57949,3197,237658,6455,114121,4497,52938,3358,37760,3304,22828,2427,66711,4753,4810,1258,8797,1852,29261,2796,12123,2052,5302,1236,4280,1101,2138,656,4862,1061,168,182,354,252,1740,669,975,450,789,557,531,340,305,280,15504,2157,1610,574,3338,990,5060,1149,2546,764,1332,546,1018,534,600,284,13164,2228,1237,722,1974,847,4718,1202,2844,749,827,359,1152,854,412,266,44352,4520,645,390,2646,1061,17148,2609,10679,1800,4186,1017,4738,1456,4310,872,0400000US16,691273,8858,31896,2509,75058,3671,295585,6305,143288,4382,65374,3526,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
394629,8678,287641,7855,4414595,25861,133840,4582,385524,7680,1894303,17189,1021505,10468,460920,8690,303470,7810,215033,7054,482759,10820,25192,2266,50809,3888,226361,7340,101944,4713,38489,2807,23986,2438,15978,1766,569211,11332,12184,1840,72885,4673,290756,8720,100738,3816,44119,3010,29784,2573,18745,1919,186057,5900,18078,1974,39961,3504,70759,3812,28301,3038,11894,1659,9241,1316,7823,1285,107877,5406,4150,1101,12705,1742,52553,3723,19144,2411,9954,1620,5659,1103,3712,927,264383,8659,5202,1168,12677,1916,95210,5570,70676,4442,31779,2715,22489,2182,26350,2331,0400000US17,6024882,24715,198646,5087,574561,8435,2629942,16098,1342308,10653,597155,9653,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
200991,5891,152748,5121,2473657,16358,79916,4207,235428,6193,1045392,12939,551857,8352,258609,5821,172050,5407,130405,4907,267952,8814,21124,1903,36345,2852,117354,5502,53129,3372,19580,1809,12263,1663,8157,1395,27747,3089,1745,729,4287,1221,11577,1908,5030,1194,2773,1098,1318,588,1017,424,59836,4181,7362,1327,18365,2176,18786,2136,7223,1428,4271,865,1868,498,1961,624,42944,3015,3152,879,5959,1257,18461,2195,6189,1012,4242,856,2924,903,2017,575,102249,3955,2700,779,5245,1292,35862,3195,25497,2631,13186,1506,10568,1444,9191,1244,0400000US18,2974385,16676,115999,4871,305629,7442,1247432,11391,648925,8450,302661,6945,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
115377,3432,86160,3352,1269578,11961,56550,3441,123664,4830,509649,7393,277418,4207,138489,3857,95215,3187,68593,3400,135130,5353,7209,1363,18384,2253,59084,3901,27203,2141,11883,1607,6239,1032,5128,1021,16410,1997,1030,488,4101,1075,6401,1305,1961,573,1174,482,1133,447,610,351,52861,3497,7851,1227,12126,1625,14088,1826,9020,1505,3597,739,3149,692,3030,601,22784,2275,1241,427,2385,643,9129,1717,4616,816,2594,671,1391,529,1428,566,74447,3958,2516,678,3745,843,25889,2517,17331,1917,9345,1447,8250,1090,7371,876,0400000US19,1571210,10948,76397,3850,164405,5269,624240,6072,337549,4470,167082,4123,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
100972,4110,76044,2878,1159658,14622,48245,3087,115512,4844,485739,8088,240712,4984,123231,4221,85154,3864,61065,2886,136437,6267,8017,1608,19626,2289,64559,4250,24373,2107,9071,1313,6655,1262,4136,861,6202,1528,37,54,1608,969,2482,948,885,375,693,330,205,169,292,202,33772,2982,3841,992,8855,1713,10776,1868,4061,895,1996,776,1997,535,2246,551,20123,2122,1533,687,2402,946,8725,1512,3555,829,1584,536,1277,557,1047,467,55940,3146,1071,396,2695,708,19750,1822,12098,1579,7384,966,5684,954,7258,1108,0400000US20,1412132,12415,62744,3902,150698,5371,592031,7320,285684,4511,143959,4557,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
112767,4448,90358,3356,1563583,14821,55138,3548,157668,5757,672470,9678,352333,6868,154750,4647,95406,3995,75818,3151,185543,8119,9889,1614,24170,3099,87374,4673,32877,2966,16861,1849,8399,1498,5973,1127,21647,2191,896,430,2627,838,10409,1856,4542,1063,1871,450,498,345,804,441,46187,3543,7140,1034,12896,1870,13693,1928,6660,1400,2501,753,1951,539,1346,544,26360,3124,1562,619,4432,1106,10149,1371,5465,1223,2098,920,1661,675,993,415,60300,4078,1396,514,2822,875,22829,2747,16141,2011,6836,1214,4852,1118,5424,955,0400000US21,1903620,16938,76021,4327,204615,6354,816924,9811,418018,7209,184917,5624,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
127349,4593,104125,3708,1642839,17640,43332,3967,161199,6670,736845,12697,344911,7048,160907,5705,108518,4329,87127,3326,196757,8586,10025,2032,29533,3674,88125,5799,38354,3338,15257,2274,9363,1408,6100,1008,28663,3157,522,359,4759,1276,12553,1754,6236,1338,2127,626,1538,567,928,357,36779,3404,3116,1004,7535,1727,12634,2192,6999,1321,2764,585,1498,552,2233,720,39638,3626,1189,501,4401,1013,21102,2856,6556,1214,2996,786,2101,802,1293,538,52360,3737,1254,506,3803,1222,17097,2485,12862,1937,6569,1358,4331,865,6444,1163,0400000US22,1997036,14305,59438,4386,211230,6877,888356,10464,415918,6961,190620,6519,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
52551,2778,39996,2155,480155,8373,15938,1669,37130,2976,177531,5193,119000,3650,57963,3254,41611,2597,30982,1749,66876,4803,4109,1008,8278,1536,26528,3255,15239,2072,6800,1411,3331,755,2591,666,4938,799,216,204,637,378,2315,685,701,264,276,157,505,214,288,176,25589,2584,3606,655,5580,997,7783,1420,3747,983,1843,518,1515,467,1515,561,11240,2007,734,411,2633,1150,4610,1417,1907,585,635,345,449,298,272,178,34543,2478,535,286,852,499,10645,1561,8347,1204,4676,1158,5140,1174,4348,716,0400000US23,623341,7591,25138,1930,55110,2851,229412,4659,148941,2904,72193,3096,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
181400,5373,147533,4575,2056101,15414,49329,3190,163782,6257,884070,11248,486655,7650,211512,6146,145566,5514,115187,4402,251924,9774,14340,1904,27988,3290,114503,6528,52667,3977,19440,2149,13464,1670,9522,1452,152911,7142,8324,1428,23352,2608,70265,4755,27286,2358,11341,1445,7209,1096,5134,1182,68580,4848,8688,1429,14860,2118,24740,2635,9744,1672,4647,1196,2443,576,3458,866,36642,3442,2229,936,4828,1068,17158,2291,5573,1259,3475,806,2105,587,1274,493,122798,5355,3158,646,5935,926,41932,3851,33206,2761,14996,1810,10613,1296,12958,1393,0400000US24,2688956,16873,86068,4187,240745,7010,1152668,11900,615131,7263,265411,6576,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
254564,6728,196778,6010,2471862,20732,66995,3715,196645,6904,978287,13223,602575,7751,279804,7805,199729,5537,147827,4924,258995,8486,21285,2239,31034,3073,110175,6172,52318,3951,21672,2084,12691,1735,9820,1326,338359,9300,7905,1342,46238,3302,178594,7561,53883,3756,23633,2511,16714,1942,11392,1667,166105,6608,24088,1942,41377,3033,60157,4142,17949,1915,8448,1464,7510,1409,6576,1209,65758,4187,3328,813,8712,1462,32585,3301,11771,1789,4085,1034,2841,879,2436,552,163528,7042,4596,920,9495,1546,54333,3785,41695,3217,19603,2536,15079,1583,18727,2199,0400000US25,3464607,21921,128197,4776,333501,7990,1414131,11855,780191,8115,357245,7184,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
289088,6448,189804,4764,3557899,22096,120024,4184,358448,7054,1447994,13294,851158,9272,379472,7817,244758,6235,156045,4034,385449,10363,26315,2397,52540,3567,171618,6014,75191,3768,31096,2216,18398,2101,10291,1304,65771,4088,5499,1467,14474,2023,25588,2682,11454,1616,4661,1047,2405,571,1690,606,96748,4687,15269,2208,21998,2486,29734,2282,14515,1695,7198,1330,4719,988,3315,679,57547,3321,3086,672,10924,2041,20908,1978,12095,1490,5131,897,3707,993,1696,569,159227,5552,4152,787,8512,1284,54076,3583,40863,2831,19756,1761,15101,1800,16767,1581,0400000US26,4322641,22774,174345,4536,466896,7853,1749918,11469,1005276,8975,447314,8439,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
192820,4418,127173,4112,2195019,15069,80744,3529,198713,4710,920647,8635,506479,5947,233429,5355,155982,3889,99025,3739,249079,8361,17258,1724,25169,2302,116154,5608,50667,3422,20600,1880,11797,1416,7434,1019,102389,4602,4780,1125,13990,2045,50999,3471,17579,1754,7594,951,5095,1037,2352,694,81215,4558,11045,1658,16981,2011,26107,2211,11103,1408,6599,1082,4559,812,4821,681,48808,3149,3151,950,6474,1171,20472,2390,9328,1178,5230,1288,2402,546,1751,484,144022,5360,7452,1059,7412,1100,51771,3642,34420,2331,18192,1559,12985,1123,11790,976,0400000US27,2820532,13276,124430,4091,268739,5468,1186150,8719,629576,5670,291644,5711,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
69814,3624,55133,3564,978154,12944,31782,3347,89397,5644,437665,10235,212397,5697,101358,4715,60076,3581,45479,3064,99623,6555,4667,1285,12717,2669,47903,4365,19138,2444,6613,1144,4352,878,4233,1060,3117,1052,9,21,291,249,1290,587,665,382,248,270,230,247,384,337,16421,1958,2488,682,3855,904,4563,1033,2866,810,994,601,936,475,719,494,17585,2462,546,412,1214,470,7546,1745,4006,1166,1741,772,1312,667,1220,778,27966,3305,1225,804,2721,931,10701,2149,4574,1036,2739,837,2908,1032,3098,921,0400000US28,1142866,12323,40717,3862,110195,5282,509668,9927,243646,5988,113693,4975,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
187285,5891,145178,4659,2292118,17033,81926,4331,221531,6365,962534,10474,515110,7390,234674,5983,157454,5103,118889,4242,246404,10107,14277,2129,29348,2745,109448,6555,50511,3831,22143,2407,12359,1535,8318,1298,48377,4730,4073,1237,8896,2170,19117,2667,7880,1563,4638,1103,2538,639,1235,484,57533,3993,6898,1413,11574,1842,19596,2629,8414,1357,4539,1277,2692,818,3820,727,35988,3305,2051,637,6136,1499,14365,2443,7562,1201,2536,656,2274,670,1064,369,121894,5852,5325,1257,7591,1967,43435,3144,30123,2753,13600,1602,9968,1540,11852,1437,0400000US29,2802314,15163,114550,4923,285076,6359,1168495,8635,619600,7970,282130,6454,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
35726,2686,31542,1763,362943,7326,13296,1745,36201,2708,143196,4297,77315,2898,44420,2625,26504,2334,22011,1754,50686,3786,2576,859,6395,1140,21932,2471,10102,1542,3761,791,3139,658,2781,766,5400,1626,181,131,1253,1063,2240,877,654,380,322,194,596,490,154,134,22287,2212,1769,551,2846,805,7530,1163,4197,758,2652,621,1506,678,1787,542,9952,1672,707,372,2422,1345,2923,761,2115,708,672,309,628,290,485,266,34875,3086,2257,688,2278,728,11718,1855,7307,1267,3638,753,3353,633,4324,737,0400000US30,486143,5583,20786,1913,51395,2663,189539,3729,101690,2755,55465,2725,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
70302,2692,57072,2416,806430,8753,31790,1987,81694,3733,333686,5713,170977,3674,84225,2966,58184,2649,45874,2263,92752,4158,6227,1193,12005,2453,42122,2579,17642,1740,6817,1045,4742,726,3197,707,6181,1274,362,205,1256,730,2823,868,702,265,573,313,350,254,115,129,27964,2299,3058,826,5828,1207,8575,1205,3447,688,3021,660,1862,485,2173,404,12524,1792,617,344,1566,590,5311,1163,2284,554,1066,389,1166,447,514,239,39106,2415,1009,345,1095,364,13090,1513,8611,1110,6104,887,3998,636,5199,764,0400000US31,984957,7271,43063,2397,103444,3329,405607,4738,203663,3351,101806,2997,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
81527,4181,57858,3059,995555,12528,23895,2390,97966,4489,457123,7694,217297,5736,90859,4020,65405,4126,43010,2671,134943,6474,7630,1122,15168,2294,60245,4327,30234,2969,9941,1757,6416,1267,5309,972,54889,4812,2530,1142,8030,1683,24490,3103,11607,2180,4204,1189,1884,614,2144,883,25948,2626,1838,788,2642,1295,11708,1750,4981,1176,1638,649,1792,667,1349,476,31291,3113,1949,806,4063,1164,13181,2155,6827,1349,2872,905,1821,726,578,374,41115,3659,136,153,419,267,14115,2131,11620,2208,5148,1182,4209,1017,5468,987,0400000US32,1283741,12038,37978,3072,128288,4589,580862,7480,282566,4763,114662,4604,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
53573,3021,40303,2712,526101,9436,19947,1904,46893,3122,195649,5854,126024,4199,60720,3100,43390,3098,33478,2371,53507,4113,5256,1266,6673,1484,19812,2592,12549,1628,4084,781,3337,852,1796,489,3832,873,347,233,787,394,1942,624,339,220,128,127,136,138,153,150,17672,1918,2026,613,6080,1342,3664,813,2583,782,981,407,1701,599,637,286,8642,1859,449,312,1618,794,3185,1207,1766,639,612,306,797,357,215,173,41260,2617,984,470,2120,577,13556,1757,10834,1471,5530,1113,4212,921,4024,812,0400000US33,651014,9593,29009,2345,64171,3115,237808,5493,154095,4178,72055,3309,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
287737,8393,231330,6916,3024278,21941,71687,3765,241230,7025,1215678,14799,745019,7922,343562,8958,224003,8105,183099,6319,331329,10921,17035,1695,34798,3473,145541,6521,73762,4811,27612,2334,19598,2210,12983,1534,213920,7309,7272,1369,23571,2492,105692,6096,38798,2675,18773,2254,13352,1942,6462,1271,132821,6812,10181,1651,17160,1920,54160,4868,25578,2834,10210,1498,8294,1273,7238,1443,86073,6150,5251,1184,11172,1826,39033,3799,15820,2435,6126,1257,4839,1040,3832,931,180018,7732,1850,495,7535,1130,62603,4502,52761,4176,19902,2228,17651,1754,17716,1752,0400000US34,3968439,20630,113276,4342,335466,7751,1622707,12764,951738,8368,426185,9166,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
60884,3081,48660,3226,693998,10646,24597,2874,77097,4457,287190,7180,150583,4542,70497,3495,48703,2856,35331,3035,82811,5064,3325,974,9307,1734,39991,3101,17975,2272,5017,998,4359,901,2837,661,10814,2034,403,335,1719,754,5134,1497,1219,477,987,400,1176,551,176,121,18048,2026,2024,769,3272,1027,5791,1401,3535,860,1118,442,768,311,1540,497,17847,2323,1763,818,2211,1067,7367,1324,3226,810,1317,538,777,362,1186,496,41567,3446,442,386,2124,1075,11249,1647,8984,1537,6077,1235,5101,1139,7590,1371,0400000US35,865085,10535,32554,2987,95730,4700,356722,6137,185522,4493,85013,3666,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
