GEO_ID,B20017G_001E,B20017G_001M,B20017G_002E,B20017G_002M,B20017G_003E,B20017G_003M,B20017G_004E,B20017G_004M,B20017G_005E,B20017G_005M,B20017G_006E,B20017G_006M,B20017G_007E,B20017G_007M,NAME,B20017G_001EA,B20017G_001MA,B20017G_002EA,B20017G_002MA,B20017G_003MA,B20017G_003EA,B20017G_004MA,B20017G_004EA,B20017G_005MA,B20017G_005EA,B20017G_006EA,B20017G_006MA,B20017G_007MA,B20017G_007EA,state
0400000US27,22190,2599,25757,3133,42737,4285,6939,1497,19759,2797,36477,1947,8802,1658,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18973,5620,23831,15538,48596,3510,8710,5527,11663,4929,30492,3625,5847,1726,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20644,2142,20550,3870,41306,6883,7225,1188,20695,2579,31903,2347,6370,987,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21213,4160,26782,10431,32923,10694,4263,3774,17721,6667,26668,4698,6565,4500,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20718,2130,23981,4254,35335,6818,4757,1978,17090,5130,32665,6407,7724,2668,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,27288,1813,30244,2305,40884,1829,9916,1776,25376,2580,34279,4676,11802,3515,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,23293,4724,27819,10836,52461,30225,12362,5486,21430,7684,34796,5969,7255,4318,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,27759,2660,30462,2059,51515,2254,10158,1686,24893,3776,42434,3124,11034,1697,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,24329,3520,27799,3735,36053,7035,12179,3981,18336,4917,31890,4506,6726,3288,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,26167,1062,27117,1426,44426,4779,10732,900,25305,1915,40853,1925,9661,1217,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,21506,1395,22422,2721,35184,4279,7749,1322,20209,2048,31720,1700,7407,1218,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,25558,8531,26419,7878,40115,19605,15568,4677,22236,14846,38483,24273,11705,5400,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,18986,2516,22680,2636,41726,3486,9285,1933,14660,1799,33465,3531,5934,605,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,23081,1727,26365,1136,38120,2709,8210,1680,20733,1109,31260,939,7526,753,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,18531,2368,22006,2011,36974,5197,7710,1785,15083,2112,34141,5179,7522,1259,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,20825,1227,24471,3889,38364,3380,8292,1585,17306,2196,33546,3735,7886,845,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19397,7938,26384,9539,40011,7808,8165,1669,15346,5513,36377,11986,6300,2483,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,20328,3759,25563,7584,44330,4418,4828,1178,16610,2605,35134,5252,6737,1770,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21316,1279,23947,7946,38451,8750,8049,4983,20735,1467,24359,3573,6595,1560,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,18330,2351,21590,2908,40178,4752,6805,1171,16312,1299,31257,1873,7643,1687,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24658,1277,30110,2767,41111,1359,7857,1091,20255,1544,39683,3445,8697,1135,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,20978,2577,26110,2752,45782,11153,7417,3564,13730,2671,29616,6244,5870,1217,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,15637,5562,16902,16214,51986,43787,5958,4845,14472,6715,44139,19697,6170,3094,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,28326,2606,33024,3560,53382,5721,8688,1565,23743,3084,45469,4986,7788,1342,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,25174,1553,31245,1957,47746,2811,7742,1985,21345,901,37795,3258,9706,1502,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,17412,5447,16033,8270,41728,4592,10610,4321,19762,4880,27602,8906,12113,7445,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,17972,1706,18225,3151,35122,4866,4671,961,17843,2028,30728,1783,6032,1240,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,23283,10839,30180,18615,52320,25522,11745,16689,16635,5288,41347,9127,12473,7405,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,15979,639,15541,786,21630,2109,7296,747,16688,1071,23102,1453,8090,902,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
