B01001_025E,B01001_025M,B01001_026E,B01001_026M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B01001_035E,B01001_035M,B01001_036E,B01001_036M,B01001_037E,B01001_037M,B01001_038E,B01001_038M,B01001_039E,B01001_039M,B01001_040E,B01001_040M,B01001_041E,B01001_041M,B01001_042E,B01001_042M,B01001_043E,B01001_043M,B01001_044E,B01001_044M,B01001_045E,B01001_045M,B01001_046E,B01001_046M,B01001_047E,B01001_047M,B01001_048E,B01001_048M,B01001_049E,B01001_049M,GEO_ID,B01001_001E,B01001_001M,B01001_002E,B01001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_011E,B01001_011M,B01001_012E,B01001_012M,B01001_013E,B01001_013M,B01001_014E,B01001_014M,B01001_015E,B01001_015M,B01001_016E,B01001_016M,B01001_017E,B01001_017M,B01001_018E,B01001_018M,B01001_019E,B01001_019M,B01001_020E,B01001_020M,B01001_021E,B01001_021M,B01001_022E,B01001_022M,B01001_023E,B01001_023M,B01001_024E,B01001_024M,B01001_025MA,B01001_025EA,B01001_026MA,B01001_026EA,B01001_027MA,B01001_027EA,B01001_028EA,B01001_028MA,B01001_029EA,B01001_029MA,B01001_030EA,B01001_030MA,B01001_031MA,B01001_031EA,B01001_032MA,B01001_032EA,B01001_033MA,B01001_033EA,B01001_034MA,B01001_034EA,B01001_035EA,B01001_035MA,B01001_036EA,B01001_036MA,B01001_037EA,B01001_037MA,B01001_038EA,B01001_038MA,B01001_039MA,B01001_039EA,B01001_040MA,B01001_040EA,B01001_041EA,B01001_041MA,B01001_042EA,B01001_042MA,B01001_043EA,B01001_043MA,B01001_044MA,B01001_044EA,B01001_045MA,B01001_045EA,B01001_046EA,B01001_046MA,B01001_047EA,B01001_047MA,B01001_048EA,B01001_048MA,B01001_049MA,B01001_049EA,NAME,B01001_001MA,B01001_001EA,B01001_002EA,B01001_002MA,B01001_003EA,B01001_003MA,B01001_004MA,B01001_004EA,B01001_005MA,B01001_005EA,B01001_006MA,B01001_006EA,B01001_007MA,B01001_007EA,B01001_008EA,B01001_008MA,B01001_009MA,B01001_009EA,B01001_010MA,B01001_010EA,B01001_011MA,B01001_011EA,B01001_012MA,B01001_012EA,B01001_013EA,B01001_013MA,B01001_014MA,B01001_014EA,B01001_015MA,B01001_015EA,B01001_016MA,B01001_016EA,B01001_017MA,B01001_017EA,B01001_018EA,B01001_018MA,B01001_019EA,B01001_019MA,B01001_020MA,B01001_020EA,B01001_021MA,B01001_021EA,B01001_022MA,B01001_022EA,B01001_023EA,B01001_023MA,B01001_024EA,B01001_024MA,state
41371,2375,5175404,6161,321481,4047,342946,8157,353106,8343,202195,3701,142797,5088,73019,4585,70920,5126,213054,6880,347281,4520,354582,4342,342812,8996,369178,8767,352148,2958,359789,3218,328119,6183,120684,5648,171356,5188,108187,4164,132612,5018,173181,4410,123608,4735,84518,3328,87831,3284,0400000US13,10097343,-555555555,4921939,6161,332958,3782,362951,8428,363919,8267,211865,3809,160313,5531,81888,5334,76127,4852,211396,7151,337015,4189,336274,4489,328934,9258,344032,9086,336917,3602,341475,4040,294724,6528,114479,4975,147739,5709,91346,4162,115697,4022,147940,4855,85816,3614,56763,2901,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
14048,1357,702248,1553,44783,634,39254,1837,42569,1736,23605,912,14904,893,8450,1415,8801,1205,28128,1693,50244,682,48727,1095,42178,2035,42455,2306,43328,692,46229,631,48454,2083,18127,1900,25512,1815,17006,1417,22194,1575,26723,1877,18361,1563,17318,1576,24898,1626,0400000US15,1419561,-555555555,717313,1553,46224,660,45688,2490,42291,2634,23940,811,17529,948,12838,1722,12036,1546,33935,1902,59642,799,52197,1138,45789,2303,45826,2283,43368,905,46006,766,43588,2223,19305,1606,25550,2036,18513,1625,20462,1769,22102,1608,15746,1479,10690,1180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
10450,1461,817414,2782,55966,1613,57633,3144,62003,3087,34039,1269,23911,1746,12204,2109,11090,1863,28404,2461,52124,1546,53586,1380,49844,3006,51085,3111,46771,1200,51919,1182,51870,2392,21171,2037,29249,2376,18198,1927,21495,1760,31774,2182,20891,1739,16196,1460,15991,1717,0400000US16,1634464,-555555555,817050,2782,55741,1548,65679,3056,63019,3668,37185,1451,23622,1878,12522,1873,10942,2006,35311,3004,52546,1337,53051,1308,50767,3099,50804,2773,46506,1433,51610,1290,47988,2847,20890,1954,28433,2666,17452,1828,23516,1849,28533,2136,20144,1584,10339,1178,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
80594,3184,6559975,4324,386391,2478,413266,6279,409868,6231,253497,2157,172813,2890,84324,3906,92143,4811,268214,5995,437068,2356,446841,2117,417769,7068,426320,7072,427480,1995,467615,1902,449812,5938,167662,4507,220348,5637,135526,4816,170249,5422,232602,5692,176317,4812,139229,4231,164621,4790,0400000US17,12880580,-555555555,6320605,4324,402735,2392,415029,7596,441130,7843,262818,1903,181690,2673,93309,4682,93648,4843,270629,6231,445834,2639,447703,2460,418265,7890,419544,8572,422834,2604,451065,2116,426784,6224,153063,4632,205215,5970,122446,4038,148440,4109,193656,5094,131543,3587,92631,3090,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
38405,2378,3352876,5121,204200,2397,210380,5136,225916,5105,132944,2060,93253,2440,54235,3960,46865,3414,134650,5246,212180,2533,211741,2330,198944,5618,216743,5729,209819,1551,236875,1918,234418,4633,83054,4142,114374,4279,75971,2951,90519,3223,119327,3529,87500,2897,70678,3033,88290,3307,0400000US18,6596855,-555555555,3243979,5121,213824,2146,232886,6566,224838,6665,138686,2066,99034,2903,50489,3951,53550,3186,138189,4538,208421,2242,210737,2043,203554,6575,212829,6254,210071,2027,230733,2036,215211,5080,81953,4118,109765,4547,69349,2943,78327,2773,101962,3055,69756,2652,51410,2625,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
25078,1465,1562325,3400,94006,1621,98645,3165,99229,3152,59513,1644,48439,2490,21488,1965,21423,2152,64309,2660,94472,1940,97494,1930,92127,3235,88006,2931,92365,1419,110431,1144,109123,3108,41337,2376,54026,2863,35328,1905,42809,1959,57113,2000,50566,2028,40206,2286,49870,2348,0400000US19,3107126,-555555555,1544801,3400,99565,2018,103848,3446,108524,3188,62261,1581,47596,2118,21703,2040,23686,2463,70157,3271,96912,1858,101316,1563,93288,3755,92332,3738,96943,1676,109608,1360,105789,2662,42559,2170,53978,2807,31930,1661,39415,2019,52501,2172,38827,1593,26985,1587,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
21563,1800,1459076,3648,98268,2380,98154,4413,100236,3924,56497,1826,41104,2476,19833,2707,22408,2709,60593,2975,93157,1779,95998,1620,79661,3134,92207,3309,83461,1151,99909,1296,94144,2843,38356,2286,51201,2177,30113,1933,37320,2117,51392,2315,41342,1926,33177,1888,40545,2156,0400000US20,2904021,-555555555,1444945,3648,101080,1878,108063,4011,99074,3521,61115,1881,45417,2777,22137,2365,23082,2888,65439,3573,97947,2236,99952,1840,93674,3612,84429,3421,84552,1465,96545,1518,95982,2871,33423,2111,49390,2242,29946,2081,33909,2144,44075,2298,31557,1724,22594,1266,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
25467,1878,2239299,3527,131850,2024,141237,4603,137876,4752,81458,2088,61089,2783,28940,2480,31232,2842,88854,4125,137698,1997,142233,1983,137710,3714,142186,3914,148117,1814,163401,1280,157182,3797,59346,2913,82276,3399,52731,2941,65992,2698,86455,3109,64635,2851,44004,2052,52797,2810,0400000US21,4413457,-555555555,2174158,3527,142782,2100,146218,4350,144304,4293,89578,2118,60138,2846,30884,2738,35593,2846,94243,3599,139346,2517,143629,2668,138201,4372,141358,4025,143668,1332,158273,1953,152513,3769,51546,3004,75476,3002,48478,3171,55520,2900,76202,2714,50038,2172,30703,2061,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
24497,2135,2377560,3972,150561,3231,155845,5160,151490,5577,88684,2804,61344,2774,34647,2835,35151,3460,102254,4714,168675,3278,164763,2889,146897,5686,144757,4888,145010,1889,164917,2036,163387,4253,57486,3336,84448,4159,52302,2827,59745,2920,87898,3493,61539,2446,48055,3035,47705,2695,0400000US22,4649676,-555555555,2272116,3972,154893,2988,161635,5389,158512,5564,93164,2431,66227,3689,34112,3337,39652,3065,100817,4451,164515,3347,162491,3221,144124,5760,142564,5986,141515,3081,151858,2221,150400,3836,56546,3447,75165,3246,48207,2981,54554,3134,69623,3292,49746,2384,27299,1929,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
11031,1242,682467,1797,31336,708,34858,2016,38386,1999,22923,679,17327,983,8073,1135,8427,1427,21936,1578,38676,805,39038,1110,36741,2492,42190,2437,46909,607,55621,932,56561,2243,21664,1465,29041,2028,19013,1295,22559,1410,30532,1516,21490,1563,18837,1575,20329,1543,0400000US23,1330089,-555555555,647622,1797,31581,637,36972,2081,37266,2036,24650,696,16833,725,8338,1365,8064,1178,23712,1694,37999,882,36570,720,37458,2088,39791,2142,45318,635,54022,877,51361,1843,21054,2049,26829,1949,17150,1375,23965,1584,26972,1595,17759,1391,12927,1279,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
37719,2275,3080374,2845,180523,1720,181570,5156,186409,4569,112255,1697,75813,2371,40521,3070,39270,2868,120967,4134,207340,1870,208692,1922,192030,5008,206287,4659,219934,2022,235873,1578,217621,4284,75709,3901,110932,4281,68266,3257,83591,3364,108165,4131,77758,3396,58648,3189,72200,2608,0400000US24,5976407,-555555555,2896033,2845,186760,1711,191171,5493,195224,5426,117263,1709,81878,2037,43792,3252,39094,2754,121084,4090,210952,2552,200476,1733,184594,5937,188230,5804,203053,1691,218208,1552,197682,4441,69476,3070,93553,3426,59651,2348,68825,2856,90519,3254,59051,2522,37778,2080,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
