GEO_ID,B27001I_001E,B27001I_001M,B27001I_002E,B27001I_002M,B27001I_003E,B27001I_003M,B27001I_004E,B27001I_004M,B27001I_005E,B27001I_005M,B27001I_006E,B27001I_006M,B27001I_007E,B27001I_007M,B27001I_008E,B27001I_008M,B27001I_009E,B27001I_009M,B27001I_010E,B27001I_010M,B27001I_011E,B27001I_011M,B27001I_012E,B27001I_012M,B27001I_013E,B27001I_013M,B27001I_014E,B27001I_014M,B27001I_015E,B27001I_015M,B27001I_016E,B27001I_016M,B27001I_017E,B27001I_017M,B27001I_018E,B27001I_018M,B27001I_019E,B27001I_019M,B27001I_020E,B27001I_020M,B27001I_021E,B27001I_021M,B27001I_022E,B27001I_022M,B27001I_023E,B27001I_023M,B27001I_024E,B27001I_024M,B27001I_025E,B27001I_025M,B27001I_026E,B27001I_026M,B27001I_027E,B27001I_027M,B27001I_028E,B27001I_028M,NAME,B27001I_001EA,B27001I_001MA,B27001I_002EA,B27001I_002MA,B27001I_003MA,B27001I_003EA,B27001I_004MA,B27001I_004EA,B27001I_005MA,B27001I_005EA,B27001I_006EA,B27001I_006MA,B27001I_007EA,B27001I_007MA,B27001I_008EA,B27001I_008MA,B27001I_009MA,B27001I_009EA,B27001I_010MA,B27001I_010EA,B27001I_011EA,B27001I_011MA,B27001I_012EA,B27001I_012MA,B27001I_013EA,B27001I_013MA,B27001I_014MA,B27001I_014EA,B27001I_015MA,B27001I_015EA,B27001I_016MA,B27001I_016EA,B27001I_017EA,B27001I_017MA,B27001I_018EA,B27001I_018MA,B27001I_019EA,B27001I_019MA,B27001I_020MA,B27001I_020EA,B27001I_021MA,B27001I_021EA,B27001I_022EA,B27001I_022MA,B27001I_023EA,B27001I_023MA,B27001I_024EA,B27001I_024MA,B27001I_025MA,B27001I_025EA,B27001I_026MA,B27001I_026EA,B27001I_027MA,B27001I_027EA,B27001I_028EA,B27001I_028MA,state
0400000US47,316820,2065,49704,2123,45324,2454,4380,1279,78220,2423,63521,3198,14699,2398,33949,2175,19015,2301,14934,1797,58112,2764,21988,2485,36124,2854,46949,2659,20097,2522,26852,2616,27089,2041,15277,2145,11812,1964,13225,1711,8775,1551,4450,1040,7183,1347,6377,1316,806,363,2389,692,2216,674,173,207,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10264753,4787,1183289,7576,1057948,9699,125341,7236,2303808,7772,1896534,13422,407274,11584,1202076,4289,671087,12016,530989,11784,1557320,6781,843746,11844,713574,12808,1442156,6160,826674,13285,615482,12218,1145175,5052,718563,11801,426612,11166,773601,2832,555644,9352,217957,8759,406060,3133,380065,4500,25995,3027,251268,3020,238528,3144,12740,2084,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,392145,1099,53591,1862,43559,3125,10032,2303,100073,1836,74100,4086,25973,3770,47857,1309,31578,2071,16279,2179,61103,1251,32974,2572,28129,2765,56210,1425,31568,2536,24642,2263,38308,1458,21859,1886,16449,1735,20808,838,15329,1431,5479,1245,9582,701,8358,766,1224,664,4613,614,4408,697,205,209,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10536,646,1048,475,981,447,67,90,2031,580,2031,580,0,147,1982,510,1720,500,262,199,1896,705,1634,617,262,248,1297,442,1256,435,41,62,673,328,673,328,0,147,710,297,710,297,0,147,536,247,536,247,0,147,363,214,363,214,0,147,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,715616,3131,86068,2913,78464,3161,7604,1829,148888,3493,125181,4386,23707,2626,82462,2562,57133,3544,25329,3135,126799,3595,69550,4188,57249,4098,119118,3504,68665,4021,50453,4571,80986,2980,58416,3185,22570,2725,43212,1923,33076,2189,10136,1926,18046,1676,15750,1550,2296,1007,10037,1318,9594,1327,443,291,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,844686,1599,113868,2444,106637,2865,7231,1695,214979,2440,198267,3806,16712,2678,106896,2338,76279,3187,30617,2888,135063,2773,81243,4578,53820,4447,119289,3362,75295,4548,43994,3690,79856,3023,59799,3007,20057,2645,44827,1643,37599,2009,7228,1306,20967,1625,19976,1617,991,547,8941,902,8544,851,397,250,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23184,1581,2307,600,2191,579,116,185,6467,1229,6140,1163,327,365,3534,1243,2785,1016,749,634,3125,884,2381,757,744,424,1726,602,1484,531,242,290,1963,586,1406,577,557,375,2510,794,2175,748,335,337,765,524,765,524,0,187,787,472,787,472,0,187,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,367465,791,49935,1646,46940,1544,2995,1059,96373,1762,85777,2807,10596,2226,42342,1918,29744,2187,12598,1422,58710,2319,36895,3032,21815,2643,54039,2154,34428,2747,19611,2416,33682,1730,26900,1823,6782,1254,18299,1355,14986,1181,3313,855,8850,1105,7931,1126,919,563,5235,952,5150,922,85,96,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,55645,538,7217,1117,6695,1143,522,291,12222,1145,11648,1210,574,300,6164,1207,4355,1110,1809,788,10841,1915,8122,1889,2719,933,7548,1684,5247,1553,2301,838,5163,1184,3359,876,1804,935,3978,895,3093,821,885,476,1870,582,1870,582,0,190,642,284,642,284,0,190,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3487703,3909,221479,3098,216025,3364,5454,1608,545269,3125,524657,4465,20612,3230,367702,3155,341557,4324,26145,2618,420905,4782,372283,4900,48622,3638,448955,3487,407915,5127,41040,3653,451998,2928,413813,4574,38185,3237,427582,1305,400049,2949,27533,2571,348077,1509,345762,1720,2315,757,255736,1362,254475,1604,1261,672,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
