GEO_ID,B20017A_001E,B20017A_001M,B20017A_002E,B20017A_002M,B20017A_003E,B20017A_003M,B20017A_004E,B20017A_004M,B20017A_005E,B20017A_005M,B20017A_006E,B20017A_006M,B20017A_007E,B20017A_007M,NAME,B20017A_001EA,B20017A_001MA,B20017A_002MA,B20017A_002EA,B20017A_003MA,B20017A_003EA,B20017A_004EA,B20017A_004MA,B20017A_005MA,B20017A_005EA,B20017A_006EA,B20017A_006MA,B20017A_007MA,B20017A_007EA,state
0400000US45,30808,290,36218,503,46632,602,10478,411,25267,492,36797,515,9666,393,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,30589,387,36284,874,43835,2049,10380,676,25392,571,32502,912,10195,494,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,28995,574,33847,871,43951,1093,10547,306,23558,550,35340,416,9543,303,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,31073,129,37250,268,48398,567,11294,185,24467,305,37069,310,9478,181,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,28931,787,40075,846,52201,393,10226,313,20369,437,35540,450,9056,331,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,30701,430,35406,1036,47174,1380,9946,891,25753,674,39330,1417,10935,689,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37186,302,45030,693,57194,936,11071,318,30424,296,45056,565,10703,174,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,35434,323,43145,1109,56761,653,13678,770,27196,407,43238,835,11612,233,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,27443,556,35021,1326,45502,838,10745,528,21882,437,31808,617,9106,508,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,31605,175,39004,639,49748,690,10691,214,26085,285,38824,643,10932,178,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,31278,539,41321,722,52127,1597,12005,1301,23611,1036,35739,1164,10242,776,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17276,232,16988,294,22930,705,7471,366,17752,507,23436,521,7903,367,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
