GEO_ID,B27001A_001E,B27001A_001M,B27001A_002E,B27001A_002M,B27001A_003E,B27001A_003M,B27001A_004E,B27001A_004M,B27001A_005E,B27001A_005M,B27001A_006E,B27001A_006M,B27001A_007E,B27001A_007M,B27001A_008E,B27001A_008M,B27001A_009E,B27001A_009M,B27001A_010E,B27001A_010M,B27001A_011E,B27001A_011M,B27001A_012E,B27001A_012M,B27001A_013E,B27001A_013M,B27001A_014E,B27001A_014M,B27001A_015E,B27001A_015M,B27001A_016E,B27001A_016M,B27001A_017E,B27001A_017M,B27001A_018E,B27001A_018M,B27001A_019E,B27001A_019M,B27001A_020E,B27001A_020M,B27001A_021E,B27001A_021M,B27001A_022E,B27001A_022M,B27001A_023E,B27001A_023M,B27001A_024E,B27001A_024M,B27001A_025E,B27001A_025M,B27001A_026E,B27001A_026M,B27001A_027E,B27001A_027M,B27001A_028E,B27001A_028M,NAME,B27001A_001EA,B27001A_001MA,B27001A_002MA,B27001A_002EA,B27001A_003MA,B27001A_003EA,B27001A_004EA,B27001A_004MA,B27001A_005EA,B27001A_005MA,B27001A_006MA,B27001A_006EA,B27001A_007MA,B27001A_007EA,B27001A_008MA,B27001A_008EA,B27001A_009MA,B27001A_009EA,B27001A_010EA,B27001A_010MA,B27001A_011EA,B27001A_011MA,B27001A_012EA,B27001A_012MA,B27001A_013MA,B27001A_013EA,B27001A_014MA,B27001A_014EA,B27001A_015MA,B27001A_015EA,B27001A_016EA,B27001A_016MA,B27001A_017EA,B27001A_017MA,B27001A_018MA,B27001A_018EA,B27001A_019MA,B27001A_019EA,B27001A_020MA,B27001A_020EA,B27001A_021MA,B27001A_021EA,B27001A_022EA,B27001A_022MA,B27001A_023EA,B27001A_023MA,B27001A_024MA,B27001A_024EA,B27001A_025MA,B27001A_025EA,B27001A_026EA,B27001A_026MA,B27001A_027EA,B27001A_027MA,B27001A_028EA,B27001A_028MA,state
0400000US46,711661,2335,52474,1193,50116,1443,2358,872,106826,1283,102179,1657,4647,1228,67893,1045,59770,1892,8123,1473,89784,1252,76464,1833,13320,1552,80994,931,73555,1417,7439,1224,93906,651,85849,1356,8057,1150,102835,439,96249,1079,6586,1048,64707,492,64395,522,312,259,52242,465,52066,483,176,195,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5017804,8406,336520,5435,322534,5607,13986,2222,728931,5170,688669,6267,40262,3785,450402,2872,376318,4777,74084,4811,623714,4063,490514,6749,133200,5840,640528,3562,530534,6515,109994,6451,711062,2407,603810,5512,107252,5508,687629,1627,613695,4399,73934,4090,504837,1434,503006,1337,1831,704,334181,1488,333128,1662,1053,647,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19949166,40428,1703897,12635,1557049,13646,146848,7115,3474276,17648,3026154,21143,448122,12604,1945843,10796,1331033,14753,614810,14423,2769926,12580,1897088,14510,872838,14501,2633164,10143,1918081,16077,715083,14891,2582906,11202,2025874,12936,557032,12302,2317080,8271,1963164,12192,353916,10818,1495125,5794,1467242,6355,27883,3132,1026949,4373,1014860,4294,12089,1984,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2545846,10017,256743,4689,237875,5474,18868,2602,504852,4852,463107,5626,41745,4282,280559,2846,239112,4087,41447,3656,371674,2841,306458,4205,65216,3818,333121,2592,286912,3405,46209,3543,270181,2148,236556,3364,33625,2877,252537,1720,228098,2962,24439,2587,161184,1127,159881,1002,1303,682,114995,875,114863,914,132,185,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,586376,1732,33992,1231,33018,1235,974,536,76944,1110,75500,1123,1444,519,61712,570,58273,1145,3439,929,66638,706,58234,1465,8404,1155,67147,553,62909,1016,4238,894,87065,550,81894,978,5171,820,92801,453,88339,910,4462,822,60166,346,60033,365,133,124,39911,657,39911,657,0,147,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5605274,14711,378651,5636,365405,5731,13246,1951,795246,6302,747642,7189,47604,4370,508345,4463,432965,6452,75380,4849,737741,6825,610570,6863,127171,5529,711207,5398,610029,6942,101178,6402,821621,4200,729063,6025,92558,5476,764141,2530,705380,4498,58761,4687,529954,1956,524973,1840,4981,1523,358368,1971,356184,2051,2184,799,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5407476,16165,370945,5663,356185,5863,14760,2550,761128,5565,726371,6483,34757,3930,468736,4322,398309,5637,70427,5334,729283,5268,613132,8158,116151,6627,686526,4626,600417,6285,86109,6264,757250,3700,684234,5543,73016,4936,773066,2102,719828,4200,53238,4074,514722,1717,511893,1883,2829,994,345820,1398,345193,1420,627,350,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1708997,2658,109417,2140,106876,2333,2541,889,236642,2550,228924,3204,7718,2052,153364,1475,130474,2720,22890,2663,196234,1690,158090,3055,38144,3162,211646,922,185606,3166,26040,2885,237077,865,210007,2850,27070,2662,256649,842,236558,2268,20091,2103,181797,657,181573,670,224,173,126171,665,126171,665,0,187,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4914866,7836,315615,3403,303189,3212,12426,1605,707309,4586,677771,5011,29538,3206,453400,2317,404735,4252,48665,4243,600414,2796,525369,5088,75045,4362,585077,2369,530664,3986,54413,3872,729335,1719,682097,3222,47238,2910,718931,1644,676037,3145,42894,2670,453357,1382,451723,1367,1634,671,351428,1400,351029,1377,399,277,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,523631,2779,40603,1824,38131,1989,2472,957,80100,1736,76182,1963,3918,1240,48983,1293,41198,1821,7785,1338,73572,1904,58027,2546,15545,2022,63539,1609,53127,2346,10412,1728,66468,1097,56285,1578,10183,1590,75968,858,67197,1762,8771,1684,45652,957,45300,1024,352,356,28746,908,28746,908,0,190,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2503952,22029,164857,4446,160371,4666,4486,1645,383528,8583,367938,8601,15590,2764,255146,5431,237739,5750,17407,2314,294411,6972,263133,7145,31278,3003,313665,5983,287562,6086,26103,3054,320418,6286,295298,6814,25120,2566,311602,4698,292503,4613,19099,2246,261429,4365,259245,4327,2184,787,198896,2988,197732,3062,1164,656,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
