GEO_ID,B05003D_001E,B05003D_001M,B05003D_002E,B05003D_002M,B05003D_003E,B05003D_003M,B05003D_004E,B05003D_004M,B05003D_005E,B05003D_005M,B05003D_006E,B05003D_006M,B05003D_007E,B05003D_007M,B05003D_008E,B05003D_008M,B05003D_009E,B05003D_009M,B05003D_010E,B05003D_010M,B05003D_011E,B05003D_011M,B05003D_012E,B05003D_012M,B05003D_013E,B05003D_013M,B05003D_014E,B05003D_014M,B05003D_015E,B05003D_015M,B05003D_016E,B05003D_016M,B05003D_017E,B05003D_017M,B05003D_018E,B05003D_018M,B05003D_019E,B05003D_019M,B05003D_020E,B05003D_020M,B05003D_021E,B05003D_021M,B05003D_022E,B05003D_022M,B05003D_023E,B05003D_023M,NAME,B05003D_001MA,B05003D_001EA,B05003D_002EA,B05003D_002MA,B05003D_003EA,B05003D_003MA,B05003D_004EA,B05003D_004MA,B05003D_005MA,B05003D_005EA,B05003D_006MA,B05003D_006EA,B05003D_007EA,B05003D_007MA,B05003D_008EA,B05003D_008MA,B05003D_009EA,B05003D_009MA,B05003D_010MA,B05003D_010EA,B05003D_011MA,B05003D_011EA,B05003D_012MA,B05003D_012EA,B05003D_013EA,B05003D_013MA,B05003D_014EA,B05003D_014MA,B05003D_015EA,B05003D_015MA,B05003D_016MA,B05003D_016EA,B05003D_017MA,B05003D_017EA,B05003D_018EA,B05003D_018MA,B05003D_019EA,B05003D_019MA,B05003D_020EA,B05003D_020MA,B05003D_021MA,B05003D_021EA,B05003D_022MA,B05003D_022EA,B05003D_023MA,B05003D_023EA,state
0400000US13,371688,5501,180253,3802,45406,2407,36446,2164,8960,1507,2383,774,6577,1400,134847,2533,22993,2552,111854,3709,60876,3457,50978,3349,191435,3227,40718,1859,32208,1996,8510,1362,3636,1012,4874,1179,150717,2545,23290,2318,127427,3000,70448,3192,56979,3523,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,534189,9753,245910,5426,41398,2615,36627,2533,4771,1101,1534,661,3237,883,204512,3962,134163,4180,70349,4105,46594,3044,23755,2511,288279,5589,40517,2808,35457,2664,5060,1355,2169,736,2891,1219,247762,4048,136540,4584,111222,5168,72505,4005,38717,3093,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,24009,3453,10397,2074,2698,1369,1100,876,1598,1347,49,76,1549,1359,7699,1042,2586,914,5113,1040,2083,663,3030,1051,13612,1694,2700,759,1499,611,1201,548,531,330,670,471,10912,1315,1691,624,9221,1481,4558,1029,4663,1431,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,663454,5604,319571,3705,69715,2210,56058,2837,13657,1696,5121,1054,8536,1585,249856,2953,51710,3710,198146,3845,116819,3780,81327,3973,343883,3459,69083,2111,54438,2271,14645,1719,6064,1102,8581,1444,274800,2325,45658,2992,229142,3150,140550,3760,88592,4063,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,130250,3827,62665,2182,15113,1408,11535,1492,3578,1008,1025,582,2553,767,47552,1571,5273,1301,42279,1855,16251,1764,26028,1687,67585,2661,16172,1556,8642,1270,7530,1043,3480,928,4050,945,51413,1851,7851,1356,43562,2086,17748,1967,25814,2278,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,68419,3108,35795,2428,9543,1559,6384,1355,3159,982,950,434,2209,881,26252,1838,3186,839,23066,1962,7803,1311,15263,1951,32624,1638,7014,1033,3916,880,3098,855,1404,653,1694,678,25610,1363,3251,830,22359,1390,10206,1354,12153,1597,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,76245,2414,36868,1957,9703,1164,6527,1146,3176,1123,1272,613,1904,759,27165,1525,4704,918,22461,1595,12287,1365,10174,1517,39377,1620,7876,870,4854,860,3022,810,1690,644,1332,739,31501,1289,5259,1310,26242,1385,13289,1200,12953,1628,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,54542,2814,25088,1830,6251,981,3945,947,2306,688,887,449,1419,607,18837,1377,2055,642,16782,1515,7511,1120,9271,1314,29454,1691,6990,1017,3418,747,3572,989,1794,760,1778,767,22464,1219,1866,815,20598,1285,9825,1190,10773,1473,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,78675,2378,38150,2131,8583,1215,6697,1129,1886,966,811,756,1075,651,29567,1480,6684,1457,22883,1596,11994,1349,10889,1702,40525,1719,8572,1248,6509,1143,2063,712,799,494,1264,637,31953,1197,6283,1072,25670,1405,14002,1507,11668,1596,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14447,1256,5497,781,1074,448,860,412,214,200,214,200,0,159,4423,611,916,505,3507,725,1950,464,1557,730,8950,963,1836,531,1298,487,538,312,363,278,175,133,7114,861,1470,543,5644,875,3741,800,1903,661,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,369996,4570,175769,2739,40727,2060,30456,2227,10271,1488,4162,1000,6109,1374,135042,1779,24108,2243,110934,2396,67793,3084,43141,3075,194227,2834,38736,1967,29967,2064,8769,1428,3534,807,5235,1229,155491,1856,22233,1823,133258,2459,81982,2809,51276,3538,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,413079,4865,196961,3201,42380,2042,34434,2208,7946,1185,2529,640,5417,1109,154581,1927,29284,2146,125297,2616,66672,3247,58625,3462,216118,2903,43991,1841,35426,1822,8565,1382,3910,887,4655,1061,172127,1895,32567,2496,139560,3050,74754,2830,64806,3732,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,281404,4069,136503,2716,34207,1791,26187,1734,8020,1346,2194,694,5826,1270,102296,1697,16036,1660,86260,2071,42424,1995,43836,2328,144901,2524,33350,1479,23252,1519,10098,1264,3643,823,6455,1121,111551,1776,14792,1680,96759,2203,49173,2525,47586,2842,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,250352,3570,120871,2905,36036,1944,29687,2117,6349,1446,1961,826,4388,1264,84835,1706,19832,2054,65003,2437,36329,2313,28674,2273,129481,2587,35713,1766,27019,2035,8694,1446,4659,1119,4035,1002,93768,1618,20434,1994,73334,2267,45440,2242,27894,2169,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,24009,2276,10679,1512,1973,762,1474,601,499,361,61,93,438,349,8706,1348,2570,945,6136,1122,2606,792,3530,1001,13330,1471,1643,696,1125,616,518,356,97,146,421,321,11687,1269,1320,704,10367,1305,5913,1344,4454,1242,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,107426,3866,51256,2634,12861,1700,10496,1796,2365,806,1050,585,1315,562,38395,1874,7446,1560,30949,1653,13817,1278,17132,1529,56170,2723,10203,1289,7330,1204,2873,886,1503,540,1370,643,45967,2089,7551,1378,38416,2035,19305,1859,19111,1860,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8176,1500,3542,867,930,403,438,267,492,333,47,66,445,326,2612,699,368,369,2244,640,465,302,1779,556,4634,1047,668,366,380,281,288,250,173,214,115,137,3966,885,921,369,3045,911,1342,566,1703,721,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38892,1651,18877,1041,5361,772,3585,690,1776,510,524,309,1252,465,13516,705,2293,550,11223,851,4895,782,6328,959,20015,1043,4605,657,2218,509,2387,522,852,438,1535,446,15410,743,2425,676,12985,902,6360,1040,6625,1082,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,221841,4609,99414,2549,19494,1719,16446,1895,3048,937,1349,781,1699,682,79920,1846,22513,2154,57407,2163,38403,2205,19004,2379,122427,3297,18134,1266,14608,1412,3526,862,1265,528,2261,827,104293,2616,21112,2412,83181,3083,54984,2930,28197,2784,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,33974,2254,16010,1360,4903,1061,3329,875,1574,569,550,364,1024,437,11107,943,1423,595,9684,934,4286,726,5398,834,17964,1561,3843,979,2363,742,1480,665,918,567,562,309,14121,994,1422,571,12699,1085,5697,1048,7002,1152,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,827493,4813,401590,2881,95026,1695,78127,2222,16899,1900,5102,913,11797,1716,306564,2163,47794,2845,258770,3522,151366,4660,107404,4396,425903,2761,92963,1772,75385,2764,17578,2175,7081,1298,10497,1590,332940,1986,48592,2884,284348,3693,172092,3852,112256,3789,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,31566,2145,13654,1602,2837,959,2280,899,557,359,363,311,194,175,10817,1137,3637,888,7180,1153,4394,992,2786,813,17912,1291,3122,636,2427,629,695,376,452,282,243,227,14790,1204,3517,905,11273,1171,7192,976,4081,859,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1613255,8423,770776,5142,156965,3468,125683,3500,31282,2621,9740,1474,21542,2197,613811,3671,110670,4464,503141,5507,274367,6151,228774,6246,842479,5296,152602,3087,119147,3147,33455,2670,10769,1425,22686,2615,689877,4043,112932,4540,576945,6192,320282,6696,256663,7571,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,246721,4309,118356,2737,29578,2045,21692,2245,7886,1436,3093,1052,4793,1111,88778,2195,18429,1981,70349,2747,36316,2591,34033,2823,128365,2694,30229,1937,19778,1956,10451,1685,5233,1471,5218,1259,98136,1941,17279,2204,80857,2510,42929,2357,37928,2720,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8899,919,4401,745,810,324,269,202,541,279,29,46,512,271,3591,610,743,306,2848,624,456,299,2392,571,4498,666,654,316,405,340,249,206,41,53,208,195,3844,551,208,138,3636,576,948,418,2688,625,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,225438,5022,106217,3118,23670,1654,17788,1796,5882,1286,1969,697,3913,1147,82547,2158,13393,1855,69154,2122,31571,2106,37583,2503,119221,3073,25574,2124,16531,1983,9043,1304,3519,928,5524,1138,93647,1972,12550,1464,81097,1970,38875,2276,42222,2512,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,76654,2858,36171,1806,8306,1161,6459,1139,1847,658,633,392,1214,509,27865,1434,6558,1631,21307,1527,10775,1206,10532,1518,40483,1691,8186,973,5164,1060,3022,840,1217,551,1805,745,32297,1148,5300,1044,26997,1275,14399,1404,12598,1321,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,159891,4298,72164,2439,15966,1633,11847,1781,4119,1263,1504,655,2615,1015,56198,1565,15243,1759,40955,2219,22974,1921,17981,1643,87727,3062,16167,1788,11861,1664,4306,986,2108,808,2198,656,71560,2170,16643,2121,54917,2786,31347,2201,23570,2324,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,399285,5091,191452,2904,43556,1721,33129,1984,10427,1687,3636,947,6791,1402,147896,2131,27609,2430,120287,2973,66417,2958,53870,3758,207833,3420,44971,2264,31504,2273,13467,1958,7318,1504,6149,1321,162862,2304,25114,2273,137748,2675,75383,3598,62365,3651,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,35676,2016,15926,1368,3177,718,2242,724,935,511,701,472,234,205,12749,1069,2872,756,9877,862,4907,772,4970,880,19750,1256,4192,651,3308,656,884,518,659,418,225,242,15558,953,4123,1196,11435,920,6238,832,5197,1011,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,68976,2531,32213,1998,7782,1000,6195,949,1587,577,137,143,1450,568,24431,1609,5176,1239,19255,1633,10742,1681,8513,1688,36763,1717,7714,949,4076,905,3638,935,2059,675,1579,654,29049,1513,6030,1256,23019,1517,13781,1484,9238,1173,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11017,1189,4969,1058,1399,496,767,382,632,330,153,155,479,233,3570,917,387,273,3183,932,1286,708,1897,537,6048,888,1966,669,755,366,1211,563,718,532,493,215,4082,732,646,411,3436,681,1209,466,2227,608,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,102508,3823,47105,2483,11675,1397,8655,1285,3020,807,999,506,2021,706,35430,1760,6052,1339,29378,1964,14756,1897,14622,1671,55403,2560,11980,1378,8387,1244,3593,817,1946,703,1647,610,43423,1788,6815,1503,36608,2139,19917,1599,16691,1952,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1161951,9196,563383,6137,132334,3631,103085,4175,29249,3265,6736,1385,22513,2943,431049,4547,71456,4470,359593,5503,206628,6061,152965,5933,598568,5544,132238,3598,103937,4167,28301,3008,8418,1475,19883,2676,466330,3686,67867,4533,398463,5325,233408,6263,165055,5564,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,66060,2726,31159,1559,7628,927,5479,1068,2149,836,546,468,1603,813,23531,1205,4902,951,18629,1401,9192,1266,9437,1314,34901,1735,6286,1049,4674,1015,1612,616,854,449,758,426,28615,1125,6051,1108,22564,1277,12912,1506,9652,1521,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9933,1118,4793,781,1291,414,987,403,304,186,230,176,74,58,3502,586,460,318,3042,584,919,333,2123,556,5140,724,1037,442,593,396,444,318,286,300,158,148,4103,611,394,244,3709,602,1111,410,2598,604,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,510871,6813,238613,4175,54383,2536,42047,2693,12336,1829,4416,1074,7920,1815,184230,2906,35329,2693,148901,3246,88706,3164,60195,3346,272258,4144,58520,2218,46082,2386,12438,1775,5367,1159,7071,1387,213738,2913,33422,2804,180316,3630,108627,3807,71689,3950,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,554101,5778,255158,3982,53491,2625,44611,2571,8880,1548,2176,633,6704,1337,201667,2967,48857,3245,152810,3524,87198,3803,65612,3907,298943,3866,55393,2319,42739,2559,12654,1943,5456,1253,7198,1478,243550,2854,53875,3327,189675,3875,113584,3598,76091,3485,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,11642,1694,4831,1110,661,534,661,534,0,187,0,187,0,187,4170,932,463,322,3707,965,1586,562,2121,805,6811,874,902,527,725,405,177,198,76,151,101,122,5909,705,850,587,5059,801,3242,749,1817,575,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,150258,3182,73801,2132,22025,1418,17473,1496,4552,859,1641,561,2911,871,51776,1313,13841,1810,37935,1822,18938,1533,18997,1826,76457,2210,21539,1449,16223,1554,5316,1129,2406,855,2910,786,54918,1388,12929,1596,41989,1725,22087,1785,19902,1873,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5541,1066,2097,631,566,297,349,213,217,131,217,131,0,190,1531,515,452,342,1079,435,436,250,643,405,3444,926,598,379,578,371,20,37,20,37,0,190,2846,920,768,726,2078,690,1433,549,645,356,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,8810,2213,3490,1175,904,558,904,558,0,220,0,220,0,220,2586,945,1108,578,1478,733,883,458,595,456,5320,1336,1287,637,1287,637,0,220,0,220,0,220,4033,1050,2858,932,1175,556,746,465,429,266,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
