C24050_077M,C24050_078E,C24050_078M,C24050_079E,C24050_079M,C24050_080E,C24050_080M,C24050_081E,C24050_081M,C24050_082E,C24050_082M,C24050_083E,C24050_083M,C24050_084E,C24050_084M,GEO_ID,C24050_001E,C24050_001M,C24050_002E,C24050_002M,C24050_003E,C24050_003M,C24050_004E,C24050_004M,C24050_005E,C24050_005M,C24050_006E,C24050_006M,C24050_007E,C24050_007M,C24050_008E,C24050_008M,C24050_009E,C24050_009M,C24050_010E,C24050_010M,C24050_011E,C24050_011M,C24050_012E,C24050_012M,C24050_013E,C24050_013M,C24050_014E,C24050_014M,C24050_015E,C24050_015M,C24050_016E,C24050_016M,C24050_017E,C24050_017M,C24050_018E,C24050_018M,C24050_019E,C24050_019M,C24050_020E,C24050_020M,C24050_021E,C24050_021M,C24050_022E,C24050_022M,C24050_023E,C24050_023M,C24050_024E,C24050_024M,C24050_025E,C24050_025M,C24050_026E,C24050_026M,C24050_027E,C24050_027M,C24050_028E,C24050_028M,C24050_029E,C24050_029M,C24050_030E,C24050_030M,C24050_031E,C24050_031M,C24050_032E,C24050_032M,C24050_033E,C24050_033M,C24050_034E,C24050_034M,C24050_035E,C24050_035M,C24050_036E,C24050_036M,C24050_037E,C24050_037M,C24050_038E,C24050_038M,C24050_039E,C24050_039M,C24050_040E,C24050_040M,C24050_041E,C24050_041M,C24050_042E,C24050_042M,C24050_043E,C24050_043M,C24050_044E,C24050_044M,C24050_045E,C24050_045M,C24050_046E,C24050_046M,C24050_047E,C24050_047M,C24050_048E,C24050_048M,C24050_049E,C24050_049M,C24050_050E,C24050_050M,C24050_051E,C24050_051M,C24050_052E,C24050_052M,C24050_053E,C24050_053M,C24050_054E,C24050_054M,C24050_055E,C24050_055M,C24050_056E,C24050_056M,C24050_057E,C24050_057M,C24050_058E,C24050_058M,C24050_059E,C24050_059M,C24050_060E,C24050_060M,C24050_061E,C24050_061M,C24050_062E,C24050_062M,C24050_063E,C24050_063M,C24050_064E,C24050_064M,C24050_065E,C24050_065M,C24050_066E,C24050_066M,C24050_067E,C24050_067M,C24050_068E,C24050_068M,C24050_069E,C24050_069M,C24050_070E,C24050_070M,C24050_071E,C24050_071M,C24050_072E,C24050_072M,C24050_073E,C24050_073M,C24050_074E,C24050_074M,C24050_075E,C24050_075M,C24050_076E,C24050_076M,C24050_077E,C24050_077MA,C24050_078MA,C24050_078EA,C24050_079EA,C24050_079MA,C24050_080MA,C24050_080EA,C24050_081MA,C24050_081EA,C24050_082MA,C24050_082EA,C24050_083EA,C24050_083MA,C24050_084EA,C24050_084MA,NAME,C24050_001MA,C24050_001EA,C24050_002EA,C24050_002MA,C24050_003MA,C24050_003EA,C24050_004MA,C24050_004EA,C24050_005MA,C24050_005EA,C24050_006MA,C24050_006EA,C24050_007EA,C24050_007MA,C24050_008EA,C24050_008MA,C24050_009MA,C24050_009EA,C24050_010MA,C24050_010EA,C24050_011MA,C24050_011EA,C24050_012MA,C24050_012EA,C24050_013EA,C24050_013MA,C24050_014MA,C24050_014EA,C24050_015MA,C24050_015EA,C24050_016MA,C24050_016EA,C24050_017MA,C24050_017EA,C24050_018EA,C24050_018MA,C24050_019EA,C24050_019MA,C24050_020MA,C24050_020EA,C24050_021EA,C24050_021MA,C24050_022MA,C24050_022EA,C24050_023MA,C24050_023EA,C24050_024EA,C24050_024MA,C24050_025MA,C24050_025EA,C24050_026MA,C24050_026EA,C24050_027MA,C24050_027EA,C24050_028MA,C24050_028EA,C24050_029EA,C24050_029MA,C24050_030EA,C24050_030MA,C24050_031MA,C24050_031EA,C24050_032MA,C24050_032EA,C24050_033EA,C24050_033MA,C24050_034EA,C24050_034MA,C24050_035MA,C24050_035EA,C24050_036EA,C24050_036MA,C24050_037MA,C24050_037EA,C24050_038MA,C24050_038EA,C24050_039EA,C24050_039MA,C24050_040EA,C24050_040MA,C24050_041EA,C24050_041MA,C24050_042MA,C24050_042EA,C24050_043MA,C24050_043EA,C24050_044EA,C24050_044MA,C24050_045EA,C24050_045MA,C24050_046MA,C24050_046EA,C24050_047MA,C24050_047EA,C24050_048MA,C24050_048EA,C24050_049MA,C24050_049EA,C24050_050EA,C24050_050MA,C24050_051MA,C24050_051EA,C24050_052EA,C24050_052MA,C24050_053MA,C24050_053EA,C24050_054MA,C24050_054EA,C24050_055EA,C24050_055MA,C24050_056MA,C24050_056EA,C24050_057EA,C24050_057MA,C24050_058MA,C24050_058EA,C24050_059MA,C24050_059EA,C24050_060MA,C24050_060EA,C24050_061MA,C24050_061EA,C24050_062EA,C24050_062MA,C24050_063EA,C24050_063MA,C24050_064MA,C24050_064EA,C24050_065MA,C24050_065EA,C24050_066MA,C24050_066EA,C24050_067MA,C24050_067EA,C24050_068EA,C24050_068MA,C24050_069MA,C24050_069EA,C24050_070MA,C24050_070EA,C24050_071MA,C24050_071EA,C24050_072MA,C24050_072EA,C24050_073EA,C24050_073MA,C24050_074EA,C24050_074MA,C24050_075MA,C24050_075EA,C24050_076EA,C24050_076MA,C24050_077EA,state
6032,4680,1380,5454,1330,26500,2957,23048,2678,12125,2124,20028,2384,8191,1569,0400000US13,4466307,22294,49894,3652,288518,10906,460950,11990,125078,6603,540345,14016,280569,9506,110432,5418,279473,8646,510316,13547,940403,16783,432943,11793,218427,7996,228959,9150,1613318,22398,14912,2073,47461,4030,116005,6149,24495,2778,62322,4508,41807,3724,60283,3815,127509,6634,271945,9498,618164,14887,79821,5176,51680,3611,96914,5461,758643,15282,1605,590,1564,651,8121,1608,1490,736,22602,2518,6895,1426,2198,766,9558,1550,107167,7963,179810,6820,264168,8834,82204,5157,71261,4963,1101894,15530,3389,936,18205,2978,62423,4270,66704,4462,376808,12521,65790,4908,34150,3172,128278,5466,93533,5382,110643,6187,72753,5878,28724,3151,40494,3639,406842,9793,24519,2772,210681,8035,31624,2676,8874,1699,17470,2580,24004,2697,9121,1759,8674,2033,11171,1970,8738,1600,4076,1103,35791,3907,12099,2116,585610,11954,5469,1166,10607,1638,242777,8138,23515,2962,61143,4576,142073,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
1826,499,376,1488,537,4170,1149,1644,629,2914,757,4074,1053,3077,919,0400000US15,664180,7810,11796,2250,44168,3453,20703,2003,15196,2223,78535,4107,39443,2876,9729,1354,42787,3767,69255,4374,135646,5155,109955,4702,26932,2749,60035,3177,227022,6738,4699,1376,6366,1352,5712,970,2227,726,7554,1320,5905,1053,4850,1060,17249,1945,32127,2692,91427,4378,15827,1862,6315,1330,26764,2536,152657,5834,593,449,265,249,600,378,121,200,3945,858,2551,853,500,268,3241,975,18007,2327,27257,3080,71911,4333,8496,1368,15170,1865,165301,6308,519,412,4146,1266,2860,829,8495,1760,58085,3799,10166,1747,2889,670,20114,2166,11841,1858,14588,1510,16916,1684,4111,946,10571,1727,61834,3897,5163,1615,31872,2904,2352,713,639,388,1280,549,4226,1052,991,446,695,365,3110,920,730,488,2387,807,3936,988,4453,1178,57366,3473,822,427,1519,611,9179,1409,3714,949,7671,1364,16595,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
2815,786,553,908,604,5183,1033,3235,941,1846,600,2497,823,1362,665,0400000US16,726768,8459,41164,3624,51010,4472,69692,4756,16857,2118,88074,5370,36576,3168,15837,2195,37642,3660,78772,4556,159845,5628,65419,4115,31340,3118,34540,3592,242553,7409,11851,1482,6053,1210,17752,2365,3211,886,8978,1741,5533,958,6363,1642,16627,2215,38421,3542,98515,4758,11228,2045,4210,942,13811,2216,133366,5098,847,456,93,108,1063,510,28,41,3511,858,869,478,251,219,950,405,16795,2623,39460,2996,45071,3776,14319,1787,10109,1708,170593,7178,1653,663,3855,951,8889,1443,8931,1407,60801,4980,7296,1233,6834,1597,18716,2488,16595,2504,17995,2270,6562,1288,4699,1024,7767,1533,86385,5868,21208,2497,37277,4133,7457,1799,1399,620,3929,958,2835,816,1603,614,441,272,1778,942,640,369,712,371,5615,1372,1491,725,93871,5208,5605,1915,3732,947,34531,3080,3288,916,10855,2222,20043,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
6845,5758,1194,6338,1215,55606,4291,25826,2552,20538,2211,27917,3129,4711,912,0400000US17,6143429,21683,66096,3726,319907,10040,754780,13417,185690,6812,684307,14940,358829,8765,130611,5320,445532,10629,713650,12774,1394811,18701,574033,11461,295357,9626,219826,7715,2278161,20218,31724,2780,54661,3869,204962,6331,40555,2802,82382,4772,45413,3120,68119,3694,221033,6812,388533,9995,886471,15011,105406,6211,72897,4041,76005,3629,1065859,15285,1596,469,1842,778,12952,1630,3655,1139,32608,2951,9036,1510,3796,1300,13806,2276,116851,4887,309953,10561,364860,8741,103153,5354,91751,4637,1494257,15269,4962,1147,21759,2177,116436,5631,92620,5193,470542,11265,81775,4701,41193,3094,196487,6940,138807,6091,162647,5974,78256,4132,46296,3425,42477,3293,444714,9688,22490,2065,226979,8005,35489,3108,8128,1495,24838,2522,28461,2701,11745,1905,7868,1412,13853,1881,9914,1637,4973,975,45094,3590,4882,957,860438,13682,5324,962,14666,2271,384941,9937,40732,3543,73937,4085,194144,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
4517,2704,867,3414,893,23578,2570,18497,2123,9743,1427,16218,2150,2359,775,0400000US18,3087270,14316,41448,3061,172614,7259,578141,10474,80940,4832,358506,9356,151277,6189,50143,3666,160876,6797,251690,7838,714290,9599,279124,8579,142655,5586,105566,4954,1014458,15100,17818,1988,25953,2498,128360,5123,16688,2101,34147,3328,19702,2598,22386,2315,69736,4529,116266,5327,448059,8371,43320,3282,34899,2862,37124,3187,525060,10763,1317,660,1068,511,10492,1487,1698,618,13721,1868,2710,789,1613,577,6356,1138,52381,3788,159328,6628,186108,7706,46992,3204,41276,3478,706766,12971,2130,549,11803,1866,65335,3133,39844,3282,241933,8307,34862,3075,17218,2261,77380,4485,51237,3582,83748,4334,37257,3108,22273,2332,21746,2379,266010,8981,16343,2024,124496,6651,39171,3064,3982,1047,17681,2301,13209,1828,6222,1188,3990,989,8228,1600,4658,782,2696,670,22273,2024,3061,699,574976,10503,3840,905,9294,1238,334783,8322,18728,2451,51024,4037,80794,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
2661,1103,480,1901,656,10641,1396,10300,1355,3545,913,5937,1096,1043,400,0400000US19,1593590,9293,63679,3282,101411,4572,241943,6832,46142,3090,184542,6150,72541,3779,28177,2563,117976,4526,120804,4351,387180,7402,110940,5246,68356,3817,49899,3152,558730,10285,39641,2577,15150,1995,54041,3896,7369,1183,17523,1694,10890,1378,12572,1732,58289,2758,58452,3331,232057,6739,16764,1789,14171,1691,21811,2288,258736,6130,699,275,769,662,6176,1078,1095,535,10527,1638,1444,530,819,336,2962,946,21212,2199,96052,4518,76639,4715,25839,2267,14503,1767,369750,7662,3503,1276,6308,1119,26373,2055,22314,1908,121106,4763,17292,1996,11498,1542,53434,3875,27523,2788,45778,3498,13044,2126,11533,1508,10044,1288,149596,4793,16740,1921,72582,3829,16301,1716,4292,931,9085,1394,6730,1304,2185,595,1390,537,2976,908,2993,646,948,332,10876,1403,2498,773,256778,6150,3096,625,6602,1210,139052,4662,11072,1579,26301,2501,36185,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
2667,2552,901,2492,957,8846,1527,9293,1655,4183,793,5796,1252,2592,788,0400000US20,1397854,9549,52450,2366,91704,4354,171882,6445,40176,2728,149630,6425,66038,3710,29055,2582,89109,4068,130547,5178,344092,7516,110704,5409,60942,3779,61525,3485,516302,8822,24320,1767,15464,1725,46399,2938,6792,1017,16845,2006,10302,1592,13611,1460,37911,2731,69882,3519,216188,5434,20315,2161,16398,1693,21875,1857,232797,7342,1311,461,653,305,2490,803,497,297,8023,1572,1208,477,427,240,3168,1062,24068,2830,77248,3778,73215,4413,21571,2157,18918,2028,315648,7967,2636,581,5332,1124,20876,2073,18929,1656,99850,4821,16014,1632,9711,1727,43704,2812,25167,2385,38348,2821,12162,1684,7948,1278,14971,1636,139022,5210,19729,1726,64453,3917,14841,1791,2960,653,7003,1289,6622,1112,2754,827,1834,768,2584,882,3015,848,829,460,9229,1264,3169,893,194085,5678,4454,867,5802,1162,87276,4241,10998,1585,17909,2128,31892,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
3958,2294,727,1605,603,15518,2058,10819,1738,4836,1270,8860,1719,1981,616,0400000US21,1909704,13212,50832,3893,110541,5178,272596,7339,47934,4073,231377,7061,108289,5557,33989,3291,102601,4763,156177,7243,451184,10201,168730,6927,90900,4023,84554,4740,628475,10785,15903,2287,16494,2028,52171,3162,8277,1515,24548,2044,14471,1593,15364,1991,43855,2990,71116,3937,282555,7805,29766,2684,21052,2115,32903,2797,328325,8071,2617,816,512,271,6319,1385,742,339,9152,1678,2173,633,1319,588,3270,876,31281,2989,101207,4436,108562,5606,34717,2586,26454,2654,443455,9144,1646,512,6323,1407,25155,1983,22641,2447,157540,6471,21339,2472,12783,1865,51780,3573,33663,3534,52457,3609,23945,2513,13614,1578,20569,2019,177607,6284,26061,2534,79805,4764,17448,2218,3690,1125,9720,1224,10893,1479,2229,748,2091,671,4599,1128,4146,931,1621,669,12657,1641,2647,695,331842,9117,4605,1193,7407,1356,171503,6559,12584,1999,30417,2754,59413,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
5377,794,345,2742,871,10998,2104,10541,1871,6672,1251,13638,2082,4561,1111,0400000US22,2018024,13487,99104,5231,158119,7153,157746,6422,54842,4380,248019,10389,105725,6809,33545,3176,96438,4782,171299,7317,460797,10659,213696,8700,108836,6240,109858,6253,651554,12870,23854,2258,23797,2452,34863,2556,10012,1621,22272,2762,13713,1793,15824,1920,35740,3003,87856,4750,286167,9302,39529,3945,21160,2529,36767,2812,394849,10256,2618,1065,1087,613,3925,1214,522,421,11320,2184,2231,824,1064,431,4032,1445,36543,3592,109188,5934,137224,7181,45336,4079,39759,4511,478449,12399,10286,1660,10757,1849,18733,2148,26773,2610,178549,8811,22952,2618,9917,1752,50798,3908,30525,2905,51699,3761,28708,2925,14256,2110,24496,2229,232429,7788,44520,3655,107144,5041,18003,2236,5332,1449,9536,2043,9959,1765,5946,1804,3126,1101,5377,1486,3202,750,1563,667,14446,2325,4275,1172,260743,8339,17826,2464,15334,2536,82222,4977,12203,2259,26342,2928,56870,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
1615,459,330,115,91,3373,767,3676,948,1813,642,2283,739,471,246,0400000US23,653189,6948,18041,2097,41443,2790,61085,4012,15142,1628,90702,4599,22524,2220,11551,1717,39143,3865,60158,3391,173725,5536,60830,3993,31348,2440,27497,2384,234143,5567,2781,774,5945,1044,16658,2038,1319,492,8463,1330,3740,999,5250,1057,18390,2644,32351,2463,107236,4603,12709,2112,7860,1339,11441,1534,121586,5568,482,299,291,247,884,403,153,156,6323,1448,618,257,43,53,1092,440,10643,1894,42630,2867,39415,2850,10401,1385,8611,1237,155024,5882,880,393,2284,983,6760,1445,8827,1154,59258,4025,5575,963,4996,1343,18737,2509,12482,1762,18981,2110,6354,1049,3990,967,5900,1046,67924,3430,11535,1360,29806,2220,6769,1121,593,339,4377,1232,2294,664,803,391,809,505,1309,514,1202,469,539,353,6814,1213,1074,622,74512,3944,2363,692,3117,799,30014,2715,4250,1001,12281,1825,10297,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
4479,2817,715,5398,2036,17598,2313,11872,1710,7300,1367,18573,2674,5707,1131,0400000US24,2994301,14042,18715,2765,206702,7475,132906,5875,58072,3815,297853,9111,125229,5792,63017,4178,176928,6813,445063,10845,725233,11758,249825,7973,168189,6630,326569,9244,1338363,14870,5342,1203,43223,3566,48098,2941,10389,1332,32076,2677,16329,1995,37504,3226,87610,4502,282006,8119,481471,10518,47648,3516,47260,3109,199407,7306,518961,12914,1288,552,1811,784,1967,791,691,492,14178,2283,3807,961,1967,658,7270,1723,70487,5099,142411,6677,157013,6768,56934,4342,59137,3910,652000,11422,1667,623,16278,1938,22334,2340,29090,2547,202285,7781,31769,3078,15670,1856,72020,3869,66062,4088,83085,4188,34803,2541,21299,2218,55638,3593,241191,8027,8630,1897,137478,6229,7628,1373,2564,888,12576,1748,13458,1758,5059,1159,4630,1071,8910,1813,6394,1400,3061,865,24123,2557,6680,1314,243786,7892,1788,748,7912,1224,52879,3726,15338,2055,36738,3642,59866,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
5188,3140,1118,3775,1168,16192,2240,12455,1897,10211,1875,12355,1900,2549,707,0400000US25,3470655,19542,16554,3053,193323,7132,314594,8844,82484,4868,364577,9479,126832,6471,87834,4758,255440,7584,457935,9705,967026,14287,311605,10195,151383,7464,141068,6407,1550682,16479,5259,1491,32725,3333,135287,5122,18382,2279,52148,3778,16454,1746,51428,3927,142095,4983,300318,7422,643451,11392,63782,4396,33593,3443,55760,3514,619507,12512,694,378,923,420,5193,1251,1007,454,15323,2244,3967,928,2352,661,7606,1903,63751,4195,195135,6962,199340,8027,70851,4934,53365,4123,756978,14342,1515,775,10978,1377,47262,3212,41821,3114,245064,7714,32669,2552,23041,2592,98063,5238,70234,4335,108403,5496,35891,2654,17760,1945,24277,2775,241155,6921,8137,2012,141804,6663,11281,1566,3678,1106,14318,2154,10819,1667,7873,1443,3901,1060,7440,1287,7582,1335,2381,936,16824,2279,5117,1157,302333,8901,949,465,6893,1632,115571,5485,17596,2373,37724,2967,62923,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
4976,3321,862,4359,1072,34817,3026,24500,2570,17758,1975,21684,2162,2913,806,0400000US26,4448034,20901,57429,3053,219286,5496,817198,13645,106458,5591,496674,9882,180014,5728,75112,3349,239607,8060,411257,9168,1053120,14113,428017,10071,209493,7978,154369,4779,1567691,17879,19831,1892,38495,2737,255648,7763,17470,1988,48288,3182,24052,2352,34216,2421,102585,4905,204970,6443,641212,10957,71239,4334,48799,3250,60886,3246,797831,12572,1676,504,2057,845,11885,1355,1049,340,21404,1738,3988,926,2994,813,10537,1642,83109,4744,252961,7099,282126,8078,73974,4426,50071,2868,1024044,15721,2846,567,14873,1704,89947,3822,57236,3962,349084,8284,42429,3043,25872,2468,115447,5305,78276,3975,127758,5501,53480,3639,30740,2310,36056,2303,348739,8223,28725,2150,153712,4530,46576,3434,5552,1035,23017,2186,16842,1864,8709,1669,6679,1082,10085,1394,6689,1234,3414,688,34296,2569,4443,881,709729,12861,4351,828,10149,1470,413142,9910,25151,2819,54881,2907,92703,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
