C24050_077M,C24050_078E,C24050_078M,C24050_079E,C24050_079M,C24050_080E,C24050_080M,C24050_081E,C24050_081M,C24050_082E,C24050_082M,C24050_083E,C24050_083M,C24050_084E,C24050_084M,GEO_ID,C24050_001E,C24050_001M,C24050_002E,C24050_002M,C24050_003E,C24050_003M,C24050_004E,C24050_004M,C24050_005E,C24050_005M,C24050_006E,C24050_006M,C24050_007E,C24050_007M,C24050_008E,C24050_008M,C24050_009E,C24050_009M,C24050_010E,C24050_010M,C24050_011E,C24050_011M,C24050_012E,C24050_012M,C24050_013E,C24050_013M,C24050_014E,C24050_014M,C24050_015E,C24050_015M,C24050_016E,C24050_016M,C24050_017E,C24050_017M,C24050_018E,C24050_018M,C24050_019E,C24050_019M,C24050_020E,C24050_020M,C24050_021E,C24050_021M,C24050_022E,C24050_022M,C24050_023E,C24050_023M,C24050_024E,C24050_024M,C24050_025E,C24050_025M,C24050_026E,C24050_026M,C24050_027E,C24050_027M,C24050_028E,C24050_028M,C24050_029E,C24050_029M,C24050_030E,C24050_030M,C24050_031E,C24050_031M,C24050_032E,C24050_032M,C24050_033E,C24050_033M,C24050_034E,C24050_034M,C24050_035E,C24050_035M,C24050_036E,C24050_036M,C24050_037E,C24050_037M,C24050_038E,C24050_038M,C24050_039E,C24050_039M,C24050_040E,C24050_040M,C24050_041E,C24050_041M,C24050_042E,C24050_042M,C24050_043E,C24050_043M,C24050_044E,C24050_044M,C24050_045E,C24050_045M,C24050_046E,C24050_046M,C24050_047E,C24050_047M,C24050_048E,C24050_048M,C24050_049E,C24050_049M,C24050_050E,C24050_050M,C24050_051E,C24050_051M,C24050_052E,C24050_052M,C24050_053E,C24050_053M,C24050_054E,C24050_054M,C24050_055E,C24050_055M,C24050_056E,C24050_056M,C24050_057E,C24050_057M,C24050_058E,C24050_058M,C24050_059E,C24050_059M,C24050_060E,C24050_060M,C24050_061E,C24050_061M,C24050_062E,C24050_062M,C24050_063E,C24050_063M,C24050_064E,C24050_064M,C24050_065E,C24050_065M,C24050_066E,C24050_066M,C24050_067E,C24050_067M,C24050_068E,C24050_068M,C24050_069E,C24050_069M,C24050_070E,C24050_070M,C24050_071E,C24050_071M,C24050_072E,C24050_072M,C24050_073E,C24050_073M,C24050_074E,C24050_074M,C24050_075E,C24050_075M,C24050_076E,C24050_076M,C24050_077E,C24050_077MA,C24050_078MA,C24050_078EA,C24050_079EA,C24050_079MA,C24050_080MA,C24050_080EA,C24050_081MA,C24050_081EA,C24050_082MA,C24050_082EA,C24050_083EA,C24050_083MA,C24050_084EA,C24050_084MA,NAME,C24050_001MA,C24050_001EA,C24050_002EA,C24050_002MA,C24050_003MA,C24050_003EA,C24050_004MA,C24050_004EA,C24050_005MA,C24050_005EA,C24050_006MA,C24050_006EA,C24050_007EA,C24050_007MA,C24050_008EA,C24050_008MA,C24050_009MA,C24050_009EA,C24050_010MA,C24050_010EA,C24050_011MA,C24050_011EA,C24050_012MA,C24050_012EA,C24050_013EA,C24050_013MA,C24050_014MA,C24050_014EA,C24050_015MA,C24050_015EA,C24050_016MA,C24050_016EA,C24050_017MA,C24050_017EA,C24050_018EA,C24050_018MA,C24050_019EA,C24050_019MA,C24050_020MA,C24050_020EA,C24050_021EA,C24050_021MA,C24050_022MA,C24050_022EA,C24050_023MA,C24050_023EA,C24050_024EA,C24050_024MA,C24050_025MA,C24050_025EA,C24050_026MA,C24050_026EA,C24050_027MA,C24050_027EA,C24050_028MA,C24050_028EA,C24050_029EA,C24050_029MA,C24050_030EA,C24050_030MA,C24050_031MA,C24050_031EA,C24050_032MA,C24050_032EA,C24050_033EA,C24050_033MA,C24050_034EA,C24050_034MA,C24050_035MA,C24050_035EA,C24050_036EA,C24050_036MA,C24050_037MA,C24050_037EA,C24050_038MA,C24050_038EA,C24050_039EA,C24050_039MA,C24050_040EA,C24050_040MA,C24050_041EA,C24050_041MA,C24050_042MA,C24050_042EA,C24050_043MA,C24050_043EA,C24050_044EA,C24050_044MA,C24050_045EA,C24050_045MA,C24050_046MA,C24050_046EA,C24050_047MA,C24050_047EA,C24050_048MA,C24050_048EA,C24050_049MA,C24050_049EA,C24050_050EA,C24050_050MA,C24050_051MA,C24050_051EA,C24050_052EA,C24050_052MA,C24050_053MA,C24050_053EA,C24050_054MA,C24050_054EA,C24050_055EA,C24050_055MA,C24050_056MA,C24050_056EA,C24050_057EA,C24050_057MA,C24050_058MA,C24050_058EA,C24050_059MA,C24050_059EA,C24050_060MA,C24050_060EA,C24050_061MA,C24050_061EA,C24050_062EA,C24050_062MA,C24050_063EA,C24050_063MA,C24050_064MA,C24050_064EA,C24050_065MA,C24050_065EA,C24050_066MA,C24050_066EA,C24050_067MA,C24050_067EA,C24050_068EA,C24050_068MA,C24050_069MA,C24050_069EA,C24050_070MA,C24050_070EA,C24050_071MA,C24050_071EA,C24050_072MA,C24050_072EA,C24050_073EA,C24050_073MA,C24050_074EA,C24050_074MA,C24050_075MA,C24050_075EA,C24050_076EA,C24050_076MA,C24050_077EA,state
2602,1119,401,2531,656,9332,1452,7901,1250,4996,1018,12561,1492,4361,928,0400000US40,1735761,9595,96515,3473,126836,4368,173489,5284,47516,2965,196160,5947,85108,3802,29203,2327,95889,4292,137996,4489,394769,8010,155852,6377,90299,4572,106129,4508,591526,8656,33152,2373,20838,2077,38438,2611,7849,1175,19621,2143,15590,1814,11396,1577,37359,2774,63301,3268,253888,6284,24593,2289,22078,1940,43423,3113,296362,7392,2152,652,561,301,3393,871,881,407,7706,1195,1085,391,806,489,3642,937,28722,2330,86839,3974,100502,4744,32154,2703,27919,2218,412999,6972,9862,1300,7497,1111,20435,1635,24106,1703,136928,4438,18571,1903,12150,1515,49448,2863,32722,2624,43207,2634,24288,2185,10943,1209,22842,1960,197610,5699,35161,2347,90393,3508,12993,1472,3345,720,8687,1211,11917,1550,3732,862,2909,747,3919,809,2934,670,1473,435,12563,1581,7584,1261,237264,6484,16188,1313,7547,1040,98230,4060,11335,1447,23218,2322,37945,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
2895,1185,536,1811,635,9887,1909,7950,1352,7792,1874,7912,1558,1497,524,0400000US41,1818085,13041,60187,4859,104292,5291,205931,6883,52652,3919,218730,6567,76240,4171,33252,3431,106193,5536,183787,7221,413509,8980,190334,9058,90408,5667,82570,4574,674366,9295,13714,2220,20908,2421,71833,4019,13207,1888,27050,2530,12851,1836,17120,2241,44554,3361,100643,5350,257092,6115,34522,3287,20154,2502,40718,3284,345062,9635,3342,1057,847,535,3561,997,766,425,9691,1643,1970,843,907,492,5650,1406,32696,2928,98365,5008,124914,7326,38624,3732,23729,2754,417128,9215,2600,645,6447,1450,26830,2800,23331,2141,144733,5789,16822,2199,11338,1935,51800,3873,36987,3285,47252,3285,21892,2748,12412,1963,14684,1444,161260,6423,34769,3390,69960,4170,15306,1891,3272,846,6125,1061,5862,1142,2702,808,2378,879,3574,1050,2850,703,1214,483,11306,1782,1942,777,220269,7361,5762,1498,6130,1258,88401,4927,12076,1940,31131,3107,38735,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
6195,6079,1015,5745,926,37716,3394,27056,2450,18496,2088,23477,2365,7316,1121,0400000US42,6045924,22280,91485,3686,359108,10133,713009,12113,169657,5841,707105,12416,306822,8561,104433,4547,391845,9141,596679,11545,1561732,16497,517772,12338,285504,8788,240773,6829,2229983,19398,32200,2543,59051,3658,202180,5989,29542,2339,77525,3747,44680,3202,49646,2856,185117,6829,328160,8429,979272,13973,85655,5226,63269,3565,93686,4609,1070768,15787,3593,841,1829,616,10784,1373,2251,714,36150,2754,8933,1558,2411,783,12626,1790,105228,6682,356407,9542,347719,8673,105981,4999,76856,4275,1429177,17750,5790,1052,25026,2492,99289,4612,83669,4284,472437,10674,68330,3217,35681,3335,181359,6166,113325,4966,185083,5727,61048,3596,43466,2826,54674,3790,509884,10730,40645,2383,251927,9043,45318,3083,9844,1534,30454,2589,25512,2596,10616,1430,6998,1246,12250,1583,13914,1529,4854,960,49311,3338,8241,1263,806112,13968,9257,1382,21275,2238,355438,8529,44351,2960,90539,4681,159367,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1908,335,304,917,498,3532,1013,1563,597,1628,658,1663,648,586,350,0400000US44,517864,6791,2946,907,29279,3160,56155,4096,14657,2073,62885,4438,18397,2542,9671,1633,34673,2883,51172,3653,137149,5218,58408,4520,22497,2687,19975,2088,187830,5603,1412,793,4525,1241,14540,1919,2993,768,6913,1293,1907,571,5211,1119,15918,2047,28299,2371,84605,4071,9862,1714,4488,1114,7157,1201,107585,5037,204,182,99,120,1172,652,97,136,2978,878,702,415,303,311,1625,785,9629,1478,34289,3003,40290,3580,8919,1815,7278,1344,123417,5212,282,326,1756,614,9072,1383,7629,1360,43252,3208,4562,991,3170,1008,15705,1794,8681,1733,15740,2177,6119,1373,2817,845,4632,962,38294,3178,842,374,21954,2815,2886,862,640,369,2102,909,1286,541,652,395,508,291,1031,437,952,448,509,377,4610,1234,322,258,60738,3510,206,203,945,415,28485,2843,3298,941,7640,1438,9940,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
3665,2787,1000,2212,694,13366,1755,9945,1593,3439,930,11030,2022,3314,920,0400000US45,2126949,15349,21994,2578,138985,8691,288445,8774,60602,4023,266891,8244,97873,5581,40513,3372,117434,6672,211724,7734,452533,10908,226112,8507,99770,5363,104073,6051,702616,13138,4669,1066,21936,2415,69771,4324,12399,2045,20799,2231,15237,2166,16057,2460,51572,4144,96612,4804,288970,9451,39931,3743,24909,2547,39754,3801,396170,13110,2071,929,1525,709,5985,1039,558,445,11737,2302,2185,779,947,501,4221,1242,50972,4413,98221,5584,145530,7745,36219,3603,35999,3475,526495,11477,1316,569,8889,1705,32624,3355,31805,3037,195847,7130,21410,2187,14999,2357,56187,4008,43971,3732,52003,3794,34662,3207,12580,1855,20202,2402,194400,7506,10980,1785,99637,7129,22427,2435,2300,795,8279,1290,9229,1363,5723,1254,3242,1054,6803,1317,3394,963,2550,973,15032,1999,4804,1313,307268,9481,2958,876,6998,1538,157638,7712,13540,1869,30229,3210,49812,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1138,187,240,297,194,1715,616,2352,704,1124,532,1619,649,666,318,0400000US46,442489,4939,33200,2495,30001,2827,44227,3018,14200,1501,50739,2808,16485,1923,5956,1062,33928,2908,22188,2010,110481,4328,39867,3534,20869,2289,20348,1966,160861,4945,19307,1948,4799,1039,10677,1639,1532,399,5562,976,2063,614,2558,684,13818,1528,10328,1502,68417,3214,6936,1505,4850,859,10014,1461,72558,4069,407,227,225,181,722,317,46,48,2054,698,208,205,277,160,1048,440,4907,862,24958,2474,26486,2939,6471,1234,4749,867,105372,4202,825,362,1508,521,6294,895,7154,1026,34262,2505,4332,842,2139,545,18275,2216,4545,999,13961,1785,4721,1062,3634,1170,3722,626,49442,2886,11153,1592,21197,2254,2872,864,1435,491,1882,548,2040,627,795,336,490,289,693,392,793,335,600,452,4295,988,1197,409,54256,3331,1508,550,2272,748,23662,2463,4033,926,6979,1019,7842,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
5478,3354,921,4224,1113,25691,2965,12025,1803,7119,1357,12308,1990,3837,1016,0400000US47,2910656,17649,28324,2615,184241,6799,391169,9650,74667,4390,352919,10348,179825,7262,54818,4215,166807,6692,274893,9902,664876,10405,272889,8346,140996,6461,124232,6003,968427,14028,10070,1601,31484,3307,77642,4399,11538,1761,37091,3581,26357,2777,27370,2939,64566,4418,123159,5679,428790,8469,55222,3810,33918,3096,41220,3249,503037,12763,1856,794,1136,629,7600,1385,1062,544,13809,1995,4438,1036,1158,558,5822,1325,63909,4715,135574,6206,167552,7851,52034,4037,47087,3641,716072,11402,1096,442,11443,1504,46308,3286,40413,3687,246307,8241,39235,3419,16984,2488,88816,4280,53531,4171,83045,4335,41242,3543,19542,2107,28110,2741,255856,7332,12521,2050,130443,5253,26911,2439,4529,1283,14563,2283,14587,1837,5952,1372,3379,1254,8603,1632,5442,1223,1754,608,23194,2577,3978,1034,467264,11115,2781,887,9735,1647,232708,7967,17125,2170,41149,3449,95208,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
12591,7193,1382,14910,2248,80393,6682,48531,4051,42856,4777,87861,6262,14121,2281,0400000US48,12411323,32696,448581,11001,989460,16473,1107259,18807,386176,11769,1412901,25388,672179,14649,225476,8953,803708,15871,1385619,22718,2674727,27225,1140766,22304,661602,15455,502869,11950,4386854,34529,170778,7607,159258,7268,343508,10390,76565,4931,164686,8190,116869,6205,111950,5984,353113,10370,702449,15348,1694108,22343,194145,7644,119424,4938,180001,6579,2209687,27950,10747,2143,6394,1549,21232,2822,5612,1146,56843,3712,13790,2133,7388,1789,31511,3185,285799,11274,604841,15056,723855,17385,251682,9792,189993,8492,2981424,28697,45557,4635,60018,4152,151030,5746,195252,9317,989368,19887,147284,6530,75917,5784,382468,10451,276896,10170,302346,10232,169853,9134,87218,4863,98217,5741,1338857,18059,158267,6208,705166,13844,81604,5102,24661,3196,57198,3943,56233,4608,23028,2442,21706,2845,40082,3275,24901,2902,10057,1680,115417,7227,20537,2318,1494501,23923,63232,4456,58624,3722,509885,13434,84086,5777,144806,7548,338003,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
2637,970,353,1005,454,10108,1751,6144,1325,5546,1279,8525,1792,3304,1052,0400000US49,1364392,8267,27596,2707,93178,4232,149469,6486,37194,3184,158454,5920,65722,4131,33167,2525,90489,4265,162527,6085,294685,7365,121833,5358,62596,3984,67482,3647,503542,9053,7879,1690,16527,2068,41755,2827,9593,1394,21191,2079,10772,1834,15818,1682,41131,2991,81522,4345,194526,6578,19758,2120,14277,1935,28793,2249,208379,5737,1013,480,164,170,1816,569,825,425,6724,1585,858,385,2038,773,2106,714,21315,3097,56621,3027,78026,4720,20326,2199,16547,1901,357209,7180,2131,638,6702,1303,23469,2754,20018,1994,108336,4518,17950,1932,12055,1847,44926,2876,45250,3344,34620,2635,17746,1997,9978,1491,14028,2070,122436,5869,13029,1724,64092,3468,6103,1101,1300,491,5652,1239,6490,1378,2286,731,1321,492,4332,955,2774,730,757,329,9490,1488,4810,1385,172826,6365,3544,753,5693,1242,76326,5031,5458,1280,16551,2279,29652,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
756,136,113,28,34,969,454,1377,498,596,234,722,368,368,231,0400000US50,325211,4574,8558,1262,24932,1928,37588,2411,7725,1283,38204,2897,10483,1335,5147,896,13264,1441,26664,2085,94521,3989,27605,2369,13959,1518,16561,1603,130587,4057,3558,863,4826,987,10212,1122,1557,537,4149,878,1577,571,2953,590,6686,1018,16151,1753,62089,3268,6174,1146,3024,555,7631,1074,55303,3159,393,256,98,82,710,323,50,76,1686,460,110,132,29,54,289,174,5381,976,19505,2076,17484,1841,5028,915,4540,1121,69572,3125,139,101,949,374,4319,769,4280,1008,27361,2384,2819,737,1567,616,5957,869,3760,968,10565,1272,2453,582,1947,649,3456,682,33652,2140,3767,771,17888,1713,2597,588,191,110,1301,528,1052,412,462,221,304,236,403,299,985,400,898,441,3238,802,566,347,36097,2636,701,347,1171,361,19750,2047,1647,498,3707,679,4925,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
5050,1655,791,3930,851,21967,2505,20678,2338,11398,2026,17303,2342,7381,1410,0400000US51,4039684,17684,37519,3093,266463,8815,288555,7471,79312,4366,434446,8495,180003,6811,84780,4315,255492,7350,598041,12151,878384,14207,366836,11576,204378,7095,365475,10098,1733574,18879,13546,1964,51275,3934,84954,4016,15027,1882,46291,3720,29759,2848,51262,3105,128144,5870,386123,9442,579525,11471,75359,4813,63052,4022,209257,7939,685167,14855,2302,719,1874,773,4946,1186,469,311,21888,2505,3794,967,1506,522,9873,1610,91752,5760,177249,7776,218588,8862,73485,4568,77441,4614,893548,12336,2078,624,16505,1955,34386,2410,41740,3143,303596,6462,37901,3227,25129,2689,107345,4760,87344,4263,94430,4586,57490,4612,26120,2581,59484,3950,338521,9386,15652,1936,185476,7252,28994,2788,5033,1075,18361,2312,15889,2066,5228,1092,6200,1486,10855,1933,6502,1153,4001,1138,24418,2421,11912,1744,388874,10127,3941,875,11333,1847,135275,6067,17043,2520,44310,3483,92660,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
4873,1845,746,2462,739,19978,2568,14905,1906,9540,1685,14004,2069,5113,1197,0400000US53,3331888,17321,92479,5651,203061,6605,349112,8878,97450,4891,401222,11821,173253,6890,81495,3955,172816,7143,412482,10664,707044,14116,312426,10055,152453,6521,176595,6617,1314070,18344,19096,2192,39785,2885,125252,5135,18303,1948,67425,4930,30423,2572,51084,3113,79850,4557,260536,7881,445839,10985,57885,4409,37208,2981,81384,4057,587832,12851,3271,850,3115,1120,6958,1464,1940,834,20540,2579,4206,963,2507,1141,6725,1182,61595,4029,157708,6225,208210,9088,61653,4346,49404,3459,728723,12670,4342,1240,14695,2114,42786,2995,43798,3426,256569,8475,39060,3312,21137,2032,78443,4981,61685,3832,81881,4559,34253,2956,19745,2136,30329,2802,320706,7361,57817,4393,134927,5624,35207,3697,6783,1385,14185,1808,13384,1705,4922,1286,5336,1215,8688,1567,6711,1286,2538,927,19843,2699,10365,1889,380557,8213,7953,1476,10539,1841,138909,6106,26626,2650,42503,3300,86180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
2679,1034,590,843,418,4076,1229,5345,961,2529,983,3482,882,1416,641,0400000US54,748143,9012,38809,2806,42911,3176,57630,3308,16602,1966,98345,5046,41585,2912,10969,1839,30005,2434,57579,3903,197389,6308,73389,4554,31821,2773,51109,3215,238216,6666,6094,1198,5630,1140,11873,1577,2066,760,10121,1769,4976,981,4629,1161,9638,1485,26448,2407,116562,5171,12252,1932,5854,1115,22073,2136,148958,6030,1647,624,733,405,2521,869,127,127,5624,1120,992,412,164,195,1215,512,11654,1797,50042,3418,46827,3482,13336,2036,14076,1820,178196,6791,2631,744,1411,548,6217,1178,7942,1481,68672,4138,7654,1315,3903,1050,17490,1888,12674,1960,23156,2344,10568,1718,4056,902,11822,1576,86163,4197,21896,2280,31774,2601,5535,1284,1996,712,3588,867,6277,1217,1239,502,819,532,2727,1005,2284,669,1213,616,5093,1423,1722,562,96610,4842,6541,1185,3363,947,31484,2929,4471,985,10340,1651,21686,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
