GEO_ID,B17026_001E,B17026_001M,B17026_002E,B17026_002M,B17026_003E,B17026_003M,B17026_004E,B17026_004M,B17026_005E,B17026_005M,B17026_006E,B17026_006M,B17026_007E,B17026_007M,B17026_008E,B17026_008M,B17026_009E,B17026_009M,B17026_010E,B17026_010M,B17026_011E,B17026_011M,B17026_012E,B17026_012M,B17026_013E,B17026_013M,NAME,B17026_001EA,B17026_001MA,B17026_002MA,B17026_002EA,B17026_003EA,B17026_003MA,B17026_004EA,B17026_004MA,B17026_005MA,B17026_005EA,B17026_006EA,B17026_006MA,B17026_007EA,B17026_007MA,B17026_008MA,B17026_008EA,B17026_009MA,B17026_009EA,B17026_010EA,B17026_010MA,B17026_011EA,B17026_011MA,B17026_012EA,B17026_012MA,B17026_013MA,B17026_013EA,state
0400000US13,2426392,15122,143940,6835,94145,5129,104579,5992,103347,4862,109263,5385,113387,5639,44481,3619,65762,5214,419356,9157,326785,9236,242320,7070,659027,9346,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314151,5725,9615,1553,7292,1235,7626,1555,8870,1434,9244,1460,9950,1558,4250,1088,6876,1463,48535,2909,48914,3090,38972,3039,114007,4100,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,407499,5941,15624,2274,10789,1526,15220,1769,19279,2325,20986,2585,19453,2494,9764,1880,11512,1541,80031,3909,62878,3436,46213,3208,95750,4945,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099184,17994,137157,5503,90208,4303,98117,4307,108082,4875,116317,4955,108029,4556,42513,3455,71040,4164,468181,9943,431287,9135,348938,7778,1079315,13591,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1657223,12597,72684,3978,52289,4089,55561,3922,64760,3757,64996,3787,71814,3501,29826,2749,43951,2881,300385,8353,274621,7296,202158,7214,424178,8252,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,801562,6871,25708,2298,16890,1831,20784,1934,25604,2395,29694,2722,26455,1972,12059,1483,21330,1857,139543,4148,130607,4582,108545,3987,244343,5649,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,728602,7887,25685,2233,19537,2151,21636,2384,24842,2074,27872,2254,29913,2911,12011,1308,19110,1980,125650,5157,113661,4788,86963,4047,221722,5067,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1124586,10250,66044,3821,46872,3651,49789,3583,53603,3459,51667,3728,53716,3628,20515,2245,27054,2315,200807,6377,172340,5796,120427,5146,261752,6754,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1112659,9882,70147,4504,46636,3562,48735,3370,51368,3576,55500,4674,52516,3259,20445,2491,30953,3136,175661,5662,149728,5460,117085,5035,293885,7645,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,344585,5357,13479,1682,9758,1408,10103,1599,11179,1580,13230,1961,13903,1836,5399,1050,9990,1298,60951,3193,54799,3435,41872,2185,99922,3826,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1445972,11686,41516,3720,27704,2570,32882,3434,37481,2926,42553,3410,41695,3337,17723,2382,26158,2491,178361,6492,177383,6269,162657,5617,659859,10446,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1610581,11929,56903,3907,38049,3428,38600,2727,43525,3751,44684,3525,44340,3343,18374,2327,30415,2413,198283,5327,196832,6159,173352,5519,727224,8456,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2485159,14714,121033,4960,80158,4054,83190,3975,96168,4417,98701,4913,98118,4215,41279,2674,59716,3310,425300,8868,383179,7784,296896,7210,701421,11981,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1369594,10930,39860,3362,27116,2148,35197,2792,33673,2169,39972,2704,45325,2924,17135,1634,30043,2236,192569,4720,202685,4975,174829,4401,531190,8448,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,738463,9100,55330,3258,33159,2784,33026,2735,40653,2830,37094,2980,40451,2112,17758,2086,22854,2703,134665,5848,104245,5163,70806,4152,148422,5282,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1508816,13340,66073,4196,43632,3024,51612,3898,59633,3909,63397,3961,63467,3982,28684,2192,40458,3200,268111,8002,236662,6928,175427,6317,411660,7763,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,251176,5144,10085,1599,6267,1072,7623,1199,9859,1699,10564,1437,12208,1644,3721,820,7418,1265,47033,2992,38658,2896,28533,2097,69207,3533,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,480317,5426,16438,1670,10746,1398,14680,1735,15995,1605,18244,2006,18565,1857,8471,1478,12100,1690,84254,3575,81080,3258,59646,3098,140098,3683,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,642461,7985,31769,2665,17820,2162,20946,2429,27725,2512,27973,2611,30460,2994,12469,1619,18206,2039,121587,4856,95732,4743,70298,3830,167476,4918,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,345901,5099,7364,1458,5802,1496,7703,1581,6997,1069,9145,1765,8601,1346,4672,984,6613,1327,50540,3413,50252,3327,44748,3498,143464,3820,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2203675,15024,73451,4251,52073,3697,57598,3577,59620,3351,62475,4195,64461,3886,27584,2502,39376,3241,273004,7578,263347,7145,242232,8007,988454,11985,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,489532,7201,33891,3220,22792,2536,24100,2732,25232,2439,23547,1926,23531,2725,8925,1418,12659,1628,77371,3621,66006,4039,47621,3235,123857,4297,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4621954,18878,227637,7860,169617,5282,167323,6203,171819,8199,178883,5920,179839,6673,63649,4177,101264,5582,656699,12005,575608,10817,484698,9967,1644918,15321,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2492048,17217,125592,5974,93240,4976,100466,4881,109003,4925,115477,5617,123383,6037,44629,3849,74212,3885,426186,10295,346462,8453,273621,8198,659777,9657,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,187800,4204,7259,1394,3264,908,3300,888,4090,1020,5630,1008,4853,838,2386,560,4178,936,30001,2458,29637,2293,24142,2015,69060,3198,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2923523,16690,148554,5777,96311,5341,94905,4852,102419,5494,109545,4792,113320,5002,47832,3441,76649,3365,496372,9286,449095,9765,355302,8876,833219,11475,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,966516,7153,47298,2399,30507,2099,39784,2440,43568,2445,46326,2821,46761,2524,18098,1668,27558,2277,167999,4809,145938,4386,105344,3920,247335,4699,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,966250,10337,41220,3365,30835,3288,34068,3008,38748,3322,39010,3171,44152,3182,14030,1842,23681,2168,163216,6191,136793,5115,105870,5111,294627,4845,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3185054,17847,126974,5862,84984,4086,88444,4645,100609,4782,113014,4575,118879,4463,46274,3259,76346,4098,524058,9752,486224,7972,387744,7871,1031504,11167,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,257165,5063,11382,1693,6332,1219,7961,1443,8467,1313,8872,1529,9881,1790,3519,987,5338,917,39554,2917,35830,3055,29301,2125,90728,3309,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1201616,11426,68392,5194,40686,3584,49502,4008,51949,3665,56293,3899,58555,4100,21012,2332,33161,3242,209494,7509,176254,6568,131426,6053,304892,7763,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,211235,4208,7344,885,5768,1208,6686,1081,5711,1056,7985,1342,8043,1173,3346,639,5441,980,36450,2437,36054,2480,29268,2082,59139,2828,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1660344,15866,90742,5221,66210,4524,70947,4223,75504,4736,80594,4849,83693,4311,31537,2790,50130,3880,286233,8085,242072,6709,176211,5752,406471,9461,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6407165,29321,331883,10675,243960,8062,283503,10273,290769,9663,298442,9516,296823,8202,115976,4969,175384,6634,1014127,17541,826282,14107,635436,12941,1894580,16828,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,691495,6211,21957,2317,17268,2096,19283,2331,23650,2373,27459,2159,31286,2651,14025,1858,19251,2214,135885,4545,116892,4730,83317,4083,181222,4319,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,162017,3119,5487,1118,4542,834,3992,949,4265,894,4851,811,6046,1006,3382,785,4058,798,27752,2171,24645,1814,23319,1550,49678,2525,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2058820,15546,71215,4353,45882,3896,54385,4106,61219,4513,67094,4133,71559,4404,29889,2854,41838,3566,292291,8356,278927,7711,227013,6955,817508,10858,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1725099,12755,61285,3955,38686,3695,51324,3667,53113,3987,60083,4261,58891,4276,20942,2396,40837,3416,256989,8701,238061,7353,203014,6098,641874,8887,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,472869,8027,25031,2786,18441,1767,18285,1958,20802,2299,22053,2233,25557,2444,9000,1171,16689,1939,88908,4475,75569,3055,51092,3571,101442,3816,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1485877,10597,51951,3595,36897,2719,44596,3193,44591,2832,52395,3323,56698,3414,23260,1867,35671,2474,250223,6599,239067,6786,198671,5026,451857,8080,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,149032,3982,4307,895,2523,646,4149,959,6294,1388,5378,1168,6042,1284,1841,540,3412,881,21597,2360,23370,2001,20059,2149,50060,2984,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,867505,10682,194471,6186,89517,4416,83086,4613,73739,4153,67358,3548,58012,3292,19150,2110,27448,2434,122543,5064,59267,3414,28479,2824,44435,2644,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
