B27009_042M,B27009_043E,B27009_043M,B27009_044E,B27009_044M,B27009_045E,B27009_045M,B27009_046E,B27009_046M,B27009_047E,B27009_047M,B27009_048E,B27009_048M,B27009_049E,B27009_049M,B27009_050E,B27009_050M,B27009_051E,B27009_051M,B27009_052E,B27009_052M,B27009_053E,B27009_053M,B27009_054E,B27009_054M,B27009_055E,B27009_055M,B27009_056E,B27009_056M,B27009_057E,B27009_057M,GEO_ID,B27009_001E,B27009_001M,B27009_002E,B27009_002M,B27009_003E,B27009_003M,B27009_004E,B27009_004M,B27009_005E,B27009_005M,B27009_006E,B27009_006M,B27009_007E,B27009_007M,B27009_008E,B27009_008M,B27009_009E,B27009_009M,B27009_010E,B27009_010M,B27009_011E,B27009_011M,B27009_012E,B27009_012M,B27009_013E,B27009_013M,B27009_014E,B27009_014M,B27009_015E,B27009_015M,B27009_016E,B27009_016M,B27009_017E,B27009_017M,B27009_018E,B27009_018M,B27009_019E,B27009_019M,B27009_020E,B27009_020M,B27009_021E,B27009_021M,B27009_022E,B27009_022M,B27009_023E,B27009_023M,B27009_024E,B27009_024M,B27009_025E,B27009_025M,B27009_026E,B27009_026M,B27009_027E,B27009_027M,B27009_028E,B27009_028M,B27009_029E,B27009_029M,B27009_030E,B27009_030M,B27009_031E,B27009_031M,B27009_032E,B27009_032M,B27009_033E,B27009_033M,B27009_034E,B27009_034M,B27009_035E,B27009_035M,B27009_036E,B27009_036M,B27009_037E,B27009_037M,B27009_038E,B27009_038M,B27009_039E,B27009_039M,B27009_040E,B27009_040M,B27009_041E,B27009_041M,B27009_042E,B27009_042MA,B27009_043MA,B27009_043EA,B27009_044EA,B27009_044MA,B27009_045EA,B27009_045MA,B27009_046EA,B27009_046MA,B27009_047EA,B27009_047MA,B27009_048MA,B27009_048EA,B27009_049EA,B27009_049MA,B27009_050EA,B27009_050MA,B27009_051EA,B27009_051MA,B27009_052EA,B27009_052MA,B27009_053EA,B27009_053MA,B27009_054MA,B27009_054EA,B27009_055MA,B27009_055EA,B27009_056EA,B27009_056MA,B27009_057EA,B27009_057MA,NAME,B27009_001EA,B27009_001MA,B27009_002EA,B27009_002MA,B27009_003EA,B27009_003MA,B27009_004MA,B27009_004EA,B27009_005MA,B27009_005EA,B27009_006MA,B27009_006EA,B27009_007EA,B27009_007MA,B27009_008EA,B27009_008MA,B27009_009EA,B27009_009MA,B27009_010MA,B27009_010EA,B27009_011MA,B27009_011EA,B27009_012MA,B27009_012EA,B27009_013EA,B27009_013MA,B27009_014EA,B27009_014MA,B27009_015MA,B27009_015EA,B27009_016MA,B27009_016EA,B27009_017MA,B27009_017EA,B27009_018EA,B27009_018MA,B27009_019EA,B27009_019MA,B27009_020EA,B27009_020MA,B27009_021MA,B27009_021EA,B27009_022MA,B27009_022EA,B27009_023EA,B27009_023MA,B27009_024EA,B27009_024MA,B27009_025EA,B27009_025MA,B27009_026MA,B27009_026EA,B27009_027MA,B27009_027EA,B27009_028EA,B27009_028MA,B27009_029EA,B27009_029MA,B27009_030EA,B27009_030MA,B27009_031EA,B27009_031MA,B27009_032MA,B27009_032EA,B27009_033MA,B27009_033EA,B27009_034EA,B27009_034MA,B27009_035EA,B27009_035MA,B27009_036EA,B27009_036MA,B27009_037MA,B27009_037EA,B27009_038MA,B27009_038EA,B27009_039EA,B27009_039MA,B27009_040EA,B27009_040MA,B27009_041EA,B27009_041MA,B27009_042EA,state
5868,707683,6055,4523,1139,703160,6091,709807,4264,7692,1154,702115,4418,617879,2612,6597,1295,611282,3015,410757,2662,5338,992,405419,2801,280018,2638,3174,1159,276844,3063,0400000US13,9906878,3443,4767586,7391,406575,5115,242,260,406333,5119,862679,6158,798,481,861881,6211,493070,4432,1944,863,491126,4410,628891,6515,10243,2155,618648,6915,641071,5746,15822,2470,625249,6353,659985,5010,28390,3008,631595,5630,548104,2753,39146,2841,508958,3566,349669,2638,53814,3229,295855,3105,177542,2414,35423,2369,142119,3106,5139292,6335,386569,6243,444,378,386125,6202,832424,6737,1277,782,831147,6790,497594,5311,994,539,496600,5375,696561,6207,3903,1218,692658,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
1387,83304,1133,489,320,82815,1167,89101,856,753,377,88348,977,91668,601,898,360,90770,671,65339,863,1006,414,64333,936,57904,899,883,395,57021,1001,0400000US15,1367770,2267,674703,2594,54725,1485,29,49,54696,1486,103146,1623,33,54,103113,1627,61407,1548,171,200,61236,1541,95163,1993,1415,556,93748,1979,85045,1675,2134,697,82911,1724,87209,1152,3722,913,83487,1499,87568,756,5085,981,82483,1203,60673,459,7511,1207,53162,1248,39767,458,6066,862,33701,940,693067,2062,52337,1305,42,53,52295,1311,97810,1590,465,430,97345,1642,58505,932,45,77,58460,938,97099,1267,1094,508,96005,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
1806,100127,1948,696,412,99431,2035,98258,1441,446,287,97812,1454,101968,1175,1260,494,100708,1288,70947,1097,967,377,69980,1127,51506,899,614,294,50892,962,0400000US16,1612889,1331,800730,3195,69127,2482,124,169,69003,2456,152035,2846,0,190,152035,2846,79779,2040,569,440,79210,2076,100822,2064,1893,703,98929,2069,98627,1982,1709,703,96918,2119,95346,2309,5543,1084,89803,2656,96114,1234,9843,1663,86271,1742,68976,969,13709,1480,55267,1789,39904,762,10014,1157,29890,1455,812159,3009,66887,2101,124,170,66763,2066,142613,2841,31,50,142582,2845,75356,1762,62,98,75294,1733,104497,1743,638,426,103859,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
3479,841727,2638,2752,802,838975,2772,891515,2363,3090,835,888425,2588,831870,1835,4028,731,827842,1973,530666,1837,3152,759,527514,2030,443281,2185,4654,747,438627,2323,0400000US17,12702393,1320,6204806,5051,484253,4459,459,353,483794,4457,1034266,4440,348,224,1033918,4430,617438,3289,2024,612,615414,3417,867118,3233,14853,2029,852265,3491,818282,3698,10249,1657,808033,3864,859864,3682,16757,2003,843107,4606,774410,2249,35018,3041,739392,3909,457594,1622,58352,2640,399242,3216,291581,1770,54531,2890,237050,3314,6497587,5037,472346,4828,269,302,472077,4863,990037,5211,143,136,989894,5202,614865,2981,396,263,614469,2970,881280,3296,2858,864,878422,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
3153,413724,3234,1182,561,412542,3280,445258,2304,2997,790,442261,2444,429406,1943,4157,1007,425249,2304,281734,1780,2580,741,279154,1949,225314,1650,3165,717,222149,1763,0400000US18,6498029,543,3180599,5120,257979,4476,245,237,257734,4472,549315,5200,733,485,548582,5168,333848,2891,1965,811,331883,2946,403349,3215,8648,1568,394701,3538,404220,3060,7058,1568,397162,3407,431064,2798,11989,1507,419075,3186,402332,1802,25121,1835,377211,2423,246112,1421,44762,2438,201350,2499,152380,1302,34438,2343,117942,2489,3317430,5123,249435,4395,345,416,249090,4371,523263,4176,363,388,522900,4187,327765,2918,663,408,327102,2977,421531,3116,902,403,420629,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
2851,179414,2299,622,273,178792,2307,201766,1560,819,399,200947,1626,203421,1304,2144,564,201277,1378,133350,942,1219,379,132131,983,126791,1282,1991,386,124800,1308,0400000US19,3062900,1029,1520427,3798,120786,2916,111,167,120675,2905,251493,3387,189,195,251304,3393,160487,2200,1002,433,159485,2240,194921,2338,4046,1004,190875,2507,181916,2268,3229,761,178687,2383,202510,2169,6260,1038,196250,2285,201047,1348,11322,1268,189725,1581,122079,890,22627,1542,99452,1839,85188,1007,21851,1562,63337,1733,1542473,3534,112641,2217,0,155,112641,2217,238431,2753,183,200,238248,2740,155305,2027,377,242,154928,2028,191354,2884,788,337,190566,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
2219,171006,1865,1016,600,169990,1936,182798,1713,631,228,182167,1699,182606,1397,1464,507,181142,1518,117303,1522,1021,349,116282,1603,105247,1487,1913,556,103334,1489,0400000US20,2845414,1780,1402512,3736,125732,2816,40,65,125692,2806,242563,3149,311,238,242252,3171,147756,2481,749,406,147007,2527,184985,2889,3053,750,181932,3077,170870,2415,4129,952,166741,2609,177127,1708,5836,960,171291,1661,176687,1433,11181,1709,165506,2124,106137,1135,18770,1606,87367,1769,70655,1101,17015,1415,53640,1721,1442902,3711,119263,2969,576,547,118687,2834,233350,3438,422,349,232928,3439,143326,2411,629,487,142697,2294,188003,2163,1351,663,186652,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
2378,278608,2229,1253,541,277355,2380,309728,2359,1751,550,307977,2514,296997,1804,3002,847,293995,1885,202261,1276,2717,655,199544,1454,148798,1669,2500,791,146298,1901,0400000US21,4328524,1238,2114097,4122,172090,3262,0,185,172090,3262,349041,3692,315,242,348726,3648,209106,2847,961,528,208145,2960,265552,3660,4196,1117,261356,3743,268371,2796,7379,1408,260992,3046,293592,2144,10738,1440,282854,2563,276321,1588,20465,1857,255856,2490,177881,1251,31505,1961,146376,2189,102143,1208,24886,2010,77257,2296,2214427,4026,160415,3197,31,55,160384,3196,331225,3431,170,144,331055,3440,208872,2369,332,227,208540,2362,277523,2352,663,369,276860,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
4684,289978,3602,1531,625,288447,3676,308975,2750,1824,685,307151,2770,303563,1723,2898,955,300665,1876,197195,1543,3111,718,194084,1656,146079,1968,2575,758,143504,2224,0400000US22,4547572,1845,2192530,4370,190443,4766,0,201,190443,4766,375772,4953,103,114,375669,4944,227267,4261,566,364,226701,4207,301704,4647,5345,1339,296359,4782,270836,4731,6900,1460,263936,4862,282551,3345,9732,1793,272819,3667,276929,1567,17962,1953,258967,2564,169487,1679,26274,2181,143213,2616,97541,1696,17637,1437,79904,2101,2355042,4246,181213,5191,129,215,181084,5148,365190,5038,245,235,364945,5047,232362,3274,376,241,231986,3309,330487,4653,1359,590,329128,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
1532,78766,939,596,308,78170,899,102293,1082,974,352,101319,1144,106868,1066,1583,539,105285,1281,71904,465,1266,487,70638,698,56926,905,700,311,56226,954,0400000US23,1315996,592,638706,2018,38690,1223,0,159,38690,1223,91231,1362,103,107,91128,1375,56148,800,554,361,55594,878,72821,917,1379,587,71442,988,75878,947,2784,821,73094,1132,98241,1080,4045,873,94196,1283,98750,639,6977,1106,91773,1190,67401,690,15040,1498,52361,1495,39546,614,10327,1173,29219,1100,677290,1903,36924,1391,50,82,36874,1386,90545,1688,98,72,90447,1681,55763,1043,81,103,55682,1045,77301,1512,418,346,76883,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
2523,396483,2453,2812,903,393671,2793,454366,1908,2721,734,451645,2008,401923,1495,4353,1076,397570,1877,256988,1254,2042,663,254946,1350,195545,1645,2681,699,192864,1730,0400000US24,5885847,2043,2831976,3502,223578,3424,122,156,223456,3419,465722,3733,220,151,465502,3711,270126,2696,1145,641,268981,2712,394586,3007,6403,1464,388183,3288,361331,2287,7009,1375,354322,2591,414435,2160,12340,1791,402095,2796,356085,1416,16612,1915,339473,2150,215610,1406,23470,1838,192140,2085,130503,1401,22642,1787,107861,2085,3053871,3348,216877,3505,200,239,216677,3548,443590,3459,285,252,443305,3482,273713,2366,703,523,273010,2351,414386,2470,1123,471,413263,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
2157,428792,1785,999,470,427793,1824,503208,1600,1153,569,502055,1677,460017,1158,1171,393,458846,1252,299212,1340,2398,800,296814,1571,255082,2086,3254,706,251828,2267,0400000US25,6668348,1237,3224439,2662,223016,2886,273,317,222743,2927,484518,3209,404,373,484114,3187,345265,2004,847,387,344418,2062,450115,2843,7156,1271,442959,2976,403358,2168,4237,1064,399121,2150,475666,1863,7014,1330,468652,2367,419766,1400,13190,1650,406576,2150,257778,1487,25111,1993,232667,2377,164957,1541,30542,2328,134415,2767,3443909,2587,215203,3447,302,373,214901,3431,464661,3387,0,198,464661,3387,349720,1283,607,422,349113,1393,468014,2136,984,472,467030,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
2452,599220,1918,1413,509,597807,1913,708484,2287,3394,671,705090,2231,700008,1584,4628,929,695380,1694,458488,1465,4336,749,454152,1629,373425,1746,3751,750,369674,1869,0400000US26,9798621,623,4788521,3301,356326,4516,313,339,356013,4516,778528,4244,629,425,777899,4187,501288,2551,2216,705,499072,2727,584048,3377,10966,1547,573082,3601,575357,2372,9955,1400,565402,2850,679068,2159,15987,1953,663081,2887,654404,1479,32801,2523,621603,3185,406829,1660,53908,2332,352921,2919,252673,1653,40988,2127,211685,2324,5010100,3364,333208,3614,417,312,332791,3629,751878,3473,375,241,751503,3490,492654,2369,430,241,492224,2384,592735,2426,1927,553,590808,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
2131,332702,2576,770,517,331932,2692,378483,1737,1636,441,376847,1805,357809,1560,3407,727,354402,1612,221711,1058,2795,507,218916,1228,190290,1782,3587,633,186703,1798,0400000US27,5398211,808,2677723,3629,214349,3117,506,511,213843,3153,440779,3508,509,357,440270,3470,251390,2013,1194,408,250196,2081,374687,2148,6406,1148,368281,2351,333775,1877,4485,779,329290,2045,375669,1929,7711,1006,367958,2048,351667,1455,20934,1614,330733,2185,203344,1180,40488,1929,162856,2352,132063,1287,37670,1769,94393,2027,2720488,3565,202991,3114,197,139,202794,3120,422672,3302,690,416,421982,3290,246086,1747,920,459,245166,1726,367744,2090,2322,587,365422,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
3722,196173,3106,818,420,195355,3161,196428,2412,2586,823,193842,2225,193816,1430,1484,437,192332,1480,131549,1566,1776,465,129773,1672,104803,1641,1997,661,102806,1800,0400000US28,2927088,1445,1405888,4405,121166,3414,0,206,121166,3414,254768,3332,570,426,254198,3380,147954,3046,623,457,147331,3122,173355,3979,2650,1076,170705,4185,178420,3757,3883,1030,174537,3586,176892,2886,5718,1369,171174,2834,174543,1985,13450,1564,161093,2646,112649,1879,20731,1897,91918,2303,66141,1536,16469,1766,49672,2191,1521200,4278,112420,3658,31,56,112389,3653,241448,3845,0,206,241448,3845,150683,3236,405,542,150278,3187,193880,3689,881,481,192999,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
3632,365589,2500,2437,921,363152,2800,416172,2358,2941,793,413231,2418,408374,1864,4689,1060,403685,2163,276308,1961,2678,736,273630,1933,221702,1709,2971,730,218731,1891,0400000US29,5950606,1614,2896457,4646,228907,3364,66,102,228841,3351,479142,4050,488,422,478654,4056,287727,3070,984,482,286743,3085,376493,3195,7989,1244,368504,3472,355431,2968,8140,1496,347291,3029,397365,2508,15943,1733,381422,3015,375796,1722,30367,2391,345429,2848,243812,1210,49242,2687,194570,3071,151784,1492,33466,2017,118318,2351,3054149,4191,215241,3495,0,181,215241,3495,464271,3994,595,407,463676,4033,290278,2984,1300,781,288978,3086,396214,3478,1167,516,395047,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1377,55909,1114,329,177,55580,1121,66313,1155,792,358,65521,1220,75734,903,870,314,74864,934,48672,601,453,235,48219,638,37499,582,638,328,36861,684,0400000US30,1008116,806,502747,2093,38162,1607,0,161,38162,1607,76577,1789,36,59,76541,1794,49991,1405,179,119,49812,1415,63763,1885,1766,637,61997,1947,56576,1055,1474,496,55102,1153,64168,1174,3221,823,60947,1481,74167,993,7122,1096,67045,1362,49639,474,11615,1395,38024,1390,29704,472,7669,859,22035,947,505369,1886,35916,1135,0,161,35916,1135,73396,1346,0,161,73396,1346,50219,1475,0,161,50219,1475,61711,1386,336,240,61375,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1734,111137,1457,867,491,110270,1624,118104,1269,1060,423,117044,1261,118700,881,1196,407,117504,876,74915,924,1076,379,73839,975,68963,891,1318,424,67645,988,0400000US31,1853684,807,919630,2338,80311,1891,25,42,80286,1887,159996,2056,216,214,159780,2044,94612,1402,654,435,93958,1417,123901,2034,2388,520,121513,2114,113678,1242,3441,878,110237,1360,116775,1294,4555,904,112220,1624,114944,1048,6373,869,108571,1162,68366,809,14349,1227,54017,1605,47047,653,14023,1007,33024,1002,934054,2210,76090,2242,113,132,75977,2233,150193,2301,194,144,149999,2338,90843,1541,522,467,90321,1571,125109,1713,677,317,124432,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
1531,187497,1605,1119,518,186378,1672,189141,1507,2102,892,187039,1722,176221,1073,2913,1037,173308,1361,128215,794,2219,648,125996,960,80472,875,943,384,79529,959,0400000US32,2805532,1104,1399782,2529,110224,2466,107,125,110117,2468,228795,2932,131,157,228664,2948,127433,1695,809,527,126624,1749,198446,2197,4500,1098,193946,2605,189132,1798,5431,1197,183701,2087,191051,1646,7955,1381,183096,1952,167373,1045,14823,1832,152550,1875,120351,740,26777,2071,93574,2107,66977,681,13443,1594,53534,1608,1405750,2245,102347,2735,0,203,102347,2735,220268,2709,378,244,219890,2768,124040,1227,0,203,124040,1227,197549,1419,1111,608,196438,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
1177,79964,1214,309,228,79655,1180,106167,856,570,267,105597,924,100379,1011,505,225,99874,1040,62965,694,535,281,62430,782,47078,770,826,360,46252,856,0400000US33,1311921,451,645208,1790,40258,1353,0,182,40258,1353,95591,1597,80,135,95511,1602,64622,1278,80,112,64542,1279,75451,1176,2450,763,73001,1446,78050,1340,893,380,77157,1308,102704,1148,2852,721,99852,1397,97031,743,5152,1086,91879,1395,58808,482,10314,1169,48494,1293,32693,619,8137,1127,24556,1309,666713,1844,38575,1291,0,182,38575,1291,92409,1244,0,182,92409,1244,62383,1032,0,182,62383,1032,76793,1164,273,243,76520,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
1874,592787,1723,612,384,592175,1877,684819,1450,1695,601,683124,1513,597802,916,2341,628,595461,970,391939,1778,2168,663,389771,1951,335602,1961,2112,637,333490,2104,0400000US34,8830969,1326,4291313,3274,326459,4003,528,529,325931,4055,697585,4285,283,251,697302,4290,401754,1930,1001,505,400753,1865,559996,2493,4102,924,555894,2694,569780,2245,2744,859,567036,2483,642645,1860,6194,1084,636451,2145,548526,1381,11691,1293,536835,1856,328942,1607,27141,2062,301801,2690,215626,1669,28541,1984,187085,2353,4539656,3088,313486,3761,144,229,313342,3748,669832,3904,502,514,669330,3915,386011,1351,360,444,385651,1408,567378,1875,530,371,566848,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
