GEO_ID,C15002B_001E,C15002B_001M,C15002B_002E,C15002B_002M,C15002B_003E,C15002B_003M,C15002B_004E,C15002B_004M,C15002B_005E,C15002B_005M,C15002B_006E,C15002B_006M,C15002B_007E,C15002B_007M,C15002B_008E,C15002B_008M,C15002B_009E,C15002B_009M,C15002B_010E,C15002B_010M,C15002B_011E,C15002B_011M,NAME,C15002B_001MA,C15002B_001EA,C15002B_002EA,C15002B_002MA,C15002B_003MA,C15002B_003EA,C15002B_004EA,C15002B_004MA,C15002B_005EA,C15002B_005MA,C15002B_006MA,C15002B_006EA,C15002B_007EA,C15002B_007MA,C15002B_008MA,C15002B_008EA,C15002B_009MA,C15002B_009EA,C15002B_010EA,C15002B_010MA,C15002B_011EA,C15002B_011MA,state
0400000US13,1942277,8970,866297,6275,155164,6989,311136,7882,246906,9667,153091,7868,1075980,5018,153965,6936,294535,9692,372577,9755,254903,9594,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,18940,1400,11967,1067,248,173,2287,810,6536,1194,2896,822,6973,898,151,162,673,399,4357,973,1792,605,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,4155,1071,2339,828,433,372,463,287,831,526,612,343,1816,497,735,327,480,326,419,301,182,112,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1147196,4165,512941,3253,86269,4569,161627,5749,174881,5385,90164,4588,634255,3366,88303,4859,163901,5233,233249,6068,148802,5390,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,364389,3548,166352,2644,27277,2484,60873,3548,54621,3700,23581,2258,198037,2500,26425,2703,60030,3979,75712,3679,35870,3104,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,52965,2432,27867,1954,5631,1248,7498,1271,9549,1311,5189,1383,25098,1417,2967,750,7371,1269,9811,1481,4949,1196,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,101975,2766,52184,2276,7079,1446,17739,2013,17871,1816,9495,1582,49791,1585,6962,1134,12674,1658,19706,1885,10449,1526,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,217377,4336,103898,3652,15849,1902,42068,3137,32451,2637,13530,1526,113479,2159,15145,2142,34081,2825,42449,2793,21804,2464,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,902889,5280,409208,3771,106314,4295,157960,6004,99640,4786,45294,3595,493681,2917,96635,5318,166819,4998,148331,5999,81896,4649,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,7552,865,4324,666,446,342,1297,468,1414,458,1167,512,3228,729,882,448,754,564,1024,581,568,338,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1155799,6107,514554,3392,62143,3995,177198,6740,147134,5320,128079,5331,641245,3692,61767,4318,179157,6890,213580,7320,186741,6409,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,295691,4408,138414,3145,20088,2081,42064,3472,44646,3230,31616,2350,157277,2685,27863,2713,44315,3834,47825,3336,37274,3090,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,845834,4092,383316,2622,71737,3605,135083,4929,123721,4741,52775,3160,462518,2676,61206,3583,129307,3991,181677,5731,90328,4269,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,169043,2828,85476,2124,12514,1717,26828,2694,28696,2625,17438,1938,83567,1730,19747,2367,20333,2245,29445,2612,14042,1743,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,678161,4459,304738,2935,81523,3769,106985,4871,84849,4409,31381,3590,373423,2985,76952,3388,101566,4810,124124,5494,70781,4384,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,429911,3151,194786,2352,31986,2527,71404,3773,64168,3703,27228,2920,235125,2376,30891,2682,67753,4466,89542,5190,46939,3595,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,3627,985,2908,934,775,469,1395,854,369,340,369,238,719,319,0,161,163,149,170,150,386,286,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,48801,1360,24452,949,4029,944,7786,1156,6776,1130,5861,970,24349,850,3360,791,5497,1035,9552,1244,5940,952,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,152752,2197,75377,1748,10934,2027,24345,2490,30271,2438,9827,1608,77375,1107,9981,1697,23101,2097,32243,2587,12050,1699,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10318,1263,6270,1150,129,127,2632,1115,1298,491,2211,612,4048,588,204,178,820,459,2189,696,835,421,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,779757,6049,351040,3607,47928,2958,132981,5387,99280,4665,70851,3857,428717,3813,50496,3606,131460,4119,139003,5213,107758,4218,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,26308,1648,15166,1563,1706,535,3600,895,5816,1470,4044,1033,11142,947,1299,519,2784,764,4088,1127,2971,1054,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2011027,10116,887952,6080,153699,5962,297696,8660,256493,7224,180064,6161,1123075,6678,192591,6828,319418,7223,330980,6941,280086,7850,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1359841,5810,606483,4038,110603,4945,216327,6773,182742,6636,96811,4987,753358,3644,103276,4333,205481,5818,275023,6818,169578,5758,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7084,1119,4633,968,1137,653,458,303,2629,806,409,421,2451,650,458,350,512,359,1038,619,443,326,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,870892,4747,398190,3288,67853,4393,144738,4911,128902,5185,56697,4203,472702,3275,71589,3683,138122,4818,182393,5511,80598,4302,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,169984,2725,82864,1916,10887,1274,29847,2059,29843,2106,12287,1521,87120,1940,9059,1025,26198,2178,33514,2257,18349,1849,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,43368,2248,23607,1632,2309,918,5637,1260,8353,1368,7308,1411,19761,1357,3455,889,4294,918,8215,1513,3797,1071,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,872803,5737,401937,3834,64883,4266,177318,5257,103740,4875,55996,3864,470866,3866,64895,3956,166008,6175,152874,6013,87089,4587,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,40405,2139,20197,1353,3868,1019,6468,1400,5718,1149,4143,1082,20208,1351,3542,814,6526,1274,6240,1035,3900,798,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,832934,4796,370641,3081,82760,4206,152327,5566,94495,4947,41059,3341,462293,2799,83006,4483,153457,5313,144323,4853,81507,4246,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,6907,1283,3830,740,938,453,633,309,1459,663,800,424,3077,867,626,311,695,369,976,485,780,536,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,677696,3341,307152,2926,51008,3683,122698,4568,86071,4436,47375,3344,370544,2401,52641,3616,119941,5457,122007,4934,75955,4096,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1990097,10398,929251,7051,121157,5625,308808,8949,317816,8897,181470,7216,1060846,7066,118997,5502,278199,8846,411987,9604,251663,9974,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,17207,1419,10159,1210,994,502,2347,714,4452,1091,2366,846,7048,761,909,491,1151,560,3399,783,1589,700,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3167,706,1622,471,255,205,394,240,379,232,594,300,1545,512,540,350,79,100,347,227,579,385,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1028755,6417,471816,4532,79069,4522,162933,5979,140060,5568,89754,5053,556939,4308,80164,3452,152084,5195,190840,6248,133851,5617,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,159787,3431,88897,2560,9151,1405,22370,2193,36361,2664,21015,2469,70890,2314,10821,1748,17857,2180,28417,2939,13795,1742,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43173,2010,22885,1338,2464,662,8693,1509,6884,1221,4844,1210,20288,1593,2927,844,7000,1246,7331,1083,3030,960,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,204550,2234,96976,1845,19360,2192,34712,2276,31436,2326,11468,1496,107574,1576,17858,1878,32568,2488,42361,2330,14787,1791,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4056,892,2642,818,27,49,908,899,1185,667,522,366,1414,572,386,417,276,270,554,423,198,133,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,214332,9325,101390,5244,31671,2746,33719,3324,19721,2245,16279,1915,112942,5948,29805,2867,27884,2757,26379,2914,28874,2647,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
