GEO_ID,C01001F_001E,C01001F_001M,C01001F_002E,C01001F_002M,C01001F_003E,C01001F_003M,C01001F_004E,C01001F_004M,C01001F_005E,C01001F_005M,C01001F_006E,C01001F_006M,C01001F_007E,C01001F_007M,C01001F_008E,C01001F_008M,C01001F_009E,C01001F_009M,NAME,C01001F_001EA,C01001F_001MA,C01001F_002MA,C01001F_002EA,C01001F_003MA,C01001F_003EA,C01001F_004EA,C01001F_004MA,C01001F_005EA,C01001F_005MA,C01001F_006EA,C01001F_006MA,C01001F_007EA,C01001F_007MA,C01001F_008MA,C01001F_008EA,C01001F_009MA,C01001F_009EA,state
0400000US18,143931,10528,73637,5753,23481,3142,48287,3868,1869,570,70294,5848,25433,3439,42144,3252,2717,646,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,30497,3874,17883,2400,4853,1157,12414,1679,616,216,12614,1939,4137,1085,8054,1284,423,217,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,63129,5802,33830,3511,11635,1983,20437,2226,1758,547,29299,2849,9962,1569,17324,1892,2013,580,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,43094,4741,23940,2789,7712,1456,16012,2063,216,159,19154,2910,8130,1865,10797,1736,227,214,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,42238,5421,25053,3441,6154,1684,18062,2370,837,418,17185,2623,5135,1291,11156,1615,894,564,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2947,1313,1882,1039,311,310,1461,942,110,107,1065,562,545,378,461,264,59,87,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,209461,13474,113272,7797,35973,3674,73436,5258,3863,995,96189,6958,30381,3803,61357,4263,4451,1075,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,279928,13749,137084,8145,42465,3953,89941,5749,4678,943,142844,7018,38955,3498,95023,4624,8866,1235,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,121859,9960,63877,5992,22677,3503,38885,3158,2315,581,57982,4763,18903,2738,36788,2686,2291,595,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,85069,7176,45345,4377,16126,2291,28332,2807,887,365,39724,3815,15058,2050,23147,2476,1519,754,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,25266,3313,16004,2503,3546,1026,11981,1926,477,315,9262,1385,3307,760,5834,1023,121,123,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,73680,6990,39893,4310,14549,2066,24431,2946,913,401,33787,3479,13539,2334,19139,2077,1109,366,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,2856,1056,953,420,154,172,768,336,31,55,1903,731,353,336,1381,595,169,170,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,30095,3853,15507,2280,5094,1261,10032,1404,381,202,14588,1898,5692,960,8516,1274,380,226,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,268796,12699,135389,7585,44148,3766,88122,5381,3119,904,133407,6665,41031,2979,86798,4720,5578,1065,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,6252,1438,3322,878,615,300,2639,779,68,114,2930,878,829,442,2041,715,60,102,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,621199,22403,316738,12517,90030,5712,213115,8726,13593,1553,304461,12116,86250,5604,199976,8408,18235,2005,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,224820,14008,109773,7636,32023,3739,69415,5190,8335,1110,115047,7784,32788,4312,71234,4896,11025,1658,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1746680,33590,868293,18978,247620,9641,575024,11752,45649,3254,878387,18693,228303,7617,578664,12995,71420,4168,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,322251,15157,170837,8749,60730,4735,107390,6272,2717,979,151414,8943,57254,5665,89876,4612,4284,1013,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4680,1776,2276,993,692,457,1499,682,85,142,2404,1109,670,559,1717,899,17,35,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,103388,7629,54202,4445,17970,2435,34880,3022,1352,484,49186,4349,17821,2647,29921,2537,1444,410,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,93987,5080,50973,3118,15988,1738,33220,1946,1765,512,43014,2814,14684,1665,26918,1985,1412,461,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,141502,12897,75681,7235,24237,3928,49147,4506,2297,700,65821,6452,24201,3370,39674,4261,1946,629,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,241491,15279,123010,8173,38665,4126,80487,5675,3858,988,118481,8537,38163,4147,74739,5318,5579,1098,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,57362,5005,27464,2831,7248,1577,19118,2172,1098,436,29898,2867,8442,1450,19809,2098,1647,522,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,69517,8565,38732,5282,12787,2703,25116,3529,829,443,30785,4334,12016,2291,18036,2883,733,393,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,6774,1895,2706,838,1049,564,1584,612,73,151,4068,1481,1625,873,2374,952,69,146,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,99109,8028,54878,4757,21118,2525,32901,3317,859,538,44231,4348,19042,2776,24249,2469,940,573,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1488773,36237,771098,19864,234235,10371,501473,14040,35390,3260,717675,19832,217747,8826,453487,13394,46441,3358,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,138510,10255,72789,6187,25979,3082,45598,4230,1212,512,65721,5154,25382,3007,38486,3078,1853,551,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2872,1041,1411,639,696,417,671,349,44,63,1461,580,330,205,1036,548,95,72,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,174873,12257,91247,6976,27423,3587,61639,4554,2185,916,83626,7098,26551,3329,54622,4677,2453,770,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,247151,14847,131045,8682,41083,3983,86719,6330,3243,810,116106,7603,40515,4083,71174,4578,4417,1069,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,4172,1300,2491,861,828,552,1585,592,78,131,1681,701,827,474,854,413,0,187,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,105647,7331,53341,3889,18807,2405,33605,2382,929,442,52306,4447,20774,2435,30126,2723,1406,406,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,11808,2532,5487,1297,1606,615,3581,972,300,267,6321,1512,2113,743,3776,912,432,244,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,481724,17739,238971,9976,57638,4518,151964,6893,29369,2561,242753,10071,54996,4435,149836,7071,37921,2958,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
